failure_type,prefix_queries,model,feature_scope,n_failure_branches,n_type_positive,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
stagnation,1,failure_rate_only,absolute,42,11,0.29105852041542174,0.894897650778794,noise+action,0.0,0.0,0.03720261165356181
stagnation,1,noise+action,absolute,42,11,0.32826113206898355,2.501000807706584,noise+action,-0.03720261165356181,-0.12781832189782077,0.0
stagnation,1,moe_action,absolute,42,11,0.2623322397220896,3.505990344653172,noise+action,0.028726280693332162,0.09869589336306576,0.06592889234689397
stagnation,1,moe_state,absolute,42,11,0.6657696945877445,6.037351338707981,noise+action,-0.37471117417232275,-1.2874083659791349,-0.33750856251876094
stagnation,1,moe_action+state,absolute,42,11,0.26815675425088187,3.6480591964371105,noise+action,0.022901766164539872,0.07868440385065058,0.060104377818101684
stagnation,1,noise+action+moe_action,absolute,42,11,0.2624232345962972,3.5407840152940366,noise+action,0.028635285819124556,0.09838325907193513,0.06583789747268637
stagnation,1,noise+action+moe_action+state,absolute,42,11,0.2702149994601505,3.6491093435926105,noise+action,0.020843520955271255,0.071612818362169,0.05804613260883307
stagnation,1,noise+action_within_snapshot,within_snapshot_centered,42,11,0.3049540452896515,0.9852025808288739,noise+action_within_snapshot,-0.013895524874229737,-0.04774134374900602,0.0
stagnation,1,moe_action_within_snapshot,within_snapshot_centered,42,11,0.34378095336685244,2.525946531363927,noise+action_within_snapshot,-0.0527224329514307,-0.1811403180232658,-0.03882690807720096
stagnation,1,moe_state_within_snapshot,within_snapshot_centered,42,11,0.3811741645010051,4.4803031068048265,noise+action_within_snapshot,-0.09011564408558337,-0.30961348926313237,-0.07622011921135363
stagnation,1,moe_action+state_within_snapshot,within_snapshot_centered,42,11,0.3868076470058445,4.506396163567724,noise+action_within_snapshot,-0.09574912659042278,-0.32896864332905307,-0.08185360171619305
stagnation,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,42,11,0.3427778299238816,2.56460954207191,noise+action_within_snapshot,-0.051719309508459876,-0.17769385151357875,-0.03782378463423014
stagnation,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,42,11,0.38653320769539623,4.505708400545782,noise+action_within_snapshot,-0.09547468727997449,-0.3280257425335134,-0.08157916240574475
stagnation,3,failure_rate_only,absolute,42,11,0.29105852041542174,0.894897650778794,noise+action,0.0,0.0,0.02640979956962447
stagnation,3,noise+action,absolute,42,11,0.3174683199850462,3.2467010013592352,noise+action,-0.02640979956962447,-0.09073707765685854,0.0
stagnation,3,moe_action,absolute,42,11,0.29202113474274105,3.7463033502180036,noise+action,-0.0009626143273193111,-0.0033072879156583073,0.02544718524230516
stagnation,3,moe_state,absolute,42,11,0.34984895895401164,3.8277795022748387,noise+action,-0.058790438538589895,-0.20198837833257563,-0.032380638968965425
stagnation,3,moe_action+state,absolute,42,11,0.2835246381153023,3.7069122691813976,noise+action,0.007533882300119421,0.025884424511491602,0.03394368186974389
stagnation,3,noise+action+moe_action,absolute,42,11,0.292602612865171,3.7478581713025703,noise+action,-0.0015440924497492348,-0.005305092761226793,0.024865707119875236
stagnation,3,noise+action+moe_action+state,absolute,42,11,0.28184895439062324,3.6990293902081635,noise+action,0.009209566024798499,0.031641630046266564,0.03561936559442297
stagnation,3,noise+action_within_snapshot,within_snapshot_centered,42,11,0.3028548240405736,0.9609547806859663,noise+action_within_snapshot,-0.011796303625151883,-0.04052897543873742,0.0
stagnation,3,moe_action_within_snapshot,within_snapshot_centered,42,11,0.313868670592077,1.1354812304672575,noise+action_within_snapshot,-0.022810150176655275,-0.07836963557740494,-0.011013846551503392
stagnation,3,moe_state_within_snapshot,within_snapshot_centered,42,11,0.3856789555383839,4.396393476891715,noise+action_within_snapshot,-0.09462043512296214,-0.32509075833929335,-0.08282413149781026
stagnation,3,moe_action+state_within_snapshot,within_snapshot_centered,42,11,0.3247679574282554,1.857489325206689,noise+action_within_snapshot,-0.03370943701283369,-0.11581669887114424,-0.021913133387681805
stagnation,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,42,11,0.3147898657722425,1.1482176927227814,noise+action_within_snapshot,-0.023731345356820754,-0.08153461827178088,-0.011935041731668872
stagnation,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,42,11,0.32518179413045684,2.0371128405412895,noise+action_within_snapshot,-0.034123273715035096,-0.1172385321904738,-0.022326970089883214
