calibration,alpha,method,baseline,scope,gained_tp,lost_tp,added_fp,removed_fp,shared_tp,earlier,same,later,median_query_delta
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,0,0,0,39,2,37,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,0,1,0,1,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_plate,2,0,0,0,11,0,11,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,7,2,0,-2.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,0,0,16,0,16,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_cream_cheese_in_the_bowl,0,0,0,0,9,5,4,0,-1.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_the_rack,0,0,0,0,1,0,1,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,1,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,13,0,4,3,1,0,-19.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,22,0,1,1,0,0,-12.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,10,0,1,0,1,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,0,6,0,123,5,118,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,0,22,0,29,10,19,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,0,9,0,8,0,8,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,1,0,6,0,3,2,1,0,-1.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2,0,1,0,17,1,16,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,0,33,0,47,29,18,0,-1.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,40,0,6,6,0,0,-4.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,7,0,2,0,2,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,1,0,9,2,7,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,1,0,5,1,4,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,0,1,0,1,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,0,0,0,6,3,3,0,-0.5
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,0,0,0,1,1,0,0,-1.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,0,0,3,0,3,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,0,0,0,3,1,2,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,3,0,3,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,0,0,0,10,2,8,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,0,0,1,1,0,0,-1.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,3,0,0,0,18,12,6,0,-2.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,0,0,7,2,5,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,13,4,9,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,0,0,0,10,5,5,0,-0.5
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,0,0,0,38,4,34,0,0.0
episode,0.02,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,0,0,19,4,15,0,0.0
episode,0.05,v82_integrated,v82_reference,all,44,13,252,449,485,101,202,182,0.0
episode,0.05,v82_integrated,v82_reference,libero_goal,0,4,2,50,96,5,52,39,0.0
episode,0.05,v82_integrated,v82_reference,libero_long,29,1,232,54,238,61,79,98,0.0
episode,0.05,v82_integrated,v82_reference,libero_object,3,5,17,344,29,7,11,11,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial,12,3,1,1,122,28,60,34,0.0
episode,0.05,v82_integrated,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,1,0,0,0,0,0,
episode,0.05,v82_integrated,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,3,0,5,45,1,26,18,0.0
episode,0.05,v82_integrated,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,45,1,0,0,1,1.0
episode,0.05,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_plate,0,1,0,0,14,1,6,7,0.5
episode,0.05,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,3,4,2,0.0
episode,0.05,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,0,0,16,0,11,5,0.0
episode,0.05,v82_integrated,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,0,0,0,0,9,0,5,4,0.0
episode,0.05,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,0,1,0,0,1,1.0
episode,0.05,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,0,1,1.0
episode,0.05,v82_integrated,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.05,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,23,0,4,2,1,1,-1.0
episode,0.05,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,21,1,1,1,0,0,-11.0
episode,0.05,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,12,0,1,1,0,0,-3.0
episode,0.05,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,20,1,12,33,125,14,38,73,1.0
episode,0.05,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,0,41,4,30,8,17,5,0.0
episode,0.05,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,0,16,1,8,0,4,4,0.5
episode,0.05,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,0,15,0,2,0,1,1,6.5
episode,0.05,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,6,0,20,2,9,9,0.0
episode,0.05,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,6,0,39,0,41,31,8,2,-5.0
episode,0.05,v82_integrated,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,47,15,6,2,1,3,1.5
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,9,44,3,0,1,2,1.0
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,2,0,8,2,2,4,0.5
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,68,0,0,0,0,
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,94,0,0,0,0,
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,4,5,0,2,1,0,1,0.0
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,48,1,0,1,0,0.0
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,1,1,78,6,2,2,2,0.0
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,2,0,0,10,3,2,1,0,-10.0
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,0,2,3,0,3,0,0.0
episode,0.05,v82_integrated,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,0,0,0,3,0,1,2,1.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,0,0,0,0,0,
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,3,1,2,0,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,0,0,13,2,6,5,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,1,0,0,1,0,1,0,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,10,0,0,1,12,7,4,1,-1.5
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,0,0,8,2,4,2,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,13,1,11,1,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,0,0,0,12,5,4,3,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,0,0,0,41,6,23,12,0.0
episode,0.05,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,1,1,0,0,19,4,5,10,1.0
episode,0.05,dynamics_only,v82_reference,all,49,103,454,609,395,152,41,202,1.0
episode,0.05,dynamics_only,v82_reference,libero_goal,1,41,4,66,59,11,6,42,2.0
episode,0.05,dynamics_only,v82_reference,libero_long,32,32,427,60,207,80,10,117,1.0
episode,0.05,dynamics_only,v82_reference,libero_object,4,7,21,481,27,13,5,9,0.0
episode,0.05,dynamics_only,v82_reference,libero_spatial,12,23,2,2,102,48,20,34,0.0
episode,0.05,dynamics_only,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,2,0,0,0,0,0,
episode,0.05,dynamics_only,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,19,0,5,29,3,1,25,3.0
episode,0.05,dynamics_only,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,1,57,1,0,0,1,2.0
episode,0.05,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_plate,1,4,0,0,11,2,2,7,1.0
episode,0.05,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,4,3,2,0.0
episode,0.05,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,16,0,0,0,0,0,0,
episode,0.05,dynamics_only,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,0,1,0,4,8,2,0,6,6.5
episode,0.05,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,1,1,0,0,0,0,0,
episode,0.05,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,0,1,9.0
episode,0.05,dynamics_only,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.05,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,56,0,4,3,0,1,-6.5
episode,0.05,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,34,1,1,1,0,0,-11.0
episode,0.05,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,17,2,1,1,0,0,-6.0
episode,0.05,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,22,28,36,35,98,22,5,71,2.0
episode,0.05,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,1,68,1,29,11,2,16,1.0
episode,0.05,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,2,0,30,1,8,0,0,8,2.0
episode,0.05,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,1,25,0,1,0,1,0,0.0
episode,0.05,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,2,13,2,18,3,0,15,10.0
episode,0.05,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,6,0,52,0,41,36,2,3,-6.0
episode,0.05,dynamics_only,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,96,18,6,3,0,3,-0.5
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,1,9,47,2,2,0,0,-4.0
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,1,2,0,7,3,1,3,0.0
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,116,0,0,0,0,
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,148,0,0,0,0,
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,3,7,0,3,1,1,1,0.0
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,53,1,0,0,1,5.0
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,1,1,101,6,3,0,3,1.5
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,2,0,1,14,3,3,0,0,-10.0
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,1,0,0,2,3,0,2,1,0.0
episode,0.05,dynamics_only,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,1,1,0,2,1,1,0,-0.5
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,0,0,0,0,0,
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,1,0,0,2,2,0,0,-2.5
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,6,0,0,7,4,1,2,-1.0
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,0,0,2,1,1,0,-1.5
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,10,1,0,1,11,7,3,1,-2.0
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,1,0,8,6,2,0,-1.0
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,13,5,3,5,0.0
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,0,0,0,12,6,1,5,-0.5
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,14,0,1,27,11,4,12,0.0
episode,0.05,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,1,0,0,0,20,6,5,9,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,all,63,0,518,0,475,208,267,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal,8,0,8,0,87,19,68,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long,31,0,483,0,239,115,124,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object,7,0,25,0,30,16,14,0,-1.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial,17,0,2,0,119,58,61,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,2,0,0,0,0,0,
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,0,0,0,39,3,36,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,4,0,1,0,1,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_plate,4,0,1,0,11,2,9,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,7,2,0,-2.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,0,0,16,0,16,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_cream_cheese_in_the_bowl,0,0,0,0,9,7,2,0,-2.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,0,1,0,1,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,1,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,58,0,4,4,0,0,-23.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,40,0,1,1,0,0,-12.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,20,0,1,1,0,0,-8.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,24,0,47,0,123,38,85,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,0,71,0,29,15,14,0,-1.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,2,0,30,0,8,0,8,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,1,0,22,0,3,2,1,0,-2.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,3,0,12,0,17,3,14,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,0,57,0,47,45,2,0,-5.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,126,0,6,6,0,0,-8.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1,0,14,0,2,1,1,0,-3.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,2,0,9,4,5,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,6,0,5,2,3,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,0,1,0,1,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,0,1,0,6,5,1,0,-2.5
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,0,1,0,1,1,0,0,-2.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,1,0,0,0,3,2,1,0,-1.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,0,1,0,3,1,2,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,3,2,1,0,-2.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,3,0,0,0,10,2,8,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,0,0,1,1,0,0,-1.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,4,0,1,0,18,14,4,0,-3.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,1,0,1,0,7,7,0,0,-2.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,13,7,6,0,-1.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,0,0,0,10,5,5,0,-2.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,0,0,0,38,12,26,0,0.0
episode,0.05,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2,0,0,0,19,8,11,0,0.0
