cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall,representation,width,confirmations,quantile,long_risk_n,long_tp,long_fp,long_recall,long_early4_recall,long_early8_recall,long_fpr,long_precision,long_max_task_fpr,long_worst_task_recall_min_risk5,eligible
development_main,all,candidate,14800,487,14313,30,457,451,373,78,114,14235,0.7659137577002053,0.005449591280653951,0.8270509977827051,0.6666666666666666,0.7724288840262582,9.0,0.6981519507186859,0.6201232032854209,0.4086242299794661,0.3593429158110883,all_median,2,4,0.5,222,159,71,0.7162162162162162,0.6891891891891891,0.6666666666666666,0.027540729247478666,0.691304347826087,0.06887755102040816,0.5942028985507246,False
development_main,all,candidate,14800,487,14313,30,457,439,372,67,115,14246,0.7638603696098563,0.0046810591769719835,0.8473804100227791,0.6666666666666666,0.7702407002188184,9.0,0.6960985626283368,0.6160164271047228,0.40451745379876797,0.351129363449692,all_median,2,4,0.6,222,158,60,0.7117117117117117,0.6801801801801802,0.6576576576576577,0.023273855702094646,0.7247706422018348,0.05102040816326531,0.5942028985507246,False
development_main,all,candidate,14800,487,14313,30,457,426,366,60,121,14253,0.7515400410677618,0.004191993292810731,0.8591549295774648,0.6666666666666666,0.7571115973741794,9.0,0.6858316221765913,0.6057494866529775,0.3921971252566735,0.34291581108829566,all_median,2,4,0.7,222,152,53,0.6846846846846847,0.6576576576576577,0.6306306306306306,0.020558572536850273,0.7414634146341463,0.04481792717086835,0.5507246376811594,False
development_main,all,candidate,14800,487,14313,30,457,411,356,55,131,14258,0.731006160164271,0.003842660518409837,0.8661800486618005,0.6666666666666666,0.7352297592997812,9.0,0.6673511293634496,0.5934291581108829,0.3839835728952772,0.33675564681724846,all_median,2,4,0.75,222,142,48,0.6396396396396397,0.6306306306306306,0.6126126126126126,0.018619084561675717,0.7473684210526316,0.0392156862745098,0.4927536231884058,False
development_main,all,candidate,14800,487,14313,30,457,389,345,44,142,14269,0.7084188911704312,0.00307412841472787,0.8868894601542416,0.6333333333333333,0.7133479212253829,7.0,0.6447638603696099,0.5646817248459959,0.33675564681724846,0.27104722792607805,all_median,2,4,0.8,222,131,37,0.5900900900900901,0.5675675675675675,0.509009009009009,0.014352211016291699,0.7797619047619048,0.036414565826330535,0.42028985507246375,False
development_main,all,candidate,14800,487,14313,30,457,330,297,33,190,14280,0.6098562628336756,0.002305596311045902,0.9,0.5,0.6170678336980306,6.0,0.5441478439425051,0.47433264887063653,0.2546201232032854,0.20739219712525667,all_median,2,4,0.85,222,83,26,0.3738738738738739,0.36936936936936937,0.32882882882882886,0.01008533747090768,0.7614678899082569,0.022408963585434174,0.11594202898550725,False
development_main,all,candidate,14800,487,14313,30,457,300,275,25,212,14288,0.5646817248459959,0.0017466638720044715,0.9166666666666666,0.4666666666666667,0.5711159737417943,5.0,0.4989733059548255,0.42915811088295686,0.22176591375770022,0.1806981519507187,all_median,2,4,0.9,222,61,18,0.2747747747747748,0.2702702702702703,0.25675675675675674,0.0069821567106283944,0.7721518987341772,0.012690355329949238,0.043478260869565216,True
development_main,all,candidate,14800,487,14313,30,457,292,269,23,218,14290,0.5523613963039015,0.0016069307622441137,0.9212328767123288,0.43333333333333335,0.5601750547045952,5.0,0.486652977412731,0.41478439425051333,0.20739219712525667,0.16427104722792607,all_median,2,4,0.925,222,55,16,0.24774774774774774,0.23873873873873874,0.22522522522522523,0.0062063615205585725,0.7746478873239436,0.012690355329949238,0.043478260869565216,True
development_main,all,candidate,14800,487,14313,30,457,274,258,16,229,14297,0.5297741273100616,0.0011178648780828617,0.9416058394160584,0.4,0.5382932166301969,5.0,0.46611909650924027,0.39630390143737165,0.188911704312115,0.14784394250513347,all_median,2,4,0.95,222,44,9,0.1981981981981982,0.1981981981981982,0.18468468468468469,0.0034910783553141972,0.8301886792452831,0.010101010101010102,0.036231884057971016,True
development_main,all,candidate,14800,487,14313,30,457,264,251,13,236,14300,0.5154004106776181,0.0009082652134423251,0.9507575757575758,0.4,0.5229759299781181,5.0,0.4517453798767967,0.38193018480492813,0.17453798767967146,0.13963039014373715,all_median,2,4,0.96,222,37,6,0.16666666666666666,0.16666666666666666,0.15315315315315314,0.0023273855702094647,0.8604651162790697,0.005050505050505051,0.036231884057971016,True
development_main,all,candidate,14800,487,14313,30,457,255,245,10,242,14303,0.5030800821355236,0.0006986655488017886,0.9607843137254902,0.4,0.5098468271334792,5.0,0.43737166324435317,0.3675564681724846,0.16427104722792607,0.1273100616016427,all_median,2,4,0.975,222,31,3,0.13963963963963963,0.13513513513513514,0.13063063063063063,0.0011636927851047323,0.9117647058823529,0.0028011204481792717,0.036231884057971016,True
development_main,all,candidate,14800,487,14313,30,457,251,242,9,245,14304,0.49691991786447637,0.0006287989939216097,0.9641434262948207,0.4,0.5032822757111597,5.0,0.433264887063655,0.36344969199178645,0.1601642710472279,0.12525667351129363,all_median,2,4,0.98,222,28,2,0.12612612612612611,0.12612612612612611,0.12162162162162163,0.0007757951900698216,0.9333333333333333,0.0025380710659898475,0.028985507246376812,True
development_main,all,candidate,14800,487,14313,30,457,236,227,9,260,14304,0.46611909650924027,0.0006287989939216097,0.961864406779661,0.36666666666666664,0.4726477024070022,4.0,0.4024640657084189,0.3326488706365503,0.1273100616016427,0.09240246406570841,all_median,2,4,0.99,222,13,2,0.05855855855855856,0.05855855855855856,0.04954954954954955,0.0007757951900698216,0.8666666666666667,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,230,222,8,265,14305,0.45585215605749485,0.0005589324390414309,0.9652173913043478,0.36666666666666664,0.4617067833698031,4.0,0.3921971252566735,0.32238193018480493,0.12114989733059549,0.08829568788501027,all_median,2,4,0.995,222,8,1,0.036036036036036036,0.036036036036036036,0.036036036036036036,0.0003878975950349108,0.8888888888888888,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,390,356,34,131,14279,0.731006160164271,0.0023754628659260813,0.9128205128205128,0.6666666666666666,0.7352297592997812,8.0,0.6611909650924025,0.5811088295687885,0.37166324435318276,0.3264887063655031,all_median,2,6,0.5,222,142,27,0.6396396396396397,0.6036036036036037,0.5855855855855856,0.01047323506594259,0.8402366863905325,0.03081232492997199,0.47058823529411764,False
development_main,all,candidate,14800,487,14313,30,457,380,352,28,135,14285,0.7227926078028748,0.001956263536645008,0.9263157894736842,0.6666666666666666,0.7264770240700219,8.0,0.6550308008213552,0.5790554414784395,0.36960985626283366,0.3203285420944558,all_median,2,6,0.6,222,138,21,0.6216216216216216,0.5990990990990991,0.581081081081081,0.008145849495733127,0.8679245283018868,0.028011204481792718,0.47058823529411764,False
development_main,all,candidate,14800,487,14313,30,457,367,344,23,143,14290,0.7063655030800822,0.0016069307622441137,0.9373297002724795,0.6666666666666666,0.7089715536105032,7.5,0.6386036960985626,0.5605749486652978,0.3531827515400411,0.30390143737166325,all_median,2,6,0.7,222,130,16,0.5855855855855856,0.5585585585585585,0.545045045045045,0.0062063615205585725,0.8904109589041096,0.025210084033613446,0.47058823529411764,False
development_main,all,candidate,14800,487,14313,30,457,363,342,21,145,14292,0.702258726899384,0.001467197652483756,0.9421487603305785,0.6666666666666666,0.7045951859956237,7.0,0.6344969199178645,0.5585215605749486,0.3470225872689938,0.2915811088295688,all_median,2,6,0.75,222,128,14,0.5765765765765766,0.5540540540540541,0.5315315315315315,0.005430566330488751,0.9014084507042254,0.022408963585434174,0.47058823529411764,True
development_main,all,candidate,14800,487,14313,30,457,348,327,21,160,14292,0.6714579055441479,0.001467197652483756,0.9396551724137931,0.6333333333333333,0.6739606126914661,6.0,0.5995893223819302,0.5256673511293635,0.28336755646817247,0.2053388090349076,all_median,2,6,0.8,222,113,14,0.509009009009009,0.481981981981982,0.3918918918918919,0.005430566330488751,0.889763779527559,0.022408963585434174,0.3695652173913043,True
development_main,all,candidate,14800,487,14313,30,457,292,276,16,211,14297,0.5667351129363449,0.0011178648780828617,0.9452054794520548,0.43333333333333335,0.5754923413566739,5.0,0.5030800821355236,0.4271047227926078,0.2135523613963039,0.15605749486652978,all_median,2,6,0.85,222,62,9,0.27927927927927926,0.26576576576576577,0.23873873873873874,0.0034910783553141972,0.8732394366197183,0.014005602240896359,0.057971014492753624,True
development_main,all,candidate,14800,487,14313,30,457,270,256,14,231,14299,0.5256673511293635,0.000978131768322504,0.9481481481481482,0.43333333333333335,0.5317286652078774,5.0,0.4620123203285421,0.38809034907597534,0.18275154004106775,0.13963039014373715,all_median,2,6,0.9,222,42,7,0.1891891891891892,0.18018018018018017,0.17117117117117117,0.0027152831652443757,0.8571428571428571,0.008403361344537815,0.0,True
development_main,all,candidate,14800,487,14313,30,457,262,249,13,238,14300,0.5112936344969199,0.0009082652134423251,0.950381679389313,0.4,0.5185995623632386,5.0,0.44763860369609854,0.3757700205338809,0.17248459958932238,0.1293634496919918,all_median,2,6,0.925,222,35,6,0.15765765765765766,0.15315315315315314,0.14864864864864866,0.0023273855702094647,0.8536585365853658,0.0056022408963585435,0.0,True
development_main,all,candidate,14800,487,14313,30,457,256,244,12,243,14301,0.5010266940451745,0.0008383986585621463,0.953125,0.36666666666666664,0.5098468271334792,5.0,0.43737166324435317,0.3675564681724846,0.16427104722792607,0.12114989733059549,all_median,2,6,0.95,222,30,5,0.13513513513513514,0.13513513513513514,0.13063063063063063,0.001939487975174554,0.8571428571428571,0.0028011204481792717,0.0,True
development_main,all,candidate,14800,487,14313,30,457,250,239,11,248,14302,0.49075975359342916,0.0007685321036819675,0.956,0.36666666666666664,0.4989059080962801,5.0,0.4271047227926078,0.35728952772073924,0.15195071868583163,0.11704312114989733,all_median,2,6,0.96,222,25,4,0.11261261261261261,0.11261261261261261,0.1036036036036036,0.0015515903801396431,0.8620689655172413,0.0028011204481792717,0.0,True
development_main,all,candidate,14800,487,14313,30,457,246,237,9,250,14304,0.486652977412731,0.0006287989939216097,0.9634146341463414,0.36666666666666664,0.49452954048140046,5.0,0.42299794661190965,0.351129363449692,0.14784394250513347,0.11293634496919917,all_median,2,6,0.975,222,23,2,0.1036036036036036,0.0990990990990991,0.0945945945945946,0.0007757951900698216,0.92,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,243,234,9,253,14304,0.4804928131416838,0.0006287989939216097,0.9629629629629629,0.36666666666666664,0.487964989059081,5.0,0.41683778234086244,0.34496919917864477,0.1437371663244353,0.10882956878850103,all_median,2,6,0.98,222,20,2,0.09009009009009009,0.08558558558558559,0.08558558558558559,0.0007757951900698216,0.9090909090909091,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,233,225,8,262,14305,0.4620123203285421,0.0005589324390414309,0.9656652360515021,0.36666666666666664,0.4682713347921225,4.0,0.39835728952772076,0.3264887063655031,0.12320328542094455,0.08829568788501027,all_median,2,6,0.99,222,11,1,0.04954954954954955,0.04504504504504504,0.04054054054054054,0.0003878975950349108,0.9166666666666666,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,230,222,8,265,14305,0.45585215605749485,0.0005589324390414309,0.9652173913043478,0.36666666666666664,0.4617067833698031,4.0,0.3921971252566735,0.32238193018480493,0.12114989733059549,0.08624229979466119,all_median,2,6,0.995,222,8,1,0.036036036036036036,0.036036036036036036,0.036036036036036036,0.0003878975950349108,0.8888888888888888,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,363,343,20,144,14293,0.704312114989733,0.0013973310976035773,0.9449035812672176,0.6666666666666666,0.7067833698030634,8.0,0.6365503080082136,0.5667351129363449,0.3531827515400411,0.29568788501026694,all_median,2,8,0.5,222,129,13,0.581081081081081,0.5720720720720721,0.545045045045045,0.00504266873545384,0.9084507042253521,0.025210084033613446,0.47058823529411764,False
