dataset,snapshot,view,side,d0,d9,ratio_d9_d0,log_slope,candidates
rolling_star_k16,worker0_snapshot000,action_relation,front,0.0012416716199368238,0.0007310174987651408,0.5887365765856313,-0.047510624513599976,16
rolling_star_k16,worker0_snapshot000,action_relation,back,0.0003884817997459322,0.0005381075316108763,1.385155062509491,0.041470611837835014,16
rolling_star_k16,worker0_snapshot000,action_shape,front,0.0011663271579891443,0.0007018680335022509,0.6017762929505441,-0.045965504508379745,16
rolling_star_k16,worker0_snapshot000,action_shape,back,0.00037465820787474513,0.000498682726174593,1.3310337680932682,0.03755038887635177,16
rolling_star_k16,worker0_snapshot000,action_conditional,front,0.006404155865311623,0.004357096739113331,0.6803545745527099,-0.0357569147894653,16
rolling_star_k16,worker0_snapshot000,action_conditional,back,0.00133268884383142,0.0013621101388707757,1.0220766424027163,0.004486937508788945,16
rolling_star_k16,worker0_snapshot000,action_partial,front,0.010773389600217342,0.006045458372682333,0.5611472894807751,-0.052949851021858826,16
rolling_star_k16,worker0_snapshot000,action_partial,back,0.015624096617102623,0.01880643516778946,1.203681443393236,0.0332917632486811,16
rolling_star_k16,worker0_snapshot001,action_relation,front,0.0011801334330812097,0.0005460407701320946,0.46269409443509885,-0.07891826842219488,16
rolling_star_k16,worker0_snapshot001,action_relation,back,0.0003581896307878196,0.0004604039713740349,1.2853637620983056,0.026686348902832904,16
rolling_star_k16,worker0_snapshot001,action_shape,front,0.0010999550577253103,0.0005218660226091743,0.4744430410533181,-0.07482143654777088,16
rolling_star_k16,worker0_snapshot001,action_shape,back,0.00031455644057132304,0.00043219426879659295,1.3739800336359558,0.03216268904591741,16
rolling_star_k16,worker0_snapshot001,action_conditional,front,0.006401403807103634,0.0038459845818579197,0.6008033077978978,-0.051270746845342406,16
rolling_star_k16,worker0_snapshot001,action_conditional,back,0.0012546697398647666,0.0013135074404999614,1.0468949706570085,0.009471181480082592,16
rolling_star_k16,worker0_snapshot001,action_partial,front,0.010895456187427044,0.0052498201839625835,0.4818357390139096,-0.07378290767766929,16
rolling_star_k16,worker0_snapshot001,action_partial,back,0.015168868005275726,0.018078835681080818,1.191838156597645,0.02648725143532665,16
rolling_star_k16,worker0_snapshot002,action_relation,front,0.0011682237964123487,0.0005268955719657242,0.451022803664706,-0.08690543464405544,16
rolling_star_k16,worker0_snapshot002,action_relation,back,0.0003209797141607851,0.0004140258824918419,1.28988177204385,0.02851672817457668,16
rolling_star_k16,worker0_snapshot002,action_shape,front,0.0011275806464254856,0.000488606805447489,0.4333231569701102,-0.0908349584776767,16
rolling_star_k16,worker0_snapshot002,action_shape,back,0.00030042705475352705,0.0003936994762625545,1.3104661182580544,0.030514737810217327,16
rolling_star_k16,worker0_snapshot002,action_conditional,front,0.007391377352178097,0.0036217712331563234,0.48999950355518745,-0.07686029943921396,16
rolling_star_k16,worker0_snapshot002,action_conditional,back,0.0010147581342607737,0.0010874689323827624,1.0716533286771401,0.009732738700202274,16
rolling_star_k16,worker0_snapshot002,action_partial,front,0.010271195322275162,0.004483661614358425,0.43652773349901147,-0.09135747944920534,16
rolling_star_k16,worker0_snapshot002,action_partial,back,0.02020758017897606,0.027396883815526962,1.3557726146760831,0.040396273499517604,16
rolling_star_k16,worker0_snapshot003,action_relation,front,0.0011724928626790643,0.0004452044959180057,0.3797076383908594,-0.10208744005200547,16
rolling_star_k16,worker0_snapshot003,action_relation,back,0.00033609214005991817,0.0004594909551087767,1.3671576938004533,0.04498269643890698,16
rolling_star_k16,worker0_snapshot003,action_shape,front,0.0011184648610651493,0.00042518871487118304,0.38015384271103736,-0.10137851842577864,16
rolling_star_k16,worker0_snapshot003,action_shape,back,0.0003237099735997617,0.0004379183519631624,1.352810811151,0.043288380126257756,16
rolling_star_k16,worker0_snapshot003,action_conditional,front,0.008566183038055897,0.0034567667171359062,0.40353640609580327,-0.09389797164672879,16
rolling_star_k16,worker0_snapshot003,action_conditional,back,0.001100569381378591,0.0012238086201250553,1.1119777097488328,0.01469070177403386,16
rolling_star_k16,worker0_snapshot003,action_partial,front,0.009531861171126366,0.0035442656371742487,0.37183353529218766,-0.1058180999247574,16
rolling_star_k16,worker0_snapshot003,action_partial,back,0.01333784218877554,0.01731243170797825,1.2979934432383318,0.043132465780895114,16
rolling_star_k16,worker0_snapshot004,action_relation,front,0.0011160041904076934,0.00039668052340857685,0.3554471630287189,-0.11046128052470694,16
rolling_star_k16,worker0_snapshot004,action_relation,back,0.0003595078596845269,0.0005173246609047055,1.438980113977661,0.0493244290323633,16
rolling_star_k16,worker0_snapshot004,action_shape,front,0.0010815704008564353,0.0003655202453956008,0.3379532623176131,-0.11394452544578382,16
rolling_star_k16,worker0_snapshot004,action_shape,back,0.000344503961969167,0.0004887492395937443,1.4187042633706697,0.04844320183158034,16
rolling_star_k16,worker0_snapshot004,action_conditional,front,0.009008212946355343,0.0036095024552196264,0.4006901786974302,-0.0979811747393978,16
rolling_star_k16,worker0_snapshot004,action_conditional,back,0.001163272769190371,0.0013099533971399069,1.1260930641844427,0.02061915124346136,16
rolling_star_k16,worker0_snapshot004,action_partial,front,0.009668409824371338,0.0033234518487006426,0.343743377563822,-0.11263938044948127,16
rolling_star_k16,worker0_snapshot004,action_partial,back,0.013606495223939419,0.017792709171772003,1.3076629123763857,0.043124800043092486,16
rolling_star_k16,worker0_snapshot005,action_relation,front,0.001167893293313682,0.00041936233174055815,0.35907589686613817,-0.1091540999316572,16
rolling_star_k16,worker0_snapshot005,action_relation,back,0.000307463516946882,0.0005020565586164594,1.6328979893350912,0.06426995728944551,16
rolling_star_k16,worker0_snapshot005,action_shape,front,0.0011072905035689473,0.0003819630073849112,0.3449528431371828,-0.11126684511131708,16
rolling_star_k16,worker0_snapshot005,action_shape,back,0.00029040552908554673,0.000477812864119187,1.645329775998977,0.06211691278742287,16
rolling_star_k16,worker0_snapshot005,action_conditional,front,0.009603613056242466,0.0037228611763566732,0.3876521424337029,-0.09991330267502477,16
rolling_star_k16,worker0_snapshot005,action_conditional,back,0.0011480659013614058,0.0011044288985431194,0.961990855432131,0.0005315727766828191,16
rolling_star_k16,worker0_snapshot005,action_partial,front,0.009687772020697594,0.003872375935316086,0.39971790490557446,-0.09855568917923108,16
rolling_star_k16,worker0_snapshot005,action_partial,back,0.010491063818335533,0.015312669798731804,1.4595917119453046,0.05119336769228564,16
rolling_star_k16,worker1_snapshot000,action_relation,front,0.0012432867661118507,0.0006937483558431268,0.5579954478343692,-0.04759524360830908,16
rolling_star_k16,worker1_snapshot000,action_relation,back,0.0004054996243212372,0.000529424927663058,1.3056113887879883,0.03291773115166211,16
rolling_star_k16,worker1_snapshot000,action_shape,front,0.0011566493194550276,0.0006661685765720904,0.5759468884535942,-0.044981790296806025,16
rolling_star_k16,worker1_snapshot000,action_shape,back,0.0003760150575544685,0.000492231803946197,1.3090747140489014,0.030999437033536137,16
rolling_star_k16,worker1_snapshot000,action_conditional,front,0.00598254706710577,0.004274518229067326,0.7144980526054177,-0.03707931237659059,16
rolling_star_k16,worker1_snapshot000,action_conditional,back,0.0013731776271015406,0.0014781022910028696,1.0764101175481577,0.010800834380004017,16
rolling_star_k16,worker1_snapshot000,action_partial,front,0.013481030240654945,0.007383815012872219,0.5477188969285698,-0.04891178127856964,16
rolling_star_k16,worker1_snapshot000,action_partial,back,0.014480888843536377,0.017819693312048912,1.230566265965285,0.029716347344851457,16
rolling_star_k16,worker1_snapshot001,action_relation,front,0.0011769150150939822,0.0006031855009496212,0.5125140670428561,-0.07361504370564412,16
rolling_star_k16,worker1_snapshot001,action_relation,back,0.00040795415407046676,0.0005637726280838251,1.3819509434053796,0.036325103721921825,16
rolling_star_k16,worker1_snapshot001,action_shape,front,0.0011296453885734081,0.0005631187232211232,0.49849158764085005,-0.07477887931912293,16
rolling_star_k16,worker1_snapshot001,action_shape,back,0.0003918640431948006,0.0005391224403865635,1.3757895110538603,0.03553344882479503,16
rolling_star_k16,worker1_snapshot001,action_conditional,front,0.006312999874353409,0.0044322749599814415,0.7020869710432879,-0.032699303613379936,16
rolling_star_k16,worker1_snapshot001,action_conditional,back,0.0010948337148874998,0.0010495033347979188,0.9585961050767979,-0.005668771521386271,16
rolling_star_k16,worker1_snapshot001,action_partial,front,0.011265174485743046,0.0052343071438372135,0.46464501286346127,-0.08158981175635631,16
rolling_star_k16,worker1_snapshot001,action_partial,back,0.020592058077454567,0.023267151787877083,1.1299090018278148,0.014619631146673796,16
rolling_star_k16,worker1_snapshot002,action_relation,front,0.0011299623874947429,0.0005376063054427505,0.4757736287441264,-0.07560484153155941,16
rolling_star_k16,worker1_snapshot002,action_relation,back,0.00034125379170291126,0.00045086684986017644,1.3212068578352738,0.02776983102570653,16
