check,cohort,channel,arm,threshold,alarms,tp_lead4,fp_lead4,baseline_tp_at_same_fp,excess_tp_lead4
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.8017915633990748,2118,58,2053,361,-303
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.8452609947935219,1929,71,1842,361,-290
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.8452609947935219,1929,66,1854,361,-295
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.8937726067119417,1743,65,1644,361,-296
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.8937726067119417,1743,42,1685,361,-319
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.9449347712629547,1546,57,1469,361,-304
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.9449347712629547,1546,58,1484,361,-303
null_arm,development_main,ctrl_episode_const_rand,control_channel,1.002959195309625,1357,53,1289,361,-308
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,1.002959195309625,1357,44,1307,361,-317
null_arm,development_main,ctrl_episode_const_rand,control_channel,1.0626958480403441,1167,46,1108,361,-315
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,1.0626958480403441,1167,45,1114,361,-316
null_arm,development_main,ctrl_episode_const_rand,control_channel,1.134353921983271,978,38,928,361,-323
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,1.134353921983271,978,37,937,361,-324
null_arm,development_main,ctrl_episode_const_rand,control_channel,1.2133794043020758,785,25,743,361,-336
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,1.2133794043020758,785,30,743,361,-331
null_arm,development_main,ctrl_episode_const_rand,control_channel,1.3177610853358785,590,22,562,361,-339
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,1.3177610853358785,590,15,572,361,-346
null_arm,development_main,ctrl_episode_const_rand,control_channel,1.4557555106056355,400,13,379,361,-348
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,1.4557555106056355,400,13,382,361,-348
null_arm,development_main,ctrl_episode_const_rand,control_channel,1.6871828949618681,209,5,197,222,-217
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,1.6871828949618681,209,5,197,222,-217
null_arm,development_main,ctrl_episode_const_rand,control_channel,2.329175682463866,15,0,14,0,0
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,2.329175682463866,15,0,14,0,0
null_arm,development_main,ctrl_flow_noise_seed,control_channel,0.07142857142857142,7400,250,7150,487,-237
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,0.07142857142857142,7400,248,7152,487,-239
null_arm,development_main,ctrl_flow_noise_seed,control_channel,0.14285714285714285,7400,250,7150,487,-237
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,0.14285714285714285,7400,257,7143,487,-230
null_arm,development_main,ctrl_flow_noise_seed,control_channel,0.2222222222222222,7378,250,6615,487,-237
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,0.2222222222222222,7378,249,6607,487,-238
null_arm,development_main,ctrl_flow_noise_seed,control_channel,0.3333333333333333,7260,250,6533,487,-237
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,0.3333333333333333,7260,241,6555,487,-246
null_arm,development_main,ctrl_flow_noise_seed,control_channel,0.42857142857142855,5550,183,5367,487,-304
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,0.42857142857142855,5550,194,5356,487,-293
null_arm,development_main,ctrl_flow_noise_seed,control_channel,0.6666666666666666,5404,183,4755,487,-304
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,0.6666666666666666,5404,176,4788,487,-311
null_arm,development_main,ctrl_flow_noise_seed,control_channel,0.7142857142857143,3700,125,3575,487,-362
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,0.7142857142857143,3700,117,3583,487,-370
null_arm,development_main,ctrl_flow_noise_seed,control_channel,1.0,3556,125,2977,487,-362
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,1.0,3556,109,3023,487,-378
null_arm,development_main,ctrl_flow_noise_seed,control_channel,1.3333333333333333,1703,65,1171,361,-296
null_arm,development_main,ctrl_flow_noise_seed,rate_matched_null,1.3333333333333333,1703,61,1175,361,-300
null_arm,external_8b,ctrl_white_noise,control_channel,1.1651797015333158,8915,481,7159,564,-83
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.1651797015333158,8915,382,7489,564,-182
null_arm,external_8b,ctrl_white_noise,control_channel,1.1814223903655987,8698,472,6966,564,-92
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.1814223903655987,8698,355,7317,564,-209
null_arm,external_8b,ctrl_white_noise,control_channel,1.1949916698540486,8482,465,6773,564,-99
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.1949916698540486,8482,329,7115,564,-235
null_arm,external_8b,ctrl_white_noise,control_channel,1.2080775027871327,8265,461,6590,564,-103
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.2080775027871327,8265,358,6956,564,-206
null_arm,external_8b,ctrl_white_noise,control_channel,1.2234971249862554,8049,451,6393,564,-113
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.2234971249862554,8049,338,6686,564,-226
null_arm,external_8b,ctrl_white_noise,control_channel,1.237412368852542,7831,446,6210,564,-118
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.237412368852542,7831,344,6507,564,-220
null_arm,external_8b,ctrl_white_noise,control_channel,1.2524864963673767,7615,442,6033,564,-122
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.2524864963673767,7615,334,6316,564,-230
null_arm,external_8b,ctrl_white_noise,control_channel,1.2676811500323726,7398,431,5860,564,-133
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.2676811500323726,7398,320,6127,564,-244
null_arm,external_8b,ctrl_white_noise,control_channel,1.2845105393571077,7182,426,5662,564,-138
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.2845105393571077,7182,305,5981,564,-259
null_arm,external_8b,ctrl_white_noise,control_channel,1.2996118923272142,6965,420,5476,564,-144
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.2996118923272142,6965,310,5792,564,-254
null_arm,external_8b,ctrl_white_noise,control_channel,1.3169486550259943,6746,410,5294,564,-154
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.3169486550259943,6746,265,5594,564,-299
null_arm,external_8b,ctrl_white_noise,control_channel,1.333511618032304,6525,395,5108,564,-169
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.333511618032304,6525,271,5418,564,-293
null_arm,external_8b,ctrl_white_noise,control_channel,1.3492618939365792,6303,382,4933,564,-182
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.3492618939365792,6303,247,5192,564,-317
null_arm,external_8b,ctrl_white_noise,control_channel,1.3646372393731734,6082,377,4751,564,-187
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.3646372393731734,6082,240,5003,564,-324
null_arm,external_8b,ctrl_white_noise,control_channel,1.3799006715710624,5856,369,4562,564,-195
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.3799006715710624,5856,250,4772,564,-314
null_arm,external_8b,ctrl_white_noise,control_channel,1.3968205631007031,5631,362,4371,564,-202
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.3968205631007031,5631,251,4639,564,-313
null_arm,external_8b,ctrl_white_noise,control_channel,1.4134946320691946,5405,354,4192,564,-210
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.4134946320691946,5405,227,4443,564,-337
null_arm,external_8b,ctrl_white_noise,control_channel,1.4305179700017967,5179,341,4011,564,-223
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.4305179700017967,5179,246,4233,564,-318
null_arm,external_8b,ctrl_white_noise,control_channel,1.4471042551205777,4953,330,3828,564,-234
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.4471042551205777,4953,210,4068,564,-354
null_arm,external_8b,ctrl_white_noise,control_channel,1.4645689741517018,4726,321,3642,564,-243
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.4645689741517018,4726,204,3851,564,-360
null_arm,external_8b,ctrl_white_noise,control_channel,1.4846402817450193,4499,311,3453,564,-253
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.4846402817450193,4499,204,3684,564,-360
null_arm,external_8b,ctrl_white_noise,control_channel,1.5027455479495362,4278,299,3268,564,-265
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.5027455479495362,4278,193,3469,564,-371
null_arm,external_8b,ctrl_white_noise,control_channel,1.522027828801388,4053,286,3077,424,-138
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.522027828801388,4053,186,3252,564,-378
null_arm,external_8b,ctrl_white_noise,control_channel,1.5419449617431567,3820,274,2898,424,-150
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.5419449617431567,3820,173,3090,424,-251
null_arm,external_8b,ctrl_white_noise,control_channel,1.564029664582203,3592,262,2722,424,-162
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.564029664582203,3592,154,2900,424,-270
null_arm,external_8b,ctrl_white_noise,control_channel,1.5861013178569086,3354,247,2545,424,-177
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.5861013178569086,3354,125,2747,424,-299
null_arm,external_8b,ctrl_white_noise,control_channel,1.6129266398682627,3119,231,2359,424,-193
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.6129266398682627,3119,145,2532,424,-279
null_arm,external_8b,ctrl_white_noise,control_channel,1.638143390528567,2887,218,2173,424,-206
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.638143390528567,2887,127,2344,424,-297
null_arm,external_8b,ctrl_white_noise,control_channel,1.6677560638932194,2650,206,1991,424,-218
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.6677560638932194,2650,125,2149,424,-299
null_arm,external_8b,ctrl_white_noise,control_channel,1.6978538177234708,2412,184,1805,424,-240
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.6978538177234708,2412,102,1949,424,-322
null_arm,external_8b,ctrl_white_noise,control_channel,1.7281822314211355,2175,167,1629,424,-257
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.7281822314211355,2175,106,1767,424,-318
null_arm,external_8b,ctrl_white_noise,control_channel,1.7628407601958416,1937,148,1450,424,-276
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.7628407601958416,1937,87,1562,424,-337
null_arm,external_8b,ctrl_white_noise,control_channel,1.8018030658707394,1698,126,1271,424,-298
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.8018030658707394,1698,88,1368,424,-336
null_arm,external_8b,ctrl_white_noise,control_channel,1.8484815988459522,1461,108,1088,424,-316
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.8484815988459522,1461,61,1186,424,-363
null_arm,external_8b,ctrl_white_noise,control_channel,1.8962799203642573,1218,93,911,424,-331
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.8962799203642573,1218,54,985,424,-370
null_arm,external_8b,ctrl_white_noise,control_channel,1.9537177315887733,981,76,733,424,-348
null_arm,external_8b,ctrl_white_noise,rate_matched_null,1.9537177315887733,981,49,787,424,-375
null_arm,external_8b,ctrl_white_noise,control_channel,2.0288719830043918,740,56,554,424,-368
null_arm,external_8b,ctrl_white_noise,rate_matched_null,2.0288719830043918,740,46,582,424,-378
null_arm,external_8b,ctrl_white_noise,control_channel,2.108628254237189,499,33,383,380,-347
null_arm,external_8b,ctrl_white_noise,rate_matched_null,2.108628254237189,499,21,409,380,-359
null_arm,external_8b,ctrl_white_noise,control_channel,2.2448577396060103,257,16,192,274,-258
null_arm,external_8b,ctrl_white_noise,rate_matched_null,2.2448577396060103,257,8,216,274,-266
null_arm,external_8b,ctrl_white_noise,control_channel,2.743074414546486,20,2,14,0,2
null_arm,external_8b,ctrl_white_noise,rate_matched_null,2.743074414546486,20,0,19,0,0
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.005357366420483397,7819,288,7511,564,-276
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.005357366420483397,7819,291,7516,564,-273
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.029114853678624077,7626,279,7315,564,-285
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.029114853678624077,7626,277,7334,564,-287
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.050336643557192966,7425,268,7126,564,-296
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.050336643557192966,7425,269,7139,564,-295
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.07287186148125216,7227,259,6941,564,-305
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.07287186148125216,7227,280,6936,564,-284
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.09563684717452513,7024,252,6743,564,-312
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.09563684717452513,7024,258,6758,564,-306
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.12056364623916284,6819,246,6557,564,-318
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.12056364623916284,6819,240,6567,564,-324
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.14700828903757462,6618,239,6358,564,-325
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.14700828903757462,6618,242,6367,564,-322
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.17105122392936958,6423,237,6158,564,-327
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.17105122392936958,6423,234,6186,564,-330
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.1968321017840718,6222,230,5966,564,-334
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.1968321017840718,6222,241,5969,564,-323
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.22370850054681385,6019,223,5776,564,-341
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.22370850054681385,6019,204,5803,564,-360
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.24861467218819713,5822,217,5583,564,-347
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.24861467218819713,5822,206,5601,564,-358
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.27237791523897764,5630,209,5391,564,-355
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.27237791523897764,5630,217,5404,564,-347
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.29472849866855155,5426,201,5199,564,-363
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.29472849866855155,5426,212,5202,564,-352
