check,cohort,channel,arm,threshold,alarms,tp_lead4,fp_lead4,baseline_tp_at_same_fp,excess_tp_lead4
null_arm,development_main,ctrl_white_noise,control_channel,1.156336176271006,8393,402,6686,487,-85
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.156336176271006,8393,318,7060,487,-169
null_arm,development_main,ctrl_white_noise,control_channel,1.1702574056485342,8193,397,6503,487,-90
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.1702574056485342,8193,311,6852,487,-176
null_arm,development_main,ctrl_white_noise,control_channel,1.185049197678724,7992,390,6337,487,-97
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.185049197678724,7992,290,6667,487,-197
null_arm,development_main,ctrl_white_noise,control_channel,1.1994462186602053,7792,382,6164,487,-105
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.1994462186602053,7792,287,6462,487,-200
null_arm,development_main,ctrl_white_noise,control_channel,1.2128785559096114,7591,380,5981,487,-107
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.2128785559096114,7591,290,6308,487,-197
null_arm,development_main,ctrl_white_noise,control_channel,1.2268610782509182,7391,374,5810,487,-113
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.2268610782509182,7391,257,6124,487,-230
null_arm,development_main,ctrl_white_noise,control_channel,1.2432204880234845,7189,368,5637,487,-119
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.2432204880234845,7189,276,5949,487,-211
null_arm,development_main,ctrl_white_noise,control_channel,1.2604269036144484,6986,360,5462,487,-127
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.2604269036144484,6986,274,5788,487,-213
null_arm,development_main,ctrl_white_noise,control_channel,1.2735903982295846,6776,350,5280,487,-137
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.2735903982295846,6776,260,5601,487,-227
null_arm,development_main,ctrl_white_noise,control_channel,1.28774571619761,6568,344,5105,487,-143
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.28774571619761,6568,267,5425,487,-220
null_arm,development_main,ctrl_white_noise,control_channel,1.3042908706886098,6359,337,4920,487,-150
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.3042908706886098,6359,236,5275,487,-251
null_arm,development_main,ctrl_white_noise,control_channel,1.320148523714325,6148,336,4739,487,-151
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.320148523714325,6148,221,5063,487,-266
null_arm,development_main,ctrl_white_noise,control_channel,1.3349566807825666,5937,324,4570,487,-163
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.3349566807825666,5937,232,4913,487,-255
null_arm,development_main,ctrl_white_noise,control_channel,1.3522573539070142,5729,316,4394,487,-171
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.3522573539070142,5729,217,4700,487,-270
null_arm,development_main,ctrl_white_noise,control_channel,1.3683850869116354,5518,310,4225,487,-177
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.3683850869116354,5518,221,4532,487,-266
null_arm,development_main,ctrl_white_noise,control_channel,1.3846976688498551,5304,302,4053,487,-185
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.3846976688498551,5304,215,4340,487,-272
null_arm,development_main,ctrl_white_noise,control_channel,1.4034252189414664,5090,289,3879,487,-198
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.4034252189414664,5090,192,4205,487,-295
null_arm,development_main,ctrl_white_noise,control_channel,1.4209718695647964,4879,276,3717,487,-211
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.4209718695647964,4879,197,3999,487,-290
null_arm,development_main,ctrl_white_noise,control_channel,1.439378750609905,4664,264,3542,487,-223
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.439378750609905,4664,204,3807,487,-283
null_arm,development_main,ctrl_white_noise,control_channel,1.4576614862289996,4455,258,3367,487,-229
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.4576614862289996,4455,154,3664,487,-333
null_arm,development_main,ctrl_white_noise,control_channel,1.477206679222939,4243,249,3187,487,-238
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.477206679222939,4243,160,3462,487,-327
null_arm,development_main,ctrl_white_noise,control_channel,1.4960751351221484,4028,239,3006,487,-248
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.4960751351221484,4028,173,3271,487,-314
null_arm,development_main,ctrl_white_noise,control_channel,1.5174886670178307,3813,227,2844,487,-260
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.5174886670178307,3813,164,3070,487,-323
null_arm,development_main,ctrl_white_noise,control_channel,1.5378610588501405,3590,218,2675,487,-269
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.5378610588501405,3590,136,2914,487,-351
null_arm,development_main,ctrl_white_noise,control_channel,1.5599134900543554,3376,204,2510,487,-283
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.5599134900543554,3376,124,2744,487,-363
null_arm,development_main,ctrl_white_noise,control_channel,1.585137227933496,3160,189,2352,487,-298
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.585137227933496,3160,113,2526,487,-374
null_arm,development_main,ctrl_white_noise,control_channel,1.611953888315917,2944,180,2193,487,-307
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.611953888315917,2944,118,2348,487,-369
null_arm,development_main,ctrl_white_noise,control_channel,1.6374725075987193,2725,169,2016,361,-192
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.6374725075987193,2725,114,2203,487,-373
null_arm,development_main,ctrl_white_noise,control_channel,1.6654357634041967,2504,158,1852,361,-203
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.6654357634041967,2504,97,2014,361,-264
null_arm,development_main,ctrl_white_noise,control_channel,1.690504156699564,2283,150,1682,361,-211
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.690504156699564,2283,96,1843,361,-265
null_arm,development_main,ctrl_white_noise,control_channel,1.7219288937406099,2062,142,1513,361,-219
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.7219288937406099,2062,86,1657,361,-275
null_arm,development_main,ctrl_white_noise,control_channel,1.7574626453036364,1838,125,1349,361,-236
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.7574626453036364,1838,70,1473,361,-291
null_arm,development_main,ctrl_white_noise,control_channel,1.7967210248291943,1616,109,1181,361,-252
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.7967210248291943,1616,71,1286,361,-290
null_arm,development_main,ctrl_white_noise,control_channel,1.8408897011315128,1389,92,1007,361,-269
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.8408897011315128,1389,51,1104,361,-310
null_arm,development_main,ctrl_white_noise,control_channel,1.8924068006968662,1158,74,842,361,-287
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.8924068006968662,1158,39,949,361,-322
null_arm,development_main,ctrl_white_noise,control_channel,1.9554616018264466,936,60,673,361,-301
null_arm,development_main,ctrl_white_noise,rate_matched_null,1.9554616018264466,936,36,753,361,-325
null_arm,development_main,ctrl_white_noise,control_channel,2.03235899545559,710,49,515,361,-312
null_arm,development_main,ctrl_white_noise,rate_matched_null,2.03235899545559,710,23,576,361,-338
null_arm,development_main,ctrl_white_noise,control_channel,2.1348942416103593,481,35,353,324,-289
null_arm,development_main,ctrl_white_noise,rate_matched_null,2.1348942416103593,481,26,383,361,-335
null_arm,development_main,ctrl_white_noise,control_channel,2.2904120013599623,246,16,186,222,-206
null_arm,development_main,ctrl_white_noise,rate_matched_null,2.2904120013599623,246,10,203,222,-212
null_arm,development_main,ctrl_white_noise,control_channel,2.8492826004231144,19,0,17,0,0
null_arm,development_main,ctrl_white_noise,rate_matched_null,2.8492826004231144,19,0,15,0,0
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.0040696171158209485,7423,258,7153,487,-229
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.0040696171158209485,7423,245,7175,487,-242
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.03079077017554402,7229,247,6964,487,-240
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.03079077017554402,7229,235,6994,487,-252
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.05486491162362355,7037,238,6786,487,-249
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.05486491162362355,7037,225,6806,487,-262
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.0806784594224723,6850,235,6603,487,-252
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.0806784594224723,6850,209,6638,487,-278
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.10285410425953395,6667,231,6425,487,-256
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.10285410425953395,6667,240,6424,487,-247
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.1248800143254223,6476,223,6235,487,-264
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.1248800143254223,6476,222,6249,487,-265
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.14925803126049042,6285,218,6050,487,-269
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.14925803126049042,6285,228,6050,487,-259
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.17101785878189302,6097,211,5866,487,-276
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.17101785878189302,6097,192,5901,487,-295
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.19386869200496984,5908,208,5681,487,-279
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.19386869200496984,5908,182,5724,487,-305
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.22003552407147878,5720,202,5502,487,-285
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.22003552407147878,5720,195,5519,487,-292
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.24720536849030988,5530,191,5323,487,-296
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.24720536849030988,5530,194,5324,487,-293
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.2703795840751981,5343,189,5138,487,-298
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.2703795840751981,5343,184,5152,487,-303
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.298182762110403,5162,186,4951,487,-301
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.298182762110403,5162,161,4994,487,-326
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.3214357564350654,4967,173,4774,487,-314
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.3214357564350654,4967,162,4799,487,-325
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.3465369545442348,4778,162,4598,487,-325
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.3465369545442348,4778,154,4620,487,-333
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.3728026112932585,4589,156,4416,487,-331
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.3728026112932585,4589,158,4421,487,-329
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.3989117482954223,4399,148,4228,487,-339
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.3989117482954223,4399,152,4244,487,-335
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.42405857501971694,4208,139,4049,487,-348
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.42405857501971694,4208,149,4049,487,-338
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.45267408191402586,4018,131,3868,487,-356
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.45267408191402586,4018,129,3885,487,-358
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.4836336830425374,3827,123,3685,487,-364
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.4836336830425374,3827,134,3687,487,-353
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.5123558301332032,3638,119,3498,487,-368
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.5123558301332032,3638,111,3514,487,-376
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.543466076573936,3447,112,3314,487,-375
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.543466076573936,3447,117,3315,487,-370
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.576535211308691,3253,104,3134,487,-383
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.576535211308691,3253,94,3153,487,-393
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.609276494436687,3066,101,2945,487,-386
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.609276494436687,3066,96,2957,487,-391
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.6489575715050169,2874,94,2763,487,-393
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.6489575715050169,2874,99,2769,487,-388
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.6816960070908644,2687,90,2575,487,-397
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.6816960070908644,2687,92,2590,487,-395
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.7188746029341891,2496,85,2390,487,-402
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.7188746029341891,2496,80,2406,487,-407
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.7607759505089254,2304,80,2208,487,-407
null_arm,development_main,ctrl_episode_const_rand,rate_matched_null,0.7607759505089254,2304,81,2221,487,-406
null_arm,development_main,ctrl_episode_const_rand,control_channel,0.8017915633990748,2118,76,2019,361,-285
