check,cohort,suite,chunk,channel,auc,se,ok
constant_is_exactly_half,development_main,libero_object,9,zeros,0.5,0.0,True
constant_is_exactly_half,development_main,libero_object,9,ctrl_const_elapsed,0.5,0.0,True
constant_is_exactly_half,development_main,libero_long,14,zeros,0.5,0.0,True
constant_is_exactly_half,development_main,libero_long,14,ctrl_const_elapsed,0.5,0.0,True
constant_is_exactly_half,external_8b,libero_object,9,zeros,0.5,0.0,True
constant_is_exactly_half,external_8b,libero_object,9,ctrl_const_elapsed,0.5,0.0,True
constant_is_exactly_half,external_8b,libero_long,14,zeros,0.5,0.0,True
constant_is_exactly_half,external_8b,libero_long,14,ctrl_const_elapsed,0.5,0.0,True
