cohort,target,suite,chunk,max_abs_effect,max_abs_effect_headline,n_above_null,n_above_null_headline,n_cells,n_headline_cells,null_ceiling,n_pos,n_tasks_max
external_8b,all_risk,libero_spatial,6,0.19260767333830364,0.19260767333830364,0,0,216,216,0.21856823266219239,140,9
external_8b,all_risk,libero_spatial,7,0.2752289193477472,0.2752289193477472,17,17,216,216,0.21856823266219239,140,9
external_8b,all_risk,libero_spatial,8,0.30851678511584907,0.30851678511584907,29,29,216,216,0.21856823266219239,140,9
external_8b,all_risk,libero_spatial,9,0.3197790818087677,0.3197790818087677,31,31,216,216,0.21856823266219239,140,8
external_8b,all_risk,libero_spatial,10,0.389418764575734,0.389418764575734,49,49,216,216,0.21856823266219239,140,8
external_8b,all_risk,libero_spatial,11,0.36065488385013367,0.36065488385013367,44,44,216,216,0.21856823266219239,140,7
external_8b,all_risk,libero_spatial,12,0.3844466676927813,0.3844466676927813,55,55,216,216,0.21856823266219239,140,4
external_8b,all_risk,libero_spatial,13,0.3616541353383459,0.3616541353383459,38,38,216,216,0.21856823266219239,140,3
external_8b,drop,libero_goal,4,0.22555093994226572,0.22555093994226572,0,0,216,216,0.2744464040760337,81,4
external_8b,drop,libero_goal,5,0.18830528761529253,0.18830528761529253,0,0,216,216,0.2744464040760337,81,4
external_8b,drop,libero_goal,6,0.20770259804266705,0.20770259804266705,0,0,216,216,0.2744464040760337,81,4
external_8b,drop,libero_goal,7,0.20455188012439923,0.20455188012439923,0,0,216,216,0.2744464040760337,81,4
external_8b,drop,libero_goal,8,0.25508736303253376,0.25508736303253376,0,0,216,216,0.2744464040760337,81,3
external_8b,drop,libero_goal,9,0.24655655777669427,0.24655655777669427,0,0,216,216,0.2744464040760337,81,3
external_8b,drop,libero_goal,10,0.24431709646609362,,0,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,11,0.35787965616045847,,4,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,12,0.3803565743393824,,9,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,13,0.32788920725883475,,6,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,14,0.30983763132760267,,8,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,15,0.4528175740210124,,42,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,16,0.357051894301178,,8,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,17,0.359349593495935,,5,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,18,0.4271739130434783,,20,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,19,0.4837962962962963,,134,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,20,0.4911111111111111,,100,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,21,0.5,,95,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,22,0.48888888888888893,,91,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,23,0.49444444444444446,,92,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_goal,24,0.5,,104,0,216,0,0.2744464040760337,81,1
external_8b,drop,libero_long,4,0.20566574068092258,0.20566574068092258,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,5,0.18512177789262874,0.18512177789262874,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,6,0.29029653078364237,0.29029653078364237,2,2,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,7,0.2635506169649202,0.2635506169649202,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,8,0.2123522191356031,0.2123522191356031,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,9,0.25050067833839396,0.25050067833839396,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,10,0.23299308740874736,0.23299308740874736,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,11,0.16276891272046,0.16276891272046,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,12,0.14319400478067057,0.14319400478067057,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,13,0.15740680922540218,0.15740680922540218,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,14,0.1892564119129143,0.1892564119129143,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,15,0.20386602996009684,0.20386602996009684,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,16,0.20140788683525723,0.20140788683525723,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,17,0.20779534626803842,0.20779534626803842,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,18,0.16628497817218924,0.16628497817218924,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,19,0.19103963660341416,0.19103963660341416,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,20,0.1607356907401858,0.1607356907401858,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,21,0.17785630153121323,0.17785630153121323,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,22,0.16352968514000232,0.16352968514000232,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,23,0.18036998972250773,0.18036998972250773,0,0,216,216,0.2744464040760337,50,4
external_8b,drop,libero_long,24,0.22883513685550605,0.22883513685550605,0,0,216,216,0.2744464040760337,50,3
external_8b,drop,libero_long,25,0.20785948951225675,0.20785948951225675,0,0,216,216,0.2744464040760337,50,2
external_8b,drop,libero_long,26,0.19506908696830128,0.19506908696830128,0,0,216,216,0.2744464040760337,50,2
external_8b,drop,libero_long,27,0.18977272727272732,0.18977272727272732,0,0,216,216,0.2744464040760337,50,2
external_8b,drop,libero_long,28,0.17250593824228028,0.17250593824228028,0,0,216,216,0.2744464040760337,50,2
external_8b,drop,libero_long,29,0.264451313755796,0.264451313755796,0,0,216,216,0.2744464040760337,50,2
external_8b,drop,libero_long,30,0.31994645247657294,,4,0,216,0,0.2744464040760337,50,1
external_8b,drop,libero_long,31,0.32095046854083,,6,0,216,0,0.2744464040760337,50,1
external_8b,drop,libero_long,32,0.3296519410977242,,15,0,216,0,0.2744464040760337,50,1
external_8b,drop,libero_long,33,0.34303882195448465,,20,0,216,0,0.2744464040760337,50,1
external_8b,drop,libero_long,34,0.4086345381526104,,28,0,216,0,0.2744464040760337,50,1
external_8b,drop,libero_object,4,0.2975700568293161,0.2975700568293161,1,1,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,5,0.25328238291201255,0.25328238291201255,0,0,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,6,0.35165588869292574,0.35165588869292574,6,6,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,7,0.32098765432098764,0.32098765432098764,9,9,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,8,0.4398393102096806,0.4398393102096806,120,120,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,9,0.40966098373505777,0.40966098373505777,135,135,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,10,0.4182833627278072,0.4182833627278072,89,89,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,11,0.3151893714059092,0.3151893714059092,5,5,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,12,0.4065800162469537,0.4065800162469537,27,27,216,216,0.2744464040760337,19,3
external_8b,drop,libero_object,13,0.478328173374613,,97,0,216,0,0.2744464040760337,19,2
external_8b,drop,libero_object,14,0.49042145593869735,,130,0,216,0,0.2744464040760337,19,1
external_8b,drop,libero_object,15,0.4345991561181435,,20,0,216,0,0.2744464040760337,19,1
external_8b,drop,libero_object,16,0.47883597883597884,,65,0,216,0,0.2744464040760337,19,1
external_8b,drop,libero_spatial,4,0.11441871497613187,0.11441871497613187,0,0,216,216,0.2744464040760337,91,8
external_8b,drop,libero_spatial,5,0.12531502950158624,0.12531502950158624,0,0,216,216,0.2744464040760337,91,8
external_8b,drop,libero_spatial,6,0.18411065318587483,0.18411065318587483,0,0,216,216,0.2744464040760337,91,8
external_8b,drop,libero_spatial,7,0.2266581670471729,0.2266581670471729,0,0,216,216,0.2744464040760337,91,8
external_8b,drop,libero_spatial,8,0.23703059909491414,0.23703059909491414,0,0,216,216,0.2744464040760337,91,8
external_8b,drop,libero_spatial,9,0.2809568297714975,0.2809568297714975,2,2,216,216,0.2744464040760337,91,7
external_8b,drop,libero_spatial,10,0.3201838721307535,0.3201838721307535,2,2,216,216,0.2744464040760337,91,7
external_8b,drop,libero_spatial,11,0.3080845678552818,0.3080845678552818,2,2,216,216,0.2744464040760337,91,5
external_8b,drop,libero_spatial,12,0.34015825914935705,0.34015825914935705,27,27,216,216,0.2744464040760337,91,4
external_8b,drop,libero_spatial,13,0.4069557362240289,,16,0,216,0,0.2744464040760337,91,3
external_8b,grasp,libero_goal,4,0.4974424552429667,,134,0,216,0,0.1301197792831188,5,1
external_8b,grasp,libero_goal,5,0.4994884910485934,,151,0,216,0,0.1301197792831188,5,1
external_8b,grasp,libero_goal,6,0.5,,172,0,216,0,0.1301197792831188,5,1
external_8b,grasp,libero_goal,7,0.5,,168,0,216,0,0.1301197792831188,5,1
external_8b,grasp,libero_goal,8,0.5,,136,0,216,0,0.1301197792831188,5,1
external_8b,grasp,libero_goal,9,0.5,,161,0,216,0,0.1301197792831188,5,1
external_8b,grasp,libero_long,4,0.12195835484426087,0.12195835484426087,0,0,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,5,0.15097229392531408,0.15097229392531408,8,8,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,6,0.17983135432799863,0.17983135432799863,7,7,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,7,0.19055240061951473,0.19055240061951473,9,9,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,8,0.12868697298227505,0.12868697298227505,0,0,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,9,0.15658234383066594,0.15658234383066594,3,3,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,10,0.11025641025641025,0.11025641025641025,0,0,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,11,0.17559800378592327,0.17559800378592327,13,13,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,12,0.1583720530029255,0.1583720530029255,12,12,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,13,0.2150920667699191,0.2150920667699191,25,25,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,14,0.21288934778867663,0.21288934778867663,48,48,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,15,0.1736189984512132,0.1736189984512132,19,19,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,16,0.13961452417828257,0.13961452417828257,5,5,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,17,0.15503355704697985,0.15503355704697985,4,4,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,18,0.16522113233522628,0.16522113233522628,4,4,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,19,0.14522457408363454,0.14522457408363454,1,1,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,20,0.12657246251938647,0.12657246251938647,0,0,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,21,0.16429995453114615,0.16429995453114615,2,2,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,22,0.17169563791407016,0.17169563791407016,4,4,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,23,0.19655332123972363,0.19655332123972363,7,7,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,24,0.18748725893912832,0.18748725893912832,8,8,216,216,0.1301197792831188,112,4
external_8b,grasp,libero_long,25,0.23265279751905932,0.23265279751905932,24,24,216,216,0.1301197792831188,112,3
external_8b,grasp,libero_long,26,0.20611457538917055,0.20611457538917055,10,10,216,216,0.1301197792831188,112,3
external_8b,grasp,libero_long,27,0.25922814982973896,0.25922814982973896,20,20,216,216,0.1301197792831188,112,3
external_8b,grasp,libero_long,28,0.3170151871855237,,48,0,216,0,0.1301197792831188,112,1
external_8b,grasp,libero_long,29,0.3824262567511425,,149,0,216,0,0.1301197792831188,112,1
external_8b,grasp,libero_long,30,0.41136961639662095,,157,0,216,0,0.1301197792831188,112,1
external_8b,grasp,libero_long,31,0.41584729723491665,,165,0,216,0,0.1301197792831188,112,1
external_8b,grasp,libero_long,32,0.3954900060010156,,160,0,216,0,0.1301197792831188,112,1
external_8b,grasp,libero_long,33,0.419632553201311,,137,0,216,0,0.1301197792831188,112,1
external_8b,grasp,libero_long,34,0.41723214697871946,,125,0,216,0,0.1301197792831188,112,1
external_8b,grasp,libero_spatial,4,0.2924791086350975,,51,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,5,0.32033426183844016,,73,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,6,0.4339020427112349,,119,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,7,0.4982590529247911,,155,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,8,0.4996518105849582,,160,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,9,0.4963440111420613,,126,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,10,0.49802141527001864,,162,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,11,0.49904434250764523,,142,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,12,0.49475524475524474,,125,0,216,0,0.1301197792831188,26,1
external_8b,grasp,libero_spatial,13,0.5,,140,0,216,0,0.1301197792831188,26,1
