cohort,target,suite,chunk,max_abs_effect,max_abs_effect_headline,n_above_null,n_above_null_headline,n_cells,n_headline_cells,null_ceiling,n_pos,n_tasks_max
development_main,drop,libero_long,12,0.18340505274847307,0.18340505274847307,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,13,0.21963492504164356,0.21963492504164356,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,14,0.26447916666666665,0.26447916666666665,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,15,0.21795952782462058,0.21795952782462058,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,16,0.26860465116279075,0.26860465116279075,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,17,0.27526025719534597,0.27526025719534597,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,18,0.18741945876288657,0.18741945876288657,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,19,0.16716666666666669,0.16716666666666669,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,20,0.21148243359040275,0.21148243359040275,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,21,0.20677123182861512,0.20677123182861512,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,22,0.2398758099352052,0.2398758099352052,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,23,0.2897654584221748,0.2897654584221748,0,0,216,216,0.387905604719764,41,4
development_main,drop,libero_long,24,0.3054786939679026,0.3054786939679026,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,25,0.25384101536406145,0.25384101536406145,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,26,0.23784592370979807,0.23784592370979807,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,27,0.21638141809290956,0.21638141809290956,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,28,0.1870095902353967,0.1870095902353967,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,29,0.2775988960441582,0.2775988960441582,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,30,0.3739255014326648,0.3739255014326648,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,31,0.32399213372664704,0.32399213372664704,0,0,216,216,0.387905604719764,41,2
development_main,drop,libero_long,32,0.4569247546346783,,4,0,216,0,0.387905604719764,41,1
development_main,drop,libero_long,33,0.35114503816793896,,0,0,216,0,0.387905604719764,41,1
development_main,drop,libero_long,34,0.40512540894220284,,1,0,216,0,0.387905604719764,41,1
development_main,drop,libero_object,4,0.24261112404002794,0.24261112404002794,0,0,216,216,0.387905604719764,17,2
development_main,drop,libero_object,5,0.22573888759599725,0.22573888759599725,0,0,216,216,0.387905604719764,17,2
development_main,drop,libero_object,6,0.24330928554805675,0.24330928554805675,0,0,216,216,0.387905604719764,17,2
development_main,drop,libero_object,7,0.2856644170351408,0.2856644170351408,0,0,216,216,0.387905604719764,17,2
development_main,drop,libero_object,8,0.3510588782871771,0.3510588782871771,0,0,216,216,0.387905604719764,17,2
development_main,drop,libero_object,9,0.4176169420525948,0.4176169420525948,2,2,216,216,0.387905604719764,17,2
development_main,drop,libero_object,10,0.41831510356062374,0.41831510356062374,3,3,216,216,0.387905604719764,17,2
development_main,drop,libero_object,11,0.36013497789155224,0.36013497789155224,0,0,216,216,0.387905604719764,17,2
development_main,drop,libero_object,12,0.45190329218106995,0.45190329218106995,4,4,216,216,0.387905604719764,17,2
development_main,drop,libero_object,13,0.4540337711069419,,39,0,216,0,0.387905604719764,17,2
development_main,drop,libero_object,14,0.45265151515151514,,16,0,216,0,0.387905604719764,17,1
development_main,drop,libero_object,15,0.3891129032258065,,2,0,216,0,0.387905604719764,17,1
development_main,drop,libero_object,16,0.49375,,50,0,216,0,0.387905604719764,17,1
development_main,drop,libero_spatial,4,0.16446807839176947,0.16446807839176947,0,0,216,216,0.387905604719764,84,8
development_main,drop,libero_spatial,5,0.15429040300438668,0.15429040300438668,0,0,216,216,0.387905604719764,84,8
development_main,drop,libero_spatial,6,0.1785748098589327,0.1785748098589327,0,0,216,216,0.387905604719764,84,8
development_main,drop,libero_spatial,7,0.24317543472086345,0.24317543472086345,0,0,216,216,0.387905604719764,84,8
development_main,drop,libero_spatial,8,0.266782039883145,0.266782039883145,0,0,216,216,0.387905604719764,84,8
development_main,drop,libero_spatial,9,0.26630594972419896,0.26630594972419896,0,0,216,216,0.387905604719764,84,7
development_main,drop,libero_spatial,10,0.275776009982842,0.275776009982842,0,0,216,216,0.387905604719764,84,7
development_main,drop,libero_spatial,11,0.3039237668161435,0.3039237668161435,0,0,216,216,0.387905604719764,84,6
development_main,drop,libero_spatial,12,0.40333010022631754,0.40333010022631754,2,2,216,216,0.387905604719764,84,3
development_main,drop,libero_spatial,13,0.46254681647940077,,9,0,216,0,0.387905604719764,84,2
development_main,grasp,libero_goal,4,0.5,,120,0,216,0,0.14243309460987574,5,1
development_main,grasp,libero_goal,5,0.49743589743589745,,153,0,216,0,0.14243309460987574,5,1
development_main,grasp,libero_goal,6,0.5,,169,0,216,0,0.14243309460987574,5,1
development_main,grasp,libero_goal,7,0.5,,158,0,216,0,0.14243309460987574,5,1
development_main,grasp,libero_goal,8,0.5,,146,0,216,0,0.14243309460987574,5,1
development_main,grasp,libero_goal,9,0.5,,156,0,216,0,0.14243309460987574,5,1
development_main,grasp,libero_long,4,0.11941166694365968,0.11941166694365968,0,0,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,5,0.19382582682399868,0.19382582682399868,14,14,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,6,0.17861891307960776,0.17861891307960776,4,4,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,7,0.15443742728934684,0.15443742728934684,1,1,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,8,0.12184228020608279,0.12184228020608279,0,0,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,9,0.17176333721123493,0.17176333721123493,4,4,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,10,0.14916071131793263,0.14916071131793263,1,1,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,11,0.16285108858235003,0.16285108858235003,5,5,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,12,0.19698354661791595,0.19698354661791595,18,18,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,13,0.24505567558584013,0.24505567558584013,23,23,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,14,0.26088582350008305,0.26088582350008305,68,68,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,15,0.25733338873192624,0.25733338873192624,61,61,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,16,0.2489197274389231,0.2489197274389231,21,21,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,17,0.15880006647831146,0.15880006647831146,4,4,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,18,0.16154229682566057,0.16154229682566057,3,3,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,19,0.1218630546784113,0.1218630546784113,0,0,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,20,0.14698304521276595,0.14698304521276595,2,2,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,21,0.17109440267335002,0.17109440267335002,10,10,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,22,0.21127659574468083,0.21127659574468083,6,6,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,23,0.20812829525483306,0.20812829525483306,16,16,216,216,0.14243309460987574,89,3
development_main,grasp,libero_long,24,0.1998905708553711,0.1998905708553711,21,21,216,216,0.14243309460987574,89,2
development_main,grasp,libero_long,25,0.2330851865812288,0.2330851865812288,16,16,216,216,0.14243309460987574,89,2
development_main,grasp,libero_long,26,0.22895311313591493,0.22895311313591493,15,15,216,216,0.14243309460987574,89,2
development_main,grasp,libero_long,27,0.27383110687022905,,16,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_long,28,0.32118320610687023,,69,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_long,29,0.40114503816793895,,129,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_long,30,0.42509541984732824,,149,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_long,31,0.3833969465648855,,149,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_long,32,0.3854961832061069,,139,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_long,33,0.4129770992366413,,128,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_long,34,0.41479007633587783,,110,0,216,0,0.14243309460987574,89,1
development_main,grasp,libero_spatial,4,0.3257534246575342,,53,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,5,0.4060273972602739,,73,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,6,0.46342465753424655,,122,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,7,0.4989041095890411,,149,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,8,0.49972602739726024,,155,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,9,0.5,,134,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,10,0.4967032967032967,,162,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,11,0.4753787878787879,,144,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,12,0.49511834319526626,,119,0,216,0,0.14243309460987574,22,1
development_main,grasp,libero_spatial,13,0.5,,141,0,216,0,0.14243309460987574,22,1
external_8b,all_risk,libero_goal,4,0.225361227778218,0.225361227778218,1,1,216,216,0.21856823266219239,106,5
external_8b,all_risk,libero_goal,5,0.14033071822912535,0.14033071822912535,0,0,216,216,0.21856823266219239,106,5
external_8b,all_risk,libero_goal,6,0.2469424412922313,0.2469424412922313,2,2,216,216,0.21856823266219239,106,5
external_8b,all_risk,libero_goal,7,0.23245439337210227,0.23245439337210227,1,1,216,216,0.21856823266219239,106,5
external_8b,all_risk,libero_goal,8,0.24100381960731754,0.24100381960731754,3,3,216,216,0.21856823266219239,106,4
external_8b,all_risk,libero_goal,9,0.24130336853696377,0.24130336853696377,1,1,216,216,0.21856823266219239,106,4
external_8b,all_risk,libero_goal,10,0.2319231417495365,,2,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,11,0.33819315691892804,,14,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,12,0.36521714703073205,,21,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,13,0.29650542165290183,,16,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,14,0.3138378560593291,,26,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,15,0.4564020450587112,,72,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,16,0.36347547615034553,,28,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,17,0.3647776183644189,,21,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,18,0.4311594202898551,,51,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,19,0.4844771241830066,,150,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,20,0.4843137254901961,,131,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,21,0.5,,129,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,22,0.4901960784313726,,106,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,23,0.4852941176470589,,120,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_goal,24,0.5,,119,0,216,0,0.21856823266219239,106,1
external_8b,all_risk,libero_long,4,0.07530186341439715,0.07530186341439715,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,5,0.13886931804377933,0.13886931804377933,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,6,0.14756687155316928,0.14756687155316928,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,7,0.16550861252156168,0.16550861252156168,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,8,0.14767012463254053,0.14767012463254053,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,9,0.11714972911250943,0.11714972911250943,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,10,0.11537013192099316,0.11537013192099316,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,11,0.13940987828284057,0.13940987828284057,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,12,0.1575520516994242,0.1575520516994242,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,13,0.15385923568426424,0.15385923568426424,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,14,0.16168217487427416,0.16168217487427416,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,15,0.13104225009131865,0.13104225009131865,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,16,0.12296223878773066,0.12296223878773066,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,17,0.12058259351252981,0.12058259351252981,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,18,0.13575282122352011,0.13575282122352011,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,19,0.13952318242806738,0.13952318242806738,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,20,0.13782776687131904,0.13782776687131904,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,21,0.1263539557065395,0.1263539557065395,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,22,0.1083749945342447,0.1083749945342447,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,23,0.13460372100647489,0.13460372100647489,0,0,216,216,0.21856823266219239,274,8
external_8b,all_risk,libero_long,24,0.13734786691462136,0.13734786691462136,0,0,216,216,0.21856823266219239,274,7
external_8b,all_risk,libero_long,25,0.19445721690423445,0.19445721690423445,0,0,216,216,0.21856823266219239,274,7
external_8b,all_risk,libero_long,26,0.1431589210269743,0.1431589210269743,0,0,216,216,0.21856823266219239,274,7
external_8b,all_risk,libero_long,27,0.21617737378700408,0.21617737378700408,0,0,216,216,0.21856823266219239,274,5
external_8b,all_risk,libero_long,28,0.28765048741377996,0.28765048741377996,4,4,216,216,0.21856823266219239,274,4
external_8b,all_risk,libero_long,29,0.3564968814968815,0.3564968814968815,67,67,216,216,0.21856823266219239,274,3
external_8b,all_risk,libero_long,30,0.3624395345796836,0.3624395345796836,87,87,216,216,0.21856823266219239,274,3
external_8b,all_risk,libero_long,31,0.3629888561816653,0.3629888561816653,97,97,216,216,0.21856823266219239,274,3
external_8b,all_risk,libero_long,32,0.36359561227718595,0.36359561227718595,84,84,216,216,0.21856823266219239,274,3
external_8b,all_risk,libero_long,33,0.3787390764844101,0.3787390764844101,81,81,216,216,0.21856823266219239,274,3
external_8b,all_risk,libero_long,34,0.37343242601050775,0.37343242601050775,55,55,216,216,0.21856823266219239,274,3
external_8b,all_risk,libero_object,4,0.1663314204579069,0.1663314204579069,0,0,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,5,0.1877477370880909,0.1877477370880909,0,0,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,6,0.30672070046737265,0.30672070046737265,14,14,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,7,0.3582500147902739,0.3582500147902739,92,92,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,8,0.43332544518724486,0.43332544518724486,137,137,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,9,0.4332662840915814,0.4332662840915814,158,158,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,10,0.4067029521386736,0.4067029521386736,112,112,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,11,0.3225681628765329,0.3225681628765329,14,14,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,12,0.3457481632356151,0.3457481632356151,28,28,216,216,0.21856823266219239,44,7
external_8b,all_risk,libero_object,13,0.3417026284817576,0.3417026284817576,47,47,216,216,0.21856823266219239,44,6
external_8b,all_risk,libero_object,14,0.4105145413870246,0.4105145413870246,94,94,216,216,0.21856823266219239,44,4
external_8b,all_risk,libero_object,15,0.3935643564356436,,35,0,216,0,0.21856823266219239,44,4
external_8b,all_risk,libero_object,16,0.40550133096716945,,67,0,216,0,0.21856823266219239,44,3
external_8b,all_risk,libero_object,17,0.44571428571428573,,60,0,216,0,0.21856823266219239,44,1
external_8b,all_risk,libero_spatial,4,0.10163254382443465,0.10163254382443465,0,0,216,216,0.21856823266219239,140,9
external_8b,all_risk,libero_spatial,5,0.09468371852956359,0.09468371852956359,0,0,216,216,0.21856823266219239,140,9
