check,cohort,quantity,threshold,alarms_ge,alarms_gt,frac_dropped_by_strict_gt
tie_group,development_main,set_dwell,200000002.98023224,843,181,0.7852906287069988
tie_group,development_main,query_top1_churn,1.33333289181761,631,449,0.2884310618066561
tie_group,development_main,query_hard_churn,1.815475176791652,366,364,0.005464480874316946
tie_group,external_8b,set_dwell,200000002.98023224,1074,245,0.7718808193668529
tie_group,external_8b,query_top1_churn,1.33333289181761,536,226,0.5783582089552239
tie_group,external_8b,query_hard_churn,1.773083202662454,425,421,0.009411764705882342
