check,suite,chunk,quantity,layer,negatives_need_extra_chunks,auc_dev,want_dev,auc_ext,want_ext,ok
within_task_fixed_chunk_auc,libero_object,9,mobility_d0,L15,0,0.8898622342018568,0.89,0.9078861740519435,0.908,True
within_task_fixed_chunk_auc,libero_spatial,7,flow_path,L12,0,0.7834872737911146,0.783,0.7752289193477472,0.775,True
within_task_fixed_chunk_auc,libero_goal,6,hb_entropy_action,L15,0,0.24820743705185927,0.248,0.2530575587077687,0.253,True
within_task_fixed_chunk_auc,libero_long,14,token_entropy_d9,L3,5,0.34786651910602845,0.348,0.35240769268995675,0.352,True
