cohort,pool,arm,mode,fp_budget,tp,n_mode,fp,baseline_tp,channel,sign,stat,n_ops_searched,excess_over_baseline,null_ceiling,floor,excess_over_floor
development_main,null_epconst,persistence,drop,80,20,218,49,41,ctrl_episode_const_rand|L2,1,persist_run|g900,4896,-21,47,47,-27
development_main,null_epconst,persistence,drop,120,20,218,49,41,ctrl_episode_const_rand|L2,1,persist_run|g900,4896,-21,60,60,-40
development_main,null_epconst,persistence,drop,200,20,218,49,41,ctrl_episode_const_rand|L2,1,persist_run|g900,4896,-21,72,72,-52
development_main,null_epconst,persistence,drop,400,33,218,385,134,ctrl_flow_noise_seed|L2,1,persist_cycles|g975,4896,-101,134,134,-101
development_main,null_epconst,persistence,grasp,0,10,116,0,0,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,10,11,11,-1
development_main,null_epconst,persistence,grasp,10,12,116,1,0,ctrl_episode_const_rand2|L2,1,persist_run|g900,4896,12,73,73,-61
development_main,null_epconst,persistence,grasp,20,12,116,1,89,ctrl_episode_const_rand2|L2,1,persist_run|g900,4896,-77,89,89,-77
development_main,null_epconst,persistence,grasp,38,13,116,21,89,ctrl_episode_const_rand2|L2,1,persist_run|g900,4896,-76,89,89,-76
development_main,null_epconst,persistence,grasp,57,13,116,21,89,ctrl_episode_const_rand2|L2,1,persist_run|g900,4896,-76,89,89,-76
development_main,null_epconst,persistence,grasp,80,22,116,71,89,ctrl_flow_noise_seed|L2,1,persist_cycles|g900,4896,-67,89,89,-67
development_main,null_epconst,persistence,grasp,120,22,116,71,89,ctrl_flow_noise_seed|L2,1,persist_cycles|g900,4896,-67,89,89,-67
development_main,null_epconst,persistence,grasp,200,22,116,71,89,ctrl_flow_noise_seed|L2,1,persist_cycles|g900,4896,-67,89,89,-67
development_main,null_epconst,persistence,grasp,400,23,116,385,94,ctrl_flow_noise_seed|L2,1,persist_cycles|g975,4896,-71,94,94,-71
development_main,null_epconst,persistence,all,0,26,487,0,0,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,26,43,43,-17
development_main,null_epconst,persistence,all,10,26,487,0,0,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,26,181,181,-155
development_main,null_epconst,persistence,all,20,26,487,0,222,ctrl_flow_noise_seed|L2,1,persist_run|g900,4896,-196,222,222,-196
development_main,null_epconst,persistence,all,38,40,487,38,222,ctrl_episode_const_rand|L2,1,persist_run|g900,4896,-182,224,224,-184
development_main,null_epconst,persistence,all,57,48,487,50,222,ctrl_flow_noise_seed|L2,1,persist_cycles|g975,4896,-174,224,224,-176
development_main,null_epconst,persistence,all,80,72,487,71,222,ctrl_flow_noise_seed|L2,1,persist_cycles|g900,4896,-150,224,224,-152
development_main,null_epconst,persistence,all,120,72,487,71,222,ctrl_flow_noise_seed|L2,1,persist_cycles|g900,4896,-150,244,244,-172
development_main,null_epconst,persistence,all,200,72,487,71,222,ctrl_flow_noise_seed|L2,1,persist_cycles|g900,4896,-150,261,261,-189
development_main,null_epconst,persistence,all,400,89,487,385,361,ctrl_flow_noise_seed|L2,1,persist_cycles|g975,4896,-272,361,361,-272
development_main,null_epconst,any,drop,0,7,218,0,0,ctrl_episode_const_rand|L2,-1,change_point,7344,7,7,7,0
development_main,null_epconst,any,drop,10,32,218,8,0,ctrl_episode_const_rand|L2,-1,change_point,7344,32,32,32,0
development_main,null_epconst,any,drop,20,32,218,8,41,ctrl_episode_const_rand|L2,-1,change_point,7344,-9,41,41,-9
development_main,null_epconst,any,drop,38,43,218,30,41,ctrl_episode_const_rand|L2,-1,change_point,7344,2,43,43,0
development_main,null_epconst,any,drop,57,47,218,47,41,ctrl_episode_const_rand2|L2,-1,change_point,7344,6,47,47,0
development_main,null_epconst,any,drop,80,47,218,47,41,ctrl_episode_const_rand2|L2,-1,change_point,7344,6,47,47,0
development_main,null_epconst,any,drop,120,60,218,81,41,ctrl_episode_const_rand|L2,-1,self_baseline,7344,19,60,60,0
development_main,null_epconst,any,drop,200,72,218,173,41,ctrl_episode_const_rand|L2,-1,self_baseline,7344,31,72,72,0
development_main,null_epconst,any,drop,400,82,218,380,134,ctrl_episode_const_rand|L2,-1,self_baseline,7344,-52,134,134,-52
development_main,null_epconst,any,grasp,0,11,116,0,0,ctrl_episode_const_rand|L2,-1,change_point,7344,11,11,11,0
development_main,null_epconst,any,grasp,10,73,116,8,0,ctrl_episode_const_rand|L2,-1,change_point,7344,73,73,73,0
development_main,null_epconst,any,grasp,20,73,116,8,89,ctrl_episode_const_rand|L2,-1,change_point,7344,-16,89,89,-16
development_main,null_epconst,any,grasp,38,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,7344,0,89,89,0
development_main,null_epconst,any,grasp,57,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,7344,0,89,89,0
development_main,null_epconst,any,grasp,80,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,7344,0,89,89,0
development_main,null_epconst,any,grasp,120,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,7344,0,89,89,0
development_main,null_epconst,any,grasp,200,89,116,30,89,ctrl_episode_const_rand|L2,-1,change_point,7344,0,89,89,0
development_main,null_epconst,any,grasp,400,92,116,334,94,ctrl_episode_const_rand2|L2,-1,change_point,7344,-2,94,94,-2
development_main,null_epconst,any,all,0,43,487,0,0,ctrl_episode_const_rand|L2,-1,change_point,7344,43,43,43,0
development_main,null_epconst,any,all,10,181,487,8,0,ctrl_episode_const_rand|L2,-1,change_point,7344,181,181,181,0
development_main,null_epconst,any,all,20,181,487,8,222,ctrl_episode_const_rand|L2,-1,change_point,7344,-41,222,222,-41
development_main,null_epconst,any,all,38,224,487,30,222,ctrl_episode_const_rand|L2,-1,change_point,7344,2,224,224,0
development_main,null_epconst,any,all,57,224,487,30,222,ctrl_episode_const_rand|L2,-1,change_point,7344,2,224,224,0
development_main,null_epconst,any,all,80,224,487,30,222,ctrl_episode_const_rand|L2,-1,change_point,7344,2,224,224,0
development_main,null_epconst,any,all,120,244,487,81,222,ctrl_episode_const_rand|L2,-1,self_baseline,7344,22,244,244,0
development_main,null_epconst,any,all,200,261,487,173,222,ctrl_episode_const_rand|L2,-1,self_baseline,7344,39,261,261,0
development_main,null_epconst,any,all,400,280,487,380,361,ctrl_episode_const_rand|L2,-1,self_baseline,7344,-81,361,361,-81
external_8b,headline,threshold,drop,0,43,241,0,0,mobility_d0|L12,-1,threshold,7072,43,14,14,29
external_8b,headline,threshold,drop,10,89,241,7,0,mobility_d0|L5,-1,threshold,7072,89,32,32,57
external_8b,headline,threshold,drop,20,95,241,18,0,hb_entropy_action|L2,-1,threshold,7072,95,50,50,45
external_8b,headline,threshold,drop,38,102,241,37,50,hb_entropy_action|L2,-1,threshold,7072,52,50,50,52
external_8b,headline,threshold,drop,57,107,241,54,50,hb_entropy_action|L2,-1,threshold,7072,57,50,50,57
external_8b,headline,threshold,drop,80,109,241,80,50,flow_endpoint|L12,1,threshold,7072,59,53,53,56
external_8b,headline,threshold,drop,120,113,241,116,50,token_entropy_d9|L2,-1,threshold,7072,63,53,53,60
external_8b,headline,threshold,drop,200,124,241,173,50,token_entropy_d9|L2,-1,threshold,7072,74,63,63,61
external_8b,headline,threshold,drop,400,138,241,287,131,query_hard_churn|L15,-1,threshold,7072,7,131,131,7
external_8b,headline,threshold,grasp,0,14,143,0,0,token_entropy_d0|L2,-1,threshold,7072,14,29,29,-15
external_8b,headline,threshold,grasp,10,42,143,5,0,token_differentiation_d0|L2,-1,threshold,7072,42,76,76,-34
external_8b,headline,threshold,grasp,20,49,143,20,0,token_differentiation_d0|L2,-1,threshold,7072,49,112,112,-63
external_8b,headline,threshold,grasp,38,62,143,27,112,mobility_d0|L5,-1,threshold,7072,-50,112,112,-50
external_8b,headline,threshold,grasp,57,62,143,27,112,mobility_d0|L5,-1,threshold,7072,-50,112,112,-50
external_8b,headline,threshold,grasp,80,62,143,27,112,mobility_d0|L5,-1,threshold,7072,-50,112,112,-50
external_8b,headline,threshold,grasp,120,78,143,101,112,token_differentiation_d0|L2,-1,threshold,7072,-34,112,112,-34
external_8b,headline,threshold,grasp,200,78,143,101,112,token_differentiation_d0|L2,-1,threshold,7072,-34,113,113,-35
external_8b,headline,threshold,grasp,400,92,143,338,117,token_differentiation_d0|L2,-1,threshold,7072,-25,117,117,-25
external_8b,headline,threshold,all,0,54,564,0,0,mobility_d0|L12,-1,threshold,7072,54,65,65,-11
external_8b,headline,threshold,all,10,170,564,7,0,mobility_d0|L5,-1,threshold,7072,170,180,180,-10
external_8b,headline,threshold,all,20,170,564,7,0,mobility_d0|L5,-1,threshold,7072,170,274,274,-104
external_8b,headline,threshold,all,38,211,564,27,274,mobility_d0|L5,-1,threshold,7072,-63,274,274,-63
external_8b,headline,threshold,all,57,211,564,27,274,mobility_d0|L5,-1,threshold,7072,-63,274,274,-63
external_8b,headline,threshold,all,80,211,564,27,274,mobility_d0|L5,-1,threshold,7072,-63,274,274,-63
external_8b,headline,threshold,all,120,239,564,101,274,token_differentiation_d0|L2,-1,threshold,7072,-35,274,274,-35
external_8b,headline,threshold,all,200,246,564,159,274,mobility_d0|L4,1,threshold,7072,-28,290,290,-44
external_8b,headline,threshold,all,400,287,564,338,380,token_differentiation_d0|L2,-1,threshold,7072,-93,380,380,-93
external_8b,headline,change_point,drop,0,21,241,0,0,conditional_effective_rank|L15,-1,change_point,14144,21,14,14,7
external_8b,headline,change_point,drop,10,95,241,7,0,token_entropy_d0|L3,-1,change_point,14144,95,32,32,63
external_8b,headline,change_point,drop,20,97,241,20,0,hb_entropy_action|L2,-1,change_point,14144,97,50,50,47
external_8b,headline,change_point,drop,38,114,241,35,50,hb_entropy_action|L2,-1,change_point,14144,64,50,50,64
external_8b,headline,change_point,drop,57,122,241,44,50,state_mobility_d0|L12,-1,change_point,14144,72,50,50,72
external_8b,headline,change_point,drop,80,146,241,80,50,state_mobility_d0|L14,-1,change_point,14144,96,53,53,93
external_8b,headline,change_point,drop,120,161,241,86,50,state_mobility_d0|L15,-1,change_point,14144,111,53,53,108
external_8b,headline,change_point,drop,200,177,241,177,50,state_mobility_d0|L15,-1,change_point,14144,127,63,63,114
external_8b,headline,change_point,drop,400,189,241,398,131,query_hard_churn|L12,-1,change_point,14144,58,131,131,58
external_8b,headline,change_point,grasp,0,18,143,0,0,mobility_d0|L5,-1,change_point,14144,18,29,29,-11
external_8b,headline,change_point,grasp,10,52,143,7,0,token_differentiation_d0|L2,-1,change_point,14144,52,76,76,-24
external_8b,headline,change_point,grasp,20,60,143,15,0,token_differentiation_d0|L2,-1,change_point,14144,60,112,112,-52
external_8b,headline,change_point,grasp,38,60,143,15,112,token_differentiation_d0|L2,-1,change_point,14144,-52,112,112,-52
external_8b,headline,change_point,grasp,57,66,143,43,112,token_differentiation_d0|L2,-1,change_point,14144,-46,112,112,-46
external_8b,headline,change_point,grasp,80,66,143,43,112,token_differentiation_d0|L2,-1,change_point,14144,-46,112,112,-46
external_8b,headline,change_point,grasp,120,72,143,81,112,token_differentiation_d0|L2,-1,change_point,14144,-40,112,112,-40
external_8b,headline,change_point,grasp,200,86,143,147,112,token_differentiation_d0|L2,1,change_point,14144,-26,113,113,-27
external_8b,headline,change_point,grasp,400,113,143,304,117,token_differentiation_d0|L2,1,change_point,14144,-4,117,117,-4
external_8b,headline,change_point,all,0,51,564,0,0,mobility_d0|L5,-1,change_point,14144,51,65,65,-14
external_8b,headline,change_point,all,10,158,564,10,0,token_entropy_d0|L3,-1,change_point,14144,158,180,180,-22
external_8b,headline,change_point,all,20,167,564,20,0,hb_entropy_action|L2,-1,change_point,14144,167,274,274,-107
external_8b,headline,change_point,all,38,209,564,35,274,hb_entropy_action|L2,-1,change_point,14144,-65,274,274,-65
external_8b,headline,change_point,all,57,228,564,54,274,hb_entropy_action|L2,-1,change_point,14144,-46,274,274,-46
external_8b,headline,change_point,all,80,261,564,78,274,token_entropy_d9|L12,-1,change_point,14144,-13,274,274,-13
external_8b,headline,change_point,all,120,281,564,86,274,state_mobility_d0|L15,-1,change_point,14144,7,274,274,7
external_8b,headline,change_point,all,200,342,564,177,274,state_mobility_d0|L15,-1,change_point,14144,68,290,290,52
external_8b,headline,change_point,all,400,376,564,304,380,token_differentiation_d0|L2,1,change_point,14144,-4,380,380,-4
external_8b,headline,persistence,drop,0,51,241,0,0,mobility_d0|L3,-1,persist_cycles|g975,42432,51,14,14,37
external_8b,headline,persistence,drop,10,94,241,4,0,flow_path|L2,1,persist_run|g975,42432,94,32,32,62
external_8b,headline,persistence,drop,20,107,241,17,0,flow_path|L2,1,persist_run|g900,42432,107,50,50,57
external_8b,headline,persistence,drop,38,113,241,29,50,flow_path|L2,1,persist_run|g900,42432,63,50,50,63
external_8b,headline,persistence,drop,57,117,241,51,50,flow_path|L3,1,persist_run|g900,42432,67,50,50,67
external_8b,headline,persistence,drop,80,117,241,51,50,flow_path|L3,1,persist_run|g900,42432,67,53,53,64
external_8b,headline,persistence,drop,120,123,241,109,50,flow_path|L3,1,persist_run|g900,42432,73,53,53,70
external_8b,headline,persistence,drop,200,130,241,174,50,query_top1_churn|L15,-1,persist_run|g900,42432,80,63,63,67
external_8b,headline,persistence,drop,400,145,241,298,131,query_hard_churn|L15,-1,persist_run|g975,42432,14,131,131,14
external_8b,headline,persistence,grasp,0,51,143,0,0,state_action_alignment|L5,1,persist_run|g975,42432,51,29,29,22
external_8b,headline,persistence,grasp,10,66,143,6,0,conditional_energy|L5,-1,persist_run|g975,42432,66,76,76,-10
external_8b,headline,persistence,grasp,20,68,143,19,0,mobility_d0|L15,-1,persist_cycles|g900,42432,68,112,112,-44
external_8b,headline,persistence,grasp,38,72,143,32,112,mobility_d0|L12,-1,persist_cycles|g900,42432,-40,112,112,-40
external_8b,headline,persistence,grasp,57,73,143,47,112,mobility_d0|L14,-1,persist_cycles|g975,42432,-39,112,112,-39
external_8b,headline,persistence,grasp,80,73,143,47,112,mobility_d0|L14,-1,persist_cycles|g975,42432,-39,112,112,-39
external_8b,headline,persistence,grasp,120,104,143,98,112,flow_endpoint|L3,1,persist_cycles|g900,42432,-8,112,112,-8
external_8b,headline,persistence,grasp,200,104,143,98,112,flow_endpoint|L3,1,persist_cycles|g900,42432,-8,113,113,-9
external_8b,headline,persistence,grasp,400,106,143,334,117,token_entropy_d0|L2,1,persist_cycles|g900,42432,-11,117,117,-11
external_8b,headline,persistence,all,0,76,564,0,0,flow_settling_log_ratio|L15,1,persist_cycles|g975,42432,76,65,65,11
external_8b,headline,persistence,all,10,152,564,8,0,token_entropy_d9|L12,-1,persist_run|g900,42432,152,180,180,-28
external_8b,headline,persistence,all,20,178,564,17,0,flow_path|L2,1,persist_run|g900,42432,178,274,274,-96
external_8b,headline,persistence,all,38,192,564,29,274,flow_path|L13,1,persist_run|g900,42432,-82,274,274,-82
external_8b,headline,persistence,all,57,226,564,43,274,mobility_d0|L2,1,persist_cycles|g975,42432,-48,274,274,-48
external_8b,headline,persistence,all,80,258,564,76,274,mobility_d0|L3,1,persist_cycles|g975,42432,-16,274,274,-16
external_8b,headline,persistence,all,120,270,564,98,274,flow_endpoint|L3,1,persist_cycles|g900,42432,-4,274,274,-4
external_8b,headline,persistence,all,200,280,564,175,274,denoise_hard_churn|L4,-1,persist_cycles|g900,42432,6,290,290,-10
external_8b,headline,persistence,all,400,299,564,296,380,query_hard_churn|L13,-1,persist_run|g900,42432,-81,380,380,-81
external_8b,headline,any,drop,0,51,241,0,0,mobility_d0|L3,-1,persist_cycles|g975,63648,51,14,14,37
external_8b,headline,any,drop,10,95,241,7,0,token_entropy_d0|L3,-1,change_point,63648,95,32,32,63
external_8b,headline,any,drop,20,107,241,17,0,flow_path|L2,1,persist_run|g900,63648,107,50,50,57
external_8b,headline,any,drop,38,114,241,35,50,hb_entropy_action|L2,-1,change_point,63648,64,50,50,64
external_8b,headline,any,drop,57,122,241,44,50,state_mobility_d0|L12,-1,change_point,63648,72,50,50,72
external_8b,headline,any,drop,80,146,241,80,50,state_mobility_d0|L14,-1,change_point,63648,96,53,53,93
external_8b,headline,any,drop,120,161,241,86,50,state_mobility_d0|L15,-1,change_point,63648,111,53,53,108
external_8b,headline,any,drop,200,177,241,177,50,state_mobility_d0|L15,-1,change_point,63648,127,63,63,114
external_8b,headline,any,drop,400,189,241,398,131,query_hard_churn|L12,-1,change_point,63648,58,131,131,58
external_8b,headline,any,grasp,0,51,143,0,0,state_action_alignment|L5,1,persist_run|g975,63648,51,29,29,22
external_8b,headline,any,grasp,10,66,143,6,0,conditional_energy|L5,-1,persist_run|g975,63648,66,76,76,-10
external_8b,headline,any,grasp,20,68,143,19,0,mobility_d0|L15,-1,persist_cycles|g900,63648,68,112,112,-44
external_8b,headline,any,grasp,38,72,143,32,112,mobility_d0|L12,-1,persist_cycles|g900,63648,-40,112,112,-40
external_8b,headline,any,grasp,57,73,143,47,112,mobility_d0|L14,-1,persist_cycles|g975,63648,-39,112,112,-39
external_8b,headline,any,grasp,80,73,143,47,112,mobility_d0|L14,-1,persist_cycles|g975,63648,-39,112,112,-39
external_8b,headline,any,grasp,120,104,143,98,112,flow_endpoint|L3,1,persist_cycles|g900,63648,-8,112,112,-8
external_8b,headline,any,grasp,200,104,143,98,112,flow_endpoint|L3,1,persist_cycles|g900,63648,-8,113,113,-9
external_8b,headline,any,grasp,400,113,143,304,117,token_differentiation_d0|L2,1,change_point,63648,-4,117,117,-4
external_8b,headline,any,all,0,76,564,0,0,flow_settling_log_ratio|L15,1,persist_cycles|g975,63648,76,65,65,11
external_8b,headline,any,all,10,170,564,7,0,mobility_d0|L5,-1,threshold,63648,170,180,180,-10
external_8b,headline,any,all,20,178,564,17,0,flow_path|L2,1,persist_run|g900,63648,178,274,274,-96
external_8b,headline,any,all,38,211,564,27,274,mobility_d0|L5,-1,threshold,63648,-63,274,274,-63
external_8b,headline,any,all,57,228,564,54,274,hb_entropy_action|L2,-1,change_point,63648,-46,274,274,-46
external_8b,headline,any,all,80,261,564,78,274,token_entropy_d9|L12,-1,change_point,63648,-13,274,274,-13
external_8b,headline,any,all,120,281,564,86,274,state_mobility_d0|L15,-1,change_point,63648,7,274,274,7
external_8b,headline,any,all,200,342,564,177,274,state_mobility_d0|L15,-1,change_point,63648,68,290,290,52
external_8b,headline,any,all,400,376,564,304,380,token_differentiation_d0|L2,1,change_point,63648,-4,380,380,-4
external_8b,flagged,threshold,drop,0,43,241,0,0,mobility_d0|L12,-1,threshold,7344,43,14,14,29
external_8b,flagged,threshold,drop,10,89,241,7,0,mobility_d0|L5,-1,threshold,7344,89,32,32,57
external_8b,flagged,threshold,drop,20,95,241,18,0,hb_entropy_action|L2,-1,threshold,7344,95,50,50,45
external_8b,flagged,threshold,drop,38,102,241,37,50,hb_entropy_action|L2,-1,threshold,7344,52,50,50,52
external_8b,flagged,threshold,drop,57,107,241,54,50,hb_entropy_action|L2,-1,threshold,7344,57,50,50,57
external_8b,flagged,threshold,drop,80,109,241,80,50,flow_endpoint|L12,1,threshold,7344,59,53,53,56
external_8b,flagged,threshold,drop,120,113,241,116,50,token_entropy_d9|L2,-1,threshold,7344,63,53,53,60
external_8b,flagged,threshold,drop,200,124,241,191,50,set_dwell|L12,1,threshold,7344,74,63,63,61
external_8b,flagged,threshold,drop,400,138,241,287,131,query_hard_churn|L15,-1,threshold,7344,7,131,131,7
external_8b,flagged,threshold,grasp,0,14,143,0,0,token_entropy_d0|L2,-1,threshold,7344,14,29,29,-15
external_8b,flagged,threshold,grasp,10,52,143,8,0,set_dwell|L15,-1,threshold,7344,52,76,76,-24
external_8b,flagged,threshold,grasp,20,52,143,8,0,set_dwell|L15,-1,threshold,7344,52,112,112,-60
external_8b,flagged,threshold,grasp,38,63,143,29,112,set_dwell|L15,1,threshold,7344,-49,112,112,-49
external_8b,flagged,threshold,grasp,57,63,143,29,112,set_dwell|L15,1,threshold,7344,-49,112,112,-49
external_8b,flagged,threshold,grasp,80,82,143,63,112,set_dwell|L15,1,threshold,7344,-30,112,112,-30
external_8b,flagged,threshold,grasp,120,82,143,63,112,set_dwell|L15,1,threshold,7344,-30,112,112,-30
external_8b,flagged,threshold,grasp,200,104,143,191,112,set_dwell|L12,1,threshold,7344,-8,113,113,-9
external_8b,flagged,threshold,grasp,400,104,143,191,117,set_dwell|L12,1,threshold,7344,-13,117,117,-13
external_8b,flagged,threshold,all,0,54,564,0,0,mobility_d0|L12,-1,threshold,7344,54,65,65,-11
external_8b,flagged,threshold,all,10,174,564,8,0,set_dwell|L15,-1,threshold,7344,174,180,180,-6
external_8b,flagged,threshold,all,20,174,564,8,0,set_dwell|L15,-1,threshold,7344,174,274,274,-100
external_8b,flagged,threshold,all,38,211,564,27,274,mobility_d0|L5,-1,threshold,7344,-63,274,274,-63
external_8b,flagged,threshold,all,57,211,564,27,274,mobility_d0|L5,-1,threshold,7344,-63,274,274,-63
external_8b,flagged,threshold,all,80,220,564,63,274,set_dwell|L15,1,threshold,7344,-54,274,274,-54
external_8b,flagged,threshold,all,120,239,564,101,274,token_differentiation_d0|L2,-1,threshold,7344,-35,274,274,-35
external_8b,flagged,threshold,all,200,330,564,191,274,set_dwell|L12,1,threshold,7344,56,290,290,40
external_8b,flagged,threshold,all,400,330,564,191,380,set_dwell|L12,1,threshold,7344,-50,380,380,-50
external_8b,flagged,change_point,drop,0,21,241,0,0,conditional_effective_rank|L15,-1,change_point,14688,21,14,14,7
external_8b,flagged,change_point,drop,10,95,241,7,0,token_entropy_d0|L3,-1,change_point,14688,95,32,32,63
external_8b,flagged,change_point,drop,20,97,241,20,0,hb_entropy_action|L2,-1,change_point,14688,97,50,50,47
external_8b,flagged,change_point,drop,38,114,241,35,50,hb_entropy_action|L2,-1,change_point,14688,64,50,50,64
external_8b,flagged,change_point,drop,57,122,241,44,50,state_mobility_d0|L12,-1,change_point,14688,72,50,50,72
external_8b,flagged,change_point,drop,80,146,241,80,50,state_mobility_d0|L14,-1,change_point,14688,96,53,53,93
external_8b,flagged,change_point,drop,120,161,241,86,50,state_mobility_d0|L15,-1,change_point,14688,111,53,53,108
external_8b,flagged,change_point,drop,200,177,241,177,50,state_mobility_d0|L15,-1,change_point,14688,127,63,63,114
external_8b,flagged,change_point,drop,400,189,241,398,131,query_hard_churn|L12,-1,change_point,14688,58,131,131,58
external_8b,flagged,change_point,grasp,0,18,143,0,0,mobility_d0|L5,-1,change_point,14688,18,29,29,-11
external_8b,flagged,change_point,grasp,10,52,143,7,0,token_differentiation_d0|L2,-1,change_point,14688,52,76,76,-24
external_8b,flagged,change_point,grasp,20,60,143,15,0,token_differentiation_d0|L2,-1,change_point,14688,60,112,112,-52
external_8b,flagged,change_point,grasp,38,62,143,27,112,set_dwell|L15,1,change_point,14688,-50,112,112,-50
external_8b,flagged,change_point,grasp,57,75,143,41,112,set_dwell|L15,1,change_point,14688,-37,112,112,-37
external_8b,flagged,change_point,grasp,80,92,143,77,112,set_dwell|L15,1,change_point,14688,-20,112,112,-20
external_8b,flagged,change_point,grasp,120,92,143,84,112,set_dwell|L12,1,change_point,14688,-20,112,112,-20
external_8b,flagged,change_point,grasp,200,107,143,166,112,set_dwell|L12,1,change_point,14688,-5,113,113,-6
external_8b,flagged,change_point,grasp,400,116,143,312,117,set_dwell|L12,1,change_point,14688,-1,117,117,-1
external_8b,flagged,change_point,all,0,51,564,0,0,mobility_d0|L5,-1,change_point,14688,51,65,65,-14
external_8b,flagged,change_point,all,10,158,564,10,0,token_entropy_d0|L3,-1,change_point,14688,158,180,180,-22
external_8b,flagged,change_point,all,20,167,564,20,0,hb_entropy_action|L2,-1,change_point,14688,167,274,274,-107
external_8b,flagged,change_point,all,38,209,564,35,274,hb_entropy_action|L2,-1,change_point,14688,-65,274,274,-65
external_8b,flagged,change_point,all,57,228,564,54,274,hb_entropy_action|L2,-1,change_point,14688,-46,274,274,-46
external_8b,flagged,change_point,all,80,261,564,78,274,token_entropy_d9|L12,-1,change_point,14688,-13,274,274,-13
external_8b,flagged,change_point,all,120,281,564,86,274,state_mobility_d0|L15,-1,change_point,14688,7,274,274,7
external_8b,flagged,change_point,all,200,345,564,166,274,set_dwell|L12,1,change_point,14688,71,290,290,55
external_8b,flagged,change_point,all,400,405,564,312,380,set_dwell|L12,1,change_point,14688,25,380,380,25
external_8b,flagged,persistence,drop,0,51,241,0,0,mobility_d0|L3,-1,persist_cycles|g975,44064,51,14,14,37
external_8b,flagged,persistence,drop,10,94,241,4,0,flow_path|L2,1,persist_run|g975,44064,94,32,32,62
external_8b,flagged,persistence,drop,20,107,241,17,0,flow_path|L2,1,persist_run|g900,44064,107,50,50,57
external_8b,flagged,persistence,drop,38,113,241,29,50,flow_path|L2,1,persist_run|g900,44064,63,50,50,63
external_8b,flagged,persistence,drop,57,117,241,51,50,flow_path|L3,1,persist_run|g900,44064,67,50,50,67
external_8b,flagged,persistence,drop,80,117,241,51,50,flow_path|L3,1,persist_run|g900,44064,67,53,53,64
external_8b,flagged,persistence,drop,120,123,241,109,50,flow_path|L3,1,persist_run|g900,44064,73,53,53,70
external_8b,flagged,persistence,drop,200,130,241,174,50,query_top1_churn|L15,-1,persist_run|g900,44064,80,63,63,67
external_8b,flagged,persistence,drop,400,145,241,298,131,query_hard_churn|L15,-1,persist_run|g975,44064,14,131,131,14
external_8b,flagged,persistence,grasp,0,76,143,0,0,set_dwell|L15,1,persist_run|g900,44064,76,29,29,47
external_8b,flagged,persistence,grasp,10,76,143,0,0,set_dwell|L15,1,persist_run|g900,44064,76,76,76,0
external_8b,flagged,persistence,grasp,20,112,143,14,0,set_dwell|L2,1,persist_run|g900,44064,112,112,112,0
external_8b,flagged,persistence,grasp,38,112,143,14,112,set_dwell|L2,1,persist_run|g900,44064,0,112,112,0
external_8b,flagged,persistence,grasp,57,112,143,14,112,set_dwell|L2,1,persist_run|g900,44064,0,112,112,0
external_8b,flagged,persistence,grasp,80,112,143,14,112,set_dwell|L2,1,persist_run|g900,44064,0,112,112,0
external_8b,flagged,persistence,grasp,120,112,143,14,112,set_dwell|L2,1,persist_run|g900,44064,0,112,112,0
external_8b,flagged,persistence,grasp,200,112,143,14,112,set_dwell|L2,1,persist_run|g900,44064,0,113,113,-1
external_8b,flagged,persistence,grasp,400,117,143,389,117,set_dwell|L2,1,persist_run|g900,44064,0,117,117,0
external_8b,flagged,persistence,all,0,145,564,0,0,set_dwell|L15,1,persist_run|g900,44064,145,65,65,80
external_8b,flagged,persistence,all,10,174,564,5,0,set_dwell|L15,1,persist_cycles|g900,44064,174,180,180,-6
external_8b,flagged,persistence,all,20,274,564,14,0,set_dwell|L2,1,persist_run|g900,44064,274,274,274,0
external_8b,flagged,persistence,all,38,274,564,14,274,set_dwell|L2,1,persist_run|g900,44064,0,274,274,0
external_8b,flagged,persistence,all,57,274,564,14,274,set_dwell|L2,1,persist_run|g900,44064,0,274,274,0
external_8b,flagged,persistence,all,80,274,564,14,274,set_dwell|L2,1,persist_run|g900,44064,0,274,274,0
external_8b,flagged,persistence,all,120,274,564,14,274,set_dwell|L2,1,persist_run|g900,44064,0,274,274,0
external_8b,flagged,persistence,all,200,331,564,122,274,set_dwell|L12,1,persist_run|g975,44064,57,290,290,41
external_8b,flagged,persistence,all,400,380,564,389,380,set_dwell|L2,1,persist_run|g900,44064,0,380,380,0
external_8b,flagged,any,drop,0,51,241,0,0,mobility_d0|L3,-1,persist_cycles|g975,66096,51,14,14,37
external_8b,flagged,any,drop,10,95,241,7,0,token_entropy_d0|L3,-1,change_point,66096,95,32,32,63
external_8b,flagged,any,drop,20,107,241,17,0,flow_path|L2,1,persist_run|g900,66096,107,50,50,57
external_8b,flagged,any,drop,38,114,241,35,50,hb_entropy_action|L2,-1,change_point,66096,64,50,50,64
