cohort,suite,chunk,phase,head,failure_mode,risks,detected,recall
development_main,libero_goal,18,0.633333,state_mobility_d0|L4|high,approached_target_without_observed_contact,1,1,1.0
development_main,libero_goal,18,0.633333,state_mobility_d0|L4|high,no_meaningful_target_progress,1,0,0.0
development_main,libero_goal,18,0.633333,state_mobility_d0|L4|high,object_moved_but_goal_unmet,12,4,0.3333333333333333
development_main,libero_goal,18,0.633333,state_mobility_d0|L4|high,object_released_or_dropped_before_goal,69,36,0.5217391304347826
development_main,libero_goal,18,0.633333,state_mobility_d0|L4|high,object_released_outside_goal,7,3,0.42857142857142855
development_main,libero_goal,18,0.633333,state_mobility_d0|L4|high,stable_grasp_not_observed,5,1,0.2
development_main,libero_goal,18,0.633333,state_mobility_d0|L4|high,unlabelled,7,6,0.8571428571428571
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,approached_target_without_observed_contact,12,4,0.3333333333333333
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,goal_predicate_regressed,27,12,0.4444444444444444
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,mechanism_threshold_not_reached,6,4,0.6666666666666666
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,object_moved_but_goal_unmet,31,19,0.6129032258064516
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,object_released_or_dropped_before_goal,38,16,0.42105263157894735
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,object_released_outside_goal,4,3,0.75
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,stable_grasp_not_observed,96,70,0.7291666666666666
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,timeout_while_holding_target,1,1,1.0
development_main,libero_long,30,0.596154,mobility_d0_minus_d9|L12|high,unlabelled,7,4,0.5714285714285714
development_main,libero_object,17,0.642857,expert_load_effective_rank|L14|low,object_moved_but_goal_unmet,10,7,0.7
development_main,libero_object,17,0.642857,expert_load_effective_rank|L14|low,object_released_or_dropped_before_goal,17,11,0.6470588235294118
development_main,libero_object,17,0.642857,expert_load_effective_rank|L14|low,object_released_outside_goal,3,2,0.6666666666666666
development_main,libero_object,17,0.642857,expert_load_effective_rank|L14|low,timeout_while_holding_target,7,4,0.5714285714285714
development_main,libero_spatial,13,0.636364,set_dwell|L5|high,approached_target_without_observed_contact,1,0,0.0
development_main,libero_spatial,13,0.636364,set_dwell|L5|high,object_moved_but_goal_unmet,13,6,0.46153846153846156
development_main,libero_spatial,13,0.636364,set_dwell|L5|high,object_released_or_dropped_before_goal,79,38,0.4810126582278481
development_main,libero_spatial,13,0.636364,set_dwell|L5|high,object_released_outside_goal,5,3,0.6
development_main,libero_spatial,13,0.636364,set_dwell|L5|high,stable_grasp_not_observed,18,3,0.16666666666666666
development_main,libero_spatial,13,0.636364,set_dwell|L5|high,timeout_while_holding_target,1,0,0.0
development_main,libero_spatial,13,0.636364,set_dwell|L5|high,unlabelled,9,3,0.3333333333333333
external_8b,libero_goal,18,0.633333,set_dwell|L13|high,object_moved_but_goal_unmet,11,9,0.8181818181818182
external_8b,libero_goal,18,0.633333,set_dwell|L13|high,object_released_or_dropped_before_goal,79,23,0.2911392405063291
external_8b,libero_goal,18,0.633333,set_dwell|L13|high,object_released_outside_goal,7,4,0.5714285714285714
external_8b,libero_goal,18,0.633333,set_dwell|L13|high,stable_grasp_not_observed,5,5,1.0
external_8b,libero_goal,18,0.633333,set_dwell|L13|high,timeout_while_holding_target,1,1,1.0
external_8b,libero_goal,18,0.633333,set_dwell|L13|high,unlabelled,3,0,0.0
external_8b,libero_long,30,0.596154,mobility|L14|low,approached_target_without_observed_contact,10,3,0.3
