cohort,suite,chunk,phase,cap,alive,safe_alive,risk_alive,survival_prior,n_risk,n_safe,fpr_if_all_survivors_alarm,length_only_recall_at_budget,in_window_65
development_main,libero_long,26,0.5192307692307693,52,675,453,222,0.3288888888888889,222,2578,0.17571761055081458,0.028454746136865345,True
development_main,libero_long,27,0.5384615384615384,52,601,379,222,0.36938435940099834,222,2578,0.1470131885182312,0.034010554089709766,True
development_main,libero_long,28,0.5576923076923077,52,569,347,222,0.39015817223198596,222,2578,0.13460046547711405,0.037146974063400576,True
development_main,libero_long,29,0.5769230769230769,52,550,328,222,0.4036363636363636,222,2578,0.12723041117145073,0.03929878048780488,True
development_main,libero_long,30,0.5961538461538461,52,540,318,222,0.4111111111111111,222,2578,0.12335143522110163,0.04053459119496855,True
development_main,libero_long,31,0.6153846153846154,52,525,303,222,0.4228571428571429,222,2578,0.11753297129557796,0.04254125412541254,True
development_main,libero_long,32,0.6346153846153846,52,515,293,222,0.43106796116504853,222,2578,0.11365399534522885,0.043993174061433445,True
development_main,libero_long,33,0.6538461538461539,52,510,288,222,0.43529411764705883,222,2578,0.11171450737005431,0.04475694444444445,False
development_main,libero_long,34,0.6730769230769231,52,507,285,222,0.4378698224852071,222,2578,0.11055081458494957,0.0452280701754386,False
development_main,libero_long,35,0.6923076923076923,52,500,278,222,0.444,222,2578,0.1078355314197052,0.04636690647482015,False
development_main,libero_long,36,0.7115384615384616,52,483,261,222,0.45962732919254656,222,2578,0.10124127230411172,0.04938697318007663,False
development_main,libero_long,37,0.7307692307692307,52,457,235,222,0.48577680525164113,222,2578,0.09115593483320403,0.05485106382978724,False
development_main,libero_long,38,0.75,52,414,192,222,0.5362318840579711,222,2578,0.07447633824670287,0.06713541666666667,False
development_main,libero_long,39,0.7692307692307693,52,323,101,222,0.6873065015479877,222,2578,0.03917765709852599,0.12762376237623763,False
development_main,libero_long,40,0.7884615384615384,52,276,54,222,0.8043478260869565,222,2578,0.02094647013188518,0.2387037037037037,False
development_main,libero_long,41,0.8076923076923077,52,250,28,222,0.888,222,2578,0.010861132660977503,0.4603571428571429,False
development_main,libero_long,42,0.8269230769230769,52,240,18,222,0.925,222,2578,0.0069821567106283944,0.7161111111111113,False
development_main,libero_long,43,0.8461538461538461,52,235,13,222,0.9446808510638298,222,2578,0.00504266873545384,0.9915384615384616,False
development_main,libero_long,44,0.8653846153846154,52,231,9,222,0.961038961038961,222,2578,0.0034910783553141972,1.0,False
development_main,libero_long,45,0.8846153846153846,52,230,8,222,0.9652173913043478,222,2578,0.0031031807602792862,1.0,False
development_main,libero_long,46,0.9038461538461539,52,228,6,222,0.9736842105263158,222,2578,0.0023273855702094647,1.0,False
development_main,libero_long,47,0.9230769230769231,52,227,5,222,0.9779735682819384,222,2578,0.001939487975174554,1.0,False
development_main,libero_long,48,0.9423076923076923,52,226,4,222,0.9823008849557522,222,2578,0.0015515903801396431,1.0,False
development_main,libero_long,49,0.9615384615384616,52,224,2,222,0.9910714285714286,222,2578,0.0007757951900698216,1.0,False
development_main,libero_long,50,0.9807692307692307,52,223,1,222,0.9955156950672646,222,2578,0.0003878975950349108,1.0,False
development_main,libero_long,51,1.0,52,222,0,222,1.0,222,2578,0.0,1.0,False
external_8b,libero_long,4,0.09615384615384616,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,5,0.11538461538461539,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,6,0.1346153846153846,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,7,0.15384615384615385,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,8,0.17307692307692307,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,9,0.19230769230769232,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,10,0.21153846153846154,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,11,0.23076923076923078,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,12,0.25,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,13,0.2692307692307692,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,14,0.28846153846153844,52,4000,3726,274,0.0685,274,3726,1.0,0.004999999999999999,True
external_8b,libero_long,15,0.3076923076923077,52,3968,3694,274,0.0690524193548387,274,3726,0.991411701556629,0.005043313481321061,True
external_8b,libero_long,16,0.3269230769230769,52,3918,3644,274,0.06993363961204696,274,3726,0.9779924852388621,0.005112513721185511,True
external_8b,libero_long,17,0.34615384615384615,52,3834,3560,274,0.0714658320292123,274,3726,0.9554482018250134,0.00523314606741573,True
external_8b,libero_long,18,0.36538461538461536,52,3749,3475,274,0.07308615630834889,274,3726,0.9326355340848095,0.005361151079136691,True
external_8b,libero_long,19,0.38461538461538464,52,3695,3421,274,0.07415426251691475,274,3726,0.918142780461621,0.005445776088862905,True
external_8b,libero_long,20,0.40384615384615385,52,3654,3380,274,0.0749863163656267,274,3726,0.9071390230810521,0.005511834319526627,True
external_8b,libero_long,21,0.4230769230769231,52,3457,3183,274,0.07925947353196414,274,3726,0.8542673107890499,0.005852968897266729,True
external_8b,libero_long,22,0.4423076923076923,52,3035,2761,274,0.09028006589785832,274,3726,0.741009125067096,0.00674755523361101,True
external_8b,libero_long,23,0.46153846153846156,52,2590,2316,274,0.10579150579150579,274,3726,0.6215780998389694,0.008044041450777202,True
external_8b,libero_long,24,0.4807692307692308,52,2017,1743,274,0.13584531482399603,274,3726,0.4677938808373591,0.010688468158347675,True
external_8b,libero_long,25,0.5,52,1388,1114,274,0.19740634005763688,274,3726,0.2989801395598497,0.016723518850987433,True
external_8b,libero_long,26,0.5192307692307693,52,979,705,274,0.27987742594484166,274,3726,0.1892109500805153,0.026425531914893618,True
external_8b,libero_long,27,0.5384615384615384,52,771,497,274,0.3553826199740597,274,3726,0.1333870101986044,0.03748490945674044,True
external_8b,libero_long,28,0.5576923076923077,52,662,388,274,0.41389728096676737,274,3726,0.10413311862587225,0.04801546391752577,True
external_8b,libero_long,29,0.5769230769230769,52,628,354,274,0.43630573248407645,274,3726,0.09500805152979067,0.05262711864406779,True
external_8b,libero_long,30,0.5961538461538461,52,607,333,274,0.4514003294892916,274,3726,0.0893719806763285,0.055945945945945944,True
external_8b,libero_long,31,0.6153846153846154,52,587,313,274,0.46678023850085176,274,3726,0.08400429414922168,0.059520766773162946,True
external_8b,libero_long,32,0.6346153846153846,52,569,295,274,0.48154657293497366,274,3726,0.07917337627482555,0.06315254237288136,True
external_8b,libero_long,33,0.6538461538461539,52,561,287,274,0.48841354723707664,274,3726,0.07702630166398282,0.06491289198606272,False
external_8b,libero_long,34,0.6730769230769231,52,558,284,274,0.4910394265232975,274,3726,0.0762211486849168,0.06559859154929577,False
external_8b,libero_long,35,0.6923076923076923,52,552,278,274,0.4963768115942029,274,3726,0.07461084272678475,0.06701438848920863,False
external_8b,libero_long,36,0.7115384615384616,52,544,270,274,0.5036764705882353,274,3726,0.07246376811594203,0.06899999999999999,False
external_8b,libero_long,37,0.7307692307692307,52,519,245,274,0.5279383429672447,274,3726,0.06575415995705851,0.0760408163265306,False
external_8b,libero_long,38,0.75,52,459,185,274,0.5969498910675382,274,3726,0.049651100375738055,0.1007027027027027,False
external_8b,libero_long,39,0.7692307692307693,52,384,110,274,0.7135416666666666,274,3726,0.029522275899087493,0.16936363636363636,False
external_8b,libero_long,40,0.7884615384615384,52,334,60,274,0.8203592814371258,274,3726,0.01610305958132045,0.31049999999999994,False
external_8b,libero_long,41,0.8076923076923077,52,311,37,274,0.8810289389067524,274,3726,0.009930220075147612,0.5035135135135135,False
external_8b,libero_long,42,0.8269230769230769,52,302,28,274,0.9072847682119205,274,3726,0.007514761137949544,0.6653571428571429,False
external_8b,libero_long,43,0.8461538461538461,52,297,23,274,0.9225589225589226,274,3726,0.006172839506172839,0.8099999999999999,False
external_8b,libero_long,44,0.8653846153846154,52,288,14,274,0.9513888888888888,274,3726,0.003757380568974772,1.0,False
external_8b,libero_long,45,0.8846153846153846,52,285,11,274,0.9614035087719298,274,3726,0.0029522275899087494,1.0,False
external_8b,libero_long,46,0.9038461538461539,52,282,8,274,0.9716312056737588,274,3726,0.0021470746108427268,1.0,False
external_8b,libero_long,47,0.9230769230769231,52,279,5,274,0.982078853046595,274,3726,0.0013419216317767043,1.0,False
external_8b,libero_long,48,0.9423076923076923,52,276,2,274,0.9927536231884058,274,3726,0.0005367686527106817,1.0,False
external_8b,libero_long,49,0.9615384615384616,52,276,2,274,0.9927536231884058,274,3726,0.0005367686527106817,1.0,False
external_8b,libero_long,50,0.9807692307692307,52,276,2,274,0.9927536231884058,274,3726,0.0005367686527106817,1.0,False
external_8b,libero_long,51,1.0,52,274,0,274,1.0,274,3726,0.0,1.0,False
development_main,libero_object,4,0.17857142857142858,28,4000,3963,37,0.00925,37,3963,1.0,0.005000000000000001,True
development_main,libero_object,5,0.21428571428571427,28,4000,3963,37,0.00925,37,3963,1.0,0.005000000000000001,True
development_main,libero_object,6,0.25,28,4000,3963,37,0.00925,37,3963,1.0,0.005000000000000001,True
development_main,libero_object,7,0.2857142857142857,28,4000,3963,37,0.00925,37,3963,1.0,0.005000000000000001,True
development_main,libero_object,8,0.32142857142857145,28,4000,3963,37,0.00925,37,3963,1.0,0.005000000000000001,True
development_main,libero_object,9,0.35714285714285715,28,4000,3963,37,0.00925,37,3963,1.0,0.005000000000000001,True
development_main,libero_object,10,0.39285714285714285,28,4000,3963,37,0.00925,37,3963,1.0,0.005000000000000001,True
development_main,libero_object,11,0.42857142857142855,28,3972,3935,37,0.00931520644511581,37,3963,0.9929346454706031,0.005035578144853876,True
development_main,libero_object,12,0.4642857142857143,28,3409,3372,37,0.010853622763273688,37,3963,0.8508705526116578,0.005876334519572954,True
development_main,libero_object,13,0.5,28,2097,2060,37,0.01764425369575584,37,3963,0.5198082260913449,0.009618932038834951,True
development_main,libero_object,14,0.5357142857142857,28,1281,1244,37,0.02888368462138954,37,3963,0.3139036083774918,0.015928456591639873,True
development_main,libero_object,15,0.5714285714285714,28,502,465,37,0.07370517928286853,37,3963,0.11733535200605602,0.04261290322580646,True
development_main,libero_object,16,0.6071428571428571,28,223,186,37,0.16591928251121077,37,3963,0.046934140802422405,0.10653225806451613,True
development_main,libero_object,17,0.6428571428571429,28,110,73,37,0.33636363636363636,37,3963,0.018420388594499116,0.2714383561643836,True
development_main,libero_object,18,0.6785714285714286,28,81,44,37,0.4567901234567901,37,3963,0.011102699974766591,0.4503409090909091,False
development_main,libero_object,19,0.7142857142857143,28,62,25,37,0.5967741935483871,37,3963,0.0063083522583901085,0.7926,False
development_main,libero_object,20,0.75,28,55,18,37,0.6727272727272727,37,3963,0.004542013626040878,1.0,False
development_main,libero_object,21,0.7857142857142857,28,46,9,37,0.8043478260869565,37,3963,0.002271006813020439,1.0,False
development_main,libero_object,22,0.8214285714285714,28,43,6,37,0.8604651162790697,37,3963,0.001514004542013626,1.0,False
development_main,libero_object,23,0.8571428571428571,28,41,4,37,0.9024390243902439,37,3963,0.0010093363613424174,1.0,False
development_main,libero_object,24,0.8928571428571429,28,41,4,37,0.9024390243902439,37,3963,0.0010093363613424174,1.0,False
development_main,libero_object,25,0.9285714285714286,28,39,2,37,0.9487179487179487,37,3963,0.0005046681806712087,1.0,False
development_main,libero_object,26,0.9642857142857143,28,38,1,37,0.9736842105263158,37,3963,0.00025233409033560434,1.0,False
development_main,libero_object,27,1.0,28,37,0,37,1.0,37,3963,0.0,1.0,False
external_8b,libero_object,4,0.17857142857142858,28,3600,3556,44,0.012222222222222223,44,3556,1.0,0.005000000000000001,True
external_8b,libero_object,5,0.21428571428571427,28,3600,3556,44,0.012222222222222223,44,3556,1.0,0.005000000000000001,True
external_8b,libero_object,6,0.25,28,3600,3556,44,0.012222222222222223,44,3556,1.0,0.005000000000000001,True
external_8b,libero_object,7,0.2857142857142857,28,3600,3556,44,0.012222222222222223,44,3556,1.0,0.005000000000000001,True
external_8b,libero_object,8,0.32142857142857145,28,3600,3556,44,0.012222222222222223,44,3556,1.0,0.005000000000000001,True
external_8b,libero_object,9,0.35714285714285715,28,3600,3556,44,0.012222222222222223,44,3556,1.0,0.005000000000000001,True
external_8b,libero_object,10,0.39285714285714285,28,3600,3556,44,0.012222222222222223,44,3556,1.0,0.005000000000000001,True
external_8b,libero_object,11,0.42857142857142855,28,3576,3532,44,0.012304250559284116,44,3556,0.9932508436445444,0.005033975084937713,True
external_8b,libero_object,12,0.4642857142857143,28,2999,2955,44,0.014671557185728577,44,3556,0.8309898762654668,0.006016920473773266,True
external_8b,libero_object,13,0.5,28,1735,1691,44,0.025360230547550433,44,3556,0.4755343082114736,0.010514488468361918,True
external_8b,libero_object,14,0.5357142857142857,28,988,944,44,0.044534412955465584,44,3556,0.265466816647919,0.018834745762711866,True
external_8b,libero_object,15,0.5714285714285714,28,440,396,44,0.1,44,3556,0.11136107986501688,0.0448989898989899,True
external_8b,libero_object,16,0.6071428571428571,28,229,185,44,0.19213973799126638,44,3556,0.05202474690663667,0.09610810810810812,True
external_8b,libero_object,17,0.6428571428571429,28,130,86,44,0.3384615384615385,44,3556,0.024184476940382452,0.20674418604651165,True
external_8b,libero_object,18,0.6785714285714286,28,79,35,44,0.5569620253164557,44,3556,0.00984251968503937,0.508,False
external_8b,libero_object,19,0.7142857142857143,28,66,22,44,0.6666666666666666,44,3556,0.006186726659167604,0.8081818181818182,False
external_8b,libero_object,20,0.75,28,60,16,44,0.7333333333333333,44,3556,0.0044994375703037125,1.0,False
external_8b,libero_object,21,0.7857142857142857,28,53,9,44,0.8301886792452831,44,3556,0.002530933633295838,1.0,False
external_8b,libero_object,22,0.8214285714285714,28,50,6,44,0.88,44,3556,0.001687289088863892,1.0,False
external_8b,libero_object,23,0.8571428571428571,28,48,4,44,0.9166666666666666,44,3556,0.0011248593925759281,1.0,False
external_8b,libero_object,24,0.8928571428571429,28,46,2,44,0.9565217391304348,44,3556,0.0005624296962879641,1.0,False
external_8b,libero_object,25,0.9285714285714286,28,46,2,44,0.9565217391304348,44,3556,0.0005624296962879641,1.0,False
external_8b,libero_object,26,0.9642857142857143,28,45,1,44,0.9777777777777777,44,3556,0.00028121484814398203,1.0,False
external_8b,libero_object,27,1.0,28,45,1,44,0.9777777777777777,44,3556,0.00028121484814398203,1.0,False
development_main,libero_spatial,4,0.22727272727272727,22,4000,3874,126,0.0315,126,3874,1.0,0.005,True
development_main,libero_spatial,5,0.2727272727272727,22,4000,3874,126,0.0315,126,3874,1.0,0.005,True
development_main,libero_spatial,6,0.3181818181818182,22,4000,3874,126,0.0315,126,3874,1.0,0.005,True
development_main,libero_spatial,7,0.36363636363636365,22,3984,3858,126,0.03162650602409638,126,3874,0.9958699019101703,0.00502073613271125,True
development_main,libero_spatial,8,0.4090909090909091,22,3671,3545,126,0.034323072732225554,126,3874,0.9150748580278781,0.005464033850493653,True
development_main,libero_spatial,9,0.45454545454545453,22,2977,2851,126,0.0423244877393349,126,3874,0.7359318533815178,0.006794107330761137,True
development_main,libero_spatial,10,0.5,22,2050,1924,126,0.06146341463414634,126,3874,0.4966442953020134,0.010067567567567569,True
development_main,libero_spatial,11,0.5454545454545454,22,1494,1368,126,0.08433734939759036,126,3874,0.35312338668043364,0.0141593567251462,True
development_main,libero_spatial,12,0.5909090909090909,22,760,634,126,0.16578947368421051,126,3874,0.16365513680949922,0.030552050473186126,True
development_main,libero_spatial,13,0.6363636363636364,22,316,190,126,0.3987341772151899,126,3874,0.049044914816726896,0.10194736842105263,True
development_main,libero_spatial,14,0.6818181818181818,22,143,17,126,0.8811188811188811,126,3874,0.0043882292204439855,1.0,False
development_main,libero_spatial,15,0.7272727272727273,22,129,3,126,0.9767441860465116,126,3874,0.0007743933918430562,1.0,False
development_main,libero_spatial,16,0.7727272727272727,22,128,2,126,0.984375,126,3874,0.0005162622612287042,1.0,False
development_main,libero_spatial,17,0.8181818181818182,22,126,0,126,1.0,126,3874,0.0,1.0,False
development_main,libero_spatial,18,0.8636363636363636,22,126,0,126,1.0,126,3874,0.0,1.0,False
development_main,libero_spatial,19,0.9090909090909091,22,126,0,126,1.0,126,3874,0.0,1.0,False
development_main,libero_spatial,20,0.9545454545454546,22,126,0,126,1.0,126,3874,0.0,1.0,False
development_main,libero_spatial,21,1.0,22,126,0,126,1.0,126,3874,0.0,1.0,False
external_8b,libero_spatial,4,0.22727272727272727,22,4000,3860,140,0.035,140,3860,1.0,0.005,True
external_8b,libero_spatial,5,0.2727272727272727,22,4000,3860,140,0.035,140,3860,1.0,0.005,True
external_8b,libero_spatial,6,0.3181818181818182,22,4000,3860,140,0.035,140,3860,1.0,0.005,True
external_8b,libero_spatial,7,0.36363636363636365,22,3986,3846,140,0.035122930255895635,140,3860,0.9963730569948187,0.005018200728029121,True
external_8b,libero_spatial,8,0.4090909090909091,22,3677,3537,140,0.03807451726951319,140,3860,0.916321243523316,0.005456601639807747,True
external_8b,libero_spatial,9,0.45454545454545453,22,2975,2835,140,0.047058823529411764,140,3860,0.7344559585492227,0.006807760141093474,True
external_8b,libero_spatial,10,0.5,22,2070,1930,140,0.06763285024154589,140,3860,0.5,0.01,True
external_8b,libero_spatial,11,0.5454545454545454,22,1500,1360,140,0.09333333333333334,140,3860,0.35233160621761656,0.014191176470588235,True
external_8b,libero_spatial,12,0.5909090909090909,22,764,624,140,0.18324607329842932,140,3860,0.1616580310880829,0.03092948717948718,True
external_8b,libero_spatial,13,0.6363636363636364,22,329,189,140,0.425531914893617,140,3860,0.04896373056994819,0.10211640211640212,True
external_8b,libero_spatial,14,0.6818181818181818,22,164,24,140,0.8536585365853658,140,3860,0.0062176165803108805,0.8041666666666666,False
external_8b,libero_spatial,15,0.7272727272727273,22,147,7,140,0.9523809523809523,140,3860,0.0018134715025906736,1.0,False
external_8b,libero_spatial,16,0.7727272727272727,22,146,6,140,0.958904109589041,140,3860,0.0015544041450777201,1.0,False
external_8b,libero_spatial,17,0.8181818181818182,22,145,5,140,0.9655172413793104,140,3860,0.0012953367875647669,1.0,False
external_8b,libero_spatial,18,0.8636363636363636,22,145,5,140,0.9655172413793104,140,3860,0.0012953367875647669,1.0,False
external_8b,libero_spatial,19,0.9090909090909091,22,143,3,140,0.9790209790209791,140,3860,0.0007772020725388601,1.0,False
external_8b,libero_spatial,20,0.9545454545454546,22,142,2,140,0.9859154929577465,140,3860,0.0005181347150259067,1.0,False
external_8b,libero_spatial,21,1.0,22,142,2,140,0.9859154929577465,140,3860,0.0005181347150259067,1.0,False
