suite,cohort,arm,scope,chunk,phase,alpha,tp,fp,recall,fpr,n_risk,n_safe
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.0005,0,10,0.0,0.002565418163160595,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.001,0,10,0.0,0.002565418163160595,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.0015,0,10,0.0,0.002565418163160595,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.002,0,10,0.0,0.002565418163160595,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.003,1,19,0.00980392156862745,0.0048742945100051305,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.004,1,19,0.00980392156862745,0.0048742945100051305,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.005,1,19,0.00980392156862745,0.0048742945100051305,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.006,1,29,0.00980392156862745,0.007439712673165726,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.008,1,39,0.00980392156862745,0.010005130836326322,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.01,1,39,0.00980392156862745,0.010005130836326322,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.0125,1,49,0.00980392156862745,0.012570548999486916,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.015,1,59,0.00980392156862745,0.015135967162647512,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.02,1,79,0.00980392156862745,0.020266803488968702,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.025,2,98,0.0196078431372549,0.025141097998973832,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.03,2,118,0.0196078431372549,0.030271934325295024,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.04,4,156,0.0392156862745098,0.04002052334530529,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.05,4,196,0.0392156862745098,0.050282195997947664,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.075,6,294,0.058823529411764705,0.07542329399692149,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.1,9,391,0.08823529411764706,0.10030785017957927,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.15,16,584,0.1568627450980392,0.14982042072857876,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.2,18,782,0.17647058823529413,0.20061570035915854,102,3898
libero_goal,development_main,crossfit,single_chunk,4,0.16666666666666666,0.3,30,1170,0.29411764705882354,0.3001539250897896,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.0005,8,2,0.0784313725490196,0.000513083632632119,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.001,8,2,0.0784313725490196,0.000513083632632119,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.0015,8,2,0.0784313725490196,0.000513083632632119,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.002,8,2,0.0784313725490196,0.000513083632632119,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.003,16,4,0.1568627450980392,0.001026167265264238,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.004,16,4,0.1568627450980392,0.001026167265264238,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.005,16,4,0.1568627450980392,0.001026167265264238,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.006,22,8,0.21568627450980393,0.002052334530528476,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.008,27,13,0.2647058823529412,0.0033350436121087736,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.01,27,13,0.2647058823529412,0.0033350436121087736,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.0125,32,18,0.3137254901960784,0.004617752693689072,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.015,37,23,0.3627450980392157,0.005900461775269369,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.02,45,35,0.4411764705882353,0.008978963571062083,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.025,53,47,0.5196078431372549,0.012057465366854798,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.03,59,61,0.5784313725490197,0.01564905079527963,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.04,66,94,0.6470588235294118,0.024114930733709596,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.05,70,130,0.6862745098039216,0.033350436121087734,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.075,80,220,0.7843137254901961,0.05643919958953309,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.1,90,310,0.8823529411764706,0.07952796305797845,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.15,102,498,1.0,0.12775782452539763,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.2,102,698,1.0,0.17906618778860955,102,3898
libero_goal,development_main,control,single_chunk,4,0.16666666666666666,0.3,102,1098,1.0,0.28168291431503334,102,3898
libero_goal,development_main,crossfit,single_chunk,5,0.2,0.0005,2,8,0.0196078431372549,0.002052334530528476,102,3898
libero_goal,development_main,crossfit,single_chunk,5,0.2,0.001,2,8,0.0196078431372549,0.002052334530528476,102,3898
libero_goal,development_main,crossfit,single_chunk,5,0.2,0.0015,2,8,0.0196078431372549,0.002052334530528476,102,3898
libero_goal,development_main,crossfit,single_chunk,5,0.2,0.002,2,8,0.0196078431372549,0.002052334530528476,102,3898
libero_goal,development_main,crossfit,single_chunk,5,0.2,0.003,4,16,0.0392156862745098,0.004104669061056952,102,3898
libero_goal,development_main,crossfit,single_chunk,5,0.2,0.004,4,16,0.0392156862745098,0.004104669061056952,102,3898
libero_goal,development_main,crossfit,single_chunk,5,0.2,0.005,4,16,0.0392156862745098,0.004104669061056952,102,3898
