cohort,quantity,layer,episodes,zero_range_fraction,median_range,median_within_sd,between_sd,within_between_ratio,median_distinct_sampled,is_control
development_main,mobility,L2,14800,0.0,0.024198751896619797,0.0069203912280499935,0.007939334958791733,0.8716588020324707,13.0,False
development_main,mobility,L3,14800,0.0,0.029697926715016365,0.008910523727536201,0.009209249168634415,0.9675624370574951,13.0,False
development_main,mobility,L4,14800,0.0,0.030793508514761925,0.008962137624621391,0.01032906211912632,0.8676623106002808,13.0,False
development_main,mobility,L5,14800,0.0,0.04664485901594162,0.013778760097920895,0.011425318196415901,1.2059848308563232,13.0,False
development_main,mobility,L12,14800,0.0,0.03847339376807213,0.010942197404801846,0.016097253188490868,0.6797555685043335,13.0,False
development_main,mobility,L13,14800,0.0,0.04059511423110962,0.011353788897395134,0.015905266627669334,0.7138383388519287,13.0,False
development_main,mobility,L14,14800,0.0,0.038846585899591446,0.01077069342136383,0.015414843335747719,0.6987221837043762,13.0,False
development_main,mobility,L15,14800,0.0,0.04239463061094284,0.01192169263958931,0.013555008918046951,0.8795046210289001,13.0,False
development_main,flow_path,L2,14800,0.0,0.016826655715703964,0.004730743356049061,0.012562267482280731,0.3765835464000702,13.0,False
development_main,flow_path,L3,14800,0.0,0.02254362776875496,0.006594219245016575,0.014552444219589233,0.45313483476638794,13.0,False
development_main,flow_path,L4,14800,0.0,0.023469295352697372,0.006772995926439762,0.015648363158106804,0.4328245520591736,13.0,False
development_main,flow_path,L5,14800,0.0,0.03577031195163727,0.010076305828988552,0.01635107770562172,0.6162471771240234,13.0,False
development_main,flow_path,L12,14800,0.0,0.0315394252538681,0.008887747302651405,0.0156240900978446,0.5688489675521851,13.0,False
development_main,flow_path,L13,14800,0.0,0.03372270241379738,0.009439190849661827,0.01480133831501007,0.6377254724502563,13.0,False
development_main,flow_path,L14,14800,0.0,0.028737783432006836,0.00809426698833704,0.014312476851046085,0.5655392408370972,13.0,False
development_main,flow_path,L15,14800,0.0,0.03967874497175217,0.011079955846071243,0.013194777071475983,0.8397228717803955,13.0,False
development_main,flow_settling_log_ratio,L2,14800,0.0,0.2293056696653366,0.06652180105447769,0.0647805854678154,1.0268787145614624,13.0,False
development_main,flow_settling_log_ratio,L3,14800,0.0,0.32381904125213623,0.09374772012233734,0.06873254477977753,1.3639495372772217,13.0,False
development_main,flow_settling_log_ratio,L4,14800,0.0,0.34344592690467834,0.09857185184955597,0.09764096885919571,1.0095337629318237,13.0,False
development_main,flow_settling_log_ratio,L5,14800,0.0,0.4272720515727997,0.11847855150699615,0.08670119196176529,1.366515874862671,13.0,False
development_main,flow_settling_log_ratio,L12,14800,0.0,0.3275565803050995,0.09190245717763901,0.08086615055799484,1.1364762783050537,13.0,False
development_main,flow_settling_log_ratio,L13,14800,0.0,0.3413700759410858,0.09332339465618134,0.06779105216264725,1.3766329288482666,13.0,False
development_main,flow_settling_log_ratio,L14,14800,0.0,0.31756591796875,0.0901348888874054,0.05915745720267296,1.5236437320709229,13.0,False
development_main,flow_settling_log_ratio,L15,14800,0.0,0.43579983711242676,0.11978517472743988,0.056074123829603195,2.1361935138702393,13.0,False
development_main,flow_endpoint,L2,14800,0.0,0.012091342359781265,0.003331914311274886,0.006816459819674492,0.4888042211532593,13.0,False
development_main,flow_endpoint,L3,14800,0.0,0.018409840762615204,0.005195207428187132,0.007761383429169655,0.669366180896759,13.0,False
development_main,flow_endpoint,L4,14800,0.0,0.01829405315220356,0.00505351647734642,0.00893351435661316,0.5656806826591492,13.0,False
development_main,flow_endpoint,L5,14800,0.0,0.028483934700489044,0.007821889594197273,0.008650211617350578,0.9042425751686096,13.0,False
development_main,flow_endpoint,L12,14800,0.0,0.020707987248897552,0.00579396216198802,0.009616521187126637,0.602500855922699,13.0,False
development_main,flow_endpoint,L13,14800,0.0,0.02279321849346161,0.006240757182240486,0.00891537219285965,0.6999996304512024,13.0,False
development_main,flow_endpoint,L14,14800,0.0,0.020854083821177483,0.00588756799697876,0.008842475712299347,0.6658279895782471,13.0,False
development_main,flow_endpoint,L15,14800,0.0,0.030841702595353127,0.008775822818279266,0.008173354901373386,1.0737111568450928,13.0,False
development_main,action_consensus,L2,14800,0.0,0.0021983981132507324,0.000628388486802578,0.0006196117610670626,1.014164924621582,13.0,False
development_main,action_consensus,L3,14800,0.0,0.0027639269828796387,0.0007861378835514188,0.000753612257540226,1.0431596040725708,13.0,False
development_main,action_consensus,L4,14800,0.0,0.0029408633708953857,0.0008056242950260639,0.0008802430820651352,0.915229320526123,13.0,False
development_main,action_consensus,L5,14800,0.0,0.007199525833129883,0.0020292550325393677,0.0012252094456925988,1.6562515497207642,13.0,False
development_main,action_consensus,L12,14800,0.0,0.0038857758045196533,0.001099372049793601,0.0012690002331510186,0.8663292527198792,13.0,False
development_main,action_consensus,L13,14800,0.0,0.00432199239730835,0.0012085988419130445,0.0013423103373497725,0.9003870487213135,13.0,False
development_main,action_consensus,L14,14800,0.0,0.003915607929229736,0.0011075115762650967,0.0012632394209504128,0.8767234086990356,13.0,False
development_main,action_consensus,L15,14800,0.0,0.004422187805175781,0.0012401279527693987,0.0011460804380476475,1.0820600986480713,13.0,False
development_main,state_action_alignment,L2,14800,0.0,0.17390871047973633,0.052263885736465454,0.045636553317308426,1.1452198028564453,13.0,False
development_main,state_action_alignment,L3,14800,0.0,0.17783555388450623,0.05093125253915787,0.04517257213592529,1.1274818181991577,13.0,False
development_main,state_action_alignment,L4,14800,0.0,0.21468332409858704,0.062476079910993576,0.03589636832475662,1.7404568195343018,13.0,False
development_main,state_action_alignment,L5,14800,0.0,0.25632742047309875,0.0779421329498291,0.05912121757864952,1.3183444738388062,13.0,False
development_main,state_action_alignment,L12,14800,0.0,0.018171370029449463,0.004913858138024807,0.005403813440352678,0.9093315601348877,13.0,False
development_main,state_action_alignment,L13,14800,0.0,0.015798717737197876,0.004404430277645588,0.005170920398086309,0.8517690896987915,13.0,False
development_main,state_action_alignment,L14,14800,0.0,0.014490008354187012,0.003974162973463535,0.004872947931289673,0.8155562281608582,13.0,False
development_main,state_action_alignment,L15,14800,0.0,0.01374480128288269,0.003773259464651346,0.003948589786887169,0.9555967450141907,13.0,False
development_main,conditional_energy,L2,14800,0.0,0.299644410610199,0.09013796597719193,0.07451280206441879,1.2096977233886719,13.0,False
development_main,conditional_energy,L3,14800,0.0,0.3082389533519745,0.08832851052284241,0.07414889335632324,1.1912317276000977,13.0,False
development_main,conditional_energy,L4,14800,0.0,0.368786096572876,0.10765381157398224,0.05880122631788254,1.8308089971542358,13.0,False
development_main,conditional_energy,L5,14800,0.0,0.4278213381767273,0.13086864352226257,0.09078019112348557,1.4415991306304932,13.0,False
development_main,conditional_energy,L12,14800,0.0,0.0355844721198082,0.009618181735277176,0.01056068204343319,0.9107538461685181,13.0,False
development_main,conditional_energy,L13,14800,0.0,0.03099030628800392,0.008646667003631592,0.010119554586708546,0.8544513583183289,13.0,False
