suite,cohort,arm,variant,chunk,phase,alpha,tp,fp,recall,fpr,baseline_recall,n_risk,n_safe,safe_alive,risk_alive,excess_recall
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.003,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.004,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.005,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.006,0,30,0.0,0.007696254489481785,0.007696254489481785,102,3898,3898,102,-0.007696254489481785
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.008,1,39,0.00980392156862745,0.010005130836326322,0.01000513083632632,102,3898,3898,102,-0.00020120926769886908
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.01,1,39,0.00980392156862745,0.010005130836326322,0.01000513083632632,102,3898,3898,102,-0.00020120926769886908
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.0125,3,47,0.029411764705882353,0.012057465366854798,0.012057465366854796,102,3898,3898,102,0.017354299339027556
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.015,3,57,0.029411764705882353,0.014622883530015392,0.014622883530015394,102,3898,3898,102,0.014788881175866958
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.02,5,75,0.049019607843137254,0.019240636223704463,0.019240636223704463,102,3898,3898,102,0.02977897161943279
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.025,5,95,0.049019607843137254,0.024371472550025655,0.02437147255002565,102,3898,3898,102,0.024648135293111603
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.03,5,115,0.049019607843137254,0.029502308876346844,0.029502308876346844,102,3898,3898,102,0.01951729896679041
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.04,7,153,0.06862745098039216,0.039250897896357106,0.039250897896357106,102,3898,3898,102,0.029376553084035056
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.05,7,193,0.06862745098039216,0.049512570548999484,0.04951257054899949,102,3898,3898,102,0.019114880431392672
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.075,8,292,0.0784313725490196,0.07491021036428938,0.07491021036428938,102,3898,3898,102,0.0035211621847302255
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.1,12,388,0.11764705882352941,0.09953822473063109,0.09953822473063109,102,3898,3898,102,0.018108834092898318
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.15,18,582,0.17647058823529413,0.14930733709594665,0.14930733709594665,102,3898,3898,102,0.027163251139347477
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.2,21,779,0.20588235294117646,0.19984607491021036,0.19984607491021036,102,3898,3898,102,0.006036278030966097
libero_goal,development_main,null_mv,crossfit,4,0.16666666666666666,0.3,31,1169,0.30392156862745096,0.2998973832734736,0.29989738327347354,102,3898,3898,102,0.004024185353977416
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.0005,1,9,0.00980392156862745,0.002308876346844536,0.002308876346844536,102,3898,3898,102,0.0074950452217829155
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.001,1,9,0.00980392156862745,0.002308876346844536,0.002308876346844536,102,3898,3898,102,0.0074950452217829155
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.0015,1,9,0.00980392156862745,0.002308876346844536,0.002308876346844536,102,3898,3898,102,0.0074950452217829155
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.002,1,9,0.00980392156862745,0.002308876346844536,0.002308876346844536,102,3898,3898,102,0.0074950452217829155
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.003,1,19,0.00980392156862745,0.0048742945100051305,0.0048742945100051305,102,3898,3898,102,0.00492962705862232
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.004,1,19,0.00980392156862745,0.0048742945100051305,0.0048742945100051305,102,3898,3898,102,0.00492962705862232
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.005,1,19,0.00980392156862745,0.0048742945100051305,0.0048742945100051305,102,3898,3898,102,0.00492962705862232
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.006,2,28,0.0196078431372549,0.007183170856849667,0.007183170856849667,102,3898,3898,102,0.012424672280405235
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.008,3,37,0.029411764705882353,0.009492047203694202,0.009492047203694202,102,3898,3898,102,0.01991971750218815
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.01,3,37,0.029411764705882353,0.009492047203694202,0.009492047203694202,102,3898,3898,102,0.01991971750218815
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.0125,3,47,0.029411764705882353,0.012057465366854798,0.012057465366854796,102,3898,3898,102,0.017354299339027556
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.015,4,56,0.0392156862745098,0.014366341713699333,0.014366341713699333,102,3898,3898,102,0.02484934456081047
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.02,4,76,0.0392156862745098,0.019497178040020522,0.019497178040020522,102,3898,3898,102,0.01971850823448928
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.025,7,93,0.06862745098039216,0.023858388917393534,0.023858388917393537,102,3898,3898,102,0.044769062062998626
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.03,8,112,0.0784313725490196,0.028732683427398667,0.028732683427398667,102,3898,3898,102,0.04969868912162094
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.04,9,151,0.08823529411764706,0.03873781426372499,0.03873781426372499,102,3898,3898,102,0.049497479853922076
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.05,13,187,0.12745098039215685,0.04797331965110313,0.04797331965110313,102,3898,3898,102,0.07947766074105372
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.075,16,284,0.1568627450980392,0.0728578758337609,0.0728578758337609,102,3898,3898,102,0.08400486926427832
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.1,20,380,0.19607843137254902,0.09748589020010262,0.0974858902001026,102,3898,3898,102,0.09859254117244641
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.15,26,574,0.2549019607843137,0.14725500256541815,0.14725500256541815,102,3898,3898,102,0.10764695821889556
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.2,38,762,0.37254901960784315,0.19548486403283735,0.19548486403283735,102,3898,3898,102,0.1770641555750058
libero_goal,development_main,stacked_mv,crossfit,5,0.2,0.3,53,1147,0.5196078431372549,0.2942534633145203,0.29425346331452024,102,3898,3898,102,0.2253543798227347
libero_goal,development_main,null_mv,crossfit,5,0.2,0.0005,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,5,0.2,0.001,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,5,0.2,0.0015,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,5,0.2,0.002,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,5,0.2,0.003,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,5,0.2,0.004,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,5,0.2,0.005,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,5,0.2,0.006,2,28,0.0196078431372549,0.007183170856849667,0.007183170856849667,102,3898,3898,102,0.012424672280405235
libero_goal,development_main,null_mv,crossfit,5,0.2,0.008,3,37,0.029411764705882353,0.009492047203694202,0.009492047203694202,102,3898,3898,102,0.01991971750218815
libero_goal,development_main,null_mv,crossfit,5,0.2,0.01,3,37,0.029411764705882353,0.009492047203694202,0.009492047203694202,102,3898,3898,102,0.01991971750218815
libero_goal,development_main,null_mv,crossfit,5,0.2,0.0125,3,47,0.029411764705882353,0.012057465366854798,0.012057465366854796,102,3898,3898,102,0.017354299339027556
libero_goal,development_main,null_mv,crossfit,5,0.2,0.015,3,57,0.029411764705882353,0.014622883530015392,0.014622883530015394,102,3898,3898,102,0.014788881175866958
libero_goal,development_main,null_mv,crossfit,5,0.2,0.02,3,77,0.029411764705882353,0.019753719856336584,0.019753719856336584,102,3898,3898,102,0.009658044849545768
libero_goal,development_main,null_mv,crossfit,5,0.2,0.025,6,94,0.058823529411764705,0.024114930733709596,0.024114930733709593,102,3898,3898,102,0.03470859867805511
libero_goal,development_main,null_mv,crossfit,5,0.2,0.03,6,114,0.058823529411764705,0.029245767060030785,0.02924576706003079,102,3898,3898,102,0.029577762351733917
libero_goal,development_main,null_mv,crossfit,5,0.2,0.04,7,153,0.06862745098039216,0.039250897896357106,0.039250897896357106,102,3898,3898,102,0.029376553084035056
libero_goal,development_main,null_mv,crossfit,5,0.2,0.05,9,191,0.08823529411764706,0.048999486916367366,0.048999486916367366,102,3898,3898,102,0.0392358072012797
libero_goal,development_main,null_mv,crossfit,5,0.2,0.075,16,284,0.1568627450980392,0.0728578758337609,0.0728578758337609,102,3898,3898,102,0.08400486926427832
libero_goal,development_main,null_mv,crossfit,5,0.2,0.1,18,382,0.17647058823529413,0.09799897383273473,0.09799897383273473,102,3898,3898,102,0.0784716144025594
libero_goal,development_main,null_mv,crossfit,5,0.2,0.15,22,578,0.21568627450980393,0.1482811698306824,0.1482811698306824,102,3898,3898,102,0.06740510467912153
libero_goal,development_main,null_mv,crossfit,5,0.2,0.2,24,776,0.23529411764705882,0.19907644946126218,0.19907644946126218,102,3898,3898,102,0.036217668185796636
libero_goal,development_main,null_mv,crossfit,5,0.2,0.3,37,1163,0.3627450980392157,0.29835813237557723,0.29835813237557723,102,3898,3898,102,0.06438696566363844
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.0005,6,4,0.058823529411764705,0.001026167265264238,0.001026167265264238,102,3898,3898,102,0.05779736214650047
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.001,6,4,0.058823529411764705,0.001026167265264238,0.001026167265264238,102,3898,3898,102,0.05779736214650047
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.0015,6,4,0.058823529411764705,0.001026167265264238,0.001026167265264238,102,3898,3898,102,0.05779736214650047
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.002,6,4,0.058823529411764705,0.001026167265264238,0.001026167265264238,102,3898,3898,102,0.05779736214650047
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.003,10,10,0.09803921568627451,0.002565418163160595,0.002565418163160595,102,3898,3898,102,0.09547379752311391
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.004,10,10,0.09803921568627451,0.002565418163160595,0.002565418163160595,102,3898,3898,102,0.09547379752311391
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.005,10,10,0.09803921568627451,0.002565418163160595,0.002565418163160595,102,3898,3898,102,0.09547379752311391
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.006,12,18,0.11764705882352941,0.004617752693689072,0.004617752693689072,102,3898,3898,102,0.11302930612984034
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.008,14,26,0.13725490196078433,0.006670087224217547,0.006670087224217547,102,3898,3898,102,0.13058481473656677
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.01,14,26,0.13725490196078433,0.006670087224217547,0.006670087224217547,102,3898,3898,102,0.13058481473656677
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.0125,15,35,0.14705882352941177,0.008978963571062083,0.008978963571062083,102,3898,3898,102,0.13807985995834968
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.015,18,42,0.17647058823529413,0.0107747562852745,0.0107747562852745,102,3898,3898,102,0.16569583195001963
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.02,22,58,0.21568627450980393,0.014879425346331451,0.014879425346331451,102,3898,3898,102,0.20080684916347247
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.025,24,76,0.23529411764705882,0.019497178040020522,0.019497178040020522,102,3898,3898,102,0.2157969396070383
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.03,28,92,0.27450980392156865,0.023601847101077475,0.023601847101077475,102,3898,3898,102,0.25090795682049116
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.04,28,132,0.27450980392156865,0.03386351975371986,0.03386351975371986,102,3898,3898,102,0.24064628416784878
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.05,30,170,0.29411764705882354,0.04361210877373012,0.04361210877373012,102,3898,3898,102,0.2505055382850934
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.075,34,266,0.3333333333333333,0.06824012314007183,0.06824012314007183,102,3898,3898,102,0.2650932101932615
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.1,36,364,0.35294117647058826,0.09338122113904566,0.09338122113904566,102,3898,3898,102,0.2595599553315426
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.15,43,557,0.4215686274509804,0.14289379168804514,0.14289379168804514,102,3898,3898,102,0.2786748357629353
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.2,52,748,0.5098039215686274,0.19189327860441252,0.19189327860441252,102,3898,3898,102,0.3179106429642149
libero_goal,development_main,stacked_mv,crossfit,6,0.23333333333333334,0.3,61,1139,0.5980392156862745,0.2922011287839918,0.2922011287839918,102,3898,3898,102,0.3058380869022827
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.0005,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.001,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.0015,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.002,0,10,0.0,0.002565418163160595,0.002565418163160595,102,3898,3898,102,-0.002565418163160595
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.003,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.004,0,20,0.0,0.00513083632632119,0.00513083632632119,102,3898,3898,102,-0.00513083632632119
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.005,0,21,0.0,0.00538737814263725,0.00538737814263725,102,3898,3898,102,-0.00538737814263725
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.006,1,29,0.00980392156862745,0.007439712673165726,0.007439712673165726,102,3898,3898,102,0.002364208895461725
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.008,2,38,0.0196078431372549,0.009748589020010261,0.009748589020010261,102,3898,3898,102,0.00985925411724464
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.01,2,38,0.0196078431372549,0.009748589020010261,0.009748589020010261,102,3898,3898,102,0.00985925411724464
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.0125,2,48,0.0196078431372549,0.012314007183170857,0.012314007183170857,102,3898,3898,102,0.007293835954084045
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.015,3,57,0.029411764705882353,0.014622883530015392,0.014622883530015394,102,3898,3898,102,0.014788881175866958
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.02,3,77,0.029411764705882353,0.019753719856336584,0.019753719856336584,102,3898,3898,102,0.009658044849545768
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.025,3,97,0.029411764705882353,0.024884556182657773,0.024884556182657773,102,3898,3898,102,0.0045272085232245796
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.03,3,117,0.029411764705882353,0.030015392508978965,0.030015392508978965,102,3898,3898,102,-0.0006036278030966125
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.04,4,156,0.0392156862745098,0.04002052334530529,0.04002052334530528,102,3898,3898,102,-0.0008048370707954763
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.05,4,196,0.0392156862745098,0.050282195997947664,0.05028219599794767,102,3898,3898,102,-0.011066509723437867
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.075,8,292,0.0784313725490196,0.07491021036428938,0.07491021036428938,102,3898,3898,102,0.0035211621847302255
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.1,12,388,0.11764705882352941,0.09953822473063109,0.09953822473063109,102,3898,3898,102,0.018108834092898318
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.15,15,585,0.14705882352941177,0.1500769625448948,0.1500769625448948,102,3898,3898,102,-0.0030181390154830345
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.2,21,779,0.20588235294117646,0.19984607491021036,0.19984607491021036,102,3898,3898,102,0.006036278030966097
libero_goal,development_main,null_mv,crossfit,6,0.23333333333333334,0.3,29,1171,0.28431372549019607,0.3004104669061057,0.3004104669061057,102,3898,3898,102,-0.01609674141590961
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.0005,5,5,0.049019607843137254,0.0012827090815802976,0.0013238019592268996,102,3898,3777,102,0.047695805883910355
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.001,5,5,0.049019607843137254,0.0012827090815802976,0.0013238019592268996,102,3898,3777,102,0.047695805883910355
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.0015,5,5,0.049019607843137254,0.0012827090815802976,0.0013238019592268996,102,3898,3777,102,0.047695805883910355
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.002,5,5,0.049019607843137254,0.0012827090815802976,0.0013238019592268996,102,3898,3777,102,0.047695805883910355
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.003,7,12,0.06862745098039216,0.0030785017957927143,0.003177124702144559,102,3898,3777,102,0.06545032627824761
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.004,7,13,0.06862745098039216,0.0033350436121087736,0.003441885093989939,102,3898,3777,102,0.06518556588640223
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.005,7,13,0.06862745098039216,0.0033350436121087736,0.003441885093989939,102,3898,3777,102,0.06518556588640223
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.006,10,19,0.09803921568627451,0.0048742945100051305,0.005030447445062219,102,3898,3777,102,0.09300876824121229
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.008,11,28,0.10784313725490197,0.007183170856849667,0.0074132909716706375,102,3898,3777,102,0.10042984628323133
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.01,11,28,0.10784313725490197,0.007183170856849667,0.0074132909716706375,102,3898,3777,102,0.10042984628323133
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.0125,13,36,0.12745098039215685,0.009235505387378143,0.009531374106433678,102,3898,3777,102,0.11791960628572318
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.015,14,45,0.13725490196078433,0.011544381734222679,0.011914217633042097,102,3898,3777,102,0.12534068432774223
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.02,19,59,0.18627450980392157,0.015135967162647512,0.015620863118877415,102,3898,3777,102,0.17065364668504415
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.025,22,76,0.21568627450980393,0.019497178040020522,0.020121789780248877,102,3898,3777,102,0.19556448472955507
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.03,26,91,0.2549019607843137,0.023345305284761416,0.024093195657929573,102,3898,3777,102,0.23080876512638412
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.04,32,124,0.3137254901960784,0.03181118522319138,0.03283028858882711,102,3898,3777,102,0.28089520160725134
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.05,36,159,0.35294117647058826,0.04079014879425346,0.04209690230341541,102,3898,3777,102,0.31084427416717286
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.075,44,248,0.43137254901960786,0.06362237044638276,0.06566057717765422,102,3898,3777,102,0.36571197184195364
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.1,50,338,0.49019607843137253,0.08671113391482811,0.08948901244373843,102,3898,3777,102,0.4007070659876341
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.15,56,527,0.5490196078431373,0.13519753719856337,0.13952872650251522,102,3898,3777,102,0.40949088134062206
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.2,60,716,0.5882352941176471,0.1836839404822986,0.18956844056129202,102,3898,3777,102,0.39866685355635506
libero_goal,development_main,stacked_mv,crossfit,7,0.26666666666666666,0.3,69,1095,0.6764705882352942,0.2809132888660852,0.289912629070691,102,3898,3777,102,0.38655795916460317
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.0005,0,10,0.0,0.002565418163160595,0.0026476039184537992,102,3898,3777,102,-0.0026476039184537992
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.001,0,10,0.0,0.002565418163160595,0.0026476039184537992,102,3898,3777,102,-0.0026476039184537992
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.0015,0,10,0.0,0.002565418163160595,0.0026476039184537992,102,3898,3777,102,-0.0026476039184537992
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.002,0,10,0.0,0.002565418163160595,0.0026476039184537992,102,3898,3777,102,-0.0026476039184537992
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.003,0,19,0.0,0.0048742945100051305,0.005030447445062219,102,3898,3777,102,-0.005030447445062219
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.004,0,20,0.0,0.00513083632632119,0.0052952078369075985,102,3898,3777,102,-0.0052952078369075985
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.005,0,20,0.0,0.00513083632632119,0.0052952078369075985,102,3898,3777,102,-0.0052952078369075985
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.006,1,28,0.00980392156862745,0.007183170856849667,0.0074132909716706375,102,3898,3777,102,0.0023906305969568133
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.008,2,37,0.0196078431372549,0.009492047203694202,0.009796134498279057,102,3898,3777,102,0.009811708638975845
libero_goal,development_main,null_mv,crossfit,7,0.26666666666666666,0.01,2,37,0.0196078431372549,0.009492047203694202,0.009796134498279057,102,3898,3777,102,0.009811708638975845
