cohort_d,representation_d,suite,cap_d,chunk,phase_d,quantity,layer,auc_d,se_d,ci_lo_d,ci_hi_d,effect_d,auc_equal_d,se_equal_d,ci_equal_lo_d,ci_equal_hi_d,n_tasks_d,pairs_d,n_alive_d,n_alive_risk_d,prior_d,in_window_65_d,in_window_cross_d,abs_effect_d,cohort_e,representation_e,cap_e,phase_e,auc_e,se_e,ci_lo_e,ci_hi_e,effect_e,auc_equal_e,se_equal_e,ci_equal_lo_e,ci_equal_hi_e,n_tasks_e,pairs_e,n_alive_e,n_alive_risk_e,prior_e,in_window_65_e,in_window_cross_e,abs_effect_e,same,min_abs
development_main,raw,libero_spatial,22,12,0.590909,expert_load_effective_rank,L5,0.0787938,0.0138982,0.0555074,0.110704,-0.421206,0.14942,0.0285128,0.101664,0.214257,4,11308,760,126,0.165789,True,True,0.421206,external_8b,raw,22,0.590909,0.0889257,0.0153833,0.0630341,0.124044,-0.411074,0.142972,0.0250516,0.100513,0.199391,4,12994,764,140,0.183246,True,True,0.411074,True,0.411074
development_main,raw,libero_object,28,9,0.357143,mobility_d0,L15,0.889862,0.0239048,0.83359,0.928733,0.389862,0.920097,0.0152721,0.884579,0.945361,6,13356,4000,37,0.00925,True,True,0.389862,external_8b,raw,28,0.357143,0.907886,0.0098638,0.886645,0.925481,0.407886,0.927912,0.00776426,0.911133,0.941725,7,16903,3600,44,0.0122222,True,True,0.407886,True,0.389862
development_main,raw,libero_object,28,8,0.321429,flow_path,L12,0.886718,0.0296705,0.814378,0.933178,0.386718,0.916241,0.0191621,0.870225,0.946935,6,13356,4000,37,0.00925,True,True,0.386718,external_8b,raw,28,0.321429,0.910548,0.0181925,0.867907,0.94037,0.410548,0.905526,0.0304646,0.826673,0.950647,7,16903,3600,44,0.0122222,True,True,0.410548,True,0.386718
development_main,raw,libero_object,28,8,0.321429,hb_entropy_action,L12,0.113282,0.0282114,0.0686188,0.181357,-0.386718,0.0884999,0.0199447,0.0564293,0.136167,6,13356,4000,37,0.00925,True,True,0.386718,external_8b,raw,28,0.321429,0.0983849,0.0133513,0.0751392,0.127828,-0.401615,0.0894875,0.0173376,0.0608273,0.129785,7,16903,3600,44,0.0122222,True,True,0.401615,True,0.386718
development_main,raw,libero_object,28,8,0.321429,token_entropy_d0,L12,0.113432,0.0279492,0.0690826,0.180726,-0.386568,0.0889669,0.0196387,0.0572588,0.135706,6,13356,4000,37,0.00925,True,True,0.386568,external_8b,raw,28,0.321429,0.111607,0.0155476,0.084574,0.145905,-0.388393,0.103269,0.0244415,0.0642409,0.161906,7,16903,3600,44,0.0122222,True,True,0.388393,True,0.386568
development_main,raw,libero_object,28,8,0.321429,selected_mass,L15,0.886418,0.0278606,0.819402,0.93067,0.386418,0.914653,0.0176684,0.873051,0.943503,6,13356,4000,37,0.00925,True,True,0.386418,external_8b,raw,28,0.321429,0.903153,0.0150206,0.869459,0.928862,0.403153,0.916326,0.0165487,0.877656,0.94356,7,16903,3600,44,0.0122222,True,True,0.403153,True,0.386418
development_main,raw,libero_spatial,22,12,0.590909,token_entropy_d0,L5,0.0960824,0.0184873,0.0654526,0.138915,-0.403918,0.190746,0.0298098,0.138994,0.256037,4,11308,760,126,0.165789,True,True,0.403918,external_8b,raw,22,0.590909,0.115553,0.0189616,0.0832591,0.158212,-0.384447,0.254237,0.0291345,0.201441,0.315405,4,12994,764,140,0.183246,True,True,0.384447,True,0.384447
development_main,raw,libero_object,28,8,0.321429,flow_path,L14,0.883648,0.0289284,0.813963,0.929491,0.383648,0.915157,0.0177966,0.873145,0.944146,6,13356,4000,37,0.00925,True,True,0.383648,external_8b,raw,28,0.321429,0.919127,0.0137099,0.887858,0.942244,0.419127,0.927933,0.014529,0.893741,0.951717,7,16903,3600,44,0.0122222,True,True,0.419127,True,0.383648
development_main,raw,libero_object,28,8,0.321429,flow_endpoint,L12,0.8826,0.0320501,0.80393,0.93236,0.3826,0.908181,0.0224398,0.853735,0.943697,6,13356,4000,37,0.00925,True,True,0.3826,external_8b,raw,28,0.321429,0.910489,0.0175654,0.869573,0.939463,0.410489,0.907335,0.0279721,0.836095,0.949482,7,16903,3600,44,0.0122222,True,True,0.410489,True,0.3826
development_main,raw,libero_object,28,9,0.357143,mobility,L3,0.88245,0.0206946,0.835459,0.917348,0.38245,0.91693,0.0137337,0.885741,0.940181,6,13356,4000,37,0.00925,True,True,0.38245,external_8b,raw,28,0.357143,0.887594,0.0185535,0.845785,0.919151,0.387594,0.903217,0.01594,0.867163,0.930273,7,16903,3600,44,0.0122222,True,True,0.387594,True,0.38245
development_main,raw,libero_object,28,9,0.357143,partial_edge_std,L2,0.880503,0.0331057,0.799074,0.93175,0.380503,0.862827,0.0500093,0.733182,0.935058,6,13356,4000,37,0.00925,True,True,0.380503,external_8b,raw,28,0.357143,0.933266,0.011636,0.906514,0.952762,0.433266,0.935117,0.0141802,0.901145,0.957959,7,16903,3600,44,0.0122222,True,True,0.433266,True,0.380503
development_main,raw,libero_object,28,8,0.321429,selected_mass,L12,0.878781,0.0300057,0.806723,0.926424,0.378781,0.905238,0.0213627,0.8543,0.939626,6,13356,4000,37,0.00925,True,True,0.378781,external_8b,raw,28,0.321429,0.883541,0.0204082,0.837217,0.917974,0.383541,0.885779,0.0326282,0.804751,0.93586,7,16903,3600,44,0.0122222,True,True,0.383541,True,0.378781
development_main,raw,libero_object,28,9,0.357143,mobility,L14,0.878631,0.0250825,0.820322,0.919867,0.378631,0.913409,0.0169354,0.873947,0.941346,6,13356,4000,37,0.00925,True,True,0.378631,external_8b,raw,28,0.357143,0.892208,0.0181716,0.851089,0.923001,0.392208,0.915769,0.0124902,0.887838,0.937237,7,16903,3600,44,0.0122222,True,True,0.392208,True,0.378631
development_main,raw,libero_object,28,8,0.321429,flow_path,L15,0.877059,0.0271488,0.813268,0.92117,0.377059,0.910762,0.0181826,0.868127,0.940557,6,13356,4000,37,0.00925,True,True,0.377059,external_8b,raw,28,0.321429,0.905993,0.0159465,0.869744,0.932932,0.405993,0.913353,0.0176122,0.872038,0.942213,7,16903,3600,44,0.0122222,True,True,0.405993,True,0.377059
development_main,raw,libero_object,28,9,0.357143,mobility,L12,0.876984,0.0265071,0.814966,0.92025,0.376984,0.912692,0.0194848,0.866192,0.944076,6,13356,4000,37,0.00925,True,True,0.376984,external_8b,raw,28,0.357143,0.889605,0.0130016,0.861432,0.912631,0.389605,0.908162,0.011999,0.881783,0.929128,7,16903,3600,44,0.0122222,True,True,0.389605,True,0.376984
development_main,raw,libero_object,28,9,0.357143,conditional_effective_rank,L2,0.875936,0.0296614,0.805265,0.923399,0.375936,0.855495,0.0419529,0.752731,0.920085,6,13356,4000,37,0.00925,True,True,0.375936,external_8b,raw,28,0.357143,0.916524,0.0167102,0.87739,0.943964,0.416524,0.920502,0.0201063,0.871094,0.952015,7,16903,3600,44,0.0122222,True,True,0.416524,True,0.375936
development_main,raw,libero_object,28,8,0.321429,flow_path,L13,0.875112,0.0320907,0.797613,0.9257,0.375112,0.91054,0.0196438,0.863844,0.942291,6,13356,4000,37,0.00925,True,True,0.375112,external_8b,raw,28,0.321429,0.922262,0.0140506,0.889867,0.94571,0.422262,0.926112,0.0171221,0.884732,0.953419,7,16903,3600,44,0.0122222,True,True,0.422262,True,0.375112
development_main,raw,libero_spatial,22,12,0.590909,selected_mass,L15,0.910815,0.0217348,0.858052,0.945218,0.410815,0.801697,0.038426,0.715694,0.866535,4,11308,760,126,0.165789,True,True,0.410815,external_8b,raw,22,0.590909,0.874634,0.0206777,0.828205,0.909881,0.374634,0.784835,0.0330474,0.713104,0.84259,4,12994,764,140,0.183246,True,True,0.374634,True,0.374634
development_main,raw,libero_object,28,9,0.357143,mobility_d0,L14,0.874513,0.0236452,0.820415,0.914023,0.374513,0.907417,0.0175497,0.866813,0.936549,6,13356,4000,37,0.00925,True,True,0.374513,external_8b,raw,28,0.357143,0.887061,0.0137393,0.857206,0.91132,0.387061,0.908422,0.0109637,0.884547,0.927762,7,16903,3600,44,0.0122222,True,True,0.387061,True,0.374513
development_main,raw,libero_object,28,8,0.321429,expert_load_effective_rank,L12,0.125936,0.0318732,0.0755153,0.202642,-0.374064,0.110764,0.0271005,0.0677209,0.176,6,13356,4000,37,0.00925,True,True,0.374064,external_8b,raw,28,0.321429,0.108324,0.0161588,0.0804785,0.144292,-0.391676,0.106217,0.0225379,0.0694423,0.159135,7,16903,3600,44,0.0122222,True,True,0.391676,True,0.374064
development_main,raw,libero_object,28,9,0.357143,mobility,L13,0.87631,0.0191002,0.833767,0.909152,0.37631,0.907311,0.0175538,0.866705,0.936455,6,13356,4000,37,0.00925,True,True,0.37631,external_8b,raw,28,0.357143,0.873514,0.0219962,0.823783,0.91073,0.373514,0.898537,0.015951,0.86273,0.925807,7,16903,3600,44,0.0122222,True,True,0.373514,True,0.373514
development_main,raw,libero_object,28,8,0.321429,flow_speed_d1,L13,0.872791,0.0331759,0.792524,0.924946,0.372791,0.908189,0.020387,0.859664,0.941085,6,13356,4000,37,0.00925,True,True,0.372791,external_8b,raw,28,0.321429,0.888777,0.0218915,0.838114,0.925004,0.388777,0.88194,0.0338084,0.798111,0.933846,7,16903,3600,44,0.0122222,True,True,0.388777,True,0.372791
development_main,raw,libero_object,28,8,0.321429,token_differentiation_d0,L12,0.871855,0.025889,0.812036,0.914639,0.371855,0.906092,0.0163614,0.868751,0.933622,6,13356,4000,37,0.00925,True,True,0.371855,external_8b,raw,28,0.321429,0.876235,0.0169174,0.839094,0.905766,0.376235,0.890525,0.0216131,0.840453,0.926261,7,16903,3600,44,0.0122222,True,True,0.376235,True,0.371855
development_main,raw,libero_object,28,9,0.357143,mobility,L5,0.868374,0.0194189,0.825443,0.901999,0.368374,0.901356,0.0151773,0.86736,0.927368,6,13356,4000,37,0.00925,True,True,0.368374,external_8b,raw,28,0.357143,0.885464,0.0170732,0.847519,0.914915,0.385464,0.901378,0.0151462,0.86746,0.927343,7,16903,3600,44,0.0122222,True,True,0.385464,True,0.368374
development_main,raw,libero_object,28,9,0.357143,selected_mass,L14,0.868299,0.0280643,0.802977,0.914276,0.368299,0.906394,0.0170901,0.867103,0.93494,6,13356,4000,37,0.00925,True,True,0.368299,external_8b,raw,28,0.357143,0.881175,0.0179501,0.841256,0.912105,0.381175,0.905848,0.0138064,0.875084,0.929644,7,16903,3600,44,0.0122222,True,True,0.381175,True,0.368299
development_main,raw,libero_object,28,8,0.321429,expert_load_effective_rank,L3,0.131776,0.0318864,0.0807953,0.207658,-0.368224,0.092504,0.0196259,0.0605596,0.138809,6,13356,4000,37,0.00925,True,True,0.368224,external_8b,raw,28,0.321429,0.131515,0.0300649,0.0829036,0.202342,-0.368485,0.133665,0.0328125,0.0813381,0.211891,7,16903,3600,44,0.0122222,True,True,0.368485,True,0.368224
development_main,raw,libero_object,28,8,0.321429,flow_endpoint,L14,0.868149,0.0318345,0.792424,0.91907,0.368149,0.899636,0.0200639,0.852916,0.932687,6,13356,4000,37,0.00925,True,True,0.368149,external_8b,raw,28,0.321429,0.897533,0.0165064,0.860366,0.925662,0.397533,0.912975,0.0134471,0.882756,0.93597,7,16903,3600,44,0.0122222,True,True,0.397533,True,0.368149
development_main,raw,libero_object,28,8,0.321429,selected_mass,L14,0.867999,0.0278856,0.803192,0.913757,0.367999,0.904171,0.0170353,0.865193,0.932755,6,13356,4000,37,0.00925,True,True,0.367999,external_8b,raw,28,0.321429,0.896882,0.0151581,0.863163,0.923033,0.396882,0.9155,0.0113984,0.890312,0.935324,7,16903,3600,44,0.0122222,True,True,0.396882,True,0.367999
development_main,raw,libero_object,28,8,0.321429,expert_load_effective_rank,L4,0.13245,0.0218201,0.0952069,0.181341,-0.36755,0.108223,0.0187324,0.0766014,0.150767,6,13356,4000,37,0.00925,True,True,0.36755,external_8b,raw,28,0.321429,0.0930012,0.0234821,0.056086,0.150344,-0.406999,0.109076,0.0418416,0.0500161,0.221608,7,16903,3600,44,0.0122222,True,True,0.406999,True,0.36755
development_main,raw,libero_object,28,8,0.321429,hb_entropy_action,L13,0.132525,0.0273947,0.087395,0.195955,-0.367475,0.0914858,0.0184339,0.061208,0.134594,6,13356,4000,37,0.00925,True,True,0.367475,external_8b,raw,28,0.321429,0.122907,0.0233206,0.0840013,0.176363,-0.377093,0.118591,0.0351154,0.0651143,0.206296,7,16903,3600,44,0.0122222,True,True,0.377093,True,0.367475
development_main,raw,libero_object,28,8,0.321429,token_differentiation_d0,L15,0.867213,0.024665,0.811033,0.908574,0.367213,0.902206,0.0159659,0.866147,0.929344,6,13356,4000,37,0.00925,True,True,0.367213,external_8b,raw,28,0.321429,0.885582,0.0179985,0.845305,0.91641,0.385582,0.892993,0.0275745,0.825793,0.936271,7,16903,3600,44,0.0122222,True,True,0.385582,True,0.367213
development_main,raw,libero_object,28,9,0.357143,mobility,L15,0.866727,0.0243965,0.811283,0.907734,0.366727,0.901057,0.0191309,0.856737,0.932742,6,13356,4000,37,0.00925,True,True,0.366727,external_8b,raw,28,0.357143,0.890789,0.0127865,0.863092,0.913444,0.390789,0.911566,0.0106184,0.888424,0.930284,7,16903,3600,44,0.0122222,True,True,0.390789,True,0.366727
development_main,raw,libero_object,28,8,0.321429,selected_mass,L13,0.86624,0.0276163,0.802338,0.911755,0.36624,0.907677,0.0188193,0.86359,0.93853,6,13356,4000,37,0.00925,True,True,0.36624,external_8b,raw,28,0.321429,0.888274,0.0229293,0.83485,0.925949,0.388274,0.89082,0.0345829,0.802538,0.942462,7,16903,3600,44,0.0122222,True,True,0.388274,True,0.36624
development_main,raw,libero_spatial,22,12,0.590909,hb_entropy_action,L12,0.101433,0.0204236,0.0678246,0.149031,-0.398567,0.243555,0.0362332,0.179646,0.321295,4,11308,760,126,0.165789,True,True,0.398567,external_8b,raw,22,0.590909,0.133869,0.0225784,0.0954504,0.184597,-0.366131,0.216381,0.0322468,0.159812,0.286154,4,12994,764,140,0.183246,True,True,0.366131,True,0.366131
development_main,raw,libero_object,28,8,0.321429,token_entropy_d0,L15,0.134209,0.0244971,0.0930079,0.189842,-0.365791,0.0961234,0.0162896,0.0685915,0.133127,6,13356,4000,37,0.00925,True,True,0.365791,external_8b,raw,28,0.321429,0.114122,0.0159469,0.0863946,0.149293,-0.385878,0.0940397,0.0149862,0.0684951,0.127804,7,16903,3600,44,0.0122222,True,True,0.385878,True,0.365791
development_main,raw,libero_object,28,9,0.357143,mobility_d0_minus_d9,L14,0.134621,0.0281845,0.0882753,0.199963,-0.365379,0.0998165,0.01936,0.0677634,0.144678,6,13356,4000,37,0.00925,True,True,0.365379,external_8b,raw,28,0.357143,0.118855,0.0241808,0.0790111,0.174973,-0.381145,0.0925752,0.0170605,0.0641257,0.131868,7,16903,3600,44,0.0122222,True,True,0.381145,True,0.365379
development_main,raw,libero_object,28,9,0.357143,mobility,L4,0.865229,0.0271896,0.802566,0.910228,0.365229,0.907417,0.0165184,0.869566,0.935103,6,13356,4000,37,0.00925,True,True,0.365229,external_8b,raw,28,0.357143,0.894871,0.0171895,0.856112,0.924114,0.394871,0.904793,0.017042,0.865751,0.933355,7,16903,3600,44,0.0122222,True,True,0.394871,True,0.365229
development_main,raw,libero_object,28,9,0.357143,mobility_d0_minus_d9,L12,0.135894,0.0261902,0.0922087,0.195811,-0.364106,0.0974973,0.0207527,0.0637089,0.146403,6,13356,4000,37,0.00925,True,True,0.364106,external_8b,raw,28,0.357143,0.12832,0.0167092,0.0989739,0.164777,-0.37168,0.110209,0.0182208,0.0792349,0.151301,7,16903,3600,44,0.0122222,True,True,0.37168,True,0.364106
development_main,raw,libero_object,28,9,0.357143,token_differentiation_d0,L12,0.883835,0.021688,0.834137,0.920069,0.383835,0.915265,0.0149997,0.880861,0.940406,6,13356,4000,37,0.00925,True,True,0.383835,external_8b,raw,28,0.357143,0.863634,0.0192599,0.821314,0.897185,0.363634,0.890046,0.0156126,0.855515,0.917123,7,16903,3600,44,0.0122222,True,True,0.363634,True,0.363634
development_main,raw,libero_spatial,22,12,0.590909,token_entropy_d0,L12,0.119915,0.021543,0.0836833,0.168942,-0.380085,0.274836,0.0354239,0.211053,0.349359,4,11308,760,126,0.165789,True,True,0.380085,external_8b,raw,22,0.590909,0.136448,0.0203387,0.101249,0.181413,-0.363552,0.22864,0.0316284,0.172574,0.296397,4,12994,764,140,0.183246,True,True,0.363552,True,0.363552
development_main,raw,libero_object,28,8,0.321429,hb_entropy_action,L15,0.136718,0.0277022,0.0908869,0.20056,-0.363282,0.099157,0.0185578,0.0682542,0.14192,6,13356,4000,37,0.00925,True,True,0.363282,external_8b,raw,28,0.321429,0.105366,0.0143837,0.0803171,0.137063,-0.394634,0.0848774,0.0118493,0.0643533,0.111169,7,16903,3600,44,0.0122222,True,True,0.394634,True,0.363282
development_main,raw,libero_object,28,8,0.321429,hb_entropy_action,L14,0.137204,0.0308253,0.0871397,0.209433,-0.362796,0.0951209,0.0180118,0.0652045,0.136755,6,13356,4000,37,0.00925,True,True,0.362796,external_8b,raw,28,0.321429,0.103473,0.0138948,0.0792348,0.134046,-0.396527,0.084241,0.0105311,0.0657657,0.10731,7,16903,3600,44,0.0122222,True,True,0.396527,True,0.362796
development_main,raw,libero_object,28,9,0.357143,action_consensus,L14,0.139263,0.0254375,0.0964463,0.196945,-0.360737,0.109712,0.0229087,0.0722002,0.163284,6,13356,4000,37,0.00925,True,True,0.360737,external_8b,raw,28,0.357143,0.123676,0.0140689,0.0986342,0.15399,-0.376324,0.102003,0.0124383,0.0800764,0.129091,7,16903,3600,44,0.0122222,True,True,0.376324,True,0.360737
development_main,raw,libero_object,28,8,0.321429,flow_endpoint,L13,0.860587,0.0322821,0.784622,0.912739,0.360587,0.899024,0.020818,0.8503,0.933136,6,13356,4000,37,0.00925,True,True,0.360587,external_8b,raw,28,0.321429,0.903212,0.018819,0.859545,0.934341,0.403212,0.910567,0.0218364,0.857542,0.945118,7,16903,3600,44,0.0122222,True,True,0.403212,True,0.360587
development_main,raw,libero_object,28,8,0.321429,token_entropy_d0,L14,0.139712,0.0301905,0.0902989,0.209926,-0.360288,0.0951083,0.0180465,0.0651445,0.136837,6,13356,4000,37,0.00925,True,True,0.360288,external_8b,raw,28,0.321429,0.104745,0.0141355,0.080097,0.135857,-0.395255,0.0886792,0.0124988,0.0670448,0.116424,7,16903,3600,44,0.0122222,True,True,0.395255,True,0.360288
development_main,raw,libero_object,28,9,0.357143,hb_entropy_action,L14,0.139825,0.0281688,0.0931488,0.204612,-0.360175,0.100371,0.0178999,0.0703288,0.141294,6,13356,4000,37,0.00925,True,True,0.360175,external_8b,raw,28,0.357143,0.129622,0.0178149,0.0985185,0.168707,-0.370378,0.103715,0.0132878,0.0804105,0.132797,7,16903,3600,44,0.0122222,True,True,0.370378,True,0.360175
development_main,raw,libero_object,28,8,0.321429,flow_endpoint,L3,0.867775,0.0237345,0.813968,0.907782,0.367775,0.907666,0.0155991,0.872212,0.934027,6,13356,4000,37,0.00925,True,True,0.367775,external_8b,raw,28,0.321429,0.859847,0.0244324,0.804814,0.901268,0.359847,0.856245,0.0311325,0.78393,0.907221,7,16903,3600,44,0.0122222,True,True,0.359847,True,0.359847
development_main,raw,libero_spatial,22,12,0.590909,flow_speed_d1,L13,0.931288,0.0106795,0.907168,0.949489,0.431288,0.837595,0.026794,0.778058,0.883551,4,11308,760,126,0.165789,True,True,0.431288,external_8b,raw,22,0.590909,0.85932,0.0235864,0.806472,0.899534,0.35932,0.788975,0.0314208,0.720888,0.844046,4,12994,764,140,0.183246,True,True,0.35932,True,0.35932
development_main,raw,libero_object,28,9,0.357143,selected_mass,L15,0.858416,0.0270499,0.79673,0.903646,0.358416,0.896898,0.0186231,0.854271,0.928105,6,13356,4000,37,0.00925,True,True,0.358416,external_8b,raw,28,0.357143,0.880968,0.0194559,0.83726,0.91414,0.380968,0.900852,0.0166482,0.863115,0.929041,7,16903,3600,44,0.0122222,True,True,0.380968,True,0.358416
development_main,raw,libero_object,28,9,0.357143,mobility_d0,L13,0.857367,0.0220417,0.808505,0.895376,0.357367,0.896063,0.0168213,0.858176,0.924716,6,13356,4000,37,0.00925,True,True,0.357367,external_8b,raw,28,0.357143,0.860794,0.0192269,0.818678,0.89439,0.360794,0.871124,0.0215536,0.822686,0.907813,7,16903,3600,44,0.0122222,True,True,0.360794,True,0.357367
development_main,raw,libero_spatial,22,12,0.590909,selected_mass,L13,0.913159,0.016061,0.876085,0.939901,0.413159,0.800984,0.031609,0.731808,0.855832,4,11308,760,126,0.165789,True,True,0.413159,external_8b,raw,22,0.590909,0.85601,0.0204295,0.811178,0.89162,0.35601,0.769006,0.0296946,0.705799,0.822056,4,12994,764,140,0.183246,True,True,0.35601,True,0.35601
development_main,raw,libero_object,28,9,0.357143,action_consensus,L5,0.144429,0.0209308,0.108036,0.190465,-0.355571,0.116234,0.0197992,0.0826897,0.160999,6,13356,4000,37,0.00925,True,True,0.355571,external_8b,raw,28,0.357143,0.13332,0.0217384,0.0961578,0.181952,-0.36668,0.117982,0.0250913,0.0769687,0.176666,7,16903,3600,44,0.0122222,True,True,0.36668,True,0.355571
development_main,raw,libero_spatial,22,11,0.545455,query_top1_churn,L15,0.13186,0.021602,0.0949642,0.180236,-0.36814,0.297134,0.0354915,0.232533,0.371006,7,22668,1494,126,0.0843373,True,True,0.36814,external_8b,raw,22,0.545455,0.144606,0.0199254,0.109752,0.188188,-0.355394,0.250161,0.0320075,0.192758,0.317927,7,28799,1500,140,0.0933333,True,True,0.355394,True,0.355394
development_main,raw,libero_object,28,9,0.357143,mobility_d0_minus_d9,L13,0.146152,0.0243614,0.104544,0.200609,-0.353848,0.121144,0.0228162,0.0830457,0.173414,6,13356,4000,37,0.00925,True,True,0.353848,external_8b,raw,28,0.357143,0.142815,0.0258747,0.0991803,0.201356,-0.357185,0.115254,0.0189475,0.0829941,0.157895,7,16903,3600,44,0.0122222,True,True,0.357185,True,0.353848
development_main,raw,libero_object,28,7,0.285714,selected_mass,L12,0.853324,0.0272337,0.791576,0.899111,0.353324,0.890721,0.0174894,0.851443,0.920582,6,13356,4000,37,0.00925,True,True,0.353324,external_8b,raw,28,0.285714,0.852866,0.0200003,0.809208,0.887918,0.352866,0.879778,0.0167318,0.842942,0.908909,7,16903,3600,44,0.0122222,True,True,0.352866,True,0.352866
development_main,raw,libero_object,28,9,0.357143,token_entropy_d0,L13,0.147649,0.0286632,0.0997899,0.213029,-0.352351,0.113252,0.019511,0.0802661,0.157472,6,13356,4000,37,0.00925,True,True,0.352351,external_8b,raw,28,0.357143,0.133142,0.0206946,0.0975374,0.179163,-0.366858,0.110364,0.0170255,0.0811446,0.148405,7,16903,3600,44,0.0122222,True,True,0.366858,True,0.352351
development_main,raw,libero_object,28,8,0.321429,token_differentiation_d0,L14,0.852351,0.0279348,0.788866,0.899186,0.352351,0.895241,0.0183644,0.853415,0.926165,6,13356,4000,37,0.00925,True,True,0.352351,external_8b,raw,28,0.321429,0.886914,0.01302,0.858777,0.910032,0.386914,0.907326,0.0111107,0.883132,0.926925,7,16903,3600,44,0.0122222,True,True,0.386914,True,0.352351
development_main,raw,libero_spatial,22,12,0.590909,expert_load_effective_rank,L12,0.147683,0.0274558,0.101524,0.209925,-0.352317,0.158857,0.029089,0.109736,0.224422,4,11308,760,126,0.165789,True,True,0.352317,external_8b,raw,22,0.590909,0.141142,0.0212813,0.104338,0.1882,-0.358858,0.172459,0.0262936,0.126818,0.230196,4,12994,764,140,0.183246,True,True,0.358858,True,0.352317
development_main,raw,libero_object,28,9,0.357143,mobility_d0,L12,0.852126,0.0291843,0.785403,0.900726,0.352126,0.891625,0.0199541,0.845889,0.924991,6,13356,4000,37,0.00925,True,True,0.352126,external_8b,raw,28,0.357143,0.869431,0.0163766,0.833854,0.898319,0.369431,0.887704,0.0145574,0.855855,0.91323,7,16903,3600,44,0.0122222,True,True,0.369431,True,0.352126
development_main,raw,libero_object,28,8,0.321429,flow_path,L3,0.852126,0.0283915,0.787474,0.899618,0.352126,0.893201,0.0202474,0.846558,0.92689,6,13356,4000,37,0.00925,True,True,0.352126,external_8b,raw,28,0.321429,0.879962,0.0178659,0.840314,0.910811,0.379962,0.89391,0.0174149,0.854632,0.923525,7,16903,3600,44,0.0122222,True,True,0.379962,True,0.352126
development_main,raw,libero_object,28,8,0.321429,flow_path,L5,0.849581,0.0251353,0.793445,0.892527,0.349581,0.889319,0.0176632,0.84968,0.919496,6,13356,4000,37,0.00925,True,True,0.349581,external_8b,raw,28,0.321429,0.861859,0.0210084,0.815322,0.898134,0.361859,0.857787,0.0335297,0.778736,0.911794,7,16903,3600,44,0.0122222,True,True,0.361859,True,0.349581
development_main,raw,libero_object,28,8,0.321429,mobility,L15,0.848832,0.0221326,0.800178,0.887308,0.348832,0.886567,0.0163395,0.850394,0.914869,6,13356,4000,37,0.00925,True,True,0.348832,external_8b,raw,28,0.321429,0.87446,0.0246229,0.817779,0.915335,0.37446,0.899306,0.0202678,0.852061,0.932655,7,16903,3600,44,0.0122222,True,True,0.37446,True,0.348832
development_main,raw,libero_object,28,7,0.285714,token_entropy_d0,L12,0.151243,0.0240934,0.109803,0.204725,-0.348757,0.114039,0.0164583,0.0855351,0.150477,6,13356,4000,37,0.00925,True,True,0.348757,external_8b,raw,28,0.285714,0.147814,0.0177849,0.116235,0.186165,-0.352186,0.126313,0.0173867,0.0959771,0.164493,7,16903,3600,44,0.0122222,True,True,0.352186,True,0.348757
development_main,raw,libero_object,28,8,0.321429,flow_endpoint,L15,0.847784,0.0282373,0.783886,0.895312,0.347784,0.886876,0.0228513,0.8338,0.924536,6,13356,4000,37,0.00925,True,True,0.347784,external_8b,raw,28,0.321429,0.881382,0.0171803,0.843368,0.911142,0.381382,0.896034,0.0182632,0.854417,0.926774,7,16903,3600,44,0.0122222,True,True,0.381382,True,0.347784
development_main,raw,libero_object,28,8,0.321429,action_consensus,L14,0.152516,0.0281211,0.105136,0.216092,-0.347484,0.118291,0.020265,0.0839744,0.164119,6,13356,4000,37,0.00925,True,True,0.347484,external_8b,raw,28,0.321429,0.138437,0.0162561,0.109538,0.173474,-0.361563,0.109067,0.0125396,0.0868087,0.13618,7,16903,3600,44,0.0122222,True,True,0.361563,True,0.347484
development_main,raw,libero_object,28,9,0.357143,mobility_d0_minus_d9,L3,0.15274,0.0273997,0.106382,0.214453,-0.34726,0.12298,0.0336417,0.0707094,0.205353,6,13356,4000,37,0.00925,True,True,0.34726,external_8b,raw,28,0.357143,0.149678,0.0257448,0.105875,0.207399,-0.350322,0.125459,0.0216489,0.0887945,0.174366,7,16903,3600,44,0.0122222,True,True,0.350322,True,0.34726
development_main,raw,libero_object,28,9,0.357143,hb_entropy_action,L5,0.153452,0.0287965,0.105057,0.218692,-0.346548,0.127191,0.0325292,0.0758347,0.20559,6,13356,4000,37,0.00925,True,True,0.346548,external_8b,raw,28,0.357143,0.133112,0.0203886,0.0979673,0.178373,-0.366888,0.111431,0.0182776,0.0803202,0.152593,7,16903,3600,44,0.0122222,True,True,0.366888,True,0.346548
development_main,raw,libero_object,28,9,0.357143,mobility,L2,0.845837,0.0331558,0.769228,0.90031,0.345837,0.872808,0.0351291,0.786811,0.927319,6,13356,4000,37,0.00925,True,True,0.345837,external_8b,raw,28,0.357143,0.887712,0.0163517,0.851456,0.915992,0.387712,0.904726,0.0171098,0.86551,0.933387,7,16903,3600,44,0.0122222,True,True,0.387712,True,0.345837
