calibration,score_kind,method,window,scope,metric,estimate,lo,hi,tasks,first_query
episode,calibrated_rank,ac_reference,q8_13,all,auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,ac_reference,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,ac_reference,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,ac_reference,q8_13,all,delta_control,0.0,0.0,0.0,36,8
episode,calibrated_rank,ac_reference,q8_13,all,delta_old_ac,0.01246364611757177,-0.0011114583442766307,0.029689146276223502,36,8
episode,calibrated_rank,ac_reference,q8_13,excluding_S05,auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,ac_reference,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,ac_reference,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,ac_reference,q8_13,excluding_S05,delta_control,0.0,0.0,0.0,35,8
episode,calibrated_rank,ac_reference,q8_13,excluding_S05,delta_old_ac,0.012937784753936664,-0.0011212946797156946,0.031260815222299516,35,8
episode,calibrated_rank,ac_window_mean,q8_13,all,auc,0.7182354780906985,0.6486467430034139,0.786878122107678,32,11
episode,calibrated_rank,ac_window_mean,q8_13,all,control_auc,0.7292726100481671,0.6656895004616777,0.7894787744718225,32,11
episode,calibrated_rank,ac_window_mean,q8_13,all,old_ac_auc,0.7043608095104967,0.6316428682131933,0.7747534051113688,32,11
episode,calibrated_rank,ac_window_mean,q8_13,all,delta_control,-0.011037131957468539,-0.04676154352641942,0.027693526062124114,32,11
episode,calibrated_rank,ac_window_mean,q8_13,all,delta_old_ac,0.013874668580201827,-0.0318356633917276,0.06803390262371142,32,11
episode,calibrated_rank,ac_window_mean,q8_13,excluding_S05,auc,0.7230747873473805,0.6479636003771395,0.7912209400525695,31,11
episode,calibrated_rank,ac_window_mean,q8_13,excluding_S05,control_auc,0.7302671213096319,0.6615289034103898,0.792617567832983,31,11
episode,calibrated_rank,ac_window_mean,q8_13,excluding_S05,old_ac_auc,0.7044238677369858,0.6272385984749091,0.7756776021148843,31,11
episode,calibrated_rank,ac_window_mean,q8_13,excluding_S05,delta_control,-0.00719233396225129,-0.04317939511970067,0.03230150485108623,31,11
episode,calibrated_rank,ac_window_mean,q8_13,excluding_S05,delta_old_ac,0.0186509196103948,-0.026964997515285284,0.07404405393010903,31,11
episode,calibrated_rank,layer_consensus,q8_13,all,auc,0.6148668532348256,0.5630132971943844,0.6665699951937893,36,8
episode,calibrated_rank,layer_consensus,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,layer_consensus,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,layer_consensus,q8_13,all,delta_control,-0.12234956009022811,-0.18018622801346662,-0.06394581233393667,36,8
episode,calibrated_rank,layer_consensus,q8_13,all,delta_old_ac,-0.10988591397265632,-0.1721122759247874,-0.047584999157473884,36,8
episode,calibrated_rank,layer_consensus,q8_13,excluding_S05,auc,0.6140112551402628,0.5598227409552475,0.6686157639320899,35,8
episode,calibrated_rank,layer_consensus,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,layer_consensus,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,layer_consensus,q8_13,excluding_S05,delta_control,-0.12495436859142435,-0.18281189762924574,-0.06638778952178673,35,8
episode,calibrated_rank,layer_consensus,q8_13,excluding_S05,delta_old_ac,-0.11201658383748772,-0.172411230211563,-0.04866700075040174,35,8
episode,calibrated_rank,relative_both,q8_13,all,auc,0.562989231658762,0.5207522207807751,0.6024109773168683,36,8
episode,calibrated_rank,relative_both,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,relative_both,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,relative_both,q8_13,all,delta_control,-0.1742271816662916,-0.2270647667657744,-0.11678584581119668,36,8
episode,calibrated_rank,relative_both,q8_13,all,delta_old_ac,-0.16176353554871983,-0.21772098739710313,-0.10288411077959499,36,8
episode,calibrated_rank,relative_both,q8_13,excluding_S05,auc,0.5623035140869169,0.5192378717074944,0.603371699939167,35,8
episode,calibrated_rank,relative_both,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,relative_both,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,relative_both,q8_13,excluding_S05,delta_control,-0.17666210964477025,-0.23180785947637653,-0.11559163470084555,35,8
episode,calibrated_rank,relative_both,q8_13,excluding_S05,delta_old_ac,-0.16372432489083363,-0.21947416941223566,-0.1021531885637154,35,8
episode,calibrated_rank,relative_curvature,q8_13,all,auc,0.5664656487601207,0.5310179287120114,0.6004921822772754,36,8
episode,calibrated_rank,relative_curvature,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,relative_curvature,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,relative_curvature,q8_13,all,delta_control,-0.17075076456493296,-0.21610033375553034,-0.12358185448390081,36,8
episode,calibrated_rank,relative_curvature,q8_13,all,delta_old_ac,-0.1582871184473612,-0.20463046026041803,-0.11029595202321124,36,8
episode,calibrated_rank,relative_curvature,q8_13,excluding_S05,auc,0.5681627570705046,0.5341697044394982,0.6037190484277603,35,8
episode,calibrated_rank,relative_curvature,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,relative_curvature,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,relative_curvature,q8_13,excluding_S05,delta_control,-0.17080286666118266,-0.2193302654133991,-0.12000314189633175,35,8
episode,calibrated_rank,relative_curvature,q8_13,excluding_S05,delta_old_ac,-0.15786508190724602,-0.20567332286452364,-0.10558892271200902,35,8
episode,calibrated_rank,relative_path_mobility,q8_13,all,auc,0.6530404143731053,0.6038238234798813,0.7053290197971995,36,8
episode,calibrated_rank,relative_path_mobility,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,relative_path_mobility,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,relative_path_mobility,q8_13,all,delta_control,-0.08417599895194826,-0.12790971380626326,-0.0374425020886806,36,8
episode,calibrated_rank,relative_path_mobility,q8_13,all,delta_old_ac,-0.0717123528343765,-0.11532732920560382,-0.0261577649984306,36,8
episode,calibrated_rank,relative_path_mobility,q8_13,excluding_S05,auc,0.650536408686812,0.5997520511734757,0.7043213523978487,35,8
episode,calibrated_rank,relative_path_mobility,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,relative_path_mobility,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,relative_path_mobility,q8_13,excluding_S05,delta_control,-0.08842921504487516,-0.13536114726465476,-0.04255050333046364,35,8
episode,calibrated_rank,relative_path_mobility,q8_13,excluding_S05,delta_old_ac,-0.07549143029093848,-0.12023025813906707,-0.03027720811423902,35,8
episode,calibrated_rank,relative_recovery,q8_13,all,auc,0.5664656487601207,0.5310179287120114,0.6004921822772754,36,8
episode,calibrated_rank,relative_recovery,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,relative_recovery,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,relative_recovery,q8_13,all,delta_control,-0.17075076456493296,-0.21610033375553034,-0.12358185448390081,36,8
episode,calibrated_rank,relative_recovery,q8_13,all,delta_old_ac,-0.1582871184473612,-0.20463046026041803,-0.11029595202321124,36,8
episode,calibrated_rank,relative_recovery,q8_13,excluding_S05,auc,0.5681627570705046,0.5341697044394982,0.6037190484277603,35,8
episode,calibrated_rank,relative_recovery,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,relative_recovery,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,relative_recovery,q8_13,excluding_S05,delta_control,-0.17080286666118266,-0.2193302654133991,-0.12000314189633175,35,8
episode,calibrated_rank,relative_recovery,q8_13,excluding_S05,delta_old_ac,-0.15786508190724602,-0.20567332286452364,-0.10558892271200902,35,8
episode,calibrated_rank,relative_soft,q8_13,all,auc,0.566573015091756,0.5317284618994785,0.5990526803013956,36,8
episode,calibrated_rank,relative_soft,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,relative_soft,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,relative_soft,q8_13,all,delta_control,-0.17064339823329766,-0.22130868740073162,-0.11800839939574809,36,8
episode,calibrated_rank,relative_soft,q8_13,all,delta_old_ac,-0.15817975211572582,-0.20935078448787625,-0.103018778563392,36,8
episode,calibrated_rank,relative_soft,q8_13,excluding_S05,auc,0.5682376170177078,0.5340132710436669,0.6027325104881123,35,8
episode,calibrated_rank,relative_soft,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,relative_soft,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,relative_soft,q8_13,excluding_S05,delta_control,-0.17072800671397936,-0.22428118617597045,-0.11472593235698114,35,8
episode,calibrated_rank,relative_soft,q8_13,excluding_S05,delta_old_ac,-0.15779022196004264,-0.21163704157185628,-0.10089647159289442,35,8
episode,calibrated_rank,relative_state,q8_13,all,auc,0.6912272702628627,0.6502233033998311,0.7331934382611841,36,8
episode,calibrated_rank,relative_state,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,relative_state,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,relative_state,q8_13,all,delta_control,-0.04598914306219097,-0.09737899623616741,0.0041357752206121635,36,8
episode,calibrated_rank,relative_state,q8_13,all,delta_old_ac,-0.03352549694461921,-0.08657638013344031,0.01952518315146624,36,8
episode,calibrated_rank,relative_state,q8_13,excluding_S05,auc,0.6868079193478113,0.6446125727503152,0.7300404593017151,35,8
episode,calibrated_rank,relative_state,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,relative_state,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,relative_state,q8_13,excluding_S05,delta_control,-0.05215770438387584,-0.10352835090594871,-0.0018025374892560858,35,8
episode,calibrated_rank,relative_state,q8_13,excluding_S05,delta_old_ac,-0.03921991962993918,-0.09317152222344553,0.01453691769696603,35,8
episode,raw_score,ac_reference,q8_13,all,auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36,8
episode,raw_score,ac_reference,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36,8
episode,raw_score,ac_reference,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,raw_score,ac_reference,q8_13,all,delta_control,0.0,0.0,0.0,36,8
episode,raw_score,ac_reference,q8_13,all,delta_old_ac,-0.007060297221012864,-0.01612870304411103,0.0020184897954804008,36,8
episode,raw_score,ac_reference,q8_13,excluding_S05,auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35,8
episode,raw_score,ac_reference,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35,8
episode,raw_score,ac_reference,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,raw_score,ac_reference,q8_13,excluding_S05,delta_control,0.0,0.0,0.0,35,8
episode,raw_score,ac_reference,q8_13,excluding_S05,delta_old_ac,-0.007353726666967256,-0.016783268884626553,0.0021377729584401654,35,8
