global_row,task,episode,failure,boundary,calibration,alpha,method,cached_first,raw_first,exact
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,relative_curvature,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,relative_curvature,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,ac_window_mean,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,ac_window_mean,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,ac_window_mean,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,ac_window_mean,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,ac_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,ac_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,ac_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,ac_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,relative_curvature,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,relative_curvature,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,relative_curvature,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,relative_curvature,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,relative_path_mobility,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,relative_state,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,relative_both,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,relative_soft,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,layer_consensus,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,relative_recovery,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,ac_window_mean,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,ac_window_mean,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,ac_window_mean,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,ac_window_mean,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,ac_reference,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,ac_reference,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,ac_reference,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,ac_reference,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,relative_curvature,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,relative_curvature,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,relative_curvature,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,relative_curvature,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,relative_path_mobility,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,relative_path_mobility,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,relative_path_mobility,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,relative_path_mobility,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,relative_state,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,relative_state,27,27,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,relative_state,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,relative_state,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,relative_both,27,27,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,relative_both,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,relative_both,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,relative_both,23,23,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,relative_soft,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,relative_soft,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,relative_soft,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,relative_soft,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,layer_consensus,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,layer_consensus,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,layer_consensus,23,23,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,layer_consensus,23,23,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,relative_recovery,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,relative_recovery,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,relative_recovery,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,relative_recovery,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.005,ac_window_mean,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.01,ac_window_mean,28,28,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.02,ac_window_mean,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,episode,0.05,ac_window_mean,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,ac_reference,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,ac_reference,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,ac_reference,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,ac_reference,27,27,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,relative_curvature,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,relative_curvature,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,relative_curvature,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,relative_curvature,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,relative_path_mobility,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,relative_path_mobility,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,relative_path_mobility,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,relative_path_mobility,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,relative_state,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,relative_state,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,relative_state,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,relative_state,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,relative_both,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,relative_both,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,relative_both,27,27,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,relative_both,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,relative_soft,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,relative_soft,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,relative_soft,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,relative_soft,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,layer_consensus,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,layer_consensus,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,layer_consensus,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,layer_consensus,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,relative_recovery,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,relative_recovery,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,relative_recovery,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,relative_recovery,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.005,ac_window_mean,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.01,ac_window_mean,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.02,ac_window_mean,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,True,task_init,0.05,ac_window_mean,27,27,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.005,ac_reference,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.01,ac_reference,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.02,ac_reference,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.05,ac_reference,27,27,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.005,relative_curvature,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.01,relative_curvature,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.02,relative_curvature,28,28,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.05,relative_curvature,26,26,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.005,relative_path_mobility,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.01,relative_path_mobility,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.02,relative_path_mobility,28,28,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.05,relative_path_mobility,26,26,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.005,relative_state,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.01,relative_state,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.02,relative_state,29,29,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.05,relative_state,26,26,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.005,relative_both,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.01,relative_both,29,29,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.02,relative_both,26,26,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.05,relative_both,24,24,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.005,relative_soft,-1,-1,True
1278,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,True,True,episode,0.01,relative_soft,-1,-1,True
