key,d_tp0,d_fp0,d_tp4,d_fp4
raw|wc:back_state|high|3|2|0.995|2|-,0.0,256.0,1.0,67.0
raw|wc:back_state|high|3|3|0.995|2|-,0.0,75.0,0.0,4.0
raw|wc:back_state|high|3|1|0.995|2|4-16,0.0,540.0,1.0,272.0
raw|wc:back_state|high|3|1|0.995|2|4-24,0.0,540.0,1.0,272.0
raw|wc:back_state|high|3|1|0.995|4|-,0.0,540.0,1.0,272.0
raw|wc:back_state|high|3|1|0.995|4|4-16,0.0,540.0,1.0,272.0
raw|wc:back_state|high|3|1|0.995|4|4-24,0.0,540.0,1.0,272.0
raw|wc:back_state|high|3|2|0.995|2|4-16,0.0,256.0,1.0,67.0
raw|wc:back_state|high|3|2|0.995|2|4-24,0.0,256.0,1.0,67.0
raw|wc:back_state|high|3|2|0.995|4|-,0.0,256.0,1.0,67.0
raw|wc:back_state|high|3|2|0.995|4|4-16,0.0,256.0,1.0,67.0
raw|wc:back_state|high|3|2|0.995|4|4-24,0.0,256.0,1.0,67.0
raw|wc:back_state|high|3|3|0.995|2|4-16,0.0,75.0,0.0,4.0
raw|wc:back_state|high|3|3|0.995|2|4-24,0.0,75.0,0.0,4.0
raw|wc:back_state|high|3|3|0.995|4|-,0.0,75.0,0.0,4.0
raw|wc:back_state|high|3|3|0.995|4|4-16,0.0,75.0,0.0,4.0
raw|wc:back_state|high|3|3|0.995|4|4-24,0.0,75.0,0.0,4.0
raw|wc:back_state|high|3|1|0.995|2|8-24,0.0,104.0,0.0,1.0
raw|wc:back_state|high|3|1|0.995|4|8-24,0.0,104.0,0.0,1.0
raw|wc:back_state|high|3|1|0.995|6|8-24,0.0,104.0,0.0,1.0
raw|wc:back_state|high|3|2|0.995|2|8-24,0.0,25.0,0.0,0.0
raw|wc:back_state|high|3|2|0.995|4|8-24,0.0,25.0,0.0,0.0
raw|wc:back_state|high|3|2|0.995|6|8-24,0.0,25.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|2|8-24,0.0,6.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|4|8-24,0.0,6.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|6|8-24,0.0,6.0,0.0,0.0
raw|wc:back_state|high|3|1|0.995|2|6-20,0.0,421.0,0.0,159.0
raw|wc:back_state|high|3|1|0.995|4|6-20,0.0,421.0,0.0,159.0
raw|wc:back_state|high|3|1|0.995|6|-,0.0,421.0,0.0,159.0
raw|wc:back_state|high|3|1|0.995|6|4-16,0.0,421.0,0.0,159.0
raw|wc:back_state|high|3|1|0.995|6|4-24,0.0,421.0,0.0,159.0
raw|wc:back_state|high|3|1|0.995|6|6-20,0.0,421.0,0.0,159.0
raw|wc:back_state|high|3|2|0.995|2|6-20,0.0,171.0,0.0,18.0
raw|wc:back_state|high|3|2|0.995|4|6-20,0.0,171.0,0.0,18.0
raw|wc:back_state|high|3|2|0.995|6|-,0.0,171.0,0.0,18.0
raw|wc:back_state|high|3|2|0.995|6|4-16,0.0,171.0,0.0,18.0
raw|wc:back_state|high|3|2|0.995|6|4-24,0.0,171.0,0.0,18.0
raw|wc:back_state|high|3|2|0.995|6|6-20,0.0,171.0,0.0,18.0
raw|wc:back_state|high|3|3|0.995|2|6-20,0.0,55.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|4|6-20,0.0,55.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|6|-,0.0,55.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|6|4-16,0.0,55.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|6|4-24,0.0,55.0,0.0,0.0
raw|wc:back_state|high|3|3|0.995|6|6-20,0.0,55.0,0.0,0.0
raw|wc:back_state|high|3|1|0.998|2|-,0.0,228.0,1.0,101.0
raw|wc:back_state|high|3|2|0.998|2|-,0.0,81.0,0.0,15.0
raw|wc:back_state|high|3|3|0.998|2|-,0.0,18.0,0.0,0.0
raw|wc:back_state|high|3|1|0.998|2|4-16,0.0,228.0,1.0,101.0
raw|wc:back_state|high|3|1|0.998|2|4-24,0.0,228.0,1.0,101.0
raw|wc:back_state|high|3|1|0.998|4|-,0.0,228.0,1.0,101.0
raw|wc:back_state|high|3|1|0.998|4|4-16,0.0,228.0,1.0,101.0
raw|wc:back_state|high|3|1|0.998|4|4-24,0.0,228.0,1.0,101.0
raw|wc:back_state|high|3|2|0.998|2|4-16,0.0,81.0,0.0,15.0
raw|wc:back_state|high|3|2|0.998|2|4-24,0.0,81.0,0.0,15.0
raw|wc:back_state|high|3|2|0.998|4|-,0.0,81.0,0.0,15.0
raw|wc:back_state|high|3|2|0.998|4|4-16,0.0,81.0,0.0,15.0
raw|wc:back_state|high|3|2|0.998|4|4-24,0.0,81.0,0.0,15.0
raw|wc:back_state|high|3|3|0.998|2|4-16,0.0,18.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|2|4-24,0.0,18.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|4|-,0.0,18.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|4|4-16,0.0,18.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|4|4-24,0.0,18.0,0.0,0.0
raw|wc:back_state|high|3|1|0.998|2|8-24,0.0,48.0,0.0,0.0
raw|wc:back_state|high|3|1|0.998|4|8-24,0.0,48.0,0.0,0.0
raw|wc:back_state|high|3|1|0.998|6|8-24,0.0,48.0,0.0,0.0
raw|wc:back_state|high|3|2|0.998|2|8-24,0.0,8.0,0.0,0.0
raw|wc:back_state|high|3|2|0.998|4|8-24,0.0,8.0,0.0,0.0
raw|wc:back_state|high|3|2|0.998|6|8-24,0.0,8.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|2|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|4|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|6|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|high|3|1|0.998|2|6-20,0.0,169.0,0.0,47.0
raw|wc:back_state|high|3|1|0.998|4|6-20,0.0,169.0,0.0,47.0
raw|wc:back_state|high|3|1|0.998|6|-,0.0,169.0,0.0,47.0
raw|wc:back_state|high|3|1|0.998|6|4-16,0.0,169.0,0.0,47.0
raw|wc:back_state|high|3|1|0.998|6|4-24,0.0,169.0,0.0,47.0
raw|wc:back_state|high|3|1|0.998|6|6-20,0.0,169.0,0.0,47.0
raw|wc:back_state|high|3|2|0.998|2|6-20,0.0,55.0,0.0,4.0
raw|wc:back_state|high|3|2|0.998|4|6-20,0.0,55.0,0.0,4.0
raw|wc:back_state|high|3|2|0.998|6|-,0.0,55.0,0.0,4.0
raw|wc:back_state|high|3|2|0.998|6|4-16,0.0,55.0,0.0,4.0
raw|wc:back_state|high|3|2|0.998|6|4-24,0.0,55.0,0.0,4.0
raw|wc:back_state|high|3|2|0.998|6|6-20,0.0,55.0,0.0,4.0
raw|wc:back_state|high|3|3|0.998|2|6-20,0.0,17.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|4|6-20,0.0,17.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|6|-,0.0,17.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|6|4-16,0.0,17.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|6|4-24,0.0,17.0,0.0,0.0
raw|wc:back_state|high|3|3|0.998|6|6-20,0.0,17.0,0.0,0.0
raw|wc:back_state|high|3|1|0.999|2|-,0.0,112.0,0.0,51.0
raw|wc:back_state|high|3|2|0.999|2|-,0.0,25.0,0.0,4.0
raw|wc:back_state|high|3|3|0.999|2|-,0.0,4.0,0.0,0.0
raw|wc:back_state|high|3|1|0.999|2|4-16,0.0,112.0,0.0,51.0
raw|wc:back_state|high|3|1|0.999|2|4-24,0.0,112.0,0.0,51.0
raw|wc:back_state|high|3|1|0.999|4|-,0.0,112.0,0.0,51.0
raw|wc:back_state|high|3|1|0.999|4|4-16,0.0,112.0,0.0,51.0
raw|wc:back_state|high|3|1|0.999|4|4-24,0.0,112.0,0.0,51.0
raw|wc:back_state|high|3|2|0.999|2|4-16,0.0,25.0,0.0,4.0
raw|wc:back_state|high|3|2|0.999|2|4-24,0.0,25.0,0.0,4.0
raw|wc:back_state|high|3|2|0.999|4|-,0.0,25.0,0.0,4.0
raw|wc:back_state|high|3|2|0.999|4|4-16,0.0,25.0,0.0,4.0
raw|wc:back_state|high|3|2|0.999|4|4-24,0.0,25.0,0.0,4.0
raw|wc:back_state|high|3|3|0.999|2|4-16,0.0,4.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|2|4-24,0.0,4.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|4|-,0.0,4.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|4|4-16,0.0,4.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|4|4-24,0.0,4.0,0.0,0.0
raw|wc:back_state|high|3|1|0.999|2|8-24,0.0,14.0,0.0,0.0
raw|wc:back_state|high|3|1|0.999|4|8-24,0.0,14.0,0.0,0.0
raw|wc:back_state|high|3|1|0.999|6|8-24,0.0,14.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|2|8-24,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|4|8-24,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|6|8-24,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|1|0.999|2|6-20,0.0,66.0,0.0,13.0
raw|wc:back_state|high|3|1|0.999|4|6-20,0.0,66.0,0.0,13.0
raw|wc:back_state|high|3|1|0.999|6|-,0.0,66.0,0.0,13.0
raw|wc:back_state|high|3|1|0.999|6|4-16,0.0,66.0,0.0,13.0
raw|wc:back_state|high|3|1|0.999|6|4-24,0.0,66.0,0.0,13.0
raw|wc:back_state|high|3|1|0.999|6|6-20,0.0,66.0,0.0,13.0
raw|wc:back_state|high|3|2|0.999|2|6-20,0.0,16.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|4|6-20,0.0,16.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|6|-,0.0,16.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|6|4-16,0.0,16.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|6|4-24,0.0,16.0,0.0,0.0
raw|wc:back_state|high|3|2|0.999|6|6-20,0.0,16.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|2|6-20,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|4|6-20,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|6|-,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|6|4-16,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|6|4-24,0.0,3.0,0.0,0.0
raw|wc:back_state|high|3|3|0.999|6|6-20,0.0,3.0,0.0,0.0
raw|wc:back_state|low|3|1|0.98|2|-,31.0,121.0,31.0,99.0
raw|wc:back_state|low|3|2|0.98|2|-,22.0,78.0,17.0,54.0
raw|wc:back_state|low|3|3|0.98|2|-,13.0,40.0,10.0,23.0
raw|wc:back_state|low|3|1|0.98|2|4-16,4.0,30.0,4.0,28.0
raw|wc:back_state|low|3|1|0.98|2|4-24,9.0,99.0,11.0,89.0
raw|wc:back_state|low|3|1|0.98|4|-,31.0,121.0,31.0,99.0
raw|wc:back_state|low|3|1|0.98|4|4-16,4.0,30.0,4.0,28.0
raw|wc:back_state|low|3|1|0.98|4|4-24,9.0,99.0,11.0,89.0
raw|wc:back_state|low|3|2|0.98|2|4-16,2.0,8.0,2.0,8.0
raw|wc:back_state|low|3|2|0.98|2|4-24,7.0,59.0,4.0,48.0
raw|wc:back_state|low|3|2|0.98|4|-,22.0,78.0,17.0,54.0
raw|wc:back_state|low|3|2|0.98|4|4-16,2.0,8.0,2.0,8.0
raw|wc:back_state|low|3|2|0.98|4|4-24,7.0,59.0,4.0,48.0
raw|wc:back_state|low|3|3|0.98|2|4-24,3.0,32.0,2.0,21.0
raw|wc:back_state|low|3|3|0.98|4|-,13.0,40.0,10.0,23.0
raw|wc:back_state|low|3|3|0.98|4|4-24,3.0,32.0,2.0,21.0
raw|wc:back_state|low|3|1|0.98|2|8-24,9.0,99.0,11.0,89.0
raw|wc:back_state|low|3|1|0.98|4|8-24,9.0,99.0,11.0,89.0
raw|wc:back_state|low|3|1|0.98|6|8-24,9.0,99.0,11.0,89.0
raw|wc:back_state|low|3|2|0.98|2|8-24,7.0,59.0,4.0,48.0
raw|wc:back_state|low|3|2|0.98|4|8-24,7.0,59.0,4.0,48.0
raw|wc:back_state|low|3|2|0.98|6|8-24,7.0,59.0,4.0,48.0
raw|wc:back_state|low|3|3|0.98|2|8-24,3.0,32.0,2.0,21.0
raw|wc:back_state|low|3|3|0.98|4|8-24,3.0,32.0,2.0,21.0
raw|wc:back_state|low|3|3|0.98|6|8-24,3.0,32.0,2.0,21.0
raw|wc:back_state|low|3|1|0.98|2|6-20,4.0,78.0,9.0,71.0
raw|wc:back_state|low|3|1|0.98|4|6-20,4.0,78.0,9.0,71.0
raw|wc:back_state|low|3|1|0.98|6|-,31.0,121.0,31.0,99.0
raw|wc:back_state|low|3|1|0.98|6|4-16,4.0,30.0,4.0,28.0
raw|wc:back_state|low|3|1|0.98|6|4-24,9.0,99.0,11.0,89.0
raw|wc:back_state|low|3|1|0.98|6|6-20,4.0,78.0,9.0,71.0
raw|wc:back_state|low|3|2|0.98|2|6-20,2.0,24.0,3.0,26.0
raw|wc:back_state|low|3|2|0.98|4|6-20,2.0,24.0,3.0,26.0
raw|wc:back_state|low|3|2|0.98|6|-,22.0,78.0,17.0,54.0
raw|wc:back_state|low|3|2|0.98|6|4-16,2.0,8.0,2.0,8.0
raw|wc:back_state|low|3|2|0.98|6|4-24,7.0,59.0,4.0,48.0
raw|wc:back_state|low|3|2|0.98|6|6-20,2.0,24.0,3.0,26.0
raw|wc:back_state|low|3|3|0.98|2|6-20,1.0,6.0,1.0,6.0
raw|wc:back_state|low|3|3|0.98|4|6-20,1.0,6.0,1.0,6.0
raw|wc:back_state|low|3|3|0.98|6|-,13.0,40.0,10.0,23.0
raw|wc:back_state|low|3|3|0.98|6|4-24,3.0,32.0,2.0,21.0
raw|wc:back_state|low|3|3|0.98|6|6-20,1.0,6.0,1.0,6.0
raw|wc:back_state|low|3|1|0.99|2|-,2.0,11.0,1.0,6.0
raw|wc:back_state|low|3|2|0.99|2|-,0.0,4.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|2|-,0.0,3.0,0.0,2.0
raw|wc:back_state|low|3|1|0.99|2|4-16,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.99|2|4-24,0.0,6.0,0.0,6.0
raw|wc:back_state|low|3|1|0.99|4|-,2.0,11.0,1.0,6.0
raw|wc:back_state|low|3|1|0.99|4|4-16,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.99|4|4-24,0.0,6.0,0.0,6.0
raw|wc:back_state|low|3|2|0.99|2|4-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|2|0.99|4|-,0.0,4.0,0.0,2.0
raw|wc:back_state|low|3|2|0.99|4|4-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|2|4-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|4|-,0.0,3.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|4|4-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|1|0.99|2|8-24,0.0,6.0,0.0,6.0
raw|wc:back_state|low|3|1|0.99|4|8-24,0.0,6.0,0.0,6.0
raw|wc:back_state|low|3|1|0.99|6|8-24,0.0,6.0,0.0,6.0
raw|wc:back_state|low|3|2|0.99|2|8-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|2|0.99|4|8-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|2|0.99|6|8-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|2|8-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|4|8-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|6|8-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|1|0.99|2|6-20,0.0,4.0,0.0,4.0
raw|wc:back_state|low|3|1|0.99|4|6-20,0.0,4.0,0.0,4.0
raw|wc:back_state|low|3|1|0.99|6|-,2.0,11.0,1.0,6.0
raw|wc:back_state|low|3|1|0.99|6|4-16,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.99|6|4-24,0.0,6.0,0.0,6.0
raw|wc:back_state|low|3|1|0.99|6|6-20,0.0,4.0,0.0,4.0
raw|wc:back_state|low|3|2|0.99|2|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.99|4|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.99|6|-,0.0,4.0,0.0,2.0
raw|wc:back_state|low|3|2|0.99|6|4-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|2|0.99|6|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.99|2|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.99|4|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.99|6|-,0.0,3.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|6|4-24,0.0,2.0,0.0,2.0
raw|wc:back_state|low|3|3|0.99|6|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.995|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|2|4-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|4|4-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|2|4-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|4|4-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.995|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|2|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|4|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|6|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|2|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|4|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|6|8-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|2|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|4|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|6|4-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.995|6|6-20,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.995|6|4-24,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.995|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.998|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.998|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.998|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.998|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.998|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.998|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.998|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.998|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.998|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.999|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.999|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.999|2|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.999|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.999|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.999|4|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|1|0.999|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|2|0.999|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|low|3|3|0.999|6|-,0.0,0.0,0.0,0.0
raw|wc:back_state|high|4|1|0.98|2|-,3.0,1454.0,6.0,856.0
raw|wc:back_state|high|4|2|0.98|2|-,0.0,891.0,3.0,317.0
raw|wc:back_state|high|4|3|0.98|2|-,0.0,548.0,2.0,110.0
raw|wc:back_state|high|4|1|0.98|2|4-16,3.0,1386.0,6.0,775.0
raw|wc:back_state|high|4|1|0.98|2|4-24,3.0,1386.0,6.0,775.0
raw|wc:back_state|high|4|1|0.98|4|-,3.0,1386.0,6.0,775.0
raw|wc:back_state|high|4|1|0.98|4|4-16,3.0,1386.0,6.0,775.0
raw|wc:back_state|high|4|1|0.98|4|4-24,3.0,1386.0,6.0,775.0
raw|wc:back_state|high|4|2|0.98|2|4-16,0.0,869.0,3.0,273.0
raw|wc:back_state|high|4|2|0.98|2|4-24,0.0,869.0,3.0,273.0
raw|wc:back_state|high|4|2|0.98|4|-,0.0,869.0,3.0,273.0
raw|wc:back_state|high|4|2|0.98|4|4-16,0.0,869.0,3.0,273.0
raw|wc:back_state|high|4|2|0.98|4|4-24,0.0,869.0,3.0,273.0
raw|wc:back_state|high|4|3|0.98|2|4-16,0.0,535.0,2.0,70.0
raw|wc:back_state|high|4|3|0.98|2|4-24,0.0,535.0,2.0,70.0
raw|wc:back_state|high|4|3|0.98|4|-,0.0,535.0,2.0,70.0
raw|wc:back_state|high|4|3|0.98|4|4-16,0.0,535.0,2.0,70.0
raw|wc:back_state|high|4|3|0.98|4|4-24,0.0,535.0,2.0,70.0
raw|wc:back_state|high|4|1|0.98|2|8-24,0.0,601.0,0.0,18.0
raw|wc:back_state|high|4|1|0.98|4|8-24,0.0,601.0,0.0,18.0
raw|wc:back_state|high|4|1|0.98|6|8-24,0.0,601.0,0.0,18.0
raw|wc:back_state|high|4|2|0.98|2|8-24,0.0,207.0,0.0,4.0
raw|wc:back_state|high|4|2|0.98|4|8-24,0.0,207.0,0.0,4.0
raw|wc:back_state|high|4|2|0.98|6|8-24,0.0,207.0,0.0,4.0
raw|wc:back_state|high|4|3|0.98|2|8-24,0.0,56.0,0.0,0.0
raw|wc:back_state|high|4|3|0.98|4|8-24,0.0,56.0,0.0,0.0
raw|wc:back_state|high|4|3|0.98|6|8-24,0.0,56.0,0.0,0.0
raw|wc:back_state|high|4|1|0.98|2|6-20,3.0,1314.0,6.0,534.0
raw|wc:back_state|high|4|1|0.98|4|6-20,3.0,1314.0,6.0,534.0
raw|wc:back_state|high|4|1|0.98|6|-,3.0,1314.0,6.0,534.0
raw|wc:back_state|high|4|1|0.98|6|4-16,3.0,1314.0,6.0,534.0
raw|wc:back_state|high|4|1|0.98|6|4-24,3.0,1314.0,6.0,534.0
raw|wc:back_state|high|4|1|0.98|6|6-20,3.0,1314.0,6.0,534.0
raw|wc:back_state|high|4|2|0.98|2|6-20,0.0,701.0,1.0,88.0
raw|wc:back_state|high|4|2|0.98|4|6-20,0.0,701.0,1.0,88.0
raw|wc:back_state|high|4|2|0.98|6|-,0.0,701.0,1.0,88.0
raw|wc:back_state|high|4|2|0.98|6|4-16,0.0,701.0,1.0,88.0
raw|wc:back_state|high|4|2|0.98|6|4-24,0.0,701.0,1.0,88.0
raw|wc:back_state|high|4|2|0.98|6|6-20,0.0,701.0,1.0,88.0
raw|wc:back_state|high|4|3|0.98|2|6-20,0.0,396.0,0.0,3.0
raw|wc:back_state|high|4|3|0.98|4|6-20,0.0,396.0,0.0,3.0
raw|wc:back_state|high|4|3|0.98|6|-,0.0,396.0,0.0,3.0
raw|wc:back_state|high|4|3|0.98|6|4-16,0.0,396.0,0.0,3.0
raw|wc:back_state|high|4|3|0.98|6|4-24,0.0,396.0,0.0,3.0
raw|wc:back_state|high|4|3|0.98|6|6-20,0.0,396.0,0.0,3.0
raw|wc:back_state|high|4|1|0.99|2|-,0.0,808.0,2.0,362.0
raw|wc:back_state|high|4|2|0.99|2|-,0.0,432.0,2.0,104.0
raw|wc:back_state|high|4|3|0.99|2|-,0.0,239.0,1.0,23.0
raw|wc:back_state|high|4|1|0.99|2|4-16,0.0,775.0,2.0,326.0
raw|wc:back_state|high|4|1|0.99|2|4-24,0.0,775.0,2.0,326.0
raw|wc:back_state|high|4|1|0.99|4|-,0.0,775.0,2.0,326.0
raw|wc:back_state|high|4|1|0.99|4|4-16,0.0,775.0,2.0,326.0
raw|wc:back_state|high|4|1|0.99|4|4-24,0.0,775.0,2.0,326.0
raw|wc:back_state|high|4|2|0.99|2|4-16,0.0,425.0,2.0,92.0
raw|wc:back_state|high|4|2|0.99|2|4-24,0.0,425.0,2.0,92.0
raw|wc:back_state|high|4|2|0.99|4|-,0.0,425.0,2.0,92.0
raw|wc:back_state|high|4|2|0.99|4|4-16,0.0,425.0,2.0,92.0
raw|wc:back_state|high|4|2|0.99|4|4-24,0.0,425.0,2.0,92.0
raw|wc:back_state|high|4|3|0.99|2|4-16,0.0,236.0,1.0,18.0
raw|wc:back_state|high|4|3|0.99|2|4-24,0.0,236.0,1.0,18.0
raw|wc:back_state|high|4|3|0.99|4|-,0.0,236.0,1.0,18.0
raw|wc:back_state|high|4|3|0.99|4|4-16,0.0,236.0,1.0,18.0
raw|wc:back_state|high|4|3|0.99|4|4-24,0.0,236.0,1.0,18.0
raw|wc:back_state|high|4|1|0.99|2|8-24,0.0,341.0,0.0,5.0
raw|wc:back_state|high|4|1|0.99|4|8-24,0.0,341.0,0.0,5.0
raw|wc:back_state|high|4|1|0.99|6|8-24,0.0,341.0,0.0,5.0
raw|wc:back_state|high|4|2|0.99|2|8-24,0.0,97.0,0.0,0.0
raw|wc:back_state|high|4|2|0.99|4|8-24,0.0,97.0,0.0,0.0
raw|wc:back_state|high|4|2|0.99|6|8-24,0.0,97.0,0.0,0.0
raw|wc:back_state|high|4|3|0.99|2|8-24,0.0,23.0,0.0,0.0
raw|wc:back_state|high|4|3|0.99|4|8-24,0.0,23.0,0.0,0.0
raw|wc:back_state|high|4|3|0.99|6|8-24,0.0,23.0,0.0,0.0
raw|wc:back_state|high|4|1|0.99|2|6-20,0.0,741.0,2.0,238.0
raw|wc:back_state|high|4|1|0.99|4|6-20,0.0,741.0,2.0,238.0
raw|wc:back_state|high|4|1|0.99|6|-,0.0,741.0,2.0,238.0
raw|wc:back_state|high|4|1|0.99|6|4-16,0.0,741.0,2.0,238.0
raw|wc:back_state|high|4|1|0.99|6|4-24,0.0,741.0,2.0,238.0
raw|wc:back_state|high|4|1|0.99|6|6-20,0.0,741.0,2.0,238.0
raw|wc:back_state|high|4|2|0.99|2|6-20,0.0,342.0,0.0,19.0
raw|wc:back_state|high|4|2|0.99|4|6-20,0.0,342.0,0.0,19.0
raw|wc:back_state|high|4|2|0.99|6|-,0.0,342.0,0.0,19.0
raw|wc:back_state|high|4|2|0.99|6|4-16,0.0,342.0,0.0,19.0
