cohort,cell,chunk,auc_raw,sig_raw,auc_resid,lo,hi,sig_resid
development_main,front_action,5,0.5013944877422437,False,0.5263340201260115,0.47993729511219785,0.5645988216137704,False
development_main,front_action,7,0.5618168235469894,False,0.5065053040490064,0.4578151870329778,0.5650886965972743,False
development_main,front_action,9,0.6079464391350644,True,0.4668550390779959,0.41420476815251644,0.5125132126430612,False
development_main,front_action,12,0.5244810378347384,False,0.5522277072488958,0.48685273900715564,0.6682556843529835,False
development_main,front_action,16,0.6446615686320015,True,0.5901342585608689,0.5323370647573319,0.6849434378882616,True
development_main,front_action,20,0.5214151553407026,False,0.4597253440896635,0.2963130937213041,0.5245057387072617,False
development_main,back_action,5,0.48239720505240524,False,0.48953387679536564,0.43508645801206514,0.5333648769175108,False
development_main,back_action,7,0.560221126550127,False,0.5175078440161363,0.4576688392187074,0.5955350304743677,False
development_main,back_action,9,0.6181630906066659,True,0.5267630335381768,0.47884837280291465,0.585789061452567,False
development_main,back_action,12,0.5210675793113952,False,0.5327324690683319,0.47515899688209823,0.5957507079761207,False
development_main,back_action,16,0.6647945507502002,True,0.6204555739930608,0.5926400558855234,0.6828206382080254,True
development_main,back_action,20,0.48622101795116546,False,0.525464174646673,0.4815335596291758,0.5811797590691112,False
external_8b,front_action,5,0.47702225968592926,False,0.510052761387406,0.45891113722634075,0.5514774527194988,False
external_8b,front_action,7,0.5421880046256264,False,0.46764145144655006,0.40304339227430436,0.5384311374071846,False
external_8b,front_action,9,0.6598322403907926,True,0.5130668250524248,0.46474287875414244,0.56419004410494,False
external_8b,front_action,12,0.49589560907612484,False,0.5306745140556028,0.4671524540255581,0.6384807749662788,False
external_8b,front_action,16,0.6317967424665862,True,0.5716667156963688,0.5004788220768989,0.6657221513837147,True
external_8b,front_action,20,0.5423856148777634,False,0.48307161771045015,0.4127926510982938,0.5511488455940818,False
external_8b,back_action,5,0.4523378393847627,False,0.5049119082555441,0.45302824380939105,0.5550399184933238,False
external_8b,back_action,7,0.538223926156667,False,0.5145696813110109,0.4639790940361881,0.5745033893099517,False
external_8b,back_action,9,0.6186317409907999,True,0.5708372222693608,0.5213987571299358,0.6325066043506121,True
external_8b,back_action,12,0.4854565166886084,False,0.5425075505304732,0.49188399376406905,0.5887687054924939,False
external_8b,back_action,16,0.5725590562762922,False,0.5722060424204983,0.4698925972453313,0.6400104233201268,False
external_8b,back_action,20,0.4615185664141881,False,0.5188619988915574,0.4860952411467817,0.6042087303335552,False
legacy_main16x32,front_action,5,0.5301302551957557,False,0.6258309945828011,0.534506892895016,0.6515607820641522,True
legacy_main16x32,front_action,7,0.5333097127299512,False,0.4961445580926984,0.42251071746339885,0.7103341103341103,False
legacy_main16x32,front_action,9,0.5882178605914015,True,0.4090861289304869,0.38303969281173733,0.4863132363132363,True
legacy_main16x32,front_action,12,0.5133048229983369,False,0.436143329229573,0.378208722741433,0.7766195920197265,False
legacy_main16x32,front_action,16,0.6570057535750949,False,0.5013011196791367,0.43358348968105065,0.7200728572874152,False
legacy_main16x32,front_action,20,0.4089490276867372,True,0.43910166370134535,0.43804742242242245,0.9444444444444444,False
legacy_main16x32,back_action,5,0.3847236855600414,False,0.6239755340276547,0.5513835674755215,0.673562292520992,True
legacy_main16x32,back_action,7,0.49264808719732217,False,0.5158739778650082,0.3811240721102863,0.7888500388500389,False
legacy_main16x32,back_action,9,0.5489153816002065,False,0.459708027801413,0.3673769923769924,0.583424939062276,False
legacy_main16x32,back_action,12,0.47282878679885093,False,0.5181537398215944,0.2797579018157364,0.5488629283489097,False
legacy_main16x32,back_action,16,0.7481915630147778,False,0.6280468880559601,0.5,0.7773467804499612,False
legacy_main16x32,back_action,20,0.31410556543996004,True,0.38004494802884164,0.37905092592592593,1.0,False
