task,held_out_init_state_id,head,calibration_successes,threshold_q95,aggregation
libero_goal/open_the_middle_drawer_of_the_cabinet,4,flat_narrow_support,392,0.7587159863945577,
libero_goal/open_the_middle_drawer_of_the_cabinet,4,feedback_decoupling,392,0.8806972789115646,
libero_goal/open_the_middle_drawer_of_the_cabinet,4,dual_extremes,392,0.9077806122448979,max
libero_goal/open_the_middle_drawer_of_the_cabinet,4,dual_mean_control,392,0.6647959183673469,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,4,multi_phenotype,392,0.9322704081632652,max
libero_goal/open_the_middle_drawer_of_the_cabinet,5,instability,392,0.8500637755102041,
libero_goal/open_the_middle_drawer_of_the_cabinet,5,lock_in,392,0.8803252551020407,
libero_goal/open_the_middle_drawer_of_the_cabinet,5,flat_narrow_support,392,0.7602040816326531,
libero_goal/open_the_middle_drawer_of_the_cabinet,5,feedback_decoupling,392,0.8803571428571427,
libero_goal/open_the_middle_drawer_of_the_cabinet,5,dual_extremes,392,0.9121492346938775,max
libero_goal/open_the_middle_drawer_of_the_cabinet,5,dual_mean_control,392,0.6641900510204082,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,5,multi_phenotype,392,0.9343112244897959,max
libero_goal/open_the_middle_drawer_of_the_cabinet,6,instability,392,0.8540497448979592,
libero_goal/open_the_middle_drawer_of_the_cabinet,6,lock_in,392,0.8774872448979593,
libero_goal/open_the_middle_drawer_of_the_cabinet,6,flat_narrow_support,392,0.7618197278911565,
libero_goal/open_the_middle_drawer_of_the_cabinet,6,feedback_decoupling,392,0.8505527210884354,
libero_goal/open_the_middle_drawer_of_the_cabinet,6,dual_extremes,392,0.9122130102040815,max
libero_goal/open_the_middle_drawer_of_the_cabinet,6,dual_mean_control,392,0.6562181122448979,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,6,multi_phenotype,392,0.9306441326530612,max
libero_goal/open_the_middle_drawer_of_the_cabinet,7,instability,392,0.8491709183673468,
libero_goal/open_the_middle_drawer_of_the_cabinet,7,lock_in,392,0.8724489795918368,
libero_goal/open_the_middle_drawer_of_the_cabinet,7,flat_narrow_support,392,0.7557823129251701,
libero_goal/open_the_middle_drawer_of_the_cabinet,7,feedback_decoupling,392,0.8785714285714284,
libero_goal/open_the_middle_drawer_of_the_cabinet,7,dual_extremes,392,0.9068239795918367,max
libero_goal/open_the_middle_drawer_of_the_cabinet,7,dual_mean_control,392,0.6651945153061224,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,7,multi_phenotype,392,0.9294961734693878,max
libero_goal/open_the_middle_drawer_of_the_cabinet,8,instability,392,0.8504145408163265,
libero_goal/open_the_middle_drawer_of_the_cabinet,8,lock_in,392,0.8730229591836736,
libero_goal/open_the_middle_drawer_of_the_cabinet,8,flat_narrow_support,392,0.7592687074829932,
libero_goal/open_the_middle_drawer_of_the_cabinet,8,feedback_decoupling,392,0.8801445578231292,
libero_goal/open_the_middle_drawer_of_the_cabinet,8,dual_extremes,392,0.9069834183673469,max
libero_goal/open_the_middle_drawer_of_the_cabinet,8,dual_mean_control,392,0.6640306122448979,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,8,multi_phenotype,392,0.9330250850340136,max
libero_goal/open_the_middle_drawer_of_the_cabinet,9,instability,392,0.8507015306122448,
libero_goal/open_the_middle_drawer_of_the_cabinet,9,lock_in,392,0.8733737244897959,
libero_goal/open_the_middle_drawer_of_the_cabinet,9,flat_narrow_support,392,0.7605867346938776,
libero_goal/open_the_middle_drawer_of_the_cabinet,9,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,9,dual_extremes,392,0.9069196428571428,max
libero_goal/open_the_middle_drawer_of_the_cabinet,9,dual_mean_control,392,0.664875637755102,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,9,multi_phenotype,392,0.9311543367346938,max
libero_goal/open_the_middle_drawer_of_the_cabinet,10,instability,392,0.8481505102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,10,lock_in,392,0.8723852040816327,
libero_goal/open_the_middle_drawer_of_the_cabinet,10,flat_narrow_support,392,0.7605017006802721,
libero_goal/open_the_middle_drawer_of_the_cabinet,10,feedback_decoupling,392,0.876658163265306,
libero_goal/open_the_middle_drawer_of_the_cabinet,10,dual_extremes,392,0.9058992346938777,max
libero_goal/open_the_middle_drawer_of_the_cabinet,10,dual_mean_control,392,0.6652264030612245,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,10,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,11,instability,392,0.8510522959183673,
libero_goal/open_the_middle_drawer_of_the_cabinet,11,lock_in,392,0.8720982142857143,
libero_goal/open_the_middle_drawer_of_the_cabinet,11,flat_narrow_support,392,0.7588010204081632,
libero_goal/open_the_middle_drawer_of_the_cabinet,11,feedback_decoupling,392,0.876658163265306,
libero_goal/open_the_middle_drawer_of_the_cabinet,11,dual_extremes,392,0.907110969387755,max
libero_goal/open_the_middle_drawer_of_the_cabinet,11,dual_mean_control,392,0.663313137755102,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,11,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,12,instability,392,0.8519132653061224,
libero_goal/open_the_middle_drawer_of_the_cabinet,12,lock_in,392,0.8717474489795918,
libero_goal/open_the_middle_drawer_of_the_cabinet,12,flat_narrow_support,392,0.7549319727891156,
libero_goal/open_the_middle_drawer_of_the_cabinet,12,feedback_decoupling,392,0.8781462585034012,
libero_goal/open_the_middle_drawer_of_the_cabinet,12,dual_extremes,392,0.9064094387755102,max
libero_goal/open_the_middle_drawer_of_the_cabinet,12,dual_mean_control,392,0.6643813775510203,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,12,multi_phenotype,392,0.9311862244897959,max
libero_goal/open_the_middle_drawer_of_the_cabinet,13,instability,392,0.8506377551020408,
libero_goal/open_the_middle_drawer_of_the_cabinet,13,lock_in,392,0.8745216836734693,
libero_goal/open_the_middle_drawer_of_the_cabinet,13,flat_narrow_support,392,0.7561649659863945,
libero_goal/open_the_middle_drawer_of_the_cabinet,13,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,13,dual_extremes,392,0.9073341836734693,max
libero_goal/open_the_middle_drawer_of_the_cabinet,13,dual_mean_control,392,0.6642697704081632,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,13,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,14,instability,392,0.8507015306122448,
libero_goal/open_the_middle_drawer_of_the_cabinet,14,lock_in,392,0.8789859693877551,
libero_goal/open_the_middle_drawer_of_the_cabinet,14,flat_narrow_support,392,0.7590986394557823,
libero_goal/open_the_middle_drawer_of_the_cabinet,14,feedback_decoupling,392,0.8793367346938774,
libero_goal/open_the_middle_drawer_of_the_cabinet,14,dual_extremes,392,0.907110969387755,max
libero_goal/open_the_middle_drawer_of_the_cabinet,14,dual_mean_control,392,0.6653220663265306,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,14,multi_phenotype,392,0.9318558673469388,max
libero_goal/open_the_middle_drawer_of_the_cabinet,15,instability,392,0.8503507653061224,
libero_goal/open_the_middle_drawer_of_the_cabinet,15,lock_in,392,0.8730229591836736,
libero_goal/open_the_middle_drawer_of_the_cabinet,15,flat_narrow_support,392,0.75625,
libero_goal/open_the_middle_drawer_of_the_cabinet,15,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,15,dual_extremes,392,0.906983418367347,max
libero_goal/open_the_middle_drawer_of_the_cabinet,15,dual_mean_control,392,0.6643813775510203,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,15,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,16,instability,392,0.8501275510204082,
libero_goal/open_the_middle_drawer_of_the_cabinet,16,lock_in,392,0.8736607142857143,
libero_goal/open_the_middle_drawer_of_the_cabinet,16,flat_narrow_support,392,0.7574829931972789,
libero_goal/open_the_middle_drawer_of_the_cabinet,16,feedback_decoupling,392,0.8814625850340135,
libero_goal/open_the_middle_drawer_of_the_cabinet,16,dual_extremes,392,0.9072704081632652,max
libero_goal/open_the_middle_drawer_of_the_cabinet,16,dual_mean_control,392,0.6633769132653061,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,16,multi_phenotype,392,0.9332057823129252,max
libero_goal/open_the_middle_drawer_of_the_cabinet,17,instability,392,0.8497767857142857,
libero_goal/open_the_middle_drawer_of_the_cabinet,17,lock_in,392,0.8799107142857142,
libero_goal/open_the_middle_drawer_of_the_cabinet,17,flat_narrow_support,392,0.7545493197278912,
libero_goal/open_the_middle_drawer_of_the_cabinet,17,feedback_decoupling,392,0.8524234693877552,
libero_goal/open_the_middle_drawer_of_the_cabinet,17,dual_extremes,392,0.909438775510204,max
libero_goal/open_the_middle_drawer_of_the_cabinet,17,dual_mean_control,392,0.6657844387755102,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,17,multi_phenotype,392,0.9339604591836734,max
libero_goal/open_the_middle_drawer_of_the_cabinet,18,instability,392,0.848533163265306,
libero_goal/open_the_middle_drawer_of_the_cabinet,18,lock_in,392,0.8749362244897959,
libero_goal/open_the_middle_drawer_of_the_cabinet,18,flat_narrow_support,392,0.7574829931972789,
libero_goal/open_the_middle_drawer_of_the_cabinet,18,feedback_decoupling,392,0.8598214285714283,
libero_goal/open_the_middle_drawer_of_the_cabinet,18,dual_extremes,392,0.9083227040816326,max
libero_goal/open_the_middle_drawer_of_the_cabinet,18,dual_mean_control,392,0.6661830357142857,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,18,multi_phenotype,392,0.9303677721088436,max
libero_goal/open_the_middle_drawer_of_the_cabinet,19,instability,392,0.8535395408163264,
libero_goal/open_the_middle_drawer_of_the_cabinet,19,lock_in,392,0.8740114795918368,
libero_goal/open_the_middle_drawer_of_the_cabinet,19,flat_narrow_support,392,0.7621173469387754,
libero_goal/open_the_middle_drawer_of_the_cabinet,19,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,19,dual_extremes,392,0.9072066326530611,max
libero_goal/open_the_middle_drawer_of_the_cabinet,19,dual_mean_control,392,0.6645567602040816,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,19,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,20,instability,392,0.8497767857142857,
libero_goal/open_the_middle_drawer_of_the_cabinet,20,lock_in,392,0.8819515306122448,
libero_goal/open_the_middle_drawer_of_the_cabinet,20,flat_narrow_support,392,0.7556122448979591,
libero_goal/open_the_middle_drawer_of_the_cabinet,20,feedback_decoupling,392,0.8776785714285713,
libero_goal/open_the_middle_drawer_of_the_cabinet,20,dual_extremes,392,0.9098852040816326,max
libero_goal/open_the_middle_drawer_of_the_cabinet,20,dual_mean_control,392,0.6652582908163265,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,20,multi_phenotype,392,0.9321641156462585,max
libero_goal/open_the_middle_drawer_of_the_cabinet,21,instability,392,0.8531249999999999,
libero_goal/open_the_middle_drawer_of_the_cabinet,21,lock_in,392,0.8805484693877551,
libero_goal/open_the_middle_drawer_of_the_cabinet,21,flat_narrow_support,392,0.7579506802721088,
libero_goal/open_the_middle_drawer_of_the_cabinet,21,feedback_decoupling,392,0.8815051020408161,
libero_goal/open_the_middle_drawer_of_the_cabinet,21,dual_extremes,392,0.8991071428571428,max
libero_goal/open_the_middle_drawer_of_the_cabinet,21,dual_mean_control,392,0.6569834183673469,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,21,multi_phenotype,392,0.9336734693877551,max
libero_goal/open_the_middle_drawer_of_the_cabinet,22,instability,392,0.8504145408163265,
libero_goal/open_the_middle_drawer_of_the_cabinet,22,lock_in,392,0.8717474489795918,
libero_goal/open_the_middle_drawer_of_the_cabinet,22,flat_narrow_support,392,0.7613520408163266,
libero_goal/open_the_middle_drawer_of_the_cabinet,22,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,22,dual_extremes,392,0.9060586734693877,max
libero_goal/open_the_middle_drawer_of_the_cabinet,22,dual_mean_control,392,0.6634566326530612,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,22,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,23,instability,392,0.8522002551020408,
libero_goal/open_the_middle_drawer_of_the_cabinet,23,lock_in,392,0.8727359693877551,
libero_goal/open_the_middle_drawer_of_the_cabinet,23,flat_narrow_support,392,0.75578231292517,
libero_goal/open_the_middle_drawer_of_the_cabinet,23,feedback_decoupling,392,0.8799319727891156,
libero_goal/open_the_middle_drawer_of_the_cabinet,23,dual_extremes,392,0.9066964285714285,max
libero_goal/open_the_middle_drawer_of_the_cabinet,23,dual_mean_control,392,0.6639190051020408,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,23,multi_phenotype,392,0.9350021258503401,max
libero_goal/open_the_middle_drawer_of_the_cabinet,24,instability,392,0.8542410714285715,
libero_goal/open_the_middle_drawer_of_the_cabinet,24,lock_in,392,0.8720982142857143,
libero_goal/open_the_middle_drawer_of_the_cabinet,24,flat_narrow_support,392,0.7553146258503401,
libero_goal/open_the_middle_drawer_of_the_cabinet,24,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,24,dual_extremes,392,0.9063456632653061,max
libero_goal/open_the_middle_drawer_of_the_cabinet,24,dual_mean_control,392,0.663313137755102,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,24,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,25,instability,392,0.8503507653061224,
libero_goal/open_the_middle_drawer_of_the_cabinet,25,lock_in,392,0.8756377551020409,
libero_goal/open_the_middle_drawer_of_the_cabinet,25,flat_narrow_support,392,0.7575680272108843,
libero_goal/open_the_middle_drawer_of_the_cabinet,25,feedback_decoupling,392,0.8777636054421768,
libero_goal/open_the_middle_drawer_of_the_cabinet,25,dual_extremes,392,0.9052614795918368,max
libero_goal/open_the_middle_drawer_of_the_cabinet,25,dual_mean_control,392,0.6630899234693878,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,25,multi_phenotype,392,0.9334927721088436,max
libero_goal/open_the_middle_drawer_of_the_cabinet,26,instability,392,0.8519770408163265,
libero_goal/open_the_middle_drawer_of_the_cabinet,26,lock_in,392,0.8720982142857143,
libero_goal/open_the_middle_drawer_of_the_cabinet,26,flat_narrow_support,392,0.7631377551020408,
libero_goal/open_the_middle_drawer_of_the_cabinet,26,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,26,dual_extremes,392,0.9074617346938775,max
libero_goal/open_the_middle_drawer_of_the_cabinet,26,dual_mean_control,392,0.6634885204081633,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,26,multi_phenotype,392,0.9311543367346939,max
libero_goal/open_the_middle_drawer_of_the_cabinet,27,instability,392,0.853890306122449,
libero_goal/open_the_middle_drawer_of_the_cabinet,27,lock_in,392,0.8727359693877552,
libero_goal/open_the_middle_drawer_of_the_cabinet,27,flat_narrow_support,392,0.75578231292517,
libero_goal/open_the_middle_drawer_of_the_cabinet,27,feedback_decoupling,392,0.8771258503401359,
libero_goal/open_the_middle_drawer_of_the_cabinet,27,dual_extremes,392,0.9076849489795918,max
libero_goal/open_the_middle_drawer_of_the_cabinet,27,dual_mean_control,392,0.66484375,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,27,multi_phenotype,392,0.9315369897959184,max
libero_goal/open_the_middle_drawer_of_the_cabinet,28,instability,392,0.8501275510204082,
libero_goal/open_the_middle_drawer_of_the_cabinet,28,lock_in,392,0.8717474489795918,
libero_goal/open_the_middle_drawer_of_the_cabinet,28,flat_narrow_support,392,0.7630527210884352,
libero_goal/open_the_middle_drawer_of_the_cabinet,28,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,28,dual_extremes,392,0.9064094387755102,max
libero_goal/open_the_middle_drawer_of_the_cabinet,28,dual_mean_control,392,0.6631696428571427,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,28,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,29,instability,392,0.8545280612244899,
libero_goal/open_the_middle_drawer_of_the_cabinet,29,lock_in,392,0.8720982142857143,
libero_goal/open_the_middle_drawer_of_the_cabinet,29,flat_narrow_support,392,0.7622023809523809,
libero_goal/open_the_middle_drawer_of_the_cabinet,29,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,29,dual_extremes,392,0.9066964285714285,max
libero_goal/open_the_middle_drawer_of_the_cabinet,29,dual_mean_control,392,0.6638073979591836,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,29,multi_phenotype,392,0.9311543367346938,max
libero_goal/open_the_middle_drawer_of_the_cabinet,30,instability,392,0.8507015306122448,
libero_goal/open_the_middle_drawer_of_the_cabinet,30,lock_in,392,0.872672193877551,
libero_goal/open_the_middle_drawer_of_the_cabinet,30,flat_narrow_support,392,0.7532312925170068,
libero_goal/open_the_middle_drawer_of_the_cabinet,30,feedback_decoupling,392,0.8585884353741495,
libero_goal/open_the_middle_drawer_of_the_cabinet,30,dual_extremes,392,0.907047193877551,max
libero_goal/open_the_middle_drawer_of_the_cabinet,30,dual_mean_control,392,0.6627072704081632,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,30,multi_phenotype,392,0.9298469387755102,max
libero_goal/open_the_middle_drawer_of_the_cabinet,31,instability,392,0.852423469387755,
libero_goal/open_the_middle_drawer_of_the_cabinet,31,lock_in,392,0.8801020408163265,
libero_goal/open_the_middle_drawer_of_the_cabinet,31,flat_narrow_support,392,0.761734693877551,
libero_goal/open_the_middle_drawer_of_the_cabinet,31,feedback_decoupling,392,0.8808248299319726,
libero_goal/open_the_middle_drawer_of_the_cabinet,31,dual_extremes,392,0.9132653061224489,max
libero_goal/open_the_middle_drawer_of_the_cabinet,31,dual_mean_control,392,0.6549107142857143,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,31,multi_phenotype,392,0.9367984693877551,max
libero_goal/open_the_middle_drawer_of_the_cabinet,32,instability,392,0.850127551020408,
libero_goal/open_the_middle_drawer_of_the_cabinet,32,lock_in,392,0.8720982142857143,
libero_goal/open_the_middle_drawer_of_the_cabinet,32,flat_narrow_support,392,0.7557823129251701,
libero_goal/open_the_middle_drawer_of_the_cabinet,32,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,32,dual_extremes,392,0.907047193877551,max
libero_goal/open_the_middle_drawer_of_the_cabinet,32,dual_mean_control,392,0.6650510204081632,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,32,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,33,instability,392,0.8497767857142857,
libero_goal/open_the_middle_drawer_of_the_cabinet,33,lock_in,392,0.8724489795918369,
libero_goal/open_the_middle_drawer_of_the_cabinet,33,flat_narrow_support,392,0.7579506802721088,
libero_goal/open_the_middle_drawer_of_the_cabinet,33,feedback_decoupling,392,0.8762755102040816,
libero_goal/open_the_middle_drawer_of_the_cabinet,33,dual_extremes,392,0.9125637755102041,max
libero_goal/open_the_middle_drawer_of_the_cabinet,33,dual_mean_control,392,0.666438137755102,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,33,multi_phenotype,392,0.9311543367346939,max
libero_goal/open_the_middle_drawer_of_the_cabinet,34,instability,392,0.8497767857142857,
libero_goal/open_the_middle_drawer_of_the_cabinet,34,lock_in,392,0.8764987244897959,
libero_goal/open_the_middle_drawer_of_the_cabinet,34,flat_narrow_support,392,0.7605867346938775,
libero_goal/open_the_middle_drawer_of_the_cabinet,34,feedback_decoupling,392,0.8785714285714284,
libero_goal/open_the_middle_drawer_of_the_cabinet,34,dual_extremes,392,0.9090242346938775,max
libero_goal/open_the_middle_drawer_of_the_cabinet,34,dual_mean_control,392,0.6649394132653061,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,34,multi_phenotype,392,0.9323979591836734,max
libero_goal/open_the_middle_drawer_of_the_cabinet,35,instability,392,0.8395727040816326,
libero_goal/open_the_middle_drawer_of_the_cabinet,35,lock_in,392,0.8730867346938775,
libero_goal/open_the_middle_drawer_of_the_cabinet,35,flat_narrow_support,392,0.7556972789115646,
libero_goal/open_the_middle_drawer_of_the_cabinet,35,feedback_decoupling,392,0.8793367346938774,
libero_goal/open_the_middle_drawer_of_the_cabinet,35,dual_extremes,392,0.9029336734693877,max
libero_goal/open_the_middle_drawer_of_the_cabinet,35,dual_mean_control,392,0.6650829081632652,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,35,multi_phenotype,392,0.933312074829932,max
libero_goal/open_the_middle_drawer_of_the_cabinet,36,instability,392,0.8518494897959183,
libero_goal/open_the_middle_drawer_of_the_cabinet,36,lock_in,392,0.8746492346938777,
libero_goal/open_the_middle_drawer_of_the_cabinet,36,flat_narrow_support,392,0.7578656462585034,
libero_goal/open_the_middle_drawer_of_the_cabinet,36,feedback_decoupling,392,0.8786139455782312,
libero_goal/open_the_middle_drawer_of_the_cabinet,36,dual_extremes,392,0.9092474489795918,max
libero_goal/open_the_middle_drawer_of_the_cabinet,36,dual_mean_control,392,0.6660395408163264,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,36,multi_phenotype,392,0.9329081632653061,max
libero_goal/open_the_middle_drawer_of_the_cabinet,37,instability,392,0.8529655612244897,
libero_goal/open_the_middle_drawer_of_the_cabinet,37,lock_in,392,0.8720982142857143,
libero_goal/open_the_middle_drawer_of_the_cabinet,37,flat_narrow_support,392,0.7549319727891156,
libero_goal/open_the_middle_drawer_of_the_cabinet,37,feedback_decoupling,392,0.8718962585034014,
libero_goal/open_the_middle_drawer_of_the_cabinet,37,dual_extremes,392,0.9060586734693877,max
libero_goal/open_the_middle_drawer_of_the_cabinet,37,dual_mean_control,392,0.663313137755102,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,37,multi_phenotype,392,0.9294961734693878,max
libero_goal/open_the_middle_drawer_of_the_cabinet,38,instability,392,0.8575892857142857,
libero_goal/open_the_middle_drawer_of_the_cabinet,38,lock_in,392,0.8806122448979592,
libero_goal/open_the_middle_drawer_of_the_cabinet,38,flat_narrow_support,392,0.7601190476190476,
libero_goal/open_the_middle_drawer_of_the_cabinet,38,feedback_decoupling,392,0.8736819727891157,
libero_goal/open_the_middle_drawer_of_the_cabinet,38,dual_extremes,392,0.9112882653061225,max
libero_goal/open_the_middle_drawer_of_the_cabinet,38,dual_mean_control,392,0.6646524234693877,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,38,multi_phenotype,392,0.9316964285714285,max
libero_goal/open_the_middle_drawer_of_the_cabinet,39,instability,392,0.8512755102040817,
libero_goal/open_the_middle_drawer_of_the_cabinet,39,lock_in,392,0.8772002551020409,
libero_goal/open_the_middle_drawer_of_the_cabinet,39,flat_narrow_support,392,0.7605867346938776,
libero_goal/open_the_middle_drawer_of_the_cabinet,39,feedback_decoupling,392,0.8807397959183673,
libero_goal/open_the_middle_drawer_of_the_cabinet,39,dual_extremes,392,0.9125637755102041,max
libero_goal/open_the_middle_drawer_of_the_cabinet,39,dual_mean_control,392,0.6665975765306122,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,39,multi_phenotype,392,0.9347895408163266,max
libero_goal/open_the_middle_drawer_of_the_cabinet,40,instability,392,0.8500637755102041,
libero_goal/open_the_middle_drawer_of_the_cabinet,40,lock_in,392,0.8724489795918368,
libero_goal/open_the_middle_drawer_of_the_cabinet,40,flat_narrow_support,392,0.7574829931972789,
libero_goal/open_the_middle_drawer_of_the_cabinet,40,feedback_decoupling,392,0.8771258503401359,
libero_goal/open_the_middle_drawer_of_the_cabinet,40,dual_extremes,392,0.9063456632653061,max
libero_goal/open_the_middle_drawer_of_the_cabinet,40,dual_mean_control,392,0.6637755102040815,mean
libero_goal/open_the_middle_drawer_of_the_cabinet,40,multi_phenotype,392,0.9308035714285714,max
libero_goal/open_the_middle_drawer_of_the_cabinet,41,instability,392,0.8497767857142857,
libero_goal/open_the_middle_drawer_of_the_cabinet,41,lock_in,392,0.8796237244897959,
libero_goal/open_the_middle_drawer_of_the_cabinet,41,flat_narrow_support,392,0.754251700680272,
libero_goal/open_the_middle_drawer_of_the_cabinet,41,feedback_decoupling,392,0.88078231292517,
libero_goal/open_the_middle_drawer_of_the_cabinet,41,dual_extremes,392,0.9106505102040816,max
libero_goal/open_the_middle_drawer_of_the_cabinet,41,dual_mean_control,392,0.6637755102040815,mean
