target,n,instability,lock_in,flat_narrow_support,feedback_decoupling,dual_extremes,dual_mean_control,multi_phenotype
success_false_alarm,14313,0.05449591280653951,0.05295884859917557,0.05239991616013415,0.0548452455809404,0.0548452455809404,0.051840983721092714,0.056452176343184515
stagnation,108,0.0,0.6759259259259259,0.28703703703703703,0.0,0.6666666666666666,0.8148148148148148,0.6203703703703703
gripper_cycling,38,0.39473684210526316,0.21052631578947367,0.0,0.42105263157894735,0.5789473684210527,0.5263157894736842,0.631578947368421
goal_regression,5,0.0,0.8,0.0,0.0,0.8,1.0,0.8
goal_approach_leave,4,0.0,0.75,0.0,0.0,0.5,0.75,0.5
subtask_undo,37,0.0,0.3783783783783784,0.02702702702702703,0.0,0.3783783783783784,0.7297297297297297,0.35135135135135137
regrasp_or_drop,133,0.11278195488721804,0.6015037593984962,0.03759398496240601,0.015037593984962405,0.6766917293233082,0.7142857142857143,0.6541353383458647
other,162,0.012345679012345678,0.47530864197530864,0.018518518518518517,0.07407407407407407,0.48148148148148145,0.5308641975308642,0.4876543209876543
