failure_type,prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
stagnation,1,state,back_12_15,2,consensus_distance,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.275714299082756,0.5,0.0392156862745098,0.8823529411764706,13,13
stagnation,1,state,front_2_5,7,top1_mass,0.23076923076923078,0.5384615384615384,-0.30769230769230765,-0.6666666865348816,0.10392857659608074,0.0784313725490196,1.0,13,13
stagnation,1,state,back_12_15,5,consensus_distance,0.23076923076923078,0.5384615384615384,-0.30769230769230765,-0.7853846281766892,0.125,0.09803921568627451,1.0,13,13
stagnation,1,state,front_2_5,4,top1_mass,0.15384615384615385,0.46153846153846156,-0.3076923076923077,-0.6666666865348816,0.13333334028720856,0.11764705882352941,1.0,13,13
stagnation,1,state,back_12_15,6,consensus_distance,0.15384615384615385,0.46153846153846156,-0.3076923076923077,-0.578888913989067,-0.0625,0.13725490196078433,1.0,13,13
stagnation,1,state,back_12_15,4,consensus_distance,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.578888913989067,0.125,0.1568627450980392,1.0,13,13
stagnation,1,state,front_2_5,5,consensus_distance,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.578888913989067,0.125,0.1568627450980392,1.0,13,13
stagnation,1,action,front_2_5,9,top1_mass,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.0,0.6000000238418579,0.19607843137254902,1.0,13,13
stagnation,1,action,front_2_5,8,entropy,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.068928574770689,0.3827272810041901,0.21568627450980393,1.0,13,13
stagnation,1,state,back_12_15,7,top1_mass,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.0,0.4285714328289032,0.21568627450980393,1.0,13,13
stagnation,1,state,back_12_15,8,top1_mass,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.068928574770689,0.3827272810041901,0.21568627450980393,1.0,13,13
stagnation,1,state,front_2_5,5,top1_mass,0.15384615384615385,0.38461538461538464,-0.23076923076923078,-0.6089285790920258,0.1666666716337204,0.23529411764705882,1.0,13,13
stagnation,1,action,back_12_15,0,token_dispersion,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.5,0.1538461595773697,0.2549019607843137,1.0,13,13
stagnation,1,action,back_12_15,2,token_dispersion,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.5,0.1538461595773697,0.2549019607843137,1.0,13,13
stagnation,1,action,front_2_5,8,token_dispersion,0.15384615384615385,0.38461538461538464,-0.23076923076923078,-0.3333333432674408,-0.07692307978868484,0.2549019607843137,1.0,13,13
stagnation,1,state,back_12_15,0,consensus_distance,0.5384615384615384,0.3076923076923077,0.23076923076923073,0.13750000279396773,0.3076923191547394,0.2549019607843137,1.0,13,13
stagnation,1,action,back_12_15,1,entropy,0.46153846153846156,0.23076923076923078,0.23076923076923078,-0.1538461595773697,0.5,0.27450980392156865,1.0,13,13
stagnation,1,action,back_12_15,2,entropy,0.46153846153846156,0.23076923076923078,0.23076923076923078,-0.1538461595773697,0.5,0.27450980392156865,1.0,13,13
stagnation,1,action,back_12_15,4,token_dispersion,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.5,0.1538461595773697,0.27450980392156865,1.0,13,13
stagnation,1,action,back_12_15,5,entropy,0.46153846153846156,0.23076923076923078,0.23076923076923078,-0.14818182103335856,0.5864285960793493,0.27450980392156865,1.0,13,13
stagnation,1,state,front_2_5,4,consensus_distance,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.559090930223465,0.1666666716337204,0.27450980392156865,1.0,13,13
stagnation,1,action,back_12_15,0,entropy,0.46153846153846156,0.23076923076923078,0.23076923076923078,-0.1538461595773697,0.5,0.3137254901960784,1.0,13,13
stagnation,1,action,back_12_15,6,entropy,0.46153846153846156,0.23076923076923078,0.23076923076923078,-0.14818182103335856,0.5864285960793493,0.3137254901960784,1.0,13,13
stagnation,1,action,front_2_5,1,entropy,0.38461538461538464,0.23076923076923078,0.15384615384615385,-0.1538461595773697,0.3333333432674408,0.3333333333333333,1.0,13,13
stagnation,1,action,front_2_5,9,entropy,0.46153846153846156,0.3076923076923077,0.15384615384615385,-0.1666666716337204,0.5019230924546711,0.35294117647058826,1.0,13,13
stagnation,1,state,back_12_15,9,top1_mass,0.23076923076923078,0.38461538461538464,-0.15384615384615385,-0.578888913989067,0.1875,0.35294117647058826,1.0,13,13
stagnation,1,state,back_12_15,3,consensus_distance,0.3076923076923077,0.46153846153846156,-0.15384615384615385,-0.48626375272870065,0.1666666716337204,0.39215686274509803,1.0,13,13
stagnation,1,action,back_12_15,5,token_dispersion,0.3076923076923077,0.46153846153846156,-0.15384615384615385,-0.36651786118745805,0.17807692736387212,0.4117647058823529,1.0,13,13
stagnation,1,state,front_2_5,3,top1_mass,0.3076923076923077,0.46153846153846156,-0.15384615384615385,-0.48626375272870065,0.1666666716337204,0.4117647058823529,1.0,13,13
stagnation,1,action,front_2_5,2,consensus_distance,0.23076923076923078,0.38461538461538464,-0.15384615384615385,-0.3333333432674408,0.1538461595773697,0.43137254901960786,1.0,13,13
stagnation,1,action,front_2_5,3,top1_mass,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.2795454651117324,0.43137254901960786,1.0,13,13
stagnation,1,action,front_2_5,7,entropy,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.3333333432674408,0.43137254901960786,1.0,13,13
stagnation,1,state,front_2_5,7,entropy,0.38461538461538464,0.23076923076923078,0.15384615384615385,-0.3926923140883446,0.5,0.43137254901960786,1.0,13,13
stagnation,1,action,back_12_15,3,token_dispersion,0.3076923076923077,0.46153846153846156,-0.15384615384615385,-0.5,0.38461539149284363,0.45098039215686275,1.0,13,13
stagnation,1,action,back_12_15,7,top1_mass,0.23076923076923078,0.38461538461538464,-0.15384615384615385,-0.4615384638309479,0.0,0.45098039215686275,1.0,13,13
stagnation,1,action,back_12_15,1,token_dispersion,0.3076923076923077,0.46153846153846156,-0.15384615384615385,-0.5,0.38461539149284363,0.47058823529411764,1.0,13,13
stagnation,1,action,back_12_15,9,top1_mass,0.3076923076923077,0.15384615384615385,0.15384615384615385,-0.09955357294529676,0.5788889139890667,0.47058823529411764,1.0,13,13
stagnation,1,action,back_12_15,1,consensus_distance,0.23076923076923078,0.38461538461538464,-0.15384615384615385,-0.3333333432674408,0.1538461595773697,0.49019607843137253,1.0,13,13
