cv_scheme,model,snapshots,heldout_units,ridge_alpha,failure_rate_mse,failure_rate_mae,mse_gain_vs_mean_rate,mse_gain_vs_mean_rate_ci95_low,mse_gain_vs_mean_rate_ci95_high,mse_gain_vs_policy_state,mse_gain_vs_policy_state_ci95_low,mse_gain_vs_policy_state_ci95_high,mse_gain_vs_sim_state,mse_gain_vs_sim_state_ci95_low,mse_gain_vs_sim_state_ci95_high
leave_one_snapshot_out,initial_sim_state,7,7,10.0,0.12943121867344992,0.29386324541909353,0.07933614243766118,-0.038344567476281434,0.2055036076976101,0.07401836365259028,-0.052406338984134354,0.18438143067750898,0.0,0.0,0.0
leave_one_snapshot_out,mean_moe_action,7,7,10.0,0.1331162861658515,0.33630673374448505,0.0756510749452596,-0.0251097065386205,0.23265088401543027,0.0703332961601887,-0.11912223698025326,0.18433795928946012,-0.003685067492401574,-0.13639352943523056,0.08379499938894416
leave_one_snapshot_out,sim_state+mean_moe_action+state,7,7,10.0,0.20213259871697087,0.40264844468661715,0.0066347623941402445,-0.11175176237139711,0.13208364704265602,0.0013169836090693363,-0.20071362138866033,0.15025137589918608,-0.07270138004352093,-0.20241889346213848,0.04270260525268127
leave_one_snapshot_out,policy_state+mean_moe_action+state,7,7,10.0,0.20231477986570073,0.4028792083263397,0.006452581245410387,-0.13698892618145334,0.14293715957577716,0.001134802460339479,-0.1871970079425391,0.130062863682965,-0.0728835611922508,-0.24299013149571586,0.037781967903223065
leave_one_snapshot_out,mean_moe_action+state,7,7,10.0,0.2025194490527096,0.4030746689864567,0.0062479120584015045,-0.12210165644888422,0.14491080208825233,0.0009301332733305959,-0.18389979558119907,0.13886876196716627,-0.07308823037925968,-0.1992476618498576,0.031032897821249086
leave_one_snapshot_out,initial_policy_state,7,7,10.0,0.2034495823260402,0.3793184586933681,0.005317778785070908,-0.07062321534605034,0.06793076723440326,0.0,0.0,0.0,-0.07401836365259028,-0.20565464046720747,0.07215542200714975
leave_one_snapshot_out,mean_rate,7,7,,0.20876736111111113,0.4047619047619047,0.0,0.0,0.0,-0.005317778785070908,-0.07867924348767566,0.09039822888547126,-0.07933614243766118,-0.21715972543059847,0.05007300066540713
leave_one_snapshot_out,as_moe,7,7,10.0,0.20876736170242743,0.40476190192358835,-5.913163133744856e-10,-1.407331931150121e-08,1.094821388635526e-08,-0.005317779376387222,-0.0729355938989384,0.09006240287216451,-0.0793361430289775,-0.1895770652988885,0.020330353766472443
leave_one_snapshot_out,mean_output_action,7,7,10.0,0.2924762569872052,0.49002758094242643,-0.08370889587609409,-0.36008733843020574,0.1058919532677738,-0.08902667466116501,-0.3960996716594344,0.18112480233594097,-0.1630450383137553,-0.336417644192929,-0.030560864400992968
leave_one_snapshot_out,mean_moe_state,7,7,10.0,0.2926495152842425,0.4563750539507185,-0.08388215417313138,-0.32077043072014466,0.06809439148522278,-0.0891999329582023,-0.24653158966425645,0.07416067624652854,-0.1632182966107926,-0.35565004679138507,-0.018190599112294294
leave_one_worker_out,initial_sim_state,7,4,10.0,0.20155927849112132,0.32835898229054045,0.08518985345332317,-0.2008994931801676,0.22847334545098757,0.060103893968056966,-0.038496275282232484,0.15498835939377695,0.0,0.0,0.0
leave_one_worker_out,initial_policy_state,7,4,10.0,0.2616631724591783,0.4382462075778416,0.0250859594852662,-0.043413012265479146,0.11148238953563876,0.0,0.0,0.0,-0.060103893968056966,-0.13405402090577406,0.07669100459664122
leave_one_worker_out,as_moe,7,4,10.0,0.28674913147848763,0.46279761620930265,4.659568405721412e-10,-1.1250376755200797e-08,1.3802890191927375e-08,-0.025085959019309354,-0.12160365727110589,0.04973390098826069,-0.08518985298736632,-0.2284733447711224,0.03750781299613444
leave_one_worker_out,mean_rate,7,4,,0.2867491319444445,0.462797619047619,0.0,0.0,0.0,-0.0250859594852662,-0.11148238953563876,0.04973390080461774,-0.08518985345332317,-0.20572821558131732,0.0846616648190334
leave_one_worker_out,mean_moe_action,7,4,10.0,0.3162189572553074,0.4776760595185416,-0.029469825310862906,-0.06672188594118329,-0.012559061924869483,-0.0545557847961291,-0.12971505510325798,0.022419240536029308,-0.11465967876418606,-0.23364159168133636,0.04398287179201432
leave_one_worker_out,sim_state+mean_moe_action+state,7,4,10.0,0.3478403142574556,0.5136247192110334,-0.06109118231301109,-0.11429502572809343,-0.03111689018435529,-0.08617714179827729,-0.1845207502790475,-0.012419435437699633,-0.14628103576633425,-0.2625734293892825,-0.010269538176632481
leave_one_worker_out,policy_state+mean_moe_action+state,7,4,10.0,0.3487481517955703,0.5148275111402784,-0.06199901985112578,-0.10120924661138526,-0.03259134978093117,-0.08708497933639199,-0.176323006469948,-0.014898394719898178,-0.14718887330444894,-0.278399247635007,0.03809657567479778
leave_one_worker_out,mean_moe_action+state,7,4,10.0,0.348997020993564,0.514958360365459,-0.06224788904911952,-0.08809959570027492,-0.032984179829495225,-0.08733384853438572,-0.20080205964264344,-0.013022675239497516,-0.14743774250244268,-0.27891308636419143,0.015770586168398222
leave_one_worker_out,mean_moe_state,7,4,10.0,0.4153179281887871,0.5707565248012543,-0.12856879624434261,-0.2039108683490635,-0.040101746850085565,-0.15365475572960882,-0.22356652668543742,-0.05123858099630896,-0.21375864969766578,-0.3184772249986274,-0.06599322471703946
leave_one_worker_out,mean_output_action,7,4,10.0,0.4809213609618145,0.6080345596585955,-0.19417222901736997,-0.4318041087962962,-0.015948319183175325,-0.21925818850263618,-0.5359804220182219,-0.06445533419007443,-0.27936208247069316,-0.5069547093959883,-0.15337216579346757
