failure_type,prefix_queries,model,feature_scope,n_failure_branches,n_type_positive,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
stagnation,3,moe_state,absolute,71,15,0.2700317114677997,2.7729619381489568,noise+action,-0.0746760054545614,-0.38225658711755767,-0.049558134264409776
stagnation,3,moe_action+state,absolute,71,15,0.22264828062717495,2.189817443997568,noise+action,-0.027292574613936665,-0.13970707675202065,-0.002174703423785035
stagnation,3,noise+action+moe_action,absolute,71,15,0.1997210245786723,2.243041063930806,noise+action,-0.004365318565434012,-0.022345487902657914,0.02075255262471762
stagnation,3,noise+action+moe_action+state,absolute,71,15,0.22172388406369778,2.2692867146417854,noise+action,-0.02636817805045949,-0.13497521310522995,-0.0012503068603078593
stagnation,3,noise+action_within_snapshot,within_snapshot_centered,71,15,0.20396618600279942,0.681718855558368,noise+action_within_snapshot,-0.008610479989561132,-0.04407590730407251,0.0
stagnation,3,moe_action_within_snapshot,within_snapshot_centered,71,15,0.2267521197849611,0.7962527648334627,noise+action_within_snapshot,-0.03139641377172281,-0.1607140861787535,-0.022785933782161677
stagnation,3,moe_state_within_snapshot,within_snapshot_centered,71,15,0.231575256348244,2.4100935525093212,noise+action_within_snapshot,-0.03621955033500571,-0.18540308381139012,-0.027609070345444575
stagnation,3,moe_action+state_within_snapshot,within_snapshot_centered,71,15,0.22937035533845157,1.6528945757337727,noise+action_within_snapshot,-0.03401464932521328,-0.1741164874032821,-0.02540416933565215
stagnation,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,15,0.22356495658736417,0.7818351362010791,noise+action_within_snapshot,-0.028209250574125877,-0.1443994196525505,-0.019598770584564745
stagnation,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,15,0.22865557958567356,1.4983118246109217,noise+action_within_snapshot,-0.03329987357243527,-0.1704576449391179,-0.024689393582874142
loop_or_cycling,1,failure_rate_only,absolute,71,53,0.2217003109585598,0.6575262739021824,noise+action,0.0,0.0,0.03975068995042158
loop_or_cycling,1,noise+action,absolute,71,53,0.2614510009089814,0.894008729029993,noise+action,-0.03975068995042158,-0.1792992070175841,0.0
loop_or_cycling,1,moe_action,absolute,71,53,0.3077423846192618,1.0635709322288072,noise+action,-0.08604207366070199,-0.3881008253379715,-0.04629138371028041
loop_or_cycling,1,moe_state,absolute,71,53,0.20631622028497162,0.7226809557395804,noise+action,0.015384090673588174,0.06939138067543697,0.055134780624009755
loop_or_cycling,1,moe_action+state,absolute,71,53,0.2422006562920192,0.7757569787219575,noise+action,-0.020500345333459402,-0.09246872611419713,0.01925034461696218
loop_or_cycling,1,noise+action+moe_action,absolute,71,53,0.2979314038217455,0.9917941956717023,noise+action,-0.07623109286318569,-0.34384747830793433,-0.03648040291276411
loop_or_cycling,1,noise+action+moe_action+state,absolute,71,53,0.2429291390489288,0.7967170489829887,noise+action,-0.021228828090368995,-0.09575461576297511,0.018521861860052585
loop_or_cycling,1,noise+action_within_snapshot,within_snapshot_centered,71,53,0.23603941973684223,0.7457981572153183,noise+action_within_snapshot,-0.014339108778282428,-0.06467789204392542,0.0
loop_or_cycling,1,moe_action_within_snapshot,within_snapshot_centered,71,53,0.25137269925623373,0.8996774222860016,noise+action_within_snapshot,-0.029672388297673935,-0.13384008425328864,-0.015333279519391507
loop_or_cycling,1,moe_state_within_snapshot,within_snapshot_centered,71,53,0.21663774386890797,2.222096101849483,noise+action_within_snapshot,0.0050625670896518316,0.022835182629031704,0.01940167586793426
loop_or_cycling,1,moe_action+state_within_snapshot,within_snapshot_centered,71,53,0.2326625076678754,2.2508521426198214,noise+action_within_snapshot,-0.010962196709315614,-0.04944601413466067,0.003376912068966814
loop_or_cycling,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,53,0.24888870070096814,0.8788972427248601,noise+action_within_snapshot,-0.027188389742408337,-0.12263577630926457,-0.012849280964125909
loop_or_cycling,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,53,0.23137703969212714,2.247477172835868,noise+action_within_snapshot,-0.009676728733567341,-0.043647790531859534,0.0046623800447150865
loop_or_cycling,3,failure_rate_only,absolute,71,53,0.2217003109585598,0.6575262739021824,noise+action,0.0,0.0,0.008659058030445782
loop_or_cycling,3,noise+action,absolute,71,53,0.23035936898900558,0.8036626602385903,noise+action,-0.008659058030445782,-0.03905749158856314,0.0
loop_or_cycling,3,moe_action,absolute,71,53,0.2620330947713638,1.0382795311417878,noise+action,-0.040332783812803974,-0.181924795858058,-0.03167372578235819
loop_or_cycling,3,moe_state,absolute,71,53,0.4048244933945422,3.281654416662107,noise+action,-0.18312418243598239,-0.8259987622219075,-0.1744651244055366
loop_or_cycling,3,moe_action+state,absolute,71,53,0.4150674760883021,2.51356144321253,noise+action,-0.19336716512974228,-0.8722006942330651,-0.1847081070992965
loop_or_cycling,3,noise+action+moe_action,absolute,71,53,0.25484018557866117,1.0249033615325838,noise+action,-0.03313987462010137,-0.14948050580901473,-0.02448081658965559
loop_or_cycling,3,noise+action+moe_action+state,absolute,71,53,0.4125254750048924,2.722876679824365,noise+action,-0.1908251640463326,-0.8607347604577859,-0.18216610601588681
loop_or_cycling,3,noise+action_within_snapshot,within_snapshot_centered,71,53,0.22180486130200128,0.7113529864786889,noise+action_within_snapshot,-0.00010455034344147851,-0.0004715841082470157,0.0
loop_or_cycling,3,moe_action_within_snapshot,within_snapshot_centered,71,53,0.24723717468715703,0.8489435082005432,noise+action_within_snapshot,-0.02553686372859723,-0.1151864136689036,-0.025432313385155753
loop_or_cycling,3,moe_state_within_snapshot,within_snapshot_centered,71,53,0.2892744387144548,2.2538613973463013,noise+action_within_snapshot,-0.067574127755895,-0.30479942704512464,-0.06746957741245352
loop_or_cycling,3,moe_action+state_within_snapshot,within_snapshot_centered,71,53,0.28421883896883504,1.6232918902645286,noise+action_within_snapshot,-0.06251852801027524,-0.2819956712733759,-0.062413977666833764
loop_or_cycling,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,53,0.24662564435416046,0.8425508702035893,noise+action_within_snapshot,-0.024925333395600657,-0.11242804887296572,-0.02482078305215918
loop_or_cycling,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,53,0.28183968093696316,1.372227509887065,noise+action_within_snapshot,-0.060139369978403356,-0.27126425632142936,-0.06003481963496188
drop_or_regrasp,1,failure_rate_only,absolute,71,9,0.11714629982973755,0.41081138729806604,noise+action,0.0,0.0,0.04672198686917077
drop_or_regrasp,1,noise+action,absolute,71,9,0.16386828669890832,0.606134273037408,noise+action,-0.04672198686917077,-0.39883450810718996,0.0
drop_or_regrasp,1,moe_action,absolute,71,9,0.19268925745800086,0.6417468297889012,noise+action,-0.07554295762826331,-0.6448599549286554,-0.02882097075909254
drop_or_regrasp,1,moe_state,absolute,71,9,0.2914703464898818,1.0329042978478162,noise+action,-0.17432404666014423,-1.4880883725180376,-0.12760205979097347
drop_or_regrasp,1,moe_action+state,absolute,71,9,0.20307448025974414,1.2356659165342985,noise+action,-0.08592818043000659,-0.7335116905518663,-0.03920619356083582
drop_or_regrasp,1,noise+action+moe_action,absolute,71,9,0.17768994635375435,0.6004138433311796,noise+action,-0.060543646524016795,-0.5168208181736169,-0.013821659654846025
drop_or_regrasp,1,noise+action+moe_action+state,absolute,71,9,0.19910330489263572,1.1215898751026956,noise+action,-0.08195700506289817,-0.6996124092866433,-0.0352350181937274
drop_or_regrasp,1,noise+action_within_snapshot,within_snapshot_centered,71,9,0.12407029341000343,0.4802168487216685,noise+action_within_snapshot,-0.00692399358026588,-0.059105525230667394,0.0
drop_or_regrasp,1,moe_action_within_snapshot,within_snapshot_centered,71,9,0.1348970258431103,0.6713480590091357,noise+action_within_snapshot,-0.017750726013372756,-0.151526134749215,-0.010826732433106875
drop_or_regrasp,1,moe_state_within_snapshot,within_snapshot_centered,71,9,0.2668848605370823,2.9017399625461775,noise+action_within_snapshot,-0.14973856070734476,-1.2782184407444142,-0.1428145671270789
drop_or_regrasp,1,moe_action+state_within_snapshot,within_snapshot_centered,71,9,0.27861225139682855,2.9041252645158484,noise+action_within_snapshot,-0.16146595156709098,-1.3783273718569717,-0.15454195798682513
drop_or_regrasp,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,9,0.1350236403323648,0.6660997058218725,noise+action_within_snapshot,-0.01787734050262725,-0.15260695838119073,-0.01095334692236137
drop_or_regrasp,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,9,0.2725151507396698,2.691413104430185,noise+action_within_snapshot,-0.15536885090993224,-1.3262804812080962,-0.1484448573296664
drop_or_regrasp,3,failure_rate_only,absolute,71,9,0.11714629982973755,0.41081138729806604,noise+action,0.0,0.0,0.018714025618440808
drop_or_regrasp,3,noise+action,absolute,71,9,0.13586032544817836,0.5349207102846248,noise+action,-0.018714025618440808,-0.1597491823953475,0.0
drop_or_regrasp,3,moe_action,absolute,71,9,0.14633729814529986,0.7707170650864988,noise+action,-0.029190998315562308,-0.2491841258152328,-0.0104769726971215
drop_or_regrasp,3,moe_state,absolute,71,9,0.23210892929753757,1.1089070686256306,noise+action,-0.11496262946780002,-0.9813594593673781,-0.09624860384935921
drop_or_regrasp,3,moe_action+state,absolute,71,9,0.1655795109562722,0.9023988602226158,noise+action,-0.04843321112653466,-0.4134420907611109,-0.029719185508093854
drop_or_regrasp,3,noise+action+moe_action,absolute,71,9,0.1444928504925191,0.8072842013214925,noise+action,-0.027346550662781535,-0.23343930369569915,-0.008632525044340728
drop_or_regrasp,3,noise+action+moe_action+state,absolute,71,9,0.1667732274681925,0.8983545416715089,noise+action,-0.04962692763845496,-0.4236320541970475,-0.03091290202001415
drop_or_regrasp,3,noise+action_within_snapshot,within_snapshot_centered,71,9,0.12491879688101491,0.5141123221411215,noise+action_within_snapshot,-0.007772497051277361,-0.06634863467795434,0.0
drop_or_regrasp,3,moe_action_within_snapshot,within_snapshot_centered,71,9,0.1311617352445765,0.7077122835976273,noise+action_within_snapshot,-0.014015435414838948,-0.11964044477042145,-0.006242938363561587
drop_or_regrasp,3,moe_state_within_snapshot,within_snapshot_centered,71,9,0.2973664486118384,3.368787648783658,noise+action_within_snapshot,-0.18022014878210085,-1.5384194724377631,-0.1724476517308235
drop_or_regrasp,3,moe_action+state_within_snapshot,within_snapshot_centered,71,9,0.19106411820533775,0.9122190047648125,noise+action_within_snapshot,-0.0739178183756002,-0.6309872226697184,-0.06614532132432284
drop_or_regrasp,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,9,0.13090445230907033,0.7183738109224668,noise+action_within_snapshot,-0.013758152479332778,-0.11744419157352057,-0.005985655428055417
drop_or_regrasp,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,9,0.18720489608208327,0.8865193286749623,noise+action_within_snapshot,-0.07005859625234571,-0.5980436117416434,-0.062286099201068354
single_subtask_omission,1,failure_rate_only,absolute,71,20,0.27773765798306566,0.827709463329731,noise+action,0.0,0.0,0.09222792367311622
single_subtask_omission,1,noise+action,absolute,71,20,0.3699655816561819,1.292266331246368,noise+action,-0.09222792367311622,-0.33206848629342,0.0
single_subtask_omission,1,moe_action,absolute,71,20,0.37244370037557556,2.1357362574454823,noise+action,-0.0947060423925099,-0.34099100237348573,-0.002478118719393685
single_subtask_omission,1,moe_state,absolute,71,20,0.40789221715606744,1.7428148844991151,noise+action,-0.13015455917300178,-0.46862409699205293,-0.037926635499885564
single_subtask_omission,1,moe_action+state,absolute,71,20,0.3593960164252084,2.779342800400835,noise+action,-0.08165835844214275,-0.2940125549957711,0.010569565230973466
single_subtask_omission,1,noise+action+moe_action,absolute,71,20,0.3727029891936812,2.437269419950572,noise+action,-0.09496533121061557,-0.34192457695602024,-0.002737407537499348
single_subtask_omission,1,noise+action+moe_action+state,absolute,71,20,0.35709320020022933,3.1074358466006355,noise+action,-0.07935554221716368,-0.28572121905774184,0.012872381455952542
single_subtask_omission,1,noise+action_within_snapshot,within_snapshot_centered,71,20,0.2959457201879815,1.0290156392369627,noise+action_within_snapshot,-0.01820806220491583,-0.06555849263345492,0.0
single_subtask_omission,1,moe_action_within_snapshot,within_snapshot_centered,71,20,0.3127515938958032,1.0598534417237975,noise+action_within_snapshot,-0.03501393591273755,-0.12606837750058522,-0.016805873707821717
single_subtask_omission,1,moe_state_within_snapshot,within_snapshot_centered,71,20,0.29837292099701496,3.3601792992406354,noise+action_within_snapshot,-0.0206352630139493,-0.07429767775750266,-0.0024272008090334696
single_subtask_omission,1,moe_action+state_within_snapshot,within_snapshot_centered,71,20,0.304041498597687,2.737990977506782,noise+action_within_snapshot,-0.02630384061462132,-0.09470750493699753,-0.00809577840970549
single_subtask_omission,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,20,0.3110782360897676,1.0499385809967452,noise+action_within_snapshot,-0.033340578106701935,-0.12004341920653334,-0.015132515901786103
single_subtask_omission,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,20,0.3203322803005896,2.813616954420718,noise+action_within_snapshot,-0.04259462231752392,-0.15336279072433534,-0.02438656011260809
single_subtask_omission,3,failure_rate_only,absolute,71,20,0.27773765798306566,0.827709463329731,noise+action,0.0,0.0,0.009353150591190518
single_subtask_omission,3,noise+action,absolute,71,20,0.2870908085742562,1.250780895481662,noise+action,-0.009353150591190518,-0.033676206025186554,0.0
single_subtask_omission,3,moe_action,absolute,71,20,0.29619924898554456,2.2152761115608133,noise+action,-0.018461591002478905,-0.06647132814666622,-0.009108440411288388
single_subtask_omission,3,moe_state,absolute,71,20,0.4529932765084303,3.4365901416801834,noise+action,-0.17525561852536464,-0.6310113644583638,-0.16590246793417412
single_subtask_omission,3,moe_action+state,absolute,71,20,0.33307020981585345,3.3277592252662545,noise+action,-0.05533255183278779,-0.1992259610548079,-0.04597940124159727
single_subtask_omission,3,noise+action+moe_action,absolute,71,20,0.3020426292842,2.2302436572317696,noise+action,-0.024304971301134348,-0.08751053594113724,-0.01495182070994383
single_subtask_omission,3,noise+action+moe_action+state,absolute,71,20,0.3555945711184127,3.450893450282457,noise+action,-0.07785691313534704,-0.2803253750346457,-0.06850376254415652
single_subtask_omission,3,noise+action_within_snapshot,within_snapshot_centered,71,20,0.31623564609776117,1.27732943181784,noise+action_within_snapshot,-0.038497988114695514,-0.13861277723110502,0.0
single_subtask_omission,3,moe_action_within_snapshot,within_snapshot_centered,71,20,0.33377607532021664,2.121334758663716,noise+action_within_snapshot,-0.05603841733715098,-0.20176744394009322,-0.017540429222455467
single_subtask_omission,3,moe_state_within_snapshot,within_snapshot_centered,71,20,0.3425271396037351,3.140684299565109,noise+action_within_snapshot,-0.06478948162066944,-0.23327582615613407,-0.02629149350597393
single_subtask_omission,3,moe_action+state_within_snapshot,within_snapshot_centered,71,20,0.3477100806068135,3.2384189772553063,noise+action_within_snapshot,-0.06997242262374787,-0.25193710903983446,-0.03147443450905235
single_subtask_omission,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,20,0.33508640167574627,2.1190149897093664,noise+action_within_snapshot,-0.057348743692680615,-0.2064853002259323,-0.0188507555779851
single_subtask_omission,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,20,0.3498939361657547,3.2100587572517867,noise+action_within_snapshot,-0.07215627818268905,-0.259800124717292,-0.033658290067993535
non_stagnation_non_loop,1,failure_rate_only,absolute,71,8,0.10932409231469598,0.41331239185083873,noise+action,0.0,0.0,0.14892057503201767
non_stagnation_non_loop,1,noise+action,absolute,71,8,0.25824466734671364,0.9403029300428953,noise+action,-0.14892057503201767,-1.3621935648305301,0.0
non_stagnation_non_loop,1,moe_action,absolute,71,8,0.14276863867816889,0.8503345357260403,noise+action,-0.03344454636347291,-0.3059210980430624,0.11547602866854476
non_stagnation_non_loop,1,moe_state,absolute,71,8,0.2767368314767039,0.9735294578299447,noise+action,-0.16741273916200794,-1.5313435091699668,-0.018492164129990274
non_stagnation_non_loop,1,moe_action+state,absolute,71,8,0.2211888949078705,0.9924323941548319,noise+action,-0.11186480259317452,-1.023240168060714,0.03705577243884314
non_stagnation_non_loop,1,noise+action+moe_action,absolute,71,8,0.15432431919809947,0.8868616413391117,noise+action,-0.045000226883403494,-0.41162223194012565,0.10392034814861417
non_stagnation_non_loop,1,noise+action+moe_action+state,absolute,71,8,0.23633213691672048,1.072401323964579,noise+action,-0.1270080446020245,-1.1617571380005078,0.021912530429993166
non_stagnation_non_loop,1,noise+action_within_snapshot,within_snapshot_centered,71,8,0.11589447324779534,0.5367417625414731,noise+action_within_snapshot,-0.006570380933099362,-0.06010002730401022,0.0
non_stagnation_non_loop,1,moe_action_within_snapshot,within_snapshot_centered,71,8,0.12095167589164631,0.8872943222582844,noise+action_within_snapshot,-0.011627583576950332,-0.10635883939909269,-0.005057202643850969
non_stagnation_non_loop,1,moe_state_within_snapshot,within_snapshot_centered,71,8,0.22885875480153267,2.499451693288502,noise+action_within_snapshot,-0.1195346624868367,-1.0933972554077922,-0.11296428155373733
non_stagnation_non_loop,1,moe_action+state_within_snapshot,within_snapshot_centered,71,8,0.22597828858059954,2.6462005262322443,noise+action_within_snapshot,-0.11665419626590356,-1.0670493008083475,-0.1100838153328042
non_stagnation_non_loop,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,8,0.11702038856377119,0.8867341634072813,noise+action_within_snapshot,-0.00769629624907521,-0.0703989037194195,-0.0011259153159758478
non_stagnation_non_loop,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,8,0.22555994651771336,2.6654805014346534,noise+action_within_snapshot,-0.11623585420301738,-1.0632226780207374,-0.10966547326991802
non_stagnation_non_loop,3,failure_rate_only,absolute,71,8,0.10932409231469598,0.41331239185083873,noise+action,0.0,0.0,0.1789002325652959
non_stagnation_non_loop,3,noise+action,absolute,71,8,0.2882243248799919,1.1131756542683062,noise+action,-0.1789002325652959,-1.636420927697445,0.0
non_stagnation_non_loop,3,moe_action,absolute,71,8,0.26369720389037415,1.557859036791531,noise+action,-0.15437311157567818,-1.4120685414090235,0.024527120989617734
non_stagnation_non_loop,3,moe_state,absolute,71,8,0.48327641731454285,2.942121167156964,noise+action,-0.3739523249998469,-3.420584768482711,-0.19505209243455096
non_stagnation_non_loop,3,moe_action+state,absolute,71,8,0.3471880897461514,3.223612051836193,noise+action,-0.23786399743145542,-2.175769241666783,-0.05896376486615951
non_stagnation_non_loop,3,noise+action+moe_action,absolute,71,8,0.2820853588273027,1.6592930193612279,noise+action,-0.1727612665126067,-1.5802671017409686,0.00613896605268921
non_stagnation_non_loop,3,noise+action+moe_action+state,absolute,71,8,0.3303655114788671,3.4960838987377127,noise+action,-0.22104141916417114,-2.0218911905336485,-0.042141186598875224
non_stagnation_non_loop,3,noise+action_within_snapshot,within_snapshot_centered,71,8,0.10819238568982589,0.4324026654358375,noise+action_within_snapshot,0.0011317066248700824,0.010351850181498848,0.0
non_stagnation_non_loop,3,moe_action_within_snapshot,within_snapshot_centered,71,8,0.11085490597215703,0.7330038842200428,noise+action_within_snapshot,-0.0015308136574610498,-0.014002527942829936,-0.0026625202823311322
non_stagnation_non_loop,3,moe_state_within_snapshot,within_snapshot_centered,71,8,0.22443497911813778,2.6655762851906135,noise+action_within_snapshot,-0.11511088680344181,-1.0529324723052647,-0.11624259342831189
non_stagnation_non_loop,3,moe_action+state_within_snapshot,within_snapshot_centered,71,8,0.23179916999985806,2.108986047813509,noise+action_within_snapshot,-0.12247507768516208,-1.1202935701730796,-0.12360678431003216
non_stagnation_non_loop,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,8,0.10967337820147217,0.6937364810826355,noise+action_within_snapshot,-0.00034928588677619887,-0.003194958031490062,-0.0014809925116462813
non_stagnation_non_loop,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,8,0.2286878468515242,1.7989975407979988,noise+action_within_snapshot,-0.11936375453682824,-1.0918339408044888,-0.12049546116169832
