failure_type,prefix_queries,model,feature_scope,n_failure_branches,n_type_positive,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
stagnation,1,failure_rate_only,absolute,71,15,0.1953557060132383,0.6154883098813024,noise+action,0.0,0.0,0.07509413624757469
stagnation,1,noise+action,absolute,71,15,0.270449842260813,0.9741040246504326,noise+action,-0.07509413624757469,-0.38439694329934715,0.0
stagnation,1,moe_action,absolute,71,15,0.27049606060611975,2.313898765561187,noise+action,-0.07514035459288146,-0.3846335288910863,-4.621834530676994e-05
stagnation,1,moe_state,absolute,71,15,0.24185094688396883,1.2029942168065413,noise+action,-0.046495240870730536,-0.23800298347865909,0.028598895376844152
stagnation,1,moe_action+state,absolute,71,15,0.28129438673070567,2.373402630688246,noise+action,-0.08593868071746738,-0.4399087309568718,-0.010844544469892692
stagnation,1,noise+action+moe_action,absolute,71,15,0.2650875106857324,2.1911665013603585,noise+action,-0.0697318046724941,-0.35694787777413944,0.005362331575080592
stagnation,1,noise+action+moe_action+state,absolute,71,15,0.27515742740708327,2.316990791536503,noise+action,-0.07980172139384498,-0.4084944485237468,-0.004707585146270288
stagnation,1,noise+action_within_snapshot,within_snapshot_centered,71,15,0.21200411826964558,0.7053933295098573,noise+action_within_snapshot,-0.016648412256407286,-0.08522101860326059,0.0
stagnation,1,moe_action_within_snapshot,within_snapshot_centered,71,15,0.22599632289559324,0.7382264903497219,noise+action_within_snapshot,-0.03064061688235495,-0.15684526194632156,-0.013992204625947663
stagnation,1,moe_state_within_snapshot,within_snapshot_centered,71,15,0.2099061352099731,2.356613228748259,noise+action_within_snapshot,-0.014550429196734799,-0.07448172102917121,0.002097983059672487
stagnation,1,moe_action+state_within_snapshot,within_snapshot_centered,71,15,0.23102574725215053,2.400739104174422,noise+action_within_snapshot,-0.03567004123891224,-0.18259021948657622,-0.01902162898250495
stagnation,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,71,15,0.22544517214866389,0.731610792830612,noise+action_within_snapshot,-0.030089466135425597,-0.15402399422818283,-0.013441053879018311
stagnation,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,71,15,0.230508361975956,2.3983693974799887,noise+action_within_snapshot,-0.035152655962717716,-0.17994179274362015,-0.01850424370631043
stagnation,3,failure_rate_only,absolute,71,15,0.1953557060132383,0.6154883098813024,noise+action,0.0,0.0,0.02511787119015163
stagnation,3,noise+action,absolute,71,15,0.22047357720338992,1.2205522333293108,noise+action,-0.02511787119015163,-0.12857505778945363,0.0
stagnation,3,moe_action,absolute,71,15,0.20230777247576612,2.2320114998747482,noise+action,-0.006952066462527828,-0.035586707982088434,0.018165804727623802
