relative_query,flow_step,layer_group,token_type,failed_value,success_mean,success_min,success_max,failed_over_success_mean,relation_to_success_range
-4,0,front,state,0.11014098674058914,0.10979606211185455,0.06974933296442032,0.14165642857551575,1.0031415027287882,inside
-4,0,front,action,0.032271794974803925,0.02826983348599502,0.024636412039399147,0.03130780905485153,1.141562966431744,above_all
-4,0,back,state,0.07840391993522644,0.06755093272243227,0.050098322331905365,0.08277010917663574,1.160663765478846,inside
-4,0,back,action,0.020207129418849945,0.01762617565691471,0.015571625903248787,0.01950710639357567,1.1464273255964479,above_all
-4,1,front,state,0.11014098674058914,0.10979606211185455,0.06974933296442032,0.14165642857551575,1.0031415027287882,inside
-4,1,front,action,0.03163757175207138,0.028068038501909802,0.024461539462208748,0.031197089701890945,1.1271743036093778,above_all
-4,1,back,state,0.07840391993522644,0.06755093272243227,0.050098322331905365,0.08277010917663574,1.160663765478846,inside
-4,1,back,action,0.020145073533058167,0.01774831036371844,0.015886658802628517,0.019679361954331398,1.135041765679242,above_all
-4,2,front,state,0.11014680564403534,0.10977795187916074,0.06975921243429184,0.14164650440216064,1.003359998602275,inside
-4,2,front,action,0.031812772154808044,0.028322617124233927,0.024697106331586838,0.03146829828619957,1.1232285496522074,above_all
-4,2,back,state,0.07842380553483963,0.06752127621855054,0.05004279688000679,0.08278804272413254,1.1614680575793643,inside
-4,2,back,action,0.02047816477715969,0.018120461010507176,0.01622290350496769,0.02010064758360386,1.130112791572212,above_all
-4,3,front,state,0.11014098674058914,0.10979606211185455,0.06974933296442032,0.14165642857551575,1.0031415027287882,inside
-4,3,front,action,0.03222870081663132,0.028729650857193128,0.024980518966913223,0.03184572979807854,1.1217922896742103,above_all
-4,3,back,state,0.07840492576360703,0.06754631283027786,0.05009883642196655,0.08276514708995819,1.1607580410882437,inside
-4,3,back,action,0.021402375772595406,0.018736852865133966,0.016895461827516556,0.020700160413980484,1.1422609723547286,above_all
-4,4,front,state,0.11014098674058914,0.10979606211185455,0.06974933296442032,0.14165642857551575,1.0031415027287882,inside
-4,4,front,action,0.032398540526628494,0.02897673925118787,0.02520701289176941,0.03191427141427994,1.1180878650899393,above_all
-4,4,back,state,0.07839761674404144,0.06752644213182586,0.0499861016869545,0.08277451246976852,1.160991372698013,inside
-4,4,back,action,0.02244441583752632,0.019388987283621515,0.017428185790777206,0.021646644920110703,1.1575857732644872,above_all
-4,5,front,state,0.11012732237577438,0.10976796597242355,0.069758340716362,0.14163830876350403,1.003273782110904,inside
-4,5,front,action,0.0323554091155529,0.028852626415235654,0.02486787736415863,0.031489577144384384,1.1214025596805843,above_all
-4,5,back,state,0.078349769115448,0.06755671064768519,0.05014791339635849,0.08271560817956924,1.1597629364172222,inside
-4,5,back,action,0.023683790117502213,0.020224997773766518,0.018233004957437515,0.022502481937408447,1.1710157094910554,above_all
-4,6,front,state,0.11014457792043686,0.10980165004730225,0.06976361572742462,0.1416490375995636,1.0031231577393134,inside
-4,6,front,action,0.03126589581370354,0.027660553210547993,0.023915302008390427,0.029867321252822876,1.130342389601257,above_all
-4,6,back,state,0.07847210764884949,0.06752229215843338,0.04993532598018646,0.08274678885936737,1.1621659327666722,inside
-4,6,back,action,0.025020349770784378,0.02111196650990418,0.01911471225321293,0.023347977548837662,1.1851264428184212,above_all
-4,7,front,state,0.11014906316995621,0.1098012626171112,0.06976702809333801,0.14165174961090088,1.0031675460241092,inside
-4,7,front,action,0.02935817837715149,0.025599612455282892,0.021845873445272446,0.027359958738088608,1.1468212039707248,above_all
-4,7,back,state,0.07849115878343582,0.0675584567444665,0.04993399232625961,0.08276665210723877,1.1618258107985093,inside
-4,7,back,action,0.026391133666038513,0.022220536268183162,0.01991349086165428,0.024362772703170776,1.187691122640775,above_all
-4,8,front,state,0.11014906316995621,0.1098012626171112,0.06976702809333801,0.14165174961090088,1.0031675460241092,inside
-4,8,front,action,0.026476174592971802,0.023377747674073492,0.019420631229877472,0.025197962298989296,1.13253744381605,above_all
