relative_query,metric,failed_value,success_mean,success_min,success_max,failed_over_success_mean,relation_to_success_range
-4,eef_displacement_from_event_m,0.036628056317567825,0.15055458034787858,0.11100834608078003,0.17443333566188812,0.2432875587905283,below_all
-4,pot_displacement_from_event_m,0.016582634299993515,0.006903176395488637,0.002936269622296095,0.01268946286290884,2.4021744990944454,above_all
-4,eef_pot_separation_m,0.11105337738990784,0.21336201684815542,0.17640672624111176,0.2353915572166443,0.5204927241990867,below_all
-4,coupling_ratio_pot_over_eef,0.45273039214041033,0.05015010448029656,0.017327187873852967,0.11431089022508995,9.02750645949867,above_all
-4,gripper_command_mean,-1.003862977027893,-0.9915372729301453,-0.9981481432914734,-0.9876350164413452,1.012430903440799,below_all
-3,eef_displacement_from_event_m,0.01821606047451496,0.09473198865141187,0.059196166694164276,0.11889290064573288,0.19229048955728295,below_all
-3,pot_displacement_from_event_m,0.008234096691012383,0.006903176395488637,0.002936269622296095,0.01268946286290884,1.1927982452242605,inside
-3,eef_pot_separation_m,0.09886534512042999,0.15774615002529963,0.12187222391366959,0.18024013936519623,0.6267369764940304,below_all
-3,coupling_ratio_pot_over_eef,0.45202400939172505,0.08610187299623086,0.026203679644166686,0.2143629152284248,5.249874290324818,above_all
-3,gripper_command_mean,-0.8024535179138184,-0.995692755494799,-1.0040318965911865,-0.9844614863395691,0.8059248332233245,above_all
-2,eef_displacement_from_event_m,0.007339314091950655,0.04368913599423,0.022783443331718445,0.05988309159874916,0.16798945378365812,below_all
-2,pot_displacement_from_event_m,0.003072678344324231,0.006903176395488637,0.002936269622296095,0.01268946286290884,0.44511079657942504,inside
-2,eef_pot_separation_m,0.09600940346717834,0.1064331414444106,0.0735039934515953,0.12433729320764542,0.902063043185881,inside
-2,coupling_ratio_pot_over_eef,0.41866015077542074,0.20573593573698648,0.04903336724781637,0.47300811929968783,2.034939347254518,inside
-2,gripper_command_mean,-0.7991410493850708,-0.9208937542779105,-1.0061596632003784,-0.7972190380096436,0.8677885431112428,inside
-1,eef_displacement_from_event_m,0.001775864278897643,0.01602397406739848,0.013186073862016201,0.01979886367917061,0.11082545886733064,below_all
-1,pot_displacement_from_event_m,0.0004523030074778944,0.00650706494759236,0.0038653630763292313,0.008268761448562145,0.06950952712485962,below_all
-1,eef_pot_separation_m,0.09445717185735703,0.07456967234611511,0.06341201812028885,0.08380802720785141,1.2666968874280966,above_all
-1,coupling_ratio_pot_over_eef,0.25469458046572047,0.414679223060766,0.19523156171814982,0.5253127731284555,0.6141966279038731,inside
-1,gripper_command_mean,-0.5946427583694458,-0.2321841482605253,-0.3976532816886902,-0.19551792740821838,2.561082497769051,below_all
0,eef_displacement_from_event_m,0.0,0.0,0.0,0.0,,inside
0,pot_displacement_from_event_m,0.0,0.0,0.0,0.0,,inside
0,eef_pot_separation_m,0.094167061150074,0.06693742211375918,0.061460547149181366,0.07052817940711975,1.4067924664030003,above_all
0,coupling_ratio_pot_over_eef,0.0,0.0,0.0,0.0,,inside
0,gripper_command_mean,0.5815578699111938,0.9867622256278992,0.9811931848526001,0.9950491786003113,0.5893596803841324,below_all
1,eef_displacement_from_event_m,0.005548147484660149,0.008436211185263736,0.0041085947304964066,0.011869379319250584,0.6576586767234539,inside
1,pot_displacement_from_event_m,0.009133636020123959,0.008396523805069072,0.00529415113851428,0.012300577946007252,1.0877877836313505,inside
1,eef_pot_separation_m,0.1012650728225708,0.0724711109484945,0.06601303070783615,0.07568836212158203,1.3973164133573208,above_all
