relative_query,flow_step,layer_group,failed_value,success_mean,success_min,success_max,failed_over_success_mean,relation_to_success_range
-4,0,front,0.2553594410419464,0.25394939311913084,0.22121411561965942,0.29889917373657227,1.0055524760484624,inside
-4,0,back,0.10680849850177765,0.10910855233669281,0.10188919305801392,0.11639529466629028,0.9789195825106584,inside
-4,1,front,0.2550211548805237,0.2537500389984676,0.22124847769737244,0.2983815670013428,1.005009322903252,inside
-4,1,back,0.10744849592447281,0.10967458039522171,0.10250797867774963,0.11702506989240646,0.9797028220876066,inside
-4,2,front,0.2549583613872528,0.253488016980035,0.22072762250900269,0.2987961173057556,1.0058004493653585,inside
-4,2,back,0.10699427127838135,0.10966123853410993,0.10266877710819244,0.11666040867567062,0.975679945882619,inside
-4,3,front,0.25501424074172974,0.2541005845580782,0.2214939296245575,0.29920804500579834,1.0035956477047878,inside
-4,3,back,0.10754161328077316,0.1099821925163269,0.10312367230653763,0.11696136742830276,0.9778093236758174,inside
-4,4,front,0.2557234466075897,0.25499912244932993,0.22204682230949402,0.3002418875694275,1.0028404966703512,inside
-4,4,back,0.10745085775852203,0.11032958967345101,0.10361930727958679,0.11737319082021713,0.9739078888678067,inside
-4,5,front,0.2556946873664856,0.25495495327881407,0.22187626361846924,0.3004693388938904,1.0029014305396238,inside
-4,5,back,0.10719752311706543,0.11059307945626122,0.10406769812107086,0.1174042820930481,0.9692968460966067,inside
-4,6,front,0.25542736053466797,0.2549470343760082,0.22189481556415558,0.30062684416770935,1.001884023322081,inside
-4,6,back,0.10693255066871643,0.11116122773715428,0.10438013821840286,0.11793673038482666,0.9619590647340028,inside
-4,7,front,0.2547811269760132,0.2547854334115982,0.22202995419502258,0.3000357449054718,0.9999830977951629,inside
-4,7,back,0.10643517225980759,0.1120070144534111,0.10512261092662811,0.11843418329954147,0.9502545244974715,inside
-4,8,front,0.25504815578460693,0.2556099721363613,0.22317472100257874,0.30099037289619446,0.9978020562067327,inside
-4,8,back,0.10699016600847244,0.11298358227525439,0.1064934954047203,0.11887538433074951,0.9469532108463282,inside
-4,9,front,0.25338098406791687,0.2537929436990193,0.22304299473762512,0.2989223003387451,0.9983767884752897,inside
-4,9,back,0.10942862927913666,0.11411312541791371,0.10805682092905045,0.11975383758544922,0.9589486650057025,inside
-3,0,front,0.24580152332782745,0.2630194979054587,0.239759624004364,0.29211968183517456,0.9345372692338566,inside
-3,0,back,0.1047840341925621,0.10624392437083381,0.09912165999412537,0.1153251901268959,0.9862590714065107,inside
-3,1,front,0.24622036516666412,0.2629344803946359,0.23926064372062683,0.29204851388931274,0.9364323948578911,inside
-3,1,back,0.10573092848062515,0.10677062294312886,0.09968286752700806,0.1152503490447998,0.9902623546267263,inside
-3,2,front,0.24630515277385712,0.2629064513104303,0.23869659006595612,0.2925441563129425,0.9368547312025791,inside
-3,2,back,0.10535887628793716,0.10644821184022087,0.09939772635698318,0.11472151428461075,0.9897665208888732,inside
-3,3,front,0.2465871274471283,0.2630752899817058,0.2385992854833603,0.2929059565067291,0.9373253089040627,inside
-3,3,back,0.10579675436019897,0.10659735436950411,0.09948857128620148,0.11471062898635864,0.9924894945654095,inside
-3,4,front,0.2471410632133484,0.2639157750776836,0.2392110675573349,0.2940433621406555,0.936439146695958,inside
-3,4,back,0.10602933168411255,0.1066490997161184,0.09959828853607178,0.11439432203769684,0.9941887176389153,inside
-3,5,front,0.24685223400592804,0.2638330544744219,0.23888680338859558,0.29443639516830444,0.935638009792514,inside
-3,5,back,0.1055634543299675,0.10653226716177804,0.09946003556251526,0.11408883333206177,0.9909059212047059,inside
-3,6,front,0.24686135351657867,0.2637092428547995,0.23846298456192017,0.2949730455875397,0.9361118739873011,inside
-3,6,back,0.10488864779472351,0.1066785380244255,0.0990292876958847,0.11446937173604965,0.9832216464262739,inside
-3,7,front,0.24622884392738342,0.26328264602593016,0.23794801533222198,0.2949821949005127,0.9352262583350551,inside
-3,7,back,0.10329139232635498,0.1071671832885061,0.0990074947476387,0.11532764136791229,0.9638341622573298,inside
-3,8,front,0.24737820029258728,0.2641116955450603,0.23850847780704498,0.2969142496585846,0.9366423542208561,inside
-3,8,back,0.10223984718322754,0.10793462821415492,0.09971106797456741,0.11576949805021286,0.947238609840502,inside
-3,9,front,0.24667707085609436,0.2627645028488977,0.23728196322917938,0.2961929142475128,0.9387762356848696,inside
-3,9,back,0.10328025370836258,0.10891089801277433,0.10132157057523727,0.11620461940765381,0.9483004510370365,inside
-2,0,front,0.25567132234573364,0.26475529798439573,0.23103828728199005,0.282514363527298,0.9656891638889981,inside
-2,0,back,0.10552451014518738,0.1036934277841023,0.09901118278503418,0.1167512908577919,1.017658615403259,inside
-2,1,front,0.25561222434043884,0.2646036275795528,0.2307947278022766,0.282309353351593,0.9660193500695273,inside
-2,1,back,0.10617861151695251,0.10438799006598336,0.09979903697967529,0.1172141432762146,1.0171535197663766,inside
-2,2,front,0.25567343831062317,0.26494158591542927,0.23053890466690063,0.28267621994018555,0.9650181470274564,inside
-2,2,back,0.10588783025741577,0.10423974692821503,0.09964638948440552,0.11705205589532852,1.015810507774311,inside
-2,3,front,0.2556808590888977,0.2652327375752585,0.23076516389846802,0.2827470302581787,0.9639868042923981,inside
-2,3,back,0.10610377043485641,0.10452212286846978,0.10001913458108902,0.11713875830173492,1.0151321798962787,inside
-2,4,front,0.25624123215675354,0.2659836539200374,0.23145687580108643,0.28327852487564087,0.9633721034368047,inside
-2,4,back,0.10615099966526031,0.10465115415198463,0.09998422861099243,0.11712496727705002,1.0143318583099186,inside
-2,5,front,0.2559836208820343,0.2657742457730429,0.2313036322593689,0.28254759311676025,0.9631618749870546,inside
-2,5,back,0.10566983371973038,0.10462849267891475,0.09991651773452759,0.11721403896808624,1.0099527481869714,inside
-2,6,front,0.25583869218826294,0.2655603140592575,0.2312343269586563,0.28186750411987305,0.9633920380557116,inside
-2,6,back,0.10502898693084717,0.10461221103157316,0.09998996555805206,0.11755914986133575,1.0039840081302576,inside
-2,7,front,0.2552564740180969,0.26492203984941753,0.2306271195411682,0.28183162212371826,0.9635154333070418,inside
-2,7,back,0.10342566668987274,0.10445390003068107,0.10004771500825882,0.11809684336185455,0.9901561038840454,inside
-2,8,front,0.25633150339126587,0.265435523220471,0.2312244325876236,0.2818453907966614,0.9657015770958309,inside
-2,8,back,0.10297435522079468,0.10491780298096794,0.10018115490674973,0.11810302734375,0.98147647296307,inside
-2,9,front,0.2566984295845032,0.26428830197879244,0.23014292120933533,0.2813182771205902,0.9712818451007403,inside
-2,9,back,0.10423924028873444,0.10627846526248115,0.10102640837430954,0.11922712624073029,0.9808124348737033,inside
-1,0,front,0.24577631056308746,0.24395807726042612,0.22844627499580383,0.2660214304924011,1.0074530563737816,inside
-1,0,back,0.1076846644282341,0.10294954691614423,0.09960909187793732,0.10712164640426636,1.0459945444533794,above_all
-1,1,front,0.24545380473136902,0.2440136649778911,0.2285592257976532,0.2662765383720398,1.0059018815753962,inside
-1,1,back,0.10855847597122192,0.10363303124904633,0.10013459622859955,0.10792811959981918,1.047527749239902,above_all
-1,2,front,0.2459079921245575,0.24448460340499878,0.22900408506393433,0.266726553440094,1.0058219973762552,inside
-1,2,back,0.10848410427570343,0.1035038520182882,0.10009871423244476,0.10779199004173279,1.0481165885162929,above_all
-1,3,front,0.2459956854581833,0.24461506732872554,0.22916553914546967,0.2666906416416168,1.0056440436990841,inside
-1,3,back,0.10890346765518188,0.10395273672682899,0.10040570795536041,0.10814494639635086,1.0476248253219405,above_all
-1,4,front,0.24696724116802216,0.2451537400484085,0.22968973219394684,0.2673371434211731,1.007397403438575,inside
-1,4,back,0.10876923054456711,0.10392084611313683,0.10011866688728333,0.10808596760034561,1.046654589649433,above_all
-1,5,front,0.24715715646743774,0.24497443437576294,0.22952932119369507,0.2668982446193695,1.0089099995158137,inside
-1,5,back,0.10767565667629242,0.10324407794645854,0.09899906069040298,0.10748487710952759,1.0429233212982159,above_all
-1,6,front,0.2472703754901886,0.2451023906469345,0.22964021563529968,0.2670064866542816,1.0088452211238406,inside
-1,6,back,0.1062035784125328,0.10193736319031034,0.09717343002557755,0.10637969523668289,1.0418513397708524,inside
-1,7,front,0.2468530237674713,0.24495416453906468,0.22931599617004395,0.2662152945995331,1.0077518960821905,inside
-1,7,back,0.10380091518163681,0.09980224392243794,0.09481401741504669,0.10404312610626221,1.0400659454341172,inside
-1,8,front,0.24764370918273926,0.24523839141641343,0.22906675934791565,0.2665729522705078,1.0098080800172988,inside
-1,8,back,0.1029689610004425,0.0984517325248037,0.09373009949922562,0.10299716889858246,1.0458826712318217,inside
-1,9,front,0.24694985151290894,0.24351017602852412,0.2268446683883667,0.2650424540042877,1.0141253870391926,inside
-1,9,back,0.10328896343708038,0.09870729488985878,0.09430038183927536,0.10359295457601547,1.046416716741493,inside
0,0,front,0.20886237919330597,0.21588378718921117,0.2016516625881195,0.23454433679580688,0.9674759828548344,inside
0,0,back,0.10646842420101166,0.09684247949293681,0.09235800057649612,0.10473068803548813,1.0993979579878157,above_all
0,1,front,0.20889997482299805,0.21616452080862864,0.20185616612434387,0.23512941598892212,0.9663934397816285,inside
0,1,back,0.10792017728090286,0.0971608715397971,0.09263313561677933,0.10508964955806732,1.110737023768861,above_all
0,2,front,0.20896205306053162,0.21641658246517181,0.20207126438617706,0.23535770177841187,0.965554721732842,inside
0,2,back,0.10865862667560577,0.0971260517835617,0.09244415163993835,0.10478299856185913,1.1187382239910624,above_all
0,3,front,0.20931489765644073,0.2169725831065859,0.20287814736366272,0.23661649227142334,0.9647066678171804,inside
0,3,back,0.10954031348228455,0.09687503427267075,0.09208285063505173,0.10468772798776627,1.1307383197818055,above_all
0,4,front,0.21018058061599731,0.21823220593588694,0.20414695143699646,0.2383771389722824,0.9631052379030844,inside
0,4,back,0.11029515415430069,0.09686778911522456,0.09196338057518005,0.10486705601215363,1.1386153762950473,above_all
0,5,front,0.21106404066085815,0.219145302261625,0.20501457154750824,0.23985955119132996,0.9631237287892254,inside
0,5,back,0.10996704548597336,0.0967773933495794,0.0915379524230957,0.10500174760818481,1.1362885657474808,above_all
0,6,front,0.21182996034622192,0.21998131913798197,0.20591962337493896,0.24129027128219604,0.9629452226957183,inside
