relative_query,layer_group,action_position_1based,failed_value,success_mean,success_min,success_max,failed_over_success_mean,relation_to_success_range
-3,back,8,0.0316164456307888,0.018672685538019453,0.016108086332678795,0.02221512421965599,1.6931922066814953,above_all
-3,back,9,0.03273143991827965,0.021082921751907895,0.017804604023694992,0.030603772029280663,1.5525096712611772,above_all
-3,back,10,0.04498061165213585,0.02386630486164774,0.018634257838129997,0.028141815215349197,1.8846910702300634,above_all
-2,front,1,0.035679370164871216,0.026956012472510338,0.021042998880147934,0.03482895344495773,1.3236145442971927,above_all
-2,front,2,0.028961196541786194,0.027142508221524104,0.023988379165530205,0.032472193241119385,1.067005167887169,inside
-2,front,3,0.024400394409894943,0.029222888872027397,0.023633237928152084,0.03781484439969063,0.8349754371222134,inside
-2,front,4,0.025673765689134598,0.028155368619731495,0.020405959337949753,0.037065308541059494,0.9118603999076123,inside
-2,front,5,0.027933206409215927,0.027777854619281634,0.02205134741961956,0.039748918265104294,1.0055926489667224,inside
-2,front,6,0.029218783602118492,0.0269741490483284,0.02229970507323742,0.030941974371671677,1.083214286010227,inside
-2,front,7,0.030508780851960182,0.027404971154672757,0.020377343520522118,0.034519851207733154,1.1132571780415175,inside
-2,front,8,0.03331046178936958,0.0279205430831228,0.02100292779505253,0.03442443162202835,1.1930449092698645,inside
-2,front,9,0.031272947788238525,0.028274246092353548,0.02484273910522461,0.03208984434604645,1.1060577065818191,inside
-2,front,10,0.03146817162632942,0.0321600575532232,0.025841329246759415,0.04031720012426376,0.9784861726149356,inside
-2,back,1,0.028836160898208618,0.01975044741162232,0.017145249992609024,0.021986614912748337,1.460025704594405,above_all
-2,back,2,0.022376887500286102,0.020185484417847226,0.01757131889462471,0.023621704429388046,1.1085633139674034,inside
-2,back,3,0.02312513068318367,0.01989870159221547,0.014599147252738476,0.02306266315281391,1.1621426943871758,above_all
-2,back,4,0.022777771577239037,0.020334464364818165,0.016219662502408028,0.02898540534079075,1.1201559661757394,inside
-2,back,5,0.021505629643797874,0.019936176016926765,0.017222460359334946,0.024439599364995956,1.0787239050025725,inside
-2,back,6,0.024837590754032135,0.01871593775493758,0.01625717803835869,0.020423803478479385,1.327082355116273,above_all
-2,back,7,0.024345656856894493,0.019442463559763774,0.016659479588270187,0.02380264922976494,1.2521899183227938,above_all
-2,back,8,0.026128482073545456,0.021743845992854664,0.018955854699015617,0.024760376662015915,1.2016495187710419,above_all
-2,back,9,0.027491584420204163,0.024655044611011232,0.019631193950772285,0.031301937997341156,1.1150490641548505,inside
-2,back,10,0.02903585508465767,0.02987573322440897,0.02545536682009697,0.0345248207449913,0.9718876141568601,inside
-1,front,1,0.03216211125254631,0.030814823561481068,0.02536408044397831,0.03600093722343445,1.0437220641025955,inside
-1,front,2,0.035001784563064575,0.027398030406662395,0.023309599608182907,0.03266139701008797,1.2775292254056763,above_all
-1,front,3,0.03274672105908394,0.029287431655185565,0.025345344096422195,0.03462718427181244,1.1181151507112739,inside
-1,front,4,0.027751699090003967,0.02841048687696457,0.02630509063601494,0.03113069012761116,0.9768118093219039,inside
-1,front,5,0.03306078165769577,0.02931557861821992,0.023377323523163795,0.03302839398384094,1.1277547029942696,above_all
-1,front,6,0.03322528675198555,0.02759658172726631,0.019534990191459656,0.035494979470968246,1.2039638488689306,inside
-1,front,7,0.05955152586102486,0.03524402076644557,0.02439800463616848,0.061650119721889496,1.6896916006167348,inside
-1,front,8,0.041116394102573395,0.031282962166837285,0.02419184520840645,0.041114844381809235,1.314338261296765,above_all
-1,front,9,0.046982742846012115,0.027788420340844562,0.023073667660355568,0.033477116376161575,1.6907309688616934,above_all
-1,front,10,0.02941266819834709,0.03079468889960221,0.02617545798420906,0.03441818803548813,0.9551214592308166,inside
-1,back,1,0.02928881347179413,0.020648776420525143,0.018360689282417297,0.021709203720092773,1.4184285245435018,above_all
-1,back,2,0.029124164953827858,0.018540183348315104,0.01486545242369175,0.02233639732003212,1.5708671487585157,above_all
-1,back,3,0.023729514330625534,0.01895285876733916,0.01695631630718708,0.02308565005660057,1.252028236052591,above_all
-1,back,4,0.025635097175836563,0.019057481150541986,0.016854146495461464,0.02218814566731453,1.3451461383241359,above_all
-1,back,5,0.02863752283155918,0.02169588421072279,0.01615038700401783,0.02488657459616661,1.3199518652208522,above_all
-1,back,6,0.026085997000336647,0.01921721680888108,0.01687357947230339,0.022200843319296837,1.3574284590618355,above_all
-1,back,7,0.03713786602020264,0.026189320055501803,0.020375993102788925,0.04227476567029953,1.418053845670605,inside
-1,back,8,0.032291486859321594,0.021375928074121475,0.01596168614923954,0.02667539194226265,1.5106472452260409,above_all
-1,back,9,0.032149337232112885,0.01978672349027225,0.01743355393409729,0.02332969568669796,1.6247933746038585,above_all
-1,back,10,0.029704725369811058,0.02244244675551142,0.01840081438422203,0.025662824511528015,1.3235956708916405,above_all
0,front,1,0.033757857978343964,0.028688379164252962,0.023710081353783607,0.03181314095854759,1.1767084429924088,above_all
0,front,2,0.03543579578399658,0.026401802631361142,0.02158169075846672,0.03066226840019226,1.3421733462208558,above_all
0,front,3,0.04451350122690201,0.02875405629830701,0.024165861308574677,0.0383932925760746,1.548077278735901,above_all
0,front,4,0.030661117285490036,0.029136705345341136,0.02288479171693325,0.037602223455905914,1.05231929698574,inside
0,front,5,0.04350952431559563,0.03094991748886449,0.022677037864923477,0.04236742481589317,1.4058042103424016,above_all
0,front,6,0.04096825793385506,0.028374433517456055,0.023661663755774498,0.0340590700507164,1.4438440826898353,above_all
0,front,7,0.029536033049225807,0.028045144198196276,0.021236564964056015,0.039889995008707047,1.0531603203924842,inside
0,front,8,0.0358721986413002,0.026525521650910378,0.022526796907186508,0.034797750413417816,1.3523654355754786,above_all
0,front,9,0.029284898191690445,0.026826761929052218,0.021804502233862877,0.03222011774778366,1.0916300025004573,inside
0,front,10,0.03830939903855324,0.025187918384160315,0.02350871078670025,0.027328133583068848,1.5209434322545885,above_all
0,back,1,0.038879867643117905,0.022103913128376007,0.019489582628011703,0.02900322899222374,1.7589585797460308,above_all
0,back,2,0.03996867686510086,0.02053978985973767,0.017419958487153053,0.023322703316807747,1.9459145949417875,above_all
0,back,3,0.039453841745853424,0.02118762901851109,0.018836945295333862,0.025444870814681053,1.8621168848757739,above_all
0,back,4,0.03347528725862503,0.022130812385252545,0.01969604194164276,0.027980417013168335,1.5126099609850825,above_all
0,back,5,0.035924024879932404,0.022193900708641325,0.020021528005599976,0.026365110650658607,1.6186440297962212,above_all
0,back,6,0.031047921627759933,0.020762837891067778,0.019493667408823967,0.02306501194834709,1.49536020994109,above_all
0,back,7,0.03188856691122055,0.021593204034226283,0.018958626314997673,0.024801084771752357,1.4767871808498458,above_all
0,back,8,0.0378594696521759,0.020199202533279146,0.018401529639959335,0.023212004452943802,1.8743051657510057,above_all
0,back,9,0.03338261693716049,0.021199957334569523,0.01922108791768551,0.023267164826393127,1.5746549113438744,above_all
0,back,10,0.03591630607843399,0.022608389013579915,0.019913721829652786,0.024985527619719505,1.5886273921092107,above_all
1,front,1,0.033298395574092865,0.028684827366045544,0.0224269088357687,0.03594451770186424,1.1608365338641862,inside
1,front,2,0.0311918742954731,0.03129537430192743,0.025329262018203735,0.04783140495419502,0.9966928017714121,inside
1,front,3,0.0262154433876276,0.029188246333173344,0.0240361038595438,0.03449161723256111,0.8981506832711954,inside
1,front,4,0.029874086380004883,0.029768569927130426,0.024668458849191666,0.041025541722774506,1.00354455901418,inside
1,front,5,0.025869524106383324,0.02995582403881209,0.024642327800393105,0.035838138312101364,0.863589132879991,inside
1,front,6,0.023433197289705276,0.025636847264000347,0.017811840400099754,0.031632162630558014,0.9140436438380054,inside
1,front,7,0.025792622938752174,0.030778879831944193,0.027087872847914696,0.033735696226358414,0.8379974540848306,below_all
1,front,8,0.026706133037805557,0.026136265535439764,0.021866997703909874,0.03332533687353134,1.0218037080160927,inside
1,front,9,0.024917960166931152,0.026319643216473714,0.023674270138144493,0.031222453340888023,0.9467438430675521,inside
1,front,10,0.024998653680086136,0.0252403233732496,0.021728485822677612,0.03218252211809158,0.990425253686742,inside
1,back,1,0.03533520549535751,0.024197579760636603,0.021072449162602425,0.029103731736540794,1.4602785007796126,above_all
1,back,2,0.034609176218509674,0.02405594236084393,0.0212290920317173,0.031428951770067215,1.4386955081353758,above_all
1,back,3,0.03547095134854317,0.0228690326746021,0.019692648202180862,0.026854360476136208,1.5510472984691002,above_all
1,back,4,0.034469906240701675,0.023199036185230528,0.019552504643797874,0.027913708239793777,1.4858335478025873,above_all
1,back,5,0.03601977974176407,0.025200826515044485,0.023656241595745087,0.02658415399491787,1.4293094601584135,above_all
1,back,6,0.03580830246210098,0.023979067536337034,0.020335843786597252,0.02782527729868889,1.4933150510476834,above_all
1,back,7,0.03499646484851837,0.025468213483691216,0.02077009715139866,0.02797750197350979,1.3741232721693908,above_all
1,back,8,0.03581933304667473,0.02529174169259412,0.021848740056157112,0.02773822471499443,1.416246199334041,above_all
1,back,9,0.036539871245622635,0.02526201174727508,0.021940354257822037,0.028878813609480858,1.4464355258469888,above_all
1,back,10,0.03838676959276199,0.028295432882649556,0.0243166945874691,0.033643465489149094,1.3566418917132146,above_all
2,front,1,0.03191374987363815,0.02575336449912616,0.022910360246896744,0.02749224379658699,1.2392070121448022,above_all
2,front,2,0.021365342661738396,0.020160819802965437,0.01793404296040535,0.023346660658717155,1.0597457281273743,inside
2,front,3,0.024089708924293518,0.024258658289909363,0.019136138260364532,0.02850586175918579,0.9930355024751669,inside
2,front,4,0.022206153720617294,0.02663960786802428,0.02064184844493866,0.041161224246025085,0.8335765988234198,inside
2,front,5,0.023591741919517517,0.025951872180615152,0.021163567900657654,0.038229137659072876,0.909057418105637,inside
2,front,6,0.026448186486959457,0.026833653450012207,0.022210031747817993,0.03571831434965134,0.9856349429357122,inside
2,front,7,0.025564556941390038,0.02436957268842629,0.018943924456834793,0.03498302027583122,1.0490359132776783,inside
2,front,8,0.02699255384504795,0.02619957072394235,0.022259797900915146,0.03386877849698067,1.030267027252509,inside
2,front,9,0.024313906207680702,0.025226684553282603,0.020556047558784485,0.030328083783388138,0.9638169517015217,inside
2,front,10,0.02723485603928566,0.026610205748251507,0.02067146636545658,0.03732295706868172,1.0234740872334367,inside
2,back,1,0.031772516667842865,0.02465673828763621,0.021452654153108597,0.028774317353963852,1.2885936613836213,above_all
2,back,2,0.028512712568044662,0.022086821230394498,0.017075631767511368,0.028014320880174637,1.2909378072389728,above_all
2,back,3,0.027556126937270164,0.022660085931420326,0.018469393253326416,0.028536338359117508,1.2160645383546855,inside
2,back,4,0.028532564640045166,0.023400467687419484,0.01785362884402275,0.02898991107940674,1.2193159992005114,inside
2,back,5,0.02889251708984375,0.023434467347604886,0.019823957234621048,0.028343498706817627,1.2329069255673397,above_all
2,back,6,0.03143996000289917,0.023664781291569983,0.01871926710009575,0.03187624365091324,1.3285548518506236,inside
2,back,7,0.03171703219413757,0.022449458550129617,0.018809214234352112,0.02755066752433777,1.4128194728310919,above_all
2,back,8,0.03137868642807007,0.02372065612248012,0.020415034145116806,0.026113685220479965,1.3228422631333716,above_all
2,back,9,0.03406999260187149,0.022689507475921085,0.02027026191353798,0.025155136361718178,1.501574797867595,above_all
2,back,10,0.03674720600247383,0.02543103774743421,0.021620016545057297,0.030266975983977318,1.444974694600551,above_all
3,front,1,0.03937407210469246,0.02671195167515959,0.023022588342428207,0.03159071132540703,1.4740245334191673,above_all
3,front,2,0.029584329575300217,0.027651171599115645,0.021786296740174294,0.03879468888044357,1.0699123351520627,inside
3,front,3,0.025173645466566086,0.025069821625947952,0.02250595949590206,0.03024994768202305,1.0041413872889575,inside
3,front,4,0.03355938196182251,0.023357911833695004,0.018882643431425095,0.026381362229585648,1.436745810188878,above_all
3,front,5,0.027755092829465866,0.026939878506319865,0.020235465839505196,0.03336119279265404,1.0302605048109166,inside
3,front,6,0.021332576870918274,0.026114702224731445,0.02215670421719551,0.028482681140303612,0.8168799585513041,below_all
3,front,7,0.021616781130433083,0.0274685017232384,0.020362693816423416,0.03220771253108978,0.7869661530226546,inside
3,front,8,0.028915410861372948,0.023273089102336338,0.018732825294137,0.025845807045698166,1.2424397437841712,above_all
3,front,9,0.024647291749715805,0.02653337376458304,0.020922577008605003,0.03432224318385124,0.9289166152935744,inside
3,front,10,0.028257619589567184,0.025922918958323344,0.01999608613550663,0.030967986211180687,1.0900631844352626,inside
3,back,1,0.034862712025642395,0.02480510781918253,0.018374565988779068,0.031606197357177734,1.4054650469481942,above_all
3,back,2,0.026623759418725967,0.024158032344920293,0.019373884424567223,0.029034283012151718,1.1020665523831101,inside
3,back,3,0.027660971507430077,0.022719334810972214,0.01849616877734661,0.028077969327569008,1.2175079832914526,inside
3,back,4,0.028123293071985245,0.021894277206489017,0.01732938177883625,0.028780478984117508,1.2845042933707844,inside
3,back,5,0.028032397851347923,0.02352346639548029,0.018472151830792427,0.02741234377026558,1.1916780197298626,above_all
3,back,6,0.02689254842698574,0.022837861041937555,0.01937178522348404,0.029157500714063644,1.1775423441627257,inside
3,back,7,0.02766357734799385,0.022654603900653974,0.019331922754645348,0.025218281894922256,1.2211017888154416,above_all
3,back,8,0.02908526360988617,0.021795658128602163,0.017774557694792747,0.02808603085577488,1.3344521848467585,above_all
3,back,9,0.032505493611097336,0.023238751239010265,0.021814454346895218,0.025243276730179787,1.398762492733742,above_all
3,back,10,0.03581329435110092,0.02420605905354023,0.018679386004805565,0.027861112728714943,1.4795177633784666,above_all
4,front,1,0.028544718399643898,0.026003739131348475,0.021611103788018227,0.03464970737695694,1.0977159190630466,inside
4,front,2,0.028512561693787575,0.023270747225199426,0.01762443780899048,0.029687201604247093,1.2252533800423862,inside
4,front,3,0.027978528290987015,0.025164619354265078,0.021692773327231407,0.028873587027192116,1.1118200477069808,inside
4,front,4,0.024647558107972145,0.024660744571260045,0.019110966473817825,0.030728861689567566,0.9994652852735327,inside
4,front,5,0.026978766545653343,0.02711759534265314,0.02036798931658268,0.034953389316797256,0.9948804901302796,inside
4,front,6,0.03059942089021206,0.026125381301556314,0.01838633045554161,0.0345752127468586,1.1712526043931548,inside
4,front,7,0.024690639227628708,0.02409258032483714,0.02014937438070774,0.027298981323838234,1.0248233644851659,inside
4,front,8,0.02658858895301819,0.025674950597541674,0.018861833959817886,0.031054789200425148,1.0355848145454267,inside
4,front,9,0.02713208831846714,0.02283338483955179,0.019168533384799957,0.026361141353845596,1.1882639612620716,above_all
4,front,10,0.031164001673460007,0.026243306696414948,0.01909666694700718,0.034703318029642105,1.1875028567843269,inside
4,back,1,0.029380911961197853,0.024237819548164095,0.019850989803671837,0.027004461735486984,1.2121928667227546,above_all
4,back,2,0.02808327041566372,0.022233691598687853,0.016511350870132446,0.027261966839432716,1.2630952575289425,above_all
4,back,3,0.0274041797965765,0.022424266540578434,0.020250368863344193,0.025935683399438858,1.2220769739329727,above_all
4,back,4,0.02610052190721035,0.022592739335128238,0.017940957099199295,0.027638042345643044,1.155261498840384,inside
4,back,5,0.026081139221787453,0.022947765088507106,0.017370980232954025,0.027901386842131615,1.1365437601960475,inside
4,back,6,0.02785808965563774,0.022089050018361638,0.016476161777973175,0.026586461812257767,1.2611719214941592,above_all
4,back,7,0.026900436729192734,0.02200640125998429,0.016939787194132805,0.02670620009303093,1.2223914492601566,above_all
4,back,8,0.030946731567382812,0.02288134050156389,0.017839007079601288,0.02623441442847252,1.3524876991043278,above_all
4,back,9,0.03059574030339718,0.021759312599897385,0.01757296547293663,0.026741474866867065,1.406098660650772,above_all
4,back,10,0.03743598610162735,0.023866992443799973,0.01853814162313938,0.030436769127845764,1.5685254935148836,above_all
5,front,1,0.03392026573419571,0.02685375910784517,0.023116841912269592,0.03397693485021591,1.2631477625896368,inside
5,front,2,0.035976193845272064,0.027241507012929236,0.020821530371904373,0.032856784760951996,1.320638899609967,above_all
5,front,3,0.026422196999192238,0.025907737335988452,0.02315804734826088,0.02982967719435692,1.019857375290321,inside
5,front,4,0.034479230642318726,0.025958251740251268,0.020955819636583328,0.02924116514623165,1.3282570408566727,above_all
5,front,5,0.028380069881677628,0.021501726870025908,0.01985890045762062,0.02323312498629093,1.3198972367768447,above_all
5,front,6,0.026682239025831223,0.02336550929716655,0.02028466761112213,0.026393553242087364,1.1419498152803749,above_all
5,front,7,0.034924011677503586,0.024937350569026812,0.019315963611006737,0.033265091478824615,1.4004700130767143,above_all
5,front,8,0.03677152097225189,0.025050814396568706,0.021492887288331985,0.031997472047805786,1.4678772669877196,above_all
5,front,9,0.034092579036951065,0.02667755207845143,0.022718289867043495,0.03500302881002426,1.2779500509152435,inside
5,front,10,0.028226733207702637,0.026663252285548618,0.023969236761331558,0.031511276960372925,1.0586380425542243,inside
5,back,1,0.03360823914408684,0.02448149584233761,0.02122320607304573,0.027953708544373512,1.3728017013554252,above_all
5,back,2,0.034200359135866165,0.023706507736018727,0.018799537792801857,0.0277726948261261,1.4426569917720735,above_all
5,back,3,0.029462307691574097,0.022171002147453173,0.019788987934589386,0.024377543479204178,1.328866755576878,above_all
5,back,4,0.028000127524137497,0.022094020087804114,0.019436083734035492,0.02646460011601448,1.2673170121535986,above_all
5,back,5,0.028317298740148544,0.021131151222756932,0.01971038058400154,0.02392488531768322,1.3400736401740658,above_all
5,back,6,0.028847599402070045,0.021118433347770145,0.018722476437687874,0.023838790133595467,1.3659914505502848,above_all
5,back,7,0.03318934887647629,0.02160613691168172,0.0181196890771389,0.026060184463858604,1.536107496316563,above_all
5,back,8,0.03565738722681999,0.02263281973344939,0.02088857814669609,0.025944340974092484,1.575472594522608,above_all
5,back,9,0.034505926072597504,0.023349814116954803,0.019605549052357674,0.02791096828877926,1.4777816174366034,above_all
5,back,10,0.03542837128043175,0.024997477286628315,0.022022780030965805,0.027542853727936745,1.4172778666502936,above_all
6,front,1,0.028405556455254555,0.0263981930911541,0.01907079853117466,0.029389118775725365,1.0760416956254901,inside
6,front,2,0.027682602405548096,0.02579070734126227,0.021389121189713478,0.031283121556043625,1.073355687350963,inside
6,front,3,0.035709407180547714,0.025909424626401494,0.019636839628219604,0.03215217590332031,1.378240068834262,above_all
6,front,4,0.034224167466163635,0.025335642642208507,0.01946139521896839,0.03410154953598976,1.3508308413360348,above_all
6,front,5,0.026354383677244186,0.026519393814461573,0.02072742022573948,0.034132082015275955,0.9937777560689414,inside
6,front,6,0.023483294993638992,0.02378345892897674,0.02042924240231514,0.02578692138195038,0.9873792985186002,inside
6,front,7,0.03428112715482712,0.02607286535203457,0.022455250844359398,0.03188247233629227,1.3148200894671527,above_all
6,front,8,0.03283292427659035,0.027278760182006017,0.022571634501218796,0.03868473321199417,1.203607644098431,inside
6,front,9,0.02944622002542019,0.02833645311849458,0.02467249147593975,0.03452439233660698,1.0391639314308285,inside
6,front,10,0.031705956906080246,0.026305227939571654,0.021333035081624985,0.035542476922273636,1.2053100995328816,inside
6,back,1,0.034613195806741714,0.023903616038816317,0.020550526678562164,0.02790873870253563,1.448031785255187,above_all
6,back,2,0.03237343952059746,0.02204414111162935,0.01924322172999382,0.025512969121336937,1.4685734117134144,above_all
6,back,3,0.03165987879037857,0.021220576284187182,0.015516018494963646,0.023565614596009254,1.4919424602983278,above_all
6,back,4,0.028263535350561142,0.021469360483544215,0.018222006037831306,0.02522062137722969,1.3164591172720077,above_all
6,back,5,0.027438431978225708,0.020822859768356596,0.017919421195983887,0.02494656667113304,1.317707187363498,above_all
6,back,6,0.027887124568223953,0.020671401705060686,0.018084077164530754,0.025598669424653053,1.3490679038662745,above_all
6,back,7,0.03227807208895683,0.02099564777953284,0.017468977719545364,0.02558162249624729,1.5373696695570604,above_all
6,back,8,0.028913622722029686,0.02140017439212118,0.01851307787001133,0.02784750983119011,1.3510928552374182,above_all
6,back,9,0.03344142436981201,0.022771926330668584,0.0196604635566473,0.026510441675782204,1.468537350956298,above_all
6,back,10,0.03940397873520851,0.024887207097240856,0.0207354873418808,0.03244935721158981,1.5833025610807518,above_all
7,front,1,0.025506416335701942,0.026237755215593746,0.021845608949661255,0.03041134402155876,0.9721264691326509,inside
7,front,2,0.027010638266801834,0.024637199672205106,0.02092648670077324,0.03032882884144783,1.0963355667922912,inside
7,front,3,0.025650715455412865,0.027213138129029955,0.022848572582006454,0.03819780796766281,0.9425857221534345,inside
7,front,4,0.03170448914170265,0.023840343047465597,0.020891953259706497,0.02877933159470558,1.329867153277942,above_all
7,front,5,0.02563847042620182,0.029016911451305662,0.025640223175287247,0.033422328531742096,0.8835699302190266,below_all
7,front,6,0.03088552877306938,0.025269716445888792,0.02062835358083248,0.034528590738773346,1.2222348770397162,inside
7,front,7,0.029740283265709877,0.02398916706442833,0.02053840085864067,0.028382683172822,1.239738052840085,above_all
7,front,8,0.028794441372156143,0.0257389276687588,0.01881011389195919,0.03327392414212227,1.1187117716293224,inside
7,front,9,0.023815244436264038,0.02616083382495812,0.021637488156557083,0.031149739399552345,0.9103396549059408,inside
7,front,10,0.02386965975165367,0.02794831937977246,0.02344573475420475,0.0343506820499897,0.8540642257340629,inside
7,back,1,0.030878087505698204,0.024038799373166903,0.019754447042942047,0.032048583030700684,1.2845103878260076,inside
7,back,2,0.03070857562124729,0.021883477589913776,0.018703795969486237,0.02926245890557766,1.4032767641739472,above_all
7,back,3,0.027386000379920006,0.022727133174027716,0.017571503296494484,0.028340179473161697,1.2049914157768207,inside
7,back,4,0.03309021145105362,0.020771042576857975,0.016744237393140793,0.02885180152952671,1.5930934294035404,above_all
7,back,5,0.029471080750226974,0.023187913798860142,0.020091192796826363,0.02826538309454918,1.2709673240063406,above_all
7,back,6,0.030845290049910545,0.021368637681007385,0.016398632898926735,0.030677571892738342,1.443484161712662,above_all
7,back,7,0.02888503670692444,0.021350313244121417,0.0169206652790308,0.02701934054493904,1.3529092700725422,above_all
7,back,8,0.030007261782884598,0.02164644402052675,0.017588604241609573,0.0314716175198555,1.386244399053697,inside
7,back,9,0.03087482787668705,0.022847523646695272,0.01839442551136017,0.0311783067882061,1.3513424191664145,inside
7,back,10,0.034577272832393646,0.025538486827697073,0.021132171154022217,0.03446652740240097,1.3539280171796946,above_all
8,front,1,0.03080492652952671,0.027979670890739987,0.02340722642838955,0.03420000523328781,1.1009752991670019,inside
8,front,2,0.03517751768231392,0.027166161686182022,0.02427409216761589,0.02988196536898613,1.2949020214440838,above_all
8,front,3,0.024416441097855568,0.028601846790739467,0.02650490775704384,0.032714925706386566,0.8536665928076006,below_all
8,front,4,0.02563006803393364,0.026495118492415974,0.022602790966629982,0.036172471940517426,0.9673505721920078,inside
8,front,5,0.03044116124510765,0.024602646540318216,0.02201993763446808,0.028351079672574997,1.2373124653569858,above_all
8,front,6,0.025990689173340797,0.0276896134018898,0.02009166218340397,0.03169616311788559,0.9386439888527641,inside
8,front,7,0.034235138446092606,0.026575669114078795,0.021576961502432823,0.02992044761776924,1.2882136024171114,above_all
8,front,8,0.028275873512029648,0.03128294726567609,0.025526488199830055,0.036217764019966125,0.9038749856876233,inside
8,front,9,0.028861183673143387,0.0296323299407959,0.02062869444489479,0.04170999303460121,0.9739761851601535,inside
8,front,10,0.02886400744318962,0.034178923815488815,0.027566298842430115,0.041538964956998825,0.8444972579888358,inside
8,back,1,0.03204122558236122,0.02697464291538511,0.023101437836885452,0.03142242878675461,1.1878276084272597,above_all
8,back,2,0.037104055285453796,0.025526439238871847,0.02350446954369545,0.0281994491815567,1.453553899086382,above_all
8,back,3,0.03124832734465599,0.025688573451978818,0.02253447100520134,0.03180745616555214,1.2164290634149206,inside
8,back,4,0.027429694309830666,0.024104191522513117,0.020000189542770386,0.028993844985961914,1.1379636725924434,inside
