freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
0.95,0.7,0.5,417,1250,0.9266666666666666,0.2501499700059988,0.12077294685990338,0.8066666666666666,0.39395370807746816
0.95,0.7,0.55,415,1250,0.9222222222222223,0.24924924924924924,0.12077294685990338,0.8066666666666666,0.392434988179669
0.95,0.7,0.6,414,1248,0.92,0.2490974729241877,0.12057971014492753,0.8044444444444444,0.3920454545454546
0.95,0.7,0.65,413,1246,0.9177777777777778,0.2489451476793249,0.1203864734299517,0.8,0.3916548127074443
0.95,0.7,0.7,410,1243,0.9111111111111111,0.24803387779794314,0.12009661835748792,0.7933333333333333,0.38991916310033287
0.95,0.7,0.75,408,1242,0.9066666666666666,0.24727272727272728,0.12,0.7888888888888889,0.3885714285714286
0.95,0.7,0.8,406,1241,0.9022222222222223,0.24650880388585306,0.11990338164251207,0.7866666666666666,0.38721983786361464
0.95,0.7,0.85,398,1239,0.8844444444444445,0.24312767257177764,0.11971014492753623,0.7711111111111111,0.3814087206516531
0.95,0.7,0.9,395,1238,0.8777777777777778,0.24188609920391918,0.11961352657004831,0.7688888888888888,0.37926068170907346
0.95,0.7,0.95,391,1237,0.8688888888888889,0.24017199017199017,0.11951690821256039,0.7666666666666667,0.3763233878729548
0.95,0.75,0.5,415,1245,0.9222222222222223,0.25,0.12028985507246377,0.8022222222222222,0.3933649289099526
0.95,0.75,0.55,413,1245,0.9177777777777778,0.24909529553679133,0.12028985507246377,0.8022222222222222,0.3918406072106262
0.95,0.75,0.6,412,1244,0.9155555555555556,0.24879227053140096,0.12019323671497585,0.8,0.39126305792972466
0.95,0.75,0.65,411,1243,0.9133333333333333,0.24848851269649336,0.12009661835748792,0.7955555555555556,0.39068441064638787
0.95,0.75,0.7,408,1241,0.9066666666666666,0.24742268041237114,0.11990338164251207,0.7888888888888889,0.38875655073844684
0.95,0.75,0.75,406,1241,0.9022222222222223,0.24650880388585306,0.11990338164251207,0.7866666666666666,0.38721983786361464
0.95,0.75,0.8,404,1240,0.8977777777777778,0.24574209245742093,0.11980676328502415,0.7844444444444445,0.3858643744030563
0.95,0.75,0.85,396,1238,0.88,0.2423500611995104,0.11961352657004831,0.7711111111111111,0.38003838771593096
0.95,0.75,0.9,394,1238,0.8755555555555555,0.24142156862745098,0.11961352657004831,0.7688888888888888,0.37848222862632086
0.95,0.75,0.95,390,1237,0.8666666666666667,0.23970497848801475,0.11951690821256039,0.7666666666666667,0.3755416466056813
0.95,0.8,0.5,409,1242,0.9088888888888889,0.24772864930345245,0.12,0.7911111111111111,0.3893384102808186
0.95,0.8,0.55,407,1242,0.9044444444444445,0.24681625227410553,0.12,0.7911111111111111,0.3878037160552644
0.95,0.8,0.6,406,1241,0.9022222222222223,0.24650880388585306,0.11990338164251207,0.7888888888888889,0.38721983786361464
0.95,0.8,0.65,405,1240,0.9,0.24620060790273557,0.11980676328502415,0.7866666666666666,0.3866348448687351
0.95,0.8,0.7,403,1239,0.8955555555555555,0.24543239951278928,0.11971014492753623,0.7822222222222223,0.38527724665391966
0.95,0.8,0.75,402,1239,0.8933333333333333,0.2449725776965265,0.11971014492753623,0.78,0.3845050215208034
0.95,0.8,0.8,401,1238,0.8911111111111111,0.24466137888956682,0.11961352657004831,0.78,0.38391574916227866
0.95,0.8,0.85,394,1238,0.8755555555555555,0.24142156862745098,0.11961352657004831,0.7688888888888888,0.37848222862632086
0.95,0.8,0.9,393,1238,0.8733333333333333,0.2409564684242796,0.11961352657004831,0.7688888888888888,0.37770302739067757
0.95,0.8,0.95,390,1237,0.8666666666666667,0.23970497848801475,0.11951690821256039,0.7666666666666667,0.3755416466056813
0.95,0.85,0.5,402,1240,0.8933333333333333,0.24482338611449453,0.11980676328502415,0.7822222222222223,0.384321223709369
0.95,0.85,0.55,401,1240,0.8911111111111111,0.24436319317489336,0.11980676328502415,0.7822222222222223,0.3835485413677666
