freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
1.0,1.0,0.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9556786703601108,0.2053231939163498
1.0,1.0,1.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9556786703601108,0.2053231939163498
1.0,1.0,1.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.0,2.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.0,2.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.0,3.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.0,3.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.0,4.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.0,4.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.0,5.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.5,0.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.5,1.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.5,1.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.5,2.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.5,2.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.5,3.0,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
1.0,1.5,3.5,351,2707,0.9722991689750693,0.11478090255068672,0.2593160264393141,0.9529085872576177,0.2053231939163498
