freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
0.95,0.7,0.5,404,215,0.8977777777777778,0.6526655896607432,0.02077294685990338,0.7311111111111112,0.7558465855940132
0.95,0.7,0.55,401,215,0.8911111111111111,0.650974025974026,0.02077294685990338,0.7288888888888889,0.7523452157598499
0.95,0.7,0.6,399,212,0.8866666666666667,0.6530278232405892,0.020483091787439612,0.7222222222222222,0.7521206409048067
0.95,0.7,0.65,396,208,0.88,0.6556291390728477,0.02009661835748792,0.7155555555555555,0.7514231499051234
0.95,0.7,0.7,395,206,0.8777777777777778,0.6572379367720466,0.019903381642512076,0.7133333333333334,0.7516650808753569
0.95,0.7,0.75,389,205,0.8644444444444445,0.6548821548821548,0.019806763285024155,0.7,0.7452107279693485
0.95,0.7,0.8,380,203,0.8444444444444444,0.6518010291595198,0.01961352657004831,0.6866666666666666,0.7357212003872218
0.95,0.7,0.85,376,201,0.8355555555555556,0.6516464471403813,0.019420289855072465,0.6777777777777778,0.7322297955209348
0.95,0.7,0.9,367,200,0.8155555555555556,0.6472663139329806,0.01932367149758454,0.6622222222222223,0.7217305801376598
0.95,0.7,0.95,363,199,0.8066666666666666,0.6459074733096085,0.01922705314009662,0.6577777777777778,0.7173913043478259
0.95,0.75,0.5,400,209,0.8888888888888888,0.6568144499178982,0.020193236714975846,0.7222222222222222,0.7554296506137865
0.95,0.75,0.55,397,209,0.8822222222222222,0.6551155115511551,0.020193236714975846,0.72,0.7518939393939393
0.95,0.75,0.6,395,207,0.8777777777777778,0.6561461794019934,0.02,0.7133333333333334,0.7509505703422054
0.95,0.75,0.65,392,204,0.8711111111111111,0.6577181208053692,0.01971014492753623,0.7066666666666667,0.7495219885277247
0.95,0.75,0.7,391,203,0.8688888888888889,0.6582491582491582,0.01961352657004831,0.7044444444444444,0.7490421455938697
0.95,0.75,0.75,385,203,0.8555555555555555,0.6547619047619048,0.01961352657004831,0.6933333333333334,0.7418111753371869
0.95,0.75,0.8,376,201,0.8355555555555556,0.6516464471403813,0.019420289855072465,0.6822222222222222,0.7322297955209348
0.95,0.75,0.85,372,200,0.8266666666666667,0.6503496503496503,0.01932367149758454,0.6733333333333333,0.7279843444227005
0.95,0.75,0.9,365,200,0.8111111111111111,0.6460176991150443,0.01932367149758454,0.66,0.7192118226600984
0.95,0.75,0.95,361,199,0.8022222222222222,0.6446428571428572,0.01922705314009662,0.6555555555555556,0.7148514851485149
0.95,0.8,0.5,390,204,0.8666666666666667,0.6565656565656566,0.01971014492753623,0.7,0.7471264367816093
0.95,0.8,0.55,388,204,0.8622222222222222,0.6554054054054054,0.01971014492753623,0.6977777777777778,0.7447216890595009
0.95,0.8,0.6,386,203,0.8577777777777778,0.6553480475382003,0.01961352657004831,0.6933333333333334,0.7430221366698749
0.95,0.8,0.65,383,202,0.8511111111111112,0.6547008547008547,0.019516908212560385,0.6866666666666666,0.740096618357488
0.95,0.8,0.7,383,201,0.8511111111111112,0.6558219178082192,0.019420289855072465,0.6866666666666666,0.7408123791102514
0.95,0.8,0.75,379,201,0.8422222222222222,0.653448275862069,0.019420289855072465,0.68,0.7359223300970874
0.95,0.8,0.8,372,200,0.8266666666666667,0.6503496503496503,0.01932367149758454,0.6711111111111111,0.7279843444227005
0.95,0.8,0.85,369,200,0.82,0.648506151142355,0.01932367149758454,0.6644444444444444,0.7242394504416093
0.95,0.8,0.9,365,200,0.8111111111111111,0.6460176991150443,0.01932367149758454,0.6577777777777778,0.7192118226600984
0.95,0.8,0.95,361,199,0.8022222222222222,0.6446428571428572,0.01922705314009662,0.6555555555555556,0.7148514851485149
0.95,0.85,0.5,374,201,0.8311111111111111,0.6504347826086957,0.019420289855072465,0.6733333333333333,0.7297560975609758
0.95,0.85,0.55,372,201,0.8266666666666667,0.6492146596858639,0.019420289855072465,0.6733333333333333,0.7272727272727273
