freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
0.95,0.7,0.5,98,508,0.36981132075471695,0.1617161716171617,0.043289305496378355,0.35471698113207545,0.22502870264064292
0.95,0.7,0.55,97,508,0.3660377358490566,0.16033057851239668,0.043289305496378355,0.35471698113207545,0.22298850574712642
0.95,0.7,0.6,97,508,0.3660377358490566,0.16033057851239668,0.043289305496378355,0.35471698113207545,0.22298850574712642
0.95,0.7,0.65,96,508,0.3622641509433962,0.15894039735099338,0.043289305496378355,0.35094339622641507,0.22094361334867665
0.95,0.7,0.7,96,508,0.3622641509433962,0.15894039735099338,0.043289305496378355,0.35094339622641507,0.22094361334867665
0.95,0.7,0.75,95,508,0.3584905660377358,0.15754560530679934,0.043289305496378355,0.35094339622641507,0.21889400921658986
0.95,0.7,0.8,94,508,0.35471698113207545,0.15614617940199335,0.043289305496378355,0.35094339622641507,0.21683967704728951
0.95,0.7,0.85,93,507,0.35094339622641507,0.155,0.0432040903280784,0.3471698113207547,0.21502890173410405
0.95,0.7,0.9,93,507,0.35094339622641507,0.155,0.0432040903280784,0.3471698113207547,0.21502890173410405
0.95,0.7,0.95,92,507,0.3471698113207547,0.15358931552587646,0.0432040903280784,0.3471698113207547,0.21296296296296297
0.95,0.75,0.5,97,508,0.3660377358490566,0.16033057851239668,0.043289305496378355,0.35471698113207545,0.22298850574712642
0.95,0.75,0.55,96,508,0.3622641509433962,0.15894039735099338,0.043289305496378355,0.35471698113207545,0.22094361334867665
0.95,0.75,0.6,96,508,0.3622641509433962,0.15894039735099338,0.043289305496378355,0.35471698113207545,0.22094361334867665
0.95,0.75,0.65,95,508,0.3584905660377358,0.15754560530679934,0.043289305496378355,0.35094339622641507,0.21889400921658986
0.95,0.75,0.7,95,508,0.3584905660377358,0.15754560530679934,0.043289305496378355,0.35094339622641507,0.21889400921658986
0.95,0.75,0.75,94,508,0.35471698113207545,0.15614617940199335,0.043289305496378355,0.35094339622641507,0.21683967704728951
0.95,0.75,0.8,94,508,0.35471698113207545,0.15614617940199335,0.043289305496378355,0.35094339622641507,0.21683967704728951
0.95,0.75,0.85,93,507,0.35094339622641507,0.155,0.0432040903280784,0.3471698113207547,0.21502890173410405
0.95,0.75,0.9,93,507,0.35094339622641507,0.155,0.0432040903280784,0.3471698113207547,0.21502890173410405
0.95,0.75,0.95,92,507,0.3471698113207547,0.15358931552587646,0.0432040903280784,0.3471698113207547,0.21296296296296297
