freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
0.95,0.7,0.5,198,374,0.5142857142857142,0.34615384615384615,0.03590974555928949,0.3220779220779221,0.41379310344827586
0.95,0.7,0.55,198,373,0.5142857142857142,0.3467600700525394,0.03581373019683149,0.3220779220779221,0.4142259414225941
0.95,0.7,0.6,198,372,0.5142857142857142,0.3473684210526316,0.0357177148343735,0.3220779220779221,0.4146596858638744
0.95,0.7,0.65,198,372,0.5142857142857142,0.3473684210526316,0.0357177148343735,0.3220779220779221,0.4146596858638744
0.95,0.7,0.7,197,372,0.5116883116883116,0.3462214411247803,0.0357177148343735,0.3194805194805195,0.4129979035639413
0.95,0.7,0.75,197,372,0.5116883116883116,0.3462214411247803,0.0357177148343735,0.3194805194805195,0.4129979035639413
0.95,0.7,0.8,196,371,0.509090909090909,0.345679012345679,0.035621699471915506,0.3168831168831169,0.4117647058823529
0.95,0.7,0.85,196,371,0.509090909090909,0.345679012345679,0.035621699471915506,0.3168831168831169,0.4117647058823529
0.95,0.7,0.9,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3116883116883117,0.4084210526315789
0.95,0.7,0.95,190,371,0.4935064935064935,0.33868092691622104,0.035621699471915506,0.3012987012987013,0.40169133192389006
0.95,0.75,0.5,196,373,0.509090909090909,0.3444639718804921,0.03581373019683149,0.3194805194805195,0.4109014675052411
0.95,0.75,0.55,196,372,0.509090909090909,0.34507042253521125,0.0357177148343735,0.3194805194805195,0.41133263378803775
0.95,0.75,0.6,196,372,0.509090909090909,0.34507042253521125,0.0357177148343735,0.3194805194805195,0.41133263378803775
0.95,0.75,0.65,196,372,0.509090909090909,0.34507042253521125,0.0357177148343735,0.3194805194805195,0.41133263378803775
0.95,0.75,0.7,195,372,0.5064935064935064,0.3439153439153439,0.0357177148343735,0.3168831168831169,0.40966386554621853
0.95,0.75,0.75,195,372,0.5064935064935064,0.3439153439153439,0.0357177148343735,0.3168831168831169,0.40966386554621853
0.95,0.75,0.8,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3142857142857143,0.4084210526315789
0.95,0.75,0.85,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3142857142857143,0.4084210526315789
0.95,0.75,0.9,192,371,0.4987012987012987,0.3410301953818828,0.035621699471915506,0.3090909090909091,0.4050632911392405
0.95,0.75,0.95,189,371,0.4909090909090909,0.3375,0.035621699471915506,0.3012987012987013,0.4
0.95,0.8,0.5,196,373,0.509090909090909,0.3444639718804921,0.03581373019683149,0.3168831168831169,0.4109014675052411
0.95,0.8,0.55,196,372,0.509090909090909,0.34507042253521125,0.0357177148343735,0.3168831168831169,0.41133263378803775
0.95,0.8,0.6,196,372,0.509090909090909,0.34507042253521125,0.0357177148343735,0.3168831168831169,0.41133263378803775
0.95,0.8,0.65,196,372,0.509090909090909,0.34507042253521125,0.0357177148343735,0.3168831168831169,0.41133263378803775
0.95,0.8,0.7,195,372,0.5064935064935064,0.3439153439153439,0.0357177148343735,0.3142857142857143,0.40966386554621853
0.95,0.8,0.75,195,372,0.5064935064935064,0.3439153439153439,0.0357177148343735,0.3142857142857143,0.40966386554621853
0.95,0.8,0.8,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3142857142857143,0.4084210526315789
0.95,0.8,0.85,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3142857142857143,0.4084210526315789
0.95,0.8,0.9,192,371,0.4987012987012987,0.3410301953818828,0.035621699471915506,0.3090909090909091,0.4050632911392405
0.95,0.8,0.95,189,371,0.4909090909090909,0.3375,0.035621699471915506,0.3012987012987013,0.4
0.95,0.85,0.5,194,372,0.5038961038961038,0.34275618374558303,0.0357177148343735,0.3142857142857143,0.4079915878023133
0.95,0.85,0.55,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3142857142857143,0.4084210526315789
0.95,0.85,0.6,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3142857142857143,0.4084210526315789
0.95,0.85,0.65,194,371,0.5038961038961038,0.3433628318584071,0.035621699471915506,0.3142857142857143,0.4084210526315789
0.95,0.85,0.7,193,371,0.5012987012987012,0.3421985815602837,0.035621699471915506,0.3116883116883117,0.40674394099051636
0.95,0.85,0.75,193,371,0.5012987012987012,0.3421985815602837,0.035621699471915506,0.3116883116883117,0.40674394099051636
0.95,0.85,0.8,192,371,0.4987012987012987,0.3410301953818828,0.035621699471915506,0.3116883116883117,0.4050632911392405
0.95,0.85,0.85,192,371,0.4987012987012987,0.3410301953818828,0.035621699471915506,0.3116883116883117,0.4050632911392405
0.95,0.85,0.9,190,371,0.4935064935064935,0.33868092691622104,0.035621699471915506,0.3064935064935065,0.40169133192389006
0.95,0.85,0.95,187,371,0.4857142857142857,0.33512544802867383,0.035621699471915506,0.2987012987012987,0.39660657476139977
0.95,0.9,0.5,191,372,0.4961038961038961,0.3392539964476021,0.0357177148343735,0.3064935064935065,0.4029535864978903
0.95,0.9,0.55,191,371,0.4961038961038961,0.3398576512455516,0.035621699471915506,0.3064935064935065,0.4033790918690602
0.95,0.9,0.6,191,371,0.4961038961038961,0.3398576512455516,0.035621699471915506,0.3064935064935065,0.4033790918690602
0.95,0.9,0.65,191,371,0.4961038961038961,0.3398576512455516,0.035621699471915506,0.3064935064935065,0.4033790918690602
0.95,0.9,0.7,190,371,0.4935064935064935,0.33868092691622104,0.035621699471915506,0.3038961038961039,0.40169133192389006
0.95,0.9,0.75,190,371,0.4935064935064935,0.33868092691622104,0.035621699471915506,0.3038961038961039,0.40169133192389006
0.95,0.9,0.8,189,371,0.4909090909090909,0.3375,0.035621699471915506,0.3038961038961039,0.4
0.95,0.9,0.85,189,371,0.4909090909090909,0.3375,0.035621699471915506,0.3038961038961039,0.4
0.95,0.9,0.9,187,371,0.4857142857142857,0.33512544802867383,0.035621699471915506,0.2987012987012987,0.39660657476139977
0.95,0.9,0.95,186,371,0.4831168831168831,0.3339317773788151,0.035621699471915506,0.2961038961038961,0.39490445859872614
0.95,0.925,0.5,191,372,0.4961038961038961,0.3392539964476021,0.0357177148343735,0.3064935064935065,0.4029535864978903
0.95,0.925,0.55,191,371,0.4961038961038961,0.3398576512455516,0.035621699471915506,0.3064935064935065,0.4033790918690602
0.95,0.925,0.6,191,371,0.4961038961038961,0.3398576512455516,0.035621699471915506,0.3064935064935065,0.4033790918690602
0.95,0.925,0.65,191,371,0.4961038961038961,0.3398576512455516,0.035621699471915506,0.3064935064935065,0.4033790918690602
0.95,0.925,0.7,190,371,0.4935064935064935,0.33868092691622104,0.035621699471915506,0.3038961038961039,0.40169133192389006
0.95,0.925,0.75,190,371,0.4935064935064935,0.33868092691622104,0.035621699471915506,0.3038961038961039,0.40169133192389006
