freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
1.0,1.0,0.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,1.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,1.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,2.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,2.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,3.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,3.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,4.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,4.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.0,5.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,0.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,1.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,1.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,2.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,2.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,3.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,3.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,4.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,4.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,1.5,5.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,0.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,1.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,1.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,2.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,2.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,3.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,3.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,4.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,4.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.0,5.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,0.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,1.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,1.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,2.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,2.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,3.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,3.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,4.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,4.5,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
1.0,2.5,5.0,255,1306,0.9622641509433962,0.16335682254964767,0.11129100979974435,0.8981132075471698,0.27929901423877324
