freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
0.95,0.7,0.5,218,413,0.8226415094339623,0.34548335974643424,0.0351938645078824,0.5471698113207547,0.4866071428571429
0.95,0.7,0.55,218,413,0.8226415094339623,0.34548335974643424,0.0351938645078824,0.5433962264150943,0.4866071428571429
0.95,0.7,0.6,216,412,0.8150943396226416,0.34394904458598724,0.035108649339582444,0.539622641509434,0.48376259798432253
0.95,0.7,0.65,215,412,0.8113207547169812,0.34290271132376393,0.035108649339582444,0.539622641509434,0.4820627802690583
0.95,0.7,0.7,213,412,0.8037735849056604,0.3408,0.035108649339582444,0.5358490566037736,0.4786516853932584
0.95,0.7,0.75,207,411,0.7811320754716982,0.33495145631067963,0.03502343417128249,0.5245283018867924,0.46885617214043035
0.95,0.7,0.8,205,411,0.7735849056603774,0.3327922077922078,0.03502343417128249,0.5169811320754717,0.46538024971623154
0.95,0.7,0.85,204,411,0.769811320754717,0.33170731707317075,0.03502343417128249,0.5132075471698113,0.4636363636363637
0.95,0.7,0.9,202,411,0.7622641509433963,0.3295269168026101,0.03502343417128249,0.5056603773584906,0.46013667425968113
0.95,0.7,0.95,197,411,0.7433962264150943,0.32401315789473684,0.03502343417128249,0.4981132075471698,0.4513172966781214
0.95,0.75,0.5,217,413,0.8188679245283019,0.34444444444444444,0.0351938645078824,0.5433962264150943,0.4849162011173184
0.95,0.75,0.55,217,413,0.8188679245283019,0.34444444444444444,0.0351938645078824,0.539622641509434,0.4849162011173184
0.95,0.75,0.6,215,412,0.8113207547169812,0.34290271132376393,0.035108649339582444,0.5358490566037736,0.4820627802690583
0.95,0.75,0.65,214,412,0.8075471698113208,0.34185303514376997,0.035108649339582444,0.5358490566037736,0.4803591470258137
0.95,0.75,0.7,213,412,0.8037735849056604,0.3408,0.035108649339582444,0.5358490566037736,0.4786516853932584
0.95,0.75,0.75,207,411,0.7811320754716982,0.33495145631067963,0.03502343417128249,0.5245283018867924,0.46885617214043035
0.95,0.75,0.8,205,411,0.7735849056603774,0.3327922077922078,0.03502343417128249,0.5169811320754717,0.46538024971623154
0.95,0.75,0.85,204,411,0.769811320754717,0.33170731707317075,0.03502343417128249,0.5132075471698113,0.4636363636363637
0.95,0.75,0.9,202,411,0.7622641509433963,0.3295269168026101,0.03502343417128249,0.5056603773584906,0.46013667425968113
0.95,0.75,0.95,197,411,0.7433962264150943,0.32401315789473684,0.03502343417128249,0.4981132075471698,0.4513172966781214
0.95,0.8,0.5,217,413,0.8188679245283019,0.34444444444444444,0.0351938645078824,0.539622641509434,0.4849162011173184
0.95,0.8,0.55,217,413,0.8188679245283019,0.34444444444444444,0.0351938645078824,0.5358490566037736,0.4849162011173184
0.95,0.8,0.6,215,412,0.8113207547169812,0.34290271132376393,0.035108649339582444,0.5320754716981132,0.4820627802690583
0.95,0.8,0.65,214,412,0.8075471698113208,0.34185303514376997,0.035108649339582444,0.5320754716981132,0.4803591470258137
0.95,0.8,0.7,213,412,0.8037735849056604,0.3408,0.035108649339582444,0.5320754716981132,0.4786516853932584
0.95,0.8,0.75,207,411,0.7811320754716982,0.33495145631067963,0.03502343417128249,0.5245283018867924,0.46885617214043035
0.95,0.8,0.8,205,411,0.7735849056603774,0.3327922077922078,0.03502343417128249,0.5169811320754717,0.46538024971623154
0.95,0.8,0.85,204,411,0.769811320754717,0.33170731707317075,0.03502343417128249,0.5132075471698113,0.4636363636363637
0.95,0.8,0.9,202,411,0.7622641509433963,0.3295269168026101,0.03502343417128249,0.5056603773584906,0.46013667425968113
0.95,0.8,0.95,197,411,0.7433962264150943,0.32401315789473684,0.03502343417128249,0.4981132075471698,0.4513172966781214
0.95,0.85,0.5,217,412,0.8188679245283019,0.3449920508744038,0.035108649339582444,0.5358490566037736,0.48545861297539156
0.95,0.85,0.55,217,412,0.8188679245283019,0.3449920508744038,0.035108649339582444,0.5320754716981132,0.48545861297539156
0.95,0.85,0.6,215,412,0.8113207547169812,0.34290271132376393,0.035108649339582444,0.5283018867924528,0.4820627802690583
0.95,0.85,0.65,214,412,0.8075471698113208,0.34185303514376997,0.035108649339582444,0.5283018867924528,0.4803591470258137
0.95,0.85,0.7,213,412,0.8037735849056604,0.3408,0.035108649339582444,0.5283018867924528,0.4786516853932584
0.95,0.85,0.75,207,411,0.7811320754716982,0.33495145631067963,0.03502343417128249,0.5207547169811321,0.46885617214043035
0.95,0.85,0.8,205,411,0.7735849056603774,0.3327922077922078,0.03502343417128249,0.5132075471698113,0.46538024971623154
0.95,0.85,0.85,204,411,0.769811320754717,0.33170731707317075,0.03502343417128249,0.5094339622641509,0.4636363636363637
0.95,0.85,0.9,202,411,0.7622641509433963,0.3295269168026101,0.03502343417128249,0.5018867924528302,0.46013667425968113
0.95,0.85,0.95,197,411,0.7433962264150943,0.32401315789473684,0.03502343417128249,0.49433962264150944,0.4513172966781214
0.95,0.9,0.5,213,412,0.8037735849056604,0.3408,0.035108649339582444,0.5245283018867924,0.4786516853932584
0.95,0.9,0.55,213,412,0.8037735849056604,0.3408,0.035108649339582444,0.5207547169811321,0.4786516853932584
0.95,0.9,0.6,212,412,0.8,0.33974358974358976,0.035108649339582444,0.5169811320754717,0.47694038245219356
0.95,0.9,0.65,211,412,0.7962264150943397,0.33868378812199035,0.035108649339582444,0.5169811320754717,0.4752252252252252
0.95,0.9,0.7,210,412,0.7924528301886793,0.33762057877813506,0.035108649339582444,0.5169811320754717,0.4735062006764375
0.95,0.9,0.75,204,411,0.769811320754717,0.33170731707317075,0.03502343417128249,0.5094339622641509,0.4636363636363637
0.95,0.9,0.8,203,411,0.7660377358490567,0.3306188925081433,0.03502343417128249,0.5056603773584906,0.4618885096700796
