freeze_level,acceleration_level,periodicity_level,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
0.95,0.7,0.5,218,1838,0.8226415094339623,0.10603112840466926,0.1566254793353217,0.5924528301886792,0.18785006462731582
0.95,0.7,0.55,218,1838,0.8226415094339623,0.10603112840466926,0.1566254793353217,0.5849056603773585,0.18785006462731582
0.95,0.7,0.6,216,1837,0.8150943396226416,0.10521188504627374,0.15654026416702174,0.5811320754716981,0.18636755823986192
0.95,0.7,0.65,215,1837,0.8113207547169812,0.10477582846003898,0.15654026416702174,0.5811320754716981,0.18558480794130341
0.95,0.7,0.7,214,1837,0.8075471698113208,0.10433934666016577,0.15654026416702174,0.5773584905660377,0.1848013816925734
0.95,0.7,0.75,209,1836,0.7886792452830189,0.10220048899755502,0.15645504899872179,0.5660377358490566,0.18095238095238098
0.95,0.7,0.8,206,1836,0.7773584905660378,0.10088148873653281,0.15645504899872179,0.5584905660377358,0.17858690940615518
0.95,0.7,0.85,205,1836,0.7735849056603774,0.10044096031357178,0.15645504899872179,0.5547169811320755,0.17779705117085864
0.95,0.7,0.9,203,1836,0.7660377358490567,0.09955860716037274,0.15645504899872179,0.5509433962264151,0.1762152777777778
0.95,0.7,0.95,199,1836,0.7509433962264151,0.0977886977886978,0.15645504899872179,0.5433962264150943,0.17304347826086958
0.95,0.75,0.5,217,1838,0.8188679245283019,0.10559610705596106,0.1566254793353217,0.5886792452830188,0.18706896551724136
0.95,0.75,0.55,217,1838,0.8188679245283019,0.10559610705596106,0.1566254793353217,0.5811320754716981,0.18706896551724136
0.95,0.75,0.6,215,1837,0.8113207547169812,0.10477582846003898,0.15654026416702174,0.5773584905660377,0.18558480794130341
0.95,0.75,0.65,214,1837,0.8075471698113208,0.10433934666016577,0.15654026416702174,0.5773584905660377,0.1848013816925734
0.95,0.75,0.7,214,1837,0.8075471698113208,0.10433934666016577,0.15654026416702174,0.5773584905660377,0.1848013816925734
0.95,0.75,0.75,209,1836,0.7886792452830189,0.10220048899755502,0.15645504899872179,0.5660377358490566,0.18095238095238098
0.95,0.75,0.8,206,1836,0.7773584905660378,0.10088148873653281,0.15645504899872179,0.5584905660377358,0.17858690940615518
0.95,0.75,0.85,205,1836,0.7735849056603774,0.10044096031357178,0.15645504899872179,0.5547169811320755,0.17779705117085864
0.95,0.75,0.9,203,1836,0.7660377358490567,0.09955860716037274,0.15645504899872179,0.5509433962264151,0.1762152777777778
0.95,0.75,0.95,199,1836,0.7509433962264151,0.0977886977886978,0.15645504899872179,0.5433962264150943,0.17304347826086958
0.95,0.8,0.5,217,1838,0.8188679245283019,0.10559610705596106,0.1566254793353217,0.5849056603773585,0.18706896551724136
