task,checkpoint_sha256,episode,init_state_id,flow_noise_seed,episode_length,failure_mode_proxy,mean_soft_speed,late_soft_speed,mean_hard_speed,middle_to_terminal_drift,terminal_nonlocal_return_distance,backward_return_fraction,mean_action_route_entropy,geometry_cluster,geometry_partition_status,geometry_interpretation_status,change_cluster,change_partition_status,change_interpretation_status,recurrence_cluster,recurrence_partition_status,recurrence_interpretation_status,expert_occupancy_cluster,expert_occupancy_partition_status,expert_occupancy_interpretation_status
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,18,0,1018,52,partial,0.016360700130462646,0.020751377567648888,0.3674714267253876,0.02405470609664917,0.02405470609664917,0.125,3.463787794113159,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,23,0,1023,52,partial,0.01656835526227951,0.020919794216752052,0.3688002824783325,0.02385508455336094,0.02385508455336094,0.125,3.4638445377349854,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,24,0,1024,52,partial,0.016829710453748703,0.01820172742009163,0.3697627782821655,0.026610542088747025,0.022899331524968147,0.125,3.463672399520874,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,27,0,1027,52,partial,0.007033963222056627,0.005063227843493223,0.23567979037761688,0.018964266404509544,0.006314534693956375,0.0,3.464090347290039,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,0,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,28,0,1028,52,partial,0.02083001844584942,0.019545694813132286,0.44661009311676025,0.01920216716825962,0.01920216716825962,0.25,3.463793992996216,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,30,0,1030,52,partial,0.017267657443881035,0.013924281112849712,0.3743680417537689,0.019737597554922104,0.019513346254825592,0.25,3.463789939880371,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,31,0,1031,52,partial,0.012619475834071636,0.019606100395321846,0.3023684322834015,0.024697542190551758,0.024697542190551758,0.125,3.4637813568115234,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,32,3,1000,52,partial,0.010465080849826336,0.012504181824624538,0.2826574742794037,0.024904495105147362,0.02378406748175621,0.25,3.4639928340911865,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,33,3,1001,52,partial,0.009850772097706795,0.010830123908817768,0.2851715385913849,0.02201158180832863,0.021139681339263916,0.375,3.4640870094299316,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,34,3,1002,52,partial,0.014796730130910873,0.011648406274616718,0.35306882858276367,0.023460112512111664,0.010156326927244663,0.0,3.464088201522827,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,35,3,1003,52,partial,0.007592265028506517,0.005565345752984285,0.24743635952472687,0.01970445178449154,0.005879723466932774,0.25,3.464127779006958,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,36,3,1004,52,partial,0.015181113965809345,0.009414601139724255,0.3599187135696411,0.022333504632115364,0.008064727298915386,0.125,3.4640045166015625,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,37,3,1005,52,partial,0.008544635027647018,0.006995243486016989,0.2623518705368042,0.0200321264564991,0.005741405300796032,0.375,3.464130163192749,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,38,3,1006,52,partial,0.007894864305853844,0.006420314311981201,0.25063034892082214,0.01915740966796875,0.005397646687924862,0.375,3.464001178741455,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,40,3,1008,52,partial,0.014362353831529617,0.009604479186236858,0.3463967740535736,0.022807369008660316,0.007005590014159679,0.0,3.4640274047851562,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,41,3,1009,52,partial,0.007973005063831806,0.005363815929740667,0.24686042964458466,0.01969662681221962,0.006725775543600321,0.0,3.4639618396759033,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,42,3,1010,52,partial,0.008511687628924847,0.006040878593921661,0.25954145193099976,0.019293591380119324,0.006273297127336264,0.25,3.464129686355591,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,44,3,1012,52,partial,0.018978143110871315,0.01930875889956951,0.41824281215667725,0.017034104093909264,0.015129548497498035,0.5,3.463995933532715,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,45,3,1013,52,partial,0.009031579829752445,0.005034823436290026,0.26478278636932373,0.01878991723060608,0.0049326540902256966,0.375,3.464099645614624,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,46,3,1014,52,partial,0.014615748077630997,0.007009857799857855,0.34369102120399475,0.021719705313444138,0.011170236393809319,0.25,3.4639899730682373,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,48,3,1016,52,partial,0.021132277324795723,0.020827967673540115,0.4520537555217743,0.018552448600530624,0.01736168935894966,0.75,3.463951349258423,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,49,3,1017,52,partial,0.008559094741940498,0.0064154393039643764,0.24940088391304016,0.0203071478754282,0.005786948837339878,0.5,3.464076519012451,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,50,3,1018,52,partial,0.016105584800243378,0.012032095342874527,0.36507612466812134,0.02164022997021675,0.014337715692818165,0.125,3.463974714279175,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,52,3,1020,52,partial,0.007940546609461308,0.006163088139146566,0.2606085538864136,0.019736815243959427,0.007422036025673151,0.125,3.4641027450561523,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,53,3,1021,52,partial,0.008071960881352425,0.006172024179250002,0.25814083218574524,0.019810806959867477,0.0064203329384326935,0.25,3.4639546871185303,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,54,3,1022,52,partial,0.011829014867544174,0.017204204574227333,0.31778979301452637,0.021689092740416527,0.021689092740416527,0.25,3.464132070541382,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,55,3,1023,52,partial,0.01758754998445511,0.016194282099604607,0.38538557291030884,0.02077617682516575,0.020023325458168983,0.25,3.463940382003784,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,56,3,1024,52,partial,0.013093770481646061,0.01999811828136444,0.34187155961990356,0.01861434057354927,0.01861434057354927,0.25,3.464198112487793,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,57,3,1025,52,partial,0.01681487075984478,0.011856789700686932,0.3796349763870239,0.0214517954736948,0.018930921331048012,0.125,3.463909387588501,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,58,3,1026,52,partial,0.008263825438916683,0.005551026668399572,0.26151221990585327,0.020407192409038544,0.00566015113145113,0.25,3.4640960693359375,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,60,3,1028,52,partial,0.007664277218282223,0.005495196674019098,0.2484222799539566,0.02008828893303871,0.0070489137433469296,0.0,3.4640696048736572,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,0,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,61,3,1029,52,partial,0.008247043937444687,0.005209442228078842,0.2554340064525604,0.019596345722675323,0.0060058292001485825,0.25,3.4641759395599365,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,62,3,1030,52,partial,0.01929495669901371,0.019866572692990303,0.4306544065475464,0.017264192923903465,0.016289105638861656,0.375,3.46401309967041,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,63,3,1031,52,partial,0.0083627225831151,0.00635824678465724,0.25355249643325806,0.01954268291592598,0.006058053113520145,0.125,3.4639365673065186,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,1,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,66,7,1002,52,partial,0.020058417692780495,0.021911345422267914,0.4194198548793793,0.01803000643849373,0.01803000643849373,0.375,3.463691473007202,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,69,7,1005,52,partial,0.014377362094819546,0.021959029138088226,0.34324559569358826,0.028459137305617332,0.02547409199178219,0.0,3.46380615234375,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,74,7,1010,52,partial,0.020157791674137115,0.019803548231720924,0.40676403045654297,0.026338547468185425,0.025626694783568382,0.375,3.4636340141296387,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,96,10,1000,52,partial,0.02092665061354637,0.020809074863791466,0.43337205052375793,0.022074567154049873,0.020906779915094376,0.5,3.463736057281494,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,97,10,1001,52,partial,0.017383595928549767,0.02316407673060894,0.36915063858032227,0.022746840491890907,0.022746840491890907,0.5,3.463829755783081,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,98,10,1002,52,partial,0.021849272772669792,0.020816976204514503,0.4401254653930664,0.023737648501992226,0.023038093000650406,0.625,3.4636545181274414,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,99,10,1003,52,partial,0.020310843363404274,0.019754568114876747,0.4281212091445923,0.01571611501276493,0.01571611501276493,0.375,3.4637951850891113,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,101,10,1005,52,partial,0.01476779580116272,0.02093108929693699,0.3408248722553253,0.02340683713555336,0.02340683713555336,0.125,3.4638659954071045,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,102,10,1006,52,partial,0.013108313083648682,0.020626293495297432,0.3147089183330536,0.02534644678235054,0.02444491721689701,0.25,3.463925361633301,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,105,10,1009,52,partial,0.021562084555625916,0.02110937051475048,0.4210955500602722,0.020349353551864624,0.020349353551864624,0.5,3.4635536670684814,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,106,10,1010,52,reached_then_lost,0.018991179764270782,0.016628390178084373,0.39665210247039795,0.023795481771230698,0.022981954738497734,0.25,3.4638116359710693,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,107,10,1011,52,partial,0.01956009492278099,0.020317358896136284,0.42341819405555725,0.016894537955522537,0.016894537955522537,0.5,3.4638559818267822,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,109,10,1013,52,partial,0.02061627060174942,0.019707119092345238,0.4196556508541107,0.022579070180654526,0.02003828063607216,0.625,3.4636950492858887,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,110,10,1014,52,partial,0.020731735974550247,0.01914338767528534,0.43116605281829834,0.01981254480779171,0.01981254480779171,0.75,3.4638593196868896,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,113,10,1017,52,partial,0.01555169653147459,0.02060887962579727,0.34672608971595764,0.022560378536581993,0.022560378536581993,0.5,3.4638173580169678,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,114,10,1018,52,partial,0.01997438073158264,0.02121250331401825,0.4326876401901245,0.01620333455502987,0.01620333455502987,0.625,3.463846445083618,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,116,10,1020,52,partial,0.014346791431307793,0.02089317888021469,0.33008748292922974,0.023763198405504227,0.023415053263306618,0.5,3.463859796524048,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,117,10,1021,52,partial,0.02006218396127224,0.02051156386733055,0.42972928285598755,0.021559789776802063,0.020327921956777573,0.75,3.4639105796813965,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,118,10,1022,52,partial,0.02056695707142353,0.01884469948709011,0.42575934529304504,0.023332159966230392,0.02089257538318634,0.5,3.463792085647583,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
