A_raw,A_res,B_raw,B_res,rho_A,rho_B,name
0.8046368905557449,0.551653596999659,0.7131474103585658,0.5159362549800797,0.9445295009474183,0.7718962858244439,L[all/B/mean]_D[all/B/mean]_T[all11/B/mean]
0.766109785202864,0.5018752130923969,0.6633466135458168,0.5428286852589641,0.8526690368938395,0.514810808087299,L[all/B/mean]_D[all/B/mean]_T[all11/B/max]
0.7834981247869076,0.5015342652574156,0.7295816733067729,0.5971115537848606,0.8931581106254839,0.6874286212919581,L[all/B/mean]_D[all/B/mean]_T[all11/B/min]
0.8029321513808387,0.6324582338902147,0.6518924302788844,0.5209163346613546,0.865210311494193,0.69337350013436,L[all/B/mean]_D[all/B/mean]_T[all11/B/median]
0.7705421070576202,0.547562222979884,0.6688247011952191,0.5448207171314741,0.8508608116352547,0.49106378737250406,L[all/B/mean]_D[all/B/mean]_T[all11/B/std]
0.80600068189567,0.6085918854415274,0.670816733067729,0.5159362549800797,0.8563356246163426,0.6816569864238063,L[all/B/mean]_D[all/B/mean]_T[all11/B/q75]
0.7678145243777702,0.5346062052505967,0.7091633466135459,0.5298804780876494,0.9291664268254518,0.7286588616209646,L[all/B/mean]_D[all/B/mean]_T[all11/A/mean]
0.7719058983975452,0.5046027957722469,0.6668326693227091,0.5398406374501992,0.8859800800625135,0.5634271929875805,L[all/B/mean]_D[all/B/mean]_T[all11/A/max]
0.7309921581997953,0.515854074326628,0.6857569721115537,0.5124501992031872,0.8059577238729759,0.6474654899463728,L[all/B/mean]_D[all/B/mean]_T[all11/A/min]
0.7159904534606205,0.5380156836004092,0.7410358565737052,0.5465637450199203,0.810568244735517,0.693988160262177,L[all/B/mean]_D[all/B/mean]_T[all11/A/median]
0.7695192635526764,0.5063075349471531,0.6573705179282869,0.531374501992032,0.8642076455165194,0.533150389643771,L[all/B/mean]_D[all/B/mean]_T[all11/A/std]
0.6979202182066144,0.521309239686328,0.6962151394422311,0.5333665338645419,0.754956834723117,0.661787052669089,L[all/B/mean]_D[all/B/mean]_T[all11/A/q75]
0.8111148994203887,0.6460961472894647,0.6877490039840637,0.5144422310756972,0.889802108582774,0.7511236213503756,L[all/B/mean]_D[all/B/mean]_T[act/B/mean]
0.7596317763382203,0.5724514149335151,0.7136454183266931,0.5647410358565736,0.7409093210803503,0.5801299932235865,L[all/B/mean]_D[all/B/mean]_T[act/B/max]
0.7408796454142517,0.5574497101943403,0.6568725099601593,0.5129482071713147,0.7446625193512276,0.612793328153661,L[all/B/mean]_D[all/B/mean]_T[act/B/min]
0.8124786907603136,0.6351858165700648,0.6608565737051793,0.5144422310756972,0.8798003827043458,0.7009894804944447,L[all/B/mean]_D[all/B/mean]_T[act/B/median]
0.7708830548926014,0.6177974769860212,0.7121513944223108,0.5971115537848606,0.6400088912266882,0.451762415148789,L[all/B/mean]_D[all/B/mean]_T[act/B/std]
0.8165700647800886,0.640981929764746,0.6777888446215139,0.5054780876494024,0.8655180836849398,0.6979656520545384,L[all/B/mean]_D[all/B/mean]_T[act/B/q75]
0.7095124445959768,0.5523354926696216,0.7350597609561753,0.5622509960159363,0.8186446117168886,0.7387238071175709,L[all/B/mean]_D[all/B/mean]_T[act/A/mean]
0.6818956699624957,0.5086941697920218,0.6907370517928286,0.5652390438247012,0.6560718937813605,0.54539247701277,L[all/B/mean]_D[all/B/mean]_T[act/A/max]
0.722127514490283,0.5151721786566655,0.6842629482071714,0.5159362549800797,0.7868231483589707,0.64008719520744,L[all/B/mean]_D[all/B/mean]_T[act/A/min]
0.7125809751108081,0.5352881009205591,0.7395418326693227,0.5532868525896415,0.8033696946236313,0.7017660662335992,L[all/B/mean]_D[all/B/mean]_T[act/A/median]
0.5431299011251278,0.5063075349471531,0.603585657370518,0.5602589641434264,0.1639695215194645,0.20444669270133545,L[all/B/mean]_D[all/B/mean]_T[act/A/std]
0.6836004091374019,0.5369928400954654,0.7026892430278884,0.5473107569721116,0.7441786490944798,0.6533820728814945,L[all/B/mean]_D[all/B/mean]_T[act/A/q75]
0.7742925332424139,0.5015342652574156,0.670816733067729,0.5408366533864541,0.893844001671575,0.5674446641586149,L[all/B/mean]_D[all/B/mean]_T[state/-/id]
0.8049778383907262,0.5509717013296966,0.7231075697211156,0.5171812749003983,0.9454564575393312,0.7916243749342805,L[all/B/mean]_D[all/B/max]_T[all11/B/mean]
0.7712240027275827,0.5114217524718718,0.6643426294820718,0.5373505976095618,0.8531152667838994,0.5417220414529565,L[all/B/mean]_D[all/B/max]_T[all11/B/max]
0.7852028639618138,0.5226730310262531,0.7250996015936255,0.5826693227091633,0.8909003579796805,0.6830454939771705,L[all/B/mean]_D[all/B/max]_T[all11/B/min]
0.7770201159222638,0.5649505625639277,0.6508964143426295,0.5288844621513944,0.8460865392067445,0.6874687832248717,L[all/B/mean]_D[all/B/max]_T[all11/B/median]
0.7759972724173201,0.5543811796795091,0.670816733067729,0.5428286852589641,0.8517969453808287,0.5163006332441495,L[all/B/mean]_D[all/B/max]_T[all11/B/std]
0.7923627684964201,0.6051824070917149,0.6862549800796813,0.5037350597609562,0.816570434934933,0.7018239359278429,L[all/B/mean]_D[all/B/max]_T[all11/B/q75]
0.7555404023184453,0.5707466757586089,0.7071713147410359,0.5239043824701195,0.9240113172826175,0.7671005859260904,L[all/B/mean]_D[all/B/max]_T[all11/A/mean]
0.7722468462325265,0.5097170132969655,0.6623505976095618,0.5293824701195219,0.8844333292262376,0.5530911544438083,L[all/B/mean]_D[all/B/max]_T[all11/A/max]
0.7292874190248892,0.513126491646778,0.6957171314741035,0.5169322709163346,0.8196465229117247,0.7028179437674522,L[all/B/mean]_D[all/B/max]_T[all11/A/min]
0.705762018411183,0.5581316058643028,0.7260956175298805,0.5278884462151394,0.8071106969152235,0.7616672240656143,L[all/B/mean]_D[all/B/max]_T[all11/A/median]
0.7698602113876577,0.515854074326628,0.6578685258964143,0.5333665338645419,0.8606354475590093,0.5269068520638851,L[all/B/mean]_D[all/B/max]_T[all11/A/std]
0.6403000340947835,0.5687009887487214,0.7036852589641434,0.5318725099601593,0.7016214786758563,0.7166697944293208,L[all/B/mean]_D[all/B/max]_T[all11/A/q75]
