selected_by,structure,dev_recall,ext_recall,dev_fpr,ext_fpr,recall_transfer_ratio,fpr_inflation
per_task|all12|O1_early|fpr<=0.0005,quorum/all12 level=0.925->0.925 k=5 W=inf f=1,0.4188911704312115,0.34574468085106386,0.00041919932928107315,0.0009976057462090981,0.8253806841885691,2.3797885075818037
per_task|all12|O1_early|fpr<=0.001,quorum/all12 level=0.96->0.96 k=3 W=2 f=2,0.32238193018480493,0.26063829787234044,0.0009082652134423251,0.0013301409949454642,0.8084767583683427,1.464485235434956
per_task|all12|O1_early|fpr<=0.0015,quorum/all12 level=0.96->0.96 k=3 W=4 f=1,0.3839835728952772,0.3280141843971631,0.0011178648780828617,0.0017956903431763766,0.8542401486706869,1.6063572426177175
per_task|all12|O1_early|fpr<=0.003,cascade/all12 level=0.96->0.9 k=2 W=1 f=1,0.5236139630390144,0.4875886524822695,0.0027946621952071545,0.004189944134078212,0.9311987206230009,1.4992667597765361
per_task|all12|O1_early|fpr<=0.005,cascade/all12 level=0.96->0.5 k=2 W=8 f=2,0.5913757700205339,0.5797872340425532,0.004401592957451268,0.005719606278265496,0.9804041075650118,1.2994400739811753
per_task|all12|O2_recall|fpr<=0.0005,quorum/all12 level=0.925->0.925 k=5 W=inf f=1,0.4188911704312115,0.34574468085106386,0.00041919932928107315,0.0009976057462090981,0.8253806841885691,2.3797885075818037
per_task|all12|O2_recall|fpr<=0.001,quorum/all12 level=0.9->0.9 k=5 W=inf f=1,0.4804928131416838,0.4379432624113475,0.0006287989939216097,0.0011306198457036445,0.9114460204885736,1.798062427950696
per_task|all12|O2_recall|fpr<=0.0015,quorum/all12 level=0.8->0.8 k=5 W=inf f=1,0.6365503080082136,0.624113475177305,0.0013973310976035773,0.0020617185421654693,0.9804621368107984,1.475468874700718
per_task|all12|O2_recall|fpr<=0.003,quorum/all12 level=0.75->0.75 k=5 W=inf f=1,0.6694045174537988,0.6578014184397163,0.0022357297561657235,0.0024607608406491087,0.9826665361354043,1.1006521847565842
per_task|all12|O2_recall|fpr<=0.005,cascade/all12 level=0.9->0.85 k=3 W=inf f=1,0.7453798767967146,0.7021276595744681,0.0046810591769719835,0.0062516626762436816,0.941972920696325,1.3355231027623256
per_task|dedup11|O1_early|fpr<=0.0005,quorum/dedup11 level=0.925->0.925 k=5 W=inf f=1,0.4086242299794661,0.33865248226950356,0.00041919932928107315,0.0008645916467145518,0.8287626073630564,2.0624833732375634
per_task|dedup11|O1_early|fpr<=0.001,quorum/dedup11 level=0.96->0.96 k=3 W=2 f=2,0.3162217659137577,0.25354609929078015,0.0009082652134423251,0.001263633945198191,0.8017983789260384,1.3912609736632084
per_task|dedup11|O1_early|fpr<=0.0015,quorum/dedup11 level=0.96->0.96 k=3 W=inf f=1,0.42505133470225875,0.39893617021276595,0.0012575979878432194,0.0017291832934291035,0.9385599753314832,1.374988915491709
per_task|dedup11|O1_early|fpr<=0.003,cascade/dedup11 level=0.96->0.925 k=2 W=2 f=1,0.5379876796714579,0.5088652482269503,0.0028645287500873333,0.0037243947858473,0.9458678468951329,1.3001771358495708
per_task|dedup11|O1_early|fpr<=0.005,cascade/dedup11 level=0.96->0.5 k=2 W=8 f=2,0.5913757700205339,0.5797872340425532,0.004401592957451268,0.005719606278265496,0.9804041075650118,1.2994400739811753
per_task|dedup11|O2_recall|fpr<=0.0005,quorum/dedup11 level=0.925->0.925 k=5 W=inf f=1,0.4086242299794661,0.33865248226950356,0.00041919932928107315,0.0008645916467145518,0.8287626073630564,2.0624833732375634
per_task|dedup11|O2_recall|fpr<=0.001,quorum/dedup11 level=0.9->0.9 k=5 W=inf f=1,0.4722792607802875,0.42021276595744683,0.0006287989939216097,0.0009976057462090981,0.8897548566142461,1.5865256717212024
per_task|dedup11|O2_recall|fpr<=0.0015,quorum/dedup11 level=0.8->0.8 k=5 W=inf f=1,0.6303901437371663,0.6187943262411347,0.0013973310976035773,0.0020617185421654693,0.9816053318548295,1.475468874700718
