block,cohort,mode,detector,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
reference_single,development_main,per_task,mobility,243,31,0.4989733059548255,0.0021658632012855447,0.8868613138686131,41,18,0.6949152542372882,0.16872427983539096,0.6758079687243,1.31229780486713
reference_single,external_8b,per_task,mobility,272,57,0.48226950354609927,0.003790901835594573,0.8267477203647416,72,43,0.6260869565217392,0.2647058823529412,0.5953801599458113,1.3886047537089383
reference_single,development_main,per_task,partial_edge_std,93,10,0.19096509240246407,0.0006986655488017886,0.9029126213592233,24,5,0.8275862068965517,0.25806451612903225,0.6800874377704904,1.3276419636851606
reference_single,external_8b,per_task,partial_edge_std,103,14,0.18262411347517732,0.000931098696461825,0.8803418803418803,29,10,0.7435897435897436,0.2815533980582524,0.6360839097041088,1.384002750126779
reference_single,development_main,per_task,partial_query_d1,154,17,0.3162217659137577,0.0011877314329630407,0.9005847953216374,26,12,0.6842105263157895,0.16883116883116883,0.6803070439920205,1.3237916662409284
reference_single,external_8b,per_task,partial_query_d1,156,20,0.2765957446808511,0.0013301409949454642,0.8863636363636364,42,12,0.7777777777777778,0.2692307692307692,0.6422757645658748,1.3800359366863932
reference_single,development_main,per_task,state_action_alignment,26,5,0.053388090349075976,0.0003493327744008943,0.8387096774193549,15,4,0.7894736842105263,0.5769230769230769,0.311901000529468,2.6890252868557716
reference_single,external_8b,per_task,state_action_alignment,37,12,0.06560283687943262,0.0007980845969672786,0.7551020408163265,19,10,0.6551724137931034,0.5135135135135135,0.39168403645985306,1.9278346078158923
reference_pairwise_and,development_main,per_task,action_consensus+conditional_effective_rank,28,0,0.057494866529774126,0.0,1.0,2,0,1.0,0.07142857142857142,0.8799528628100484,1.1364245089294809
reference_pairwise_and,external_8b,per_task,action_consensus+conditional_effective_rank,20,1,0.03546099290780142,6.650704974727321e-05,0.9523809523809523,5,0,1.0,0.25,0.6680867838709018,1.4255347888530996
reference_pairwise_and,development_main,per_task,action_consensus+conditional_energy,9,0,0.018480492813141684,0.0,1.0,3,0,1.0,0.3333333333333333,0.5544361047690163,1.8036343437926181
reference_pairwise_and,external_8b,per_task,action_consensus+conditional_energy,12,4,0.02127659574468085,0.00026602819898909286,0.75,1,3,0.25,0.08333333333333333,0.7002617437878498,1.071028092928662
reference_pairwise_and,development_main,per_task,action_consensus+conditional_query_d1,46,2,0.0944558521560575,0.00013973310976035772,0.9583333333333334,3,1,0.75,0.06521739130434782,0.8483006034661406,1.129709597538421
reference_pairwise_and,external_8b,per_task,action_consensus+conditional_query_d1,42,4,0.07446808510638298,0.00026602819898909286,0.9130434782608695,2,1,0.6666666666666666,0.047619047619047616,0.7931473530419858,1.1511650070558035
reference_pairwise_and,development_main,per_task,action_consensus+expert_load_effective_rank,88,14,0.1806981519507187,0.000978131768322504,0.8627450980392157,16,7,0.6956521739130435,0.18181818181818182,0.6876807926028883,1.2545720446454596
reference_pairwise_and,external_8b,per_task,action_consensus+expert_load_effective_rank,82,15,0.1453900709219858,0.0009976057462090981,0.845360824742268,19,9,0.6785714285714286,0.23170731707317074,0.6374752939997207,1.3261075883242597
reference_pairwise_and,development_main,per_task,action_consensus+flow_endpoint,81,13,0.16632443531827515,0.0009082652134423251,0.8617021276595744,20,4,0.8333333333333334,0.24691358024691357,0.6153288290387364,1.4003929070018077
reference_pairwise_and,external_8b,per_task,action_consensus+flow_endpoint,75,16,0.13297872340425532,0.0010641127959563714,0.8241758241758241,12,8,0.6,0.16,0.624330534346891,1.3200953322553577
reference_pairwise_and,development_main,per_task,action_consensus+flow_path,66,14,0.13552361396303902,0.000978131768322504,0.825,21,5,0.8076923076923077,0.3181818181818182,0.5749575336891956,1.4348885816077848
reference_pairwise_and,external_8b,per_task,action_consensus+flow_path,64,15,0.11347517730496454,0.0009976057462090981,0.810126582278481,19,6,0.76,0.296875,0.6019601007559651,1.3458144173693445
reference_pairwise_and,development_main,per_task,action_consensus+flow_settling_log_ratio,104,23,0.2135523613963039,0.0016069307622441137,0.8188976377952756,30,11,0.7317073170731707,0.28846153846153844,0.5714756093973816,1.4329529105516845
reference_pairwise_and,external_8b,per_task,action_consensus+flow_settling_log_ratio,87,24,0.15425531914893617,0.0015961691939345571,0.7837837837837838,24,15,0.6153846153846154,0.27586206896551724,0.5619796273536234,1.3946836248755883
reference_pairwise_and,development_main,per_task,action_consensus+mobility,66,0,0.13552361396303902,0.0,1.0,5,0,1.0,0.07575757575757576,0.8500873786803773,1.1763496613163904
reference_pairwise_and,external_8b,per_task,action_consensus+mobility,56,5,0.09929078014184398,0.00033253524873636604,0.9180327868852459,10,3,0.7692307692307693,0.17857142857142858,0.714562627971627,1.2847478316787904
reference_pairwise_and,development_main,per_task,action_consensus+partial_edge_std,23,0,0.04722792607802875,0.0,1.0,1,0,1.0,0.043478260869565216,0.9356153865002794,1.068815257240002
reference_pairwise_and,external_8b,per_task,action_consensus+partial_edge_std,21,0,0.03723404255319149,0.0,1.0,1,0,1.0,0.047619047619047616,0.8149367276823838,1.2270891297830222
reference_pairwise_and,development_main,per_task,action_consensus+partial_query_d1,32,0,0.06570841889117043,0.0,1.0,3,0,1.0,0.09375,0.8094697091133688,1.2353766777700965
reference_pairwise_and,external_8b,per_task,action_consensus+partial_query_d1,32,2,0.05673758865248227,0.00013301409949454643,0.9411764705882353,5,1,0.8333333333333334,0.15625,0.7366393014848456,1.277662580167938
reference_pairwise_and,development_main,per_task,action_consensus+state_action_alignment,9,0,0.018480492813141684,0.0,1.0,3,0,1.0,0.3333333333333333,0.5544361047690163,1.8036343437926181
reference_pairwise_and,external_8b,per_task,action_consensus+state_action_alignment,12,4,0.02127659574468085,0.00026602819898909286,0.75,1,3,0.25,0.08333333333333333,0.7002617437878498,1.071028092928662
reference_pairwise_and,development_main,per_task,conditional_effective_rank+conditional_energy,8,0,0.01642710472279261,0.0,1.0,5,0,1.0,0.625,0.4179642271980136,2.392549254044755
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+conditional_energy,7,0,0.012411347517730497,0.0,1.0,6,0,1.0,0.8571428571428571,0.3102660139200189,3.2230407300033264
reference_pairwise_and,development_main,per_task,conditional_effective_rank+conditional_query_d1,58,2,0.11909650924024641,0.00013973310976035772,0.9666666666666667,15,1,0.9375,0.25862068965517243,0.6634835817840645,1.4569564239515354
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+conditional_query_d1,47,4,0.08333333333333333,0.00026602819898909286,0.9215686274509803,17,0,1.0,0.3617021276595745,0.5864085098368972,1.5715471586647065
reference_pairwise_and,development_main,per_task,conditional_effective_rank+expert_load_effective_rank,104,0,0.2135523613963039,0.0,1.0,19,0,1.0,0.18269230769230768,0.8095880528532066,1.235196093217693
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+expert_load_effective_rank,96,4,0.1702127659574468,0.00026602819898909286,0.96,22,0,1.0,0.22916666666666666,0.7410796544041183,1.2954073078310449
reference_pairwise_and,development_main,per_task,conditional_effective_rank+flow_endpoint,40,1,0.08213552361396304,6.986655488017886e-05,0.975609756097561,5,0,1.0,0.125,0.7113218818295928,1.3715446987068536
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+flow_endpoint,30,4,0.05319148936170213,0.00026602819898909286,0.8823529411764706,3,0,1.0,0.1,0.7286348008232982,1.2109673325779708
reference_pairwise_and,development_main,per_task,conditional_effective_rank+flow_path,42,0,0.08624229979466119,0.0,1.0,5,0,1.0,0.11904761904761904,0.8193635572240351,1.220459454394033
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+flow_path,33,3,0.05851063829787234,0.00019952114924181964,0.9166666666666666,7,0,1.0,0.21212121212121213,0.7362480802435992,1.2450513505765246
reference_pairwise_and,development_main,per_task,conditional_effective_rank+flow_settling_log_ratio,83,0,0.1704312114989733,0.0,1.0,19,0,1.0,0.2289156626506024,0.7857627581428359,1.2726487602485992
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+flow_settling_log_ratio,67,1,0.11879432624113476,6.650704974727321e-05,0.9852941176470589,21,0,1.0,0.31343283582089554,0.7233350093242656,1.3621546101681343
reference_pairwise_and,development_main,per_task,conditional_effective_rank+mobility,104,2,0.2135523613963039,0.00013973310976035772,0.9811320754716981,20,0,1.0,0.19230769230769232,0.7724206657838507,1.270204331568534
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+mobility,94,4,0.16666666666666666,0.00026602819898909286,0.9591836734693877,23,0,1.0,0.24468085106382978,0.7298839495152707,1.314159153803011
reference_pairwise_and,development_main,per_task,conditional_effective_rank+partial_edge_std,53,2,0.10882956878850103,0.00013973310976035772,0.9636363636363636,18,0,1.0,0.33962264150943394,0.7037638380577961,1.3692609814902506
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+partial_edge_std,55,0,0.0975177304964539,0.0,1.0,17,0,1.0,0.3090909090909091,0.7108963155869695,1.406674894881576
reference_pairwise_and,development_main,per_task,conditional_effective_rank+partial_query_d1,73,2,0.14989733059548255,0.00013973310976035772,0.9733333333333334,18,0,1.0,0.2465753424657534,0.7075728423442376,1.3755945325835472
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+partial_query_d1,68,1,0.12056737588652482,6.650704974727321e-05,0.9855072463768116,20,0,1.0,0.29411764705882354,0.7073154757758395,1.3933064949495546
reference_pairwise_and,development_main,per_task,conditional_effective_rank+state_action_alignment,8,0,0.01642710472279261,0.0,1.0,5,0,1.0,0.625,0.4179642271980136,2.392549254044755
reference_pairwise_and,external_8b,per_task,conditional_effective_rank+state_action_alignment,7,0,0.012411347517730497,0.0,1.0,6,0,1.0,0.8571428571428571,0.3102660139200189,3.2230407300033264
reference_pairwise_and,development_main,per_task,conditional_energy+conditional_query_d1,17,0,0.03490759753593429,0.0,1.0,8,0,1.0,0.47058823529411764,0.41203615946194677,2.4269714612082587
reference_pairwise_and,external_8b,per_task,conditional_energy+conditional_query_d1,24,1,0.0425531914893617,6.650704974727321e-05,0.96,9,1,0.9,0.375,0.6297067059259519,1.5245192578795368
reference_pairwise_and,development_main,per_task,conditional_energy+expert_load_effective_rank,23,1,0.04722792607802875,6.986655488017886e-05,0.9583333333333334,11,1,0.9166666666666666,0.4782608695652174,0.4339562512497633,2.2083639320171127
reference_pairwise_and,external_8b,per_task,conditional_energy+expert_load_effective_rank,35,4,0.06205673758865248,0.00026602819898909286,0.8974358974358975,18,3,0.8571428571428571,0.5142857142857142,0.45527098232068414,1.9712126014738205
reference_pairwise_and,development_main,per_task,conditional_energy+flow_endpoint,17,1,0.03490759753593429,6.986655488017886e-05,0.9444444444444444,9,1,0.9,0.5294117647058824,0.46947738878157824,2.0116931443610846
reference_pairwise_and,external_8b,per_task,conditional_energy+flow_endpoint,23,3,0.040780141843971635,0.00019952114924181964,0.8846153846153846,12,3,0.8,0.5217391304347826,0.4377740185040617,2.020712393207449
reference_pairwise_and,development_main,per_task,conditional_energy+flow_path,9,1,0.018480492813141684,6.986655488017886e-05,0.9,7,1,0.875,0.7777777777777778,0.34492634515952236,2.609252707512863
reference_pairwise_and,external_8b,per_task,conditional_energy+flow_path,18,3,0.031914893617021274,0.00019952114924181964,0.8571428571428571,10,3,0.7692307692307693,0.5555555555555556,0.45269614243527456,1.8934176300506236
reference_pairwise_and,development_main,per_task,conditional_energy+flow_settling_log_ratio,22,1,0.045174537987679675,6.986655488017886e-05,0.9565217391304348,13,1,0.9285714285714286,0.5909090909090909,0.3862328192449825,2.4765418459266804
reference_pairwise_and,external_8b,per_task,conditional_energy+flow_settling_log_ratio,32,4,0.05673758865248227,0.00026602819898909286,0.8888888888888888,18,3,0.8571428571428571,0.5625,0.4360728083267194,2.0383955888001744
reference_pairwise_and,development_main,per_task,conditional_energy+mobility,20,1,0.04106776180698152,6.986655488017886e-05,0.9523809523809523,10,0,1.0,0.5,0.4241094309857269,2.2456019196918167
reference_pairwise_and,external_8b,per_task,conditional_energy+mobility,29,3,0.051418439716312055,0.00019952114924181964,0.90625,13,3,0.8125,0.4482758620689655,0.5729907546821926,1.5816136518688657
reference_pairwise_and,development_main,per_task,conditional_energy+partial_edge_std,14,0,0.028747433264887063,0.0,1.0,9,0,1.0,0.6428571428571429,0.4062190778251345,2.4617258385645564
reference_pairwise_and,external_8b,per_task,conditional_energy+partial_edge_std,18,2,0.031914893617021274,0.00013301409949454643,0.9,9,0,1.0,0.5,0.5561473237081289,1.618276240186185
reference_pairwise_and,development_main,per_task,conditional_energy+partial_query_d1,10,0,0.02053388090349076,0.0,1.0,5,0,1.0,0.5,0.43219629650792246,2.313763463685
reference_pairwise_and,external_8b,per_task,conditional_energy+partial_query_d1,8,0,0.014184397163120567,0.0,1.0,6,0,1.0,0.75,0.40664778279423586,2.459130585020307
reference_pairwise_and,development_main,per_task,conditional_energy+state_action_alignment,26,5,0.053388090349075976,0.0003493327744008943,0.8387096774193549,15,4,0.7894736842105263,0.5769230769230769,0.3155289286093221,2.658107074732975
reference_pairwise_and,external_8b,per_task,conditional_energy+state_action_alignment,37,12,0.06560283687943262,0.0007980845969672786,0.7551020408163265,19,10,0.6551724137931034,0.5135135135135135,0.3923405021586492,1.9246089472327506
reference_pairwise_and,development_main,per_task,conditional_query_d1+expert_load_effective_rank,118,3,0.24229979466119098,0.00020959966464053657,0.9752066115702479,19,0,1.0,0.16101694915254236,0.7328137725178582,1.3307700375493186
reference_pairwise_and,external_8b,per_task,conditional_query_d1+expert_load_effective_rank,131,9,0.2322695035460993,0.0005985634477254589,0.9357142857142857,30,1,0.967741935483871,0.22900763358778625,0.6713658218107307,1.393747276545274
reference_pairwise_and,development_main,per_task,conditional_query_d1+flow_endpoint,75,1,0.1540041067761807,6.986655488017886e-05,0.9868421052631579,6,0,1.0,0.08,0.7972027071150337,1.2378810263131228
reference_pairwise_and,external_8b,per_task,conditional_query_d1+flow_endpoint,76,10,0.1347517730496454,0.0006650704974727321,0.8837209302325582,6,1,0.8571428571428571,0.07894736842105263,0.8221039551848146,1.0749503449766176
reference_pairwise_and,development_main,per_task,conditional_query_d1+flow_path,68,3,0.13963039014373715,0.00020959966464053657,0.9577464788732394,7,0,1.0,0.10294117647058823,0.8238855156051872,1.1624751992025546
reference_pairwise_and,external_8b,per_task,conditional_query_d1+flow_path,67,8,0.11879432624113476,0.0005320563979781857,0.8933333333333333,6,1,0.8571428571428571,0.08955223880597014,0.8346202312487948,1.0703470870777831
reference_pairwise_and,development_main,per_task,conditional_query_d1+flow_settling_log_ratio,112,4,0.2299794661190965,0.00027946621952071543,0.9655172413793104,18,2,0.9,0.16071428571428573,0.7701025016838057,1.2537515970513489
reference_pairwise_and,external_8b,per_task,conditional_query_d1+flow_settling_log_ratio,120,8,0.2127659574468085,0.0005320563979781857,0.9375,28,1,0.9655172413793104,0.23333333333333334,0.7220161175486258,1.2984474684346115
reference_pairwise_and,development_main,per_task,conditional_query_d1+mobility,129,5,0.2648870636550308,0.0003493327744008943,0.9626865671641791,21,1,0.9545454545454546,0.16279069767441862,0.7138874663855905,1.3485130535184453
reference_pairwise_and,external_8b,per_task,conditional_query_d1+mobility,136,11,0.24113475177304963,0.0007315775472200053,0.9251700680272109,34,6,0.85,0.25,0.6350595939984192,1.4568240158411243
reference_pairwise_and,development_main,per_task,conditional_query_d1+partial_edge_std,53,1,0.10882956878850103,6.986655488017886e-05,0.9814814814814815,17,0,1.0,0.32075471698113206,0.6992095575853823,1.403701466654552
reference_pairwise_and,external_8b,per_task,conditional_query_d1+partial_edge_std,52,1,0.09219858156028368,6.650704974727321e-05,0.9811320754716981,22,0,1.0,0.4230769230769231,0.5881907378420422,1.6680508759306232
reference_pairwise_and,development_main,per_task,conditional_query_d1+partial_query_d1,93,3,0.19096509240246407,0.00020959966464053657,0.96875,19,1,0.95,0.20430107526881722,0.7154527240132015,1.3540377546764708
reference_pairwise_and,external_8b,per_task,conditional_query_d1+partial_query_d1,90,5,0.1595744680851064,0.00033253524873636604,0.9473684210526315,29,1,0.9666666666666667,0.32222222222222224,0.613643701443675,1.5438411880115883
reference_pairwise_and,development_main,per_task,conditional_query_d1+state_action_alignment,17,0,0.03490759753593429,0.0,1.0,8,0,1.0,0.47058823529411764,0.41203615946194677,2.4269714612082587
reference_pairwise_and,external_8b,per_task,conditional_query_d1+state_action_alignment,24,1,0.0425531914893617,6.650704974727321e-05,0.96,9,1,0.9,0.375,0.6297067059259519,1.5245192578795368
reference_pairwise_and,development_main,per_task,expert_load_effective_rank+flow_endpoint,129,9,0.2648870636550308,0.0006287989939216097,0.9347826086956522,22,4,0.8461538461538461,0.17054263565891473,0.6979388759021187,1.3393473855248454
reference_pairwise_and,external_8b,per_task,expert_load_effective_rank+flow_endpoint,134,17,0.2375886524822695,0.0011306198457036445,0.8874172185430463,26,6,0.8125,0.19402985074626866,0.6772461609909733,1.3103318551773588
reference_pairwise_and,development_main,per_task,expert_load_effective_rank+flow_path,118,8,0.24229979466119098,0.0005589324390414309,0.9365079365079365,28,3,0.9032258064516129,0.23728813559322035,0.6943675295747207,1.3487208093983305
reference_pairwise_and,external_8b,per_task,expert_load_effective_rank+flow_path,134,18,0.2375886524822695,0.0011971268954509178,0.881578947368421,34,6,0.85,0.2537313432835821,0.649532298055759,1.3572519026494076
reference_pairwise_and,development_main,per_task,expert_load_effective_rank+flow_settling_log_ratio,228,12,0.4681724845995893,0.0008383986585621463,0.95,46,8,0.8518518518518519,0.20175438596491227,0.7222844948170878,1.3152712079754378
reference_pairwise_and,external_8b,per_task,expert_load_effective_rank+flow_settling_log_ratio,251,39,0.4450354609929078,0.0025937749401436553,0.8655172413793103,55,19,0.7432432432432432,0.21912350597609562,0.6645469283521057,1.3024170370113002
reference_pairwise_and,development_main,per_task,expert_load_effective_rank+mobility,206,8,0.42299794661190965,0.0005589324390414309,0.9626168224299065,26,3,0.896551724137931,0.1262135922330097,0.7833415093772063,1.228859713045505
reference_pairwise_and,external_8b,per_task,expert_load_effective_rank+mobility,245,14,0.43439716312056736,0.000931098696461825,0.9459459459459459,53,6,0.8983050847457628,0.2163265306122449,0.7044906259033702,1.342737449107938
reference_pairwise_and,development_main,per_task,expert_load_effective_rank+partial_edge_std,91,1,0.1868583162217659,6.986655488017886e-05,0.9891304347826086,23,1,0.9583333333333334,0.25274725274725274,0.7372453801008269,1.3416570133641714
reference_pairwise_and,external_8b,per_task,expert_load_effective_rank+partial_edge_std,95,3,0.16843971631205673,0.00019952114924181964,0.9693877551020408,26,0,1.0,0.2736842105263158,0.7094815824301651,1.3663325153298935
reference_pairwise_and,development_main,per_task,expert_load_effective_rank+partial_query_d1,133,1,0.2731006160164271,6.986655488017886e-05,0.9925373134328358,21,1,0.9545454545454546,0.15789473684210525,0.7854571059615628,1.2636429232093633
reference_pairwise_and,external_8b,per_task,expert_load_effective_rank+partial_query_d1,138,5,0.24468085106382978,0.00033253524873636604,0.965034965034965,34,2,0.9444444444444444,0.2463768115942029,0.70358671528994,1.3715934995124022
reference_pairwise_and,development_main,per_task,expert_load_effective_rank+state_action_alignment,23,1,0.04722792607802875,6.986655488017886e-05,0.9583333333333334,11,1,0.9166666666666666,0.4782608695652174,0.4297867054924535,2.2297882207297834
reference_pairwise_and,external_8b,per_task,expert_load_effective_rank+state_action_alignment,35,4,0.06205673758865248,0.00026602819898909286,0.8974358974358975,18,3,0.8571428571428571,0.5142857142857142,0.45478588043004536,1.9733152150354414
reference_pairwise_and,development_main,per_task,flow_endpoint+flow_path,95,12,0.19507186858316222,0.0008383986585621463,0.8878504672897196,25,5,0.8333333333333334,0.2631578947368421,0.6095190016894,1.4566411626690392
reference_pairwise_and,external_8b,per_task,flow_endpoint+flow_path,102,22,0.18085106382978725,0.0014631550944400106,0.8225806451612904,28,8,0.7777777777777778,0.27450980392156865,0.600711793334898,1.3693432595932074
reference_pairwise_and,development_main,per_task,flow_endpoint+flow_settling_log_ratio,127,15,0.26078028747433263,0.0010479983232026828,0.8943661971830986,34,6,0.85,0.2677165354330709,0.6099246401791499,1.4663552482818225
reference_pairwise_and,external_8b,per_task,flow_endpoint+flow_settling_log_ratio,139,24,0.24645390070921985,0.0015961691939345571,0.852760736196319,32,11,0.7441860465116279,0.2302158273381295,0.6287639161996031,1.3562494828752345
reference_pairwise_and,development_main,per_task,flow_endpoint+mobility,92,1,0.188911704312115,6.986655488017886e-05,0.989247311827957,11,0,1.0,0.11956521739130435,0.8026497021289247,1.2324770185600347
reference_pairwise_and,external_8b,per_task,flow_endpoint+mobility,89,8,0.15780141843971632,0.0005320563979781857,0.9175257731958762,11,2,0.8461538461538461,0.12359550561797752,0.7806062202156994,1.1754015653915015
reference_pairwise_and,development_main,per_task,flow_endpoint+partial_edge_std,43,0,0.08829568788501027,0.0,1.0,8,0,1.0,0.18604651162790697,0.7788084875314407,1.2840127143062623
reference_pairwise_and,external_8b,per_task,flow_endpoint+partial_edge_std,35,2,0.06205673758865248,0.00013301409949454643,0.9459459459459459,9,0,1.0,0.2571428571428571,0.7260885290990184,1.3027969841635454
reference_pairwise_and,development_main,per_task,flow_endpoint+partial_query_d1,57,0,0.11704312114989733,0.0,1.0,4,0,1.0,0.07017543859649122,0.827656159851611,1.208231205793585
reference_pairwise_and,external_8b,per_task,flow_endpoint+partial_query_d1,46,2,0.08156028368794327,0.00013301409949454643,0.9583333333333334,2,0,1.0,0.043478260869565216,0.8990973525055551,1.0658838341172985
reference_pairwise_and,development_main,per_task,flow_endpoint+state_action_alignment,17,1,0.03490759753593429,6.986655488017886e-05,0.9444444444444444,9,1,0.9,0.5294117647058824,0.4632292904218294,2.0388271293993676
reference_pairwise_and,external_8b,per_task,flow_endpoint+state_action_alignment,23,3,0.040780141843971635,0.00019952114924181964,0.8846153846153846,12,3,0.8,0.5217391304347826,0.4365559401797373,2.0263505846494123
reference_pairwise_and,development_main,per_task,flow_path+flow_settling_log_ratio,127,20,0.26078028747433263,0.0013973310976035773,0.8639455782312925,38,8,0.8260869565217391,0.2992125984251969,0.6171720310030019,1.3998456424333499
reference_pairwise_and,external_8b,per_task,flow_path+flow_settling_log_ratio,141,26,0.25,0.0017291832934291035,0.844311377245509,36,10,0.782608695652174,0.2553191489361702,0.6355137411346821,1.3285493650192801
reference_pairwise_and,development_main,per_task,flow_path+mobility,92,2,0.188911704312115,0.00013973310976035772,0.9787234042553191,10,1,0.9090909090909091,0.10869565217391304,0.8449829098452772,1.1582759755869272
reference_pairwise_and,external_8b,per_task,flow_path+mobility,88,8,0.15602836879432624,0.0005320563979781857,0.9166666666666666,12,2,0.8571428571428571,0.13636363636363635,0.8243208394410071,1.1120265590862433
reference_pairwise_and,development_main,per_task,flow_path+partial_edge_std,38,0,0.07802874743326489,0.0,1.0,8,0,1.0,0.21052631578947367,0.803704425811681,1.244238513418755
reference_pairwise_and,external_8b,per_task,flow_path+partial_edge_std,35,2,0.06205673758865248,0.00013301409949454643,0.9459459459459459,7,0,1.0,0.2,0.7620065657658269,1.2413881827845636
reference_pairwise_and,development_main,per_task,flow_path+partial_query_d1,60,0,0.12320328542094455,0.0,1.0,5,0,1.0,0.08333333333333333,0.8937785426142238,1.1188453876673832
reference_pairwise_and,external_8b,per_task,flow_path+partial_query_d1,52,3,0.09219858156028368,0.00019952114924181964,0.9454545454545454,5,0,1.0,0.09615384615384616,0.8977692140630908,1.0531153559784503
reference_pairwise_and,development_main,per_task,flow_path+state_action_alignment,9,1,0.018480492813141684,6.986655488017886e-05,0.9,7,1,0.875,0.7777777777777778,0.3349194353419789,2.6872134162086767
reference_pairwise_and,external_8b,per_task,flow_path+state_action_alignment,18,3,0.031914893617021274,0.00019952114924181964,0.8571428571428571,10,3,0.7692307692307693,0.5555555555555556,0.45216481411447257,1.8956425409206166
reference_pairwise_and,development_main,per_task,flow_settling_log_ratio+mobility,183,1,0.3757700205338809,6.986655488017886e-05,0.9945652173913043,26,0,1.0,0.14207650273224043,0.8292936656982972,1.1992919499196248
reference_pairwise_and,external_8b,per_task,flow_settling_log_ratio+mobility,187,8,0.33156028368794327,0.0005320563979781857,0.958974358974359,40,2,0.9523809523809523,0.21390374331550802,0.7504197454534037,1.2779172786757451
reference_pairwise_and,development_main,per_task,flow_settling_log_ratio+partial_edge_std,77,0,0.15811088295687886,0.0,1.0,23,0,1.0,0.2987012987012987,0.7315828326502669,1.3668992154686739
reference_pairwise_and,external_8b,per_task,flow_settling_log_ratio+partial_edge_std,85,2,0.15070921985815602,0.00013301409949454643,0.9770114942528736,27,0,1.0,0.3176470588235294,0.6863958428812348,1.4233936647281287
