block,cohort,mode,pool,level,members_firing,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
context_union,development_main,per_task,all12,selected,600,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897
context_union,external_8b,per_task,all12,selected,688,446,242,0.7907801418439716,0.016094706038840115,0.6482558139534884,150,204,0.423728813559322,0.336322869955157,0.39402578935812455,1.6452116370593646
context_union,development_main,per_task,all12,0.5,4490,486,4004,0.997946611909651,0.27974568574023617,0.10824053452115813,254,3900,0.061145883485796824,0.522633744855967,0.0793101722569911,1.3647749266061753
context_union,external_8b,per_task,all12,0.5,4998,561,4437,0.9946808510638298,0.29509177972865125,0.11224489795918367,303,4340,0.06525953047598536,0.5401069518716578,0.08015946772346184,1.4002700011234077
context_union,development_main,per_task,all12,0.6,3094,485,2609,0.9958932238193019,0.18228184168238665,0.15675500969618616,214,2521,0.07824497257769653,0.44123711340206184,0.10560130431285975,1.4844041057653594
context_union,external_8b,per_task,all12,0.6,3439,560,2879,0.9929078014184397,0.19147379622239957,0.1628380343123001,269,2798,0.08770785784153896,0.48035714285714287,0.10522886785651375,1.5474654211270247
context_union,development_main,per_task,all12,0.7,2106,481,1625,0.9876796714579056,0.11353315168029064,0.22839506172839505,173,1554,0.10017371163867979,0.3596673596673597,0.15009380287684573,1.5216821570960974
context_union,external_8b,per_task,all12,0.7,2308,555,1753,0.9840425531914894,0.11658685820696994,0.2404679376083189,235,1676,0.12297226582940869,0.42342342342342343,0.14764232382918654,1.6287195390295137
context_union,development_main,per_task,all12,0.75,1667,469,1198,0.9630390143737166,0.08370013274645427,0.28134373125374923,154,1132,0.11975116640746501,0.3283582089552239,0.1788224696671058,1.5733130840743674
context_union,external_8b,per_task,all12,0.75,1833,548,1285,0.9716312056737588,0.08546155892524608,0.2989634478996181,213,1219,0.14874301675977653,0.3886861313868613,0.1776138721942052,1.6832212721128434
context_union,development_main,per_task,all12,0.8,1316,464,852,0.9527720739219713,0.05952630475791239,0.3525835866261398,138,789,0.1488673139158576,0.2974137931034483,0.2209863440618346,1.5954994328856933
context_union,external_8b,per_task,all12,0.8,1438,541,897,0.9592198581560284,0.05965682362330407,0.3762169680111266,192,838,0.18640776699029127,0.35489833641404805,0.22327466670769958,1.6849962136709924
context_union,development_main,per_task,all12,0.85,994,448,546,0.919917864476386,0.03814713896457766,0.4507042253521127,123,492,0.2,0.27455357142857145,0.2875971411225984,1.5671373630240093
context_union,external_8b,per_task,all12,0.85,1091,517,574,0.9166666666666666,0.038175046554934824,0.4738771769019248,176,522,0.2521489971346705,0.3404255319148936,0.28462222293975914,1.6649338621820189
context_union,development_main,per_task,all12,0.9,736,418,318,0.8583162217659137,0.022217564451896876,0.5679347826086957,106,267,0.28418230563002683,0.2535885167464115,0.38921133719745665,1.4591938320660176
context_union,external_8b,per_task,all12,0.9,765,447,318,0.7925531914893617,0.02114924181963288,0.5843137254901961,157,278,0.36091954022988504,0.3512304250559284,0.3606089527805084,1.6203527976351988
context_union,development_main,per_task,all12,0.925,593,376,217,0.7720739219712526,0.015161042408998812,0.6340640809443507,95,180,0.34545454545454546,0.2526595744680851,0.4296584678318321,1.4757397524224352
context_union,external_8b,per_task,all12,0.925,612,413,199,0.7322695035460993,0.01323490289970737,0.6748366013071896,142,163,0.46557377049180326,0.34382566585956414,0.4136894000455411,1.6312639415776669
context_union,development_main,per_task,all12,0.95,449,331,118,0.6796714579055442,0.008244253475861106,0.7371937639198218,81,89,0.4764705882352941,0.24471299093655588,0.49597378144086185,1.4863563186307707
context_union,external_8b,per_task,all12,0.95,494,362,132,0.6418439716312057,0.008778930566640064,0.7327935222672065,115,104,0.5251141552511416,0.31767955801104975,0.46680049832463644,1.5698216366461228
context_union,development_main,per_task,all12,0.96,390,302,88,0.6201232032854209,0.00614825682945574,0.7743589743589744,78,62,0.5571428571428572,0.2582781456953642,0.5092841763423037,1.5204850461297401
context_union,external_8b,per_task,all12,0.96,450,346,104,0.6134751773049646,0.006916733173716414,0.7688888888888888,108,74,0.5934065934065934,0.31213872832369943,0.49699547866635146,1.5470742127315567
context_union,development_main,per_task,all12,0.975,313,270,43,0.5544147843942505,0.0030042618598476907,0.8626198083067093,63,24,0.7241379310344828,0.23333333333333334,0.5875863440320356,1.468073274792919
context_union,external_8b,per_task,all12,0.975,328,268,60,0.475177304964539,0.0039904229848363925,0.8170731707317073,70,36,0.660377358490566,0.26119402985074625,0.5520146575632181,1.4801657157774546
context_union,development_main,per_task,all12,0.98,281,248,33,0.5092402464065708,0.002305596311045902,0.8825622775800712,52,13,0.8,0.20967741935483872,0.6229513316244253,1.4167435444413887
context_union,external_8b,per_task,all12,0.98,285,241,44,0.42730496453900707,0.002926310188880021,0.8456140350877193,51,25,0.6710526315789473,0.21161825726141079,0.6197937967013022,1.3643473677669717
context_union,development_main,per_task,all12,0.99,180,166,14,0.3408624229979466,0.000978131768322504,0.9222222222222223,30,3,0.9090909090909091,0.18072289156626506,0.6702752598162435,1.3758858151426478
context_union,external_8b,per_task,all12,0.99,147,127,20,0.225177304964539,0.0013301409949454642,0.8639455782312925,17,9,0.6538461538461539,0.13385826771653545,0.7108536081098659,1.2153635690595883
context_union,development_main,per_task,all12,0.995,105,96,9,0.1971252566735113,0.0006287989939216097,0.9142857142857143,13,1,0.9285714285714286,0.13541666666666666,0.7238035018958724,1.2631684039810642
context_union,external_8b,per_task,all12,0.995,84,80,4,0.14184397163120568,0.00026602819898909286,0.9523809523809523,11,1,0.9166666666666666,0.1375,0.7811861427529685,1.2191472688246598
context_union,development_main,per_task,dedup11,selected,600,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897
context_union,external_8b,per_task,dedup11,selected,688,446,242,0.7907801418439716,0.016094706038840115,0.6482558139534884,150,204,0.423728813559322,0.336322869955157,0.39402651142616024,1.6452086221486906
context_union,development_main,per_task,dedup11,0.5,4486,486,4000,0.997946611909651,0.27946621952071543,0.10833704859563086,253,3895,0.06099324975891996,0.5205761316872428,0.07944213687702927,1.36372274027987
context_union,external_8b,per_task,dedup11,0.5,4991,561,4430,0.9946808510638298,0.29462623038042035,0.11240232418353036,303,4333,0.06535806729939603,0.5401069518716578,0.08024021644195292,1.4008227939520081
context_union,development_main,per_task,dedup11,0.6,3088,485,2603,0.9958932238193019,0.18186264235310556,0.15705958549222798,214,2515,0.07841700256504214,0.44123711340206184,0.10577356435064109,1.4848661521093578
context_union,external_8b,per_task,dedup11,0.6,3436,560,2876,0.9929078014184397,0.19127427507315775,0.1629802095459837,269,2795,0.08779373368146214,0.48035714285714287,0.10530252490352147,1.5477331592505186
