rule,family,mode,pool,level,level_loose,k,window,frames,members,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,alarms
single|action_consensus|per_task|selected,single,per_task,single,selected,selected,1,-1,1,action_consensus,111,34,0.22792607802874743,0.0023754628659260813,0.7655172413793103,34,21,0.6181818181818182,0.3063063063063063,0.5349431440144673,1.4310254275519927,145
single|conditional_effective_rank|per_task|selected,single,per_task,single,selected,selected,1,-1,1,conditional_effective_rank,118,20,0.24229979466119098,0.0013973310976035773,0.855072463768116,26,16,0.6190476190476191,0.22033898305084745,0.6713141051391751,1.2737293276309822,138
single|conditional_energy|per_task|selected,single,per_task,single,selected,selected,1,-1,1,conditional_energy,26,5,0.053388090349075976,0.0003493327744008943,0.8387096774193549,15,4,0.7894736842105263,0.5769230769230769,0.3155289286093221,2.658107074732975,31
single|conditional_query_d1|per_task|selected,single,per_task,single,selected,selected,1,-1,1,conditional_query_d1,147,20,0.30184804928131415,0.0013973310976035773,0.8802395209580839,22,12,0.6470588235294118,0.14965986394557823,0.6523211714811499,1.3493959102376307,167
single|expert_load_effective_rank|per_task|selected,single,per_task,single,selected,selected,1,-1,1,expert_load_effective_rank,322,45,0.6611909650924025,0.0031439949696080486,0.8773841961852861,58,32,0.6444444444444445,0.18012422360248448,0.6038428966079253,1.453000774065528,367
single|flow_endpoint|per_task|selected,single,per_task,single,selected,selected,1,-1,1,flow_endpoint,151,29,0.31006160164271046,0.002026130091525187,0.8388888888888889,36,18,0.6666666666666666,0.23841059602649006,0.566090674453316,1.4818984426815,180
single|flow_path|per_task|selected,single,per_task,single,selected,selected,1,-1,1,flow_path,139,32,0.28542094455852157,0.0022357297561657235,0.8128654970760234,38,20,0.6551724137931034,0.2733812949640288,0.5744326107680097,1.4150754707140176,171
single|flow_settling_log_ratio|per_task|selected,single,per_task,single,selected,selected,1,-1,1,flow_settling_log_ratio,284,62,0.5831622176591376,0.0043317264025710895,0.8208092485549133,70,46,0.603448275862069,0.24647887323943662,0.5970377339640052,1.3748029678211247,346
single|mobility|per_task|selected,single,per_task,single,selected,selected,1,-1,1,mobility,243,31,0.4989733059548255,0.0021658632012855447,0.8868613138686131,41,18,0.6949152542372882,0.16872427983539096,0.6758079687243,1.31229780486713,274
single|partial_edge_std|per_task|selected,single,per_task,single,selected,selected,1,-1,1,partial_edge_std,93,10,0.19096509240246407,0.0006986655488017886,0.9029126213592233,24,5,0.8275862068965517,0.25806451612903225,0.6800874377704904,1.3276419636851606,103
single|partial_query_d1|per_task|selected,single,per_task,single,selected,selected,1,-1,1,partial_query_d1,154,17,0.3162217659137577,0.0011877314329630407,0.9005847953216374,26,12,0.6842105263157895,0.16883116883116883,0.6803070439920205,1.3237916662409284,171
single|state_action_alignment|per_task|selected,single,per_task,single,selected,selected,1,-1,1,state_action_alignment,26,5,0.053388090349075976,0.0003493327744008943,0.8387096774193549,15,4,0.7894736842105263,0.5769230769230769,0.311901000529468,2.6890252868557716,31
single|action_consensus|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,action_consensus,312,475,0.6406570841889117,0.03318661356808496,0.39644218551461247,86,448,0.16104868913857678,0.27564102564102566,0.2846457503702875,1.3927563822712694,787
single|conditional_effective_rank|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,conditional_effective_rank,181,210,0.37166324435318276,0.01467197652483756,0.4629156010230179,26,187,0.12206572769953052,0.143646408839779,0.40947298771333934,1.1305156015495026,391
single|conditional_energy|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,conditional_energy,117,1001,0.2402464065708419,0.06993642143505904,0.10465116279069768,71,970,0.06820365033621517,0.6068376068376068,0.08242354925988603,1.2696755202900418,1118
single|conditional_query_d1|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,conditional_query_d1,364,1132,0.7474332648870636,0.07908894012436246,0.24331550802139038,72,1083,0.06233766233766234,0.1978021978021978,0.1889736844743052,1.2875629149013816,1496
single|expert_load_effective_rank|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,expert_load_effective_rank,395,386,0.811088295687885,0.026968490183749038,0.5057618437900128,98,361,0.21350762527233116,0.2481012658227848,0.31198476499853733,1.6211107096604025,781
single|flow_endpoint|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,flow_endpoint,358,908,0.7351129363449692,0.0634388318312024,0.28278041074249605,168,860,0.16342412451361868,0.4692737430167598,0.17299340977235442,1.6346311175357062,1266
single|flow_path|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,flow_path,392,598,0.8049281314168378,0.04178019981834696,0.39595959595959596,118,569,0.1717612809315866,0.3010204081632653,0.2624575132009542,1.5086616920599416,990
single|flow_settling_log_ratio|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,flow_settling_log_ratio,346,333,0.7104722792607803,0.02326556277509956,0.5095729013254786,89,296,0.23116883116883116,0.25722543352601157,0.36655817914711614,1.3901555887011439,679
single|mobility|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,mobility,262,103,0.5379876796714579,0.007196255152658423,0.7178082191780822,51,87,0.3695652173913043,0.1946564885496183,0.5454527627259871,1.3159860362439477,365
single|partial_edge_std|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,partial_edge_std,200,407,0.4106776180698152,0.028435687836232796,0.32948929159802304,37,387,0.08726415094339622,0.185,0.2793756908492843,1.1793770982593244,607
single|partial_query_d1|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,partial_query_d1,247,326,0.5071868583162218,0.02277649689093831,0.43106457242582896,40,310,0.11428571428571428,0.16194331983805668,0.35108645953875467,1.227801758552998,573
