rule,family,mode,pool,level,level_loose,k,window,frames,members,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,alarms
single|state_action_alignment|per_task|0.5,single,per_task,single,0.5,0.5,1,-1,1,state_action_alignment,118,1000,0.24229979466119098,0.06986655488017886,0.10554561717352415,70,967,0.06750241080038573,0.5932203389830508,0.08452655024475807,1.2486682216167881,1118
single|action_consensus|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,action_consensus,288,320,0.5913757700205339,0.022357297561657236,0.47368421052631576,73,294,0.1989100817438692,0.2534722222222222,0.34597202825042705,1.3691401958757372,608
single|conditional_effective_rank|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,conditional_effective_rank,173,133,0.35523613963039014,0.009292251799063789,0.565359477124183,26,115,0.18439716312056736,0.15028901734104047,0.49149626916782224,1.1502823369980455,306
single|conditional_energy|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,conditional_energy,100,624,0.2053388090349076,0.043596730245231606,0.13812154696132597,57,599,0.08689024390243902,0.57,0.09867408497079119,1.399775300700399,724
single|conditional_query_d1|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,conditional_query_d1,355,673,0.728952772073922,0.04702019143436037,0.3453307392996109,59,635,0.08501440922190202,0.16619718309859155,0.2607209190181881,1.324522560752098,1028
single|expert_load_effective_rank|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,expert_load_effective_rank,384,231,0.7885010266940452,0.016139174177321317,0.624390243902439,88,210,0.2953020134228188,0.22916666666666666,0.39317833987901996,1.5880585998062926,615
single|flow_endpoint|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,flow_endpoint,341,653,0.7002053388090349,0.0456228603367568,0.34305835010060365,128,613,0.17273954116059378,0.375366568914956,0.2198128938568858,1.5606834707519917,994
single|flow_path|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,flow_path,380,473,0.7802874743326489,0.0330468804583246,0.4454865181711606,105,443,0.19160583941605838,0.27631578947368424,0.30402781176418725,1.4652821252967896,853
single|flow_settling_log_ratio|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,flow_settling_log_ratio,332,226,0.6817248459958932,0.01578984140292042,0.5949820788530465,85,201,0.2972027972027972,0.2560240963855422,0.4214250803782083,1.4118335774393858,558
single|mobility|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,mobility,250,59,0.5133470225872689,0.004122126737930553,0.8090614886731392,46,44,0.5111111111111111,0.184,0.6163959141186259,1.3125678969335846,309
single|partial_edge_std|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,partial_edge_std,180,216,0.36960985626283366,0.015091175854118634,0.45454545454545453,34,205,0.14225941422594143,0.18888888888888888,0.36743322831483594,1.2370831474065167,396
single|partial_query_d1|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,partial_query_d1,227,197,0.46611909650924027,0.013763711311395236,0.535377358490566,38,183,0.17194570135746606,0.16740088105726872,0.4263733219761883,1.255653979496553,424
single|state_action_alignment|per_task|0.6,single,per_task,single,0.6,0.6,1,-1,1,state_action_alignment,100,627,0.2053388090349076,0.04380632990987214,0.1375515818431912,57,602,0.08649468892261002,0.57,0.09847476464630946,1.396820620361302,727
single|action_consensus|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,action_consensus,265,217,0.5441478439425051,0.015161042408998812,0.549792531120332,59,198,0.22957198443579765,0.22264150943396227,0.41025859409408405,1.3401121610489621,482
single|conditional_effective_rank|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,conditional_effective_rank,159,93,0.3264887063655031,0.006497589603856634,0.6309523809523809,26,81,0.24299065420560748,0.16352201257861634,0.5342287552038686,1.1810528257910815,252
single|conditional_energy|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,conditional_energy,74,393,0.15195071868583163,0.027457556067910293,0.15845824411134904,38,377,0.09156626506024096,0.5135135135135135,0.11594069139767854,1.366718122870551,467
single|conditional_query_d1|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,conditional_query_d1,343,373,0.704312114989733,0.026060224970306713,0.4790502793296089,46,338,0.11979166666666667,0.13411078717201166,0.3571724467131653,1.3412296601767832,716
single|expert_load_effective_rank|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,expert_load_effective_rank,363,122,0.7453798767967146,0.00852371969538182,0.7484536082474227,81,106,0.43315508021390375,0.2231404958677686,0.4762710082388184,1.571486811710619,485
single|flow_endpoint|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,flow_endpoint,317,419,0.6509240246406571,0.029274086494794942,0.43070652173913043,110,379,0.2249488752556237,0.3470031545741325,0.28461371152020115,1.5133020803481563,736
single|flow_path|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,flow_path,366,355,0.7515400410677618,0.024802626982463494,0.507628294036061,91,326,0.2182254196642686,0.24863387978142076,0.35598848422789964,1.4259683010169604,721
single|flow_settling_log_ratio|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,flow_settling_log_ratio,320,146,0.6570841889117043,0.010200517012506113,0.6866952789699571,79,124,0.3891625615763547,0.246875,0.4919861898326676,1.3957612899734302,466
single|mobility|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,mobility,243,31,0.4989733059548255,0.0021658632012855447,0.8868613138686131,41,18,0.6949152542372882,0.16872427983539096,0.6758079687243,1.31229780486713,274
single|partial_edge_std|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,partial_edge_std,150,97,0.3080082135523614,0.0067770558233773495,0.6072874493927125,27,90,0.23076923076923078,0.18,0.4953781466123192,1.2259068219817395,247
single|partial_query_d1|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,partial_query_d1,208,104,0.4271047227926078,0.007266121707538601,0.6666666666666666,31,94,0.248,0.14903846153846154,0.5380838926644338,1.2389641759494576,312
single|state_action_alignment|per_task|0.7,single,per_task,single,0.7,0.7,1,-1,1,state_action_alignment,75,393,0.1540041067761807,0.027457556067910293,0.16025641025641027,38,377,0.09156626506024096,0.5066666666666667,0.11712276667999252,1.3682771915239094,468
single|action_consensus|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,action_consensus,244,177,0.5010266940451745,0.012366380213791658,0.5795724465558195,54,158,0.25471698113207547,0.22131147540983606,0.43138051189357357,1.3435295071901778,421
single|conditional_effective_rank|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,conditional_effective_rank,151,74,0.31006160164271046,0.005170125061133236,0.6711111111111111,26,64,0.28888888888888886,0.17218543046357615,0.5620229005454729,1.1940992270239563,225
single|conditional_energy|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,conditional_energy,67,266,0.1375770020533881,0.018584503598127577,0.2012012012012012,34,252,0.11888111888111888,0.5074626865671642,0.1354034814820914,1.4859381679031074,333
single|conditional_query_d1|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,conditional_query_d1,338,265,0.6940451745379876,0.0185146370432474,0.560530679933665,42,234,0.15217391304347827,0.1242603550295858,0.41897660293225997,1.3378567586130614,603
single|expert_load_effective_rank|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,expert_load_effective_rank,350,90,0.7186858316221766,0.006287989939216097,0.7954545454545454,75,74,0.5033557046979866,0.21428571428571427,0.5066222830152097,1.5701136174278074,440
single|flow_endpoint|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,flow_endpoint,300,327,0.6160164271047228,0.022846363445818488,0.4784688995215311,97,296,0.24681933842239187,0.3233333333333333,0.309800417470041,1.5444423975568111,627
single|flow_path|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,flow_path,358,281,0.7351129363449692,0.01963250192133026,0.5602503912363067,86,254,0.2529411764705882,0.24022346368715083,0.39196475993282387,1.4293386766002234,639
single|flow_settling_log_ratio|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,flow_settling_log_ratio,309,114,0.6344969199178645,0.007964787256340389,0.7304964539007093,76,93,0.44970414201183434,0.2459546925566343,0.5293898069616517,1.3798838668490372,423
single|mobility|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,mobility,234,20,0.4804928131416838,0.0013973310976035773,0.9212598425196851,38,9,0.8085106382978723,0.1623931623931624,0.7053809139207181,1.3060458885952093,254
single|partial_edge_std|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,partial_edge_std,132,61,0.27104722792607805,0.00426185984769091,0.6839378238341969,26,55,0.32098765432098764,0.19696969696969696,0.5482865436513275,1.247409464546579,193
single|partial_query_d1|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,partial_query_d1,201,72,0.4127310061601643,0.0050303919513728776,0.7362637362637363,30,64,0.3191489361702128,0.14925373134328357,0.5868942961089129,1.254508249858854,273
single|state_action_alignment|per_task|0.75,single,per_task,single,0.75,0.75,1,-1,1,state_action_alignment,68,273,0.13963039014373715,0.01907356948228883,0.19941348973607037,34,259,0.11604095563139932,0.5,0.13541471344469086,1.4726131648723633,341
single|action_consensus|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,action_consensus,225,128,0.4620123203285421,0.008942919024662894,0.6373937677053825,51,110,0.3167701863354037,0.22666666666666666,0.47591763234806145,1.3392942904019698,353
single|conditional_effective_rank|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,conditional_effective_rank,147,60,0.30184804928131415,0.004191993292810731,0.7101449275362319,26,51,0.33766233766233766,0.17687074829931973,0.589274798992169,1.2051167447696491,207
single|conditional_energy|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,conditional_energy,60,161,0.12320328542094455,0.011248515335708796,0.27149321266968324,32,149,0.17679558011049723,0.5333333333333333,0.16595861587028063,1.6359091165347652,221
single|conditional_query_d1|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,conditional_query_d1,323,181,0.6632443531827515,0.012645846433312373,0.6408730158730159,38,158,0.19387755102040816,0.11764705882352941,0.4682990440309066,1.368512329977594,504
single|expert_load_effective_rank|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,expert_load_effective_rank,336,68,0.6899383983572895,0.004750925731852163,0.8316831683168316,69,52,0.5702479338842975,0.20535714285714285,0.5454310535032325,1.5248181469959203,404
single|flow_endpoint|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,flow_endpoint,286,244,0.5872689938398358,0.01704743939076364,0.539622641509434,82,212,0.2789115646258503,0.2867132867132867,0.35947632301952515,1.5011354210389096,530
single|flow_path|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,flow_path,339,224,0.6960985626283368,0.015650108293160065,0.6021314387211367,79,199,0.2841726618705036,0.23303834808259588,0.42637957077094907,1.4121957992321388,563
single|flow_settling_log_ratio|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,flow_settling_log_ratio,296,81,0.6078028747433265,0.005659190945294487,0.7851458885941645,74,64,0.5362318840579711,0.25,0.5704120547072189,1.3764538847222718,377
single|mobility|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,mobility,226,14,0.46406570841889117,0.000978131768322504,0.9416666666666667,35,4,0.8974358974358975,0.15486725663716813,0.7290488246129954,1.2916373154658556,240
single|partial_edge_std|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,partial_edge_std,120,36,0.2464065708418891,0.0025151959756864388,0.7692307692307693,24,31,0.43636363636363634,0.2,0.6098971656149279,1.2612466700926435,156
single|partial_query_d1|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,partial_query_d1,196,49,0.4024640657084189,0.003423461189128764,0.8,28,42,0.4,0.14285714285714285,0.6414482855494839,1.2471777039901135,245
single|state_action_alignment|per_task|0.8,single,per_task,single,0.8,0.8,1,-1,1,state_action_alignment,60,163,0.12320328542094455,0.011388248445469155,0.26905829596412556,32,151,0.17486338797814208,0.5333333333333333,0.16431529421438676,1.6374513233873267,223
single|action_consensus|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,action_consensus,207,70,0.42505133470225875,0.00489065884161252,0.7472924187725631,43,55,0.4387755102040816,0.20772946859903382,0.5663587568550065,1.3194682870664565,277
single|conditional_effective_rank|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,conditional_effective_rank,135,41,0.27720739219712526,0.0028645287500873333,0.7670454545454546,26,36,0.41935483870967744,0.1925925925925926,0.6256405609751374,1.2260161862746244,176
single|conditional_energy|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,conditional_energy,47,89,0.09650924024640657,0.006218123384335918,0.34558823529411764,28,81,0.25688073394495414,0.5957446808510638,0.18536871446417696,1.8643288124054156,136
single|conditional_query_d1|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,conditional_query_d1,296,113,0.6078028747433265,0.00789492070146021,0.7237163814180929,35,94,0.2713178294573643,0.11824324324324324,0.5400130102041838,1.3401832321492573,409
single|expert_load_effective_rank|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,expert_load_effective_rank,322,45,0.6611909650924025,0.0031439949696080486,0.8773841961852861,58,32,0.6444444444444445,0.18012422360248448,0.6038428966079253,1.453000774065528,367
single|flow_endpoint|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,flow_endpoint,255,171,0.5236139630390144,0.011947180884510585,0.5985915492957746,77,143,0.35,0.30196078431372547,0.3978902718264072,1.5044136328040965,426
single|flow_path|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,flow_path,297,153,0.6098562628336756,0.010689582896667365,0.66,69,128,0.350253807106599,0.23232323232323232,0.4688282360900883,1.4077650388642056,450
single|flow_settling_log_ratio|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,flow_settling_log_ratio,284,62,0.5831622176591376,0.0043317264025710895,0.8208092485549133,70,46,0.603448275862069,0.24647887323943662,0.5970377339640052,1.3748029678211247,346
single|mobility|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,mobility,206,14,0.42299794661190965,0.000978131768322504,0.9363636363636364,28,4,0.875,0.13592233009708737,0.7295016672785644,1.2835661361224562,220
single|partial_edge_std|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,partial_edge_std,111,21,0.22792607802874743,0.001467197652483756,0.8409090909090909,24,16,0.6,0.21621621621621623,0.6587938030574196,1.2764374634468114,132
single|partial_query_d1|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,partial_query_d1,173,31,0.35523613963039014,0.0021658632012855447,0.8480392156862745,26,24,0.52,0.15028901734104047,0.6707425646989805,1.2643289099549873,204
single|state_action_alignment|per_task|0.85,single,per_task,single,0.85,0.85,1,-1,1,state_action_alignment,47,90,0.09650924024640657,0.006287989939216097,0.34306569343065696,28,82,0.2545454545454545,0.5957446808510638,0.18334833986357787,1.8711142608976898,137
single|action_consensus|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,action_consensus,171,46,0.351129363449692,0.0032138615244882273,0.7880184331797235,40,35,0.5333333333333333,0.23391812865497075,0.5879413514301796,1.3403010883021789,217
single|conditional_effective_rank|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,conditional_effective_rank,118,20,0.24229979466119098,0.0013973310976035773,0.855072463768116,26,16,0.6190476190476191,0.22033898305084745,0.6713141051391751,1.2737293276309822,138
single|conditional_energy|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,conditional_energy,37,40,0.07597535934291581,0.0027946621952071545,0.4805194805194805,20,34,0.37037037037037035,0.5405405405405406,0.24826537424796463,1.935507446316469,77
single|conditional_query_d1|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,conditional_query_d1,238,62,0.4887063655030801,0.0043317264025710895,0.7933333333333333,29,48,0.37662337662337664,0.12184873949579832,0.6247349406291857,1.2698718796396247,300
single|expert_load_effective_rank|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,expert_load_effective_rank,289,25,0.5934291581108829,0.0017466638720044715,0.9203821656050956,50,16,0.7575757575757576,0.17301038062283736,0.658694644411435,1.3972819931267042,314
single|flow_endpoint|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,flow_endpoint,238,114,0.4887063655030801,0.007964787256340389,0.6761363636363636,62,91,0.40522875816993464,0.2605042016806723,0.4725682952923748,1.4307696271034065,352
single|flow_path|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,flow_path,247,103,0.5071868583162218,0.007196255152658423,0.7057142857142857,61,77,0.4420289855072464,0.24696356275303644,0.5061413929972124,1.394302650362707,350
single|flow_settling_log_ratio|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,flow_settling_log_ratio,251,45,0.5154004106776181,0.0031439949696080486,0.847972972972973,65,29,0.6914893617021277,0.2589641434262948,0.6163095806146668,1.3758880271295806,296
single|mobility|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,mobility,182,10,0.3737166324435318,0.0006986655488017886,0.9479166666666666,26,1,0.9629629629629629,0.14285714285714285,0.7410600153183262,1.2791361658603104,192
single|partial_edge_std|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,partial_edge_std,93,10,0.19096509240246407,0.0006986655488017886,0.9029126213592233,24,5,0.8275862068965517,0.25806451612903225,0.6800874377704904,1.3276419636851606,103
single|partial_query_d1|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,partial_query_d1,154,17,0.3162217659137577,0.0011877314329630407,0.9005847953216374,26,12,0.6842105263157895,0.16883116883116883,0.6803070439920205,1.3237916662409284,171
single|state_action_alignment|per_task|0.9,single,per_task,single,0.9,0.9,1,-1,1,state_action_alignment,37,39,0.07597535934291581,0.0027247956403269754,0.4868421052631579,21,33,0.3888888888888889,0.5675675675675675,0.24027209173789044,2.0262116242540866,76
single|action_consensus|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,action_consensus,131,43,0.26899383983572894,0.0030042618598476907,0.7528735632183908,37,31,0.5441176470588235,0.2824427480916031,0.5341114890079893,1.4095812928808376,174
single|conditional_effective_rank|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,conditional_effective_rank,102,11,0.20944558521560575,0.0007685321036819675,0.9026548672566371,25,8,0.7575757575757576,0.24509803921568626,0.6924167070033318,1.3036295313600712,113
single|conditional_energy|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,conditional_energy,31,26,0.06365503080082136,0.0018165304268846503,0.543859649122807,19,23,0.4523809523809524,0.6129032258064516,0.2301694084573756,2.362866780463238,57
single|conditional_query_d1|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,conditional_query_d1,190,38,0.39014373716632444,0.0026549290854467967,0.8333333333333334,25,29,0.46296296296296297,0.13157894736842105,0.6394837048987702,1.303134586463387,228
single|expert_load_effective_rank|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,expert_load_effective_rank,250,17,0.5133470225872689,0.0011877314329630407,0.9363295880149812,49,11,0.8166666666666667,0.196,0.6602060894085482,1.418238339567272,267
single|flow_endpoint|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,flow_endpoint,207,77,0.42505133470225875,0.0053797247257737725,0.7288732394366197,47,60,0.4392523364485981,0.22705314009661837,0.5148267160386151,1.4157642110048343,284
single|flow_path|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,flow_path,207,71,0.42505133470225875,0.004960525396492699,0.7446043165467626,52,52,0.5,0.25120772946859904,0.5347022000113335,1.3925589169653314,278
single|flow_settling_log_ratio|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,flow_settling_log_ratio,228,34,0.4681724845995893,0.0023754628659260813,0.8702290076335878,61,20,0.7530864197530864,0.2675438596491228,0.617579712702595,1.409095845822675,262
single|mobility|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,mobility,170,7,0.3490759753593429,0.000489065884161252,0.96045197740113,26,1,0.9629629629629629,0.15294117647058825,0.7391432899120568,1.2994124285636206,177
single|partial_edge_std|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,partial_edge_std,88,7,0.1806981519507187,0.000489065884161252,0.9263157894736842,23,3,0.8846153846153846,0.26136363636363635,0.6955290574821944,1.3318146517514806,95
single|partial_query_d1|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,partial_query_d1,140,11,0.2874743326488706,0.0007685321036819675,0.9271523178807947,22,6,0.7857142857142857,0.15714285714285714,0.7004794796022094,1.3235966860975128,151
single|state_action_alignment|per_task|0.925,single,per_task,single,0.925,0.925,1,-1,1,state_action_alignment,31,26,0.06365503080082136,0.0018165304268846503,0.543859649122807,19,23,0.4523809523809524,0.6129032258064516,0.2301694084573756,2.362866780463238,57
single|action_consensus|per_task|0.95,single,per_task,single,0.95,0.95,1,-1,1,action_consensus,111,34,0.22792607802874743,0.0023754628659260813,0.7655172413793103,34,21,0.6181818181818182,0.3063063063063063,0.5349431440144673,1.4310254275519927,145
single|conditional_effective_rank|per_task|0.95,single,per_task,single,0.95,0.95,1,-1,1,conditional_effective_rank,80,5,0.16427104722792607,0.0003493327744008943,0.9411764705882353,20,4,0.8333333333333334,0.25,0.6894804347509027,1.3650517449828232,85
single|conditional_energy|per_task|0.95,single,per_task,single,0.95,0.95,1,-1,1,conditional_energy,26,5,0.053388090349075976,0.0003493327744008943,0.8387096774193549,15,4,0.7894736842105263,0.5769230769230769,0.3155289286093221,2.658107074732975,31
single|conditional_query_d1|per_task|0.95,single,per_task,single,0.95,0.95,1,-1,1,conditional_query_d1,147,20,0.30184804928131415,0.0013973310976035773,0.8802395209580839,22,12,0.6470588235294118,0.14965986394557823,0.6523211714811499,1.3493959102376307,167
single|expert_load_effective_rank|per_task|0.95,single,per_task,single,0.95,0.95,1,-1,1,expert_load_effective_rank,192,14,0.3942505133470226,0.000978131768322504,0.9320388349514563,41,11,0.7884615384615384,0.21354166666666666,0.6430995688439729,1.4492916495448391,206
single|flow_endpoint|per_task|0.95,single,per_task,single,0.95,0.95,1,-1,1,flow_endpoint,164,38,0.33675564681724846,0.0026549290854467967,0.8118811881188119,38,27,0.5846153846153846,0.23170731707317074,0.5425337222061294,1.4964621642640439,202
