rule,family,mode,pool,level,level_loose,k,window,frames,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,union_tp,union_coverage_share,median_confirmation_delay,alarms
quorum|per_task|all12|selected|selected|1|0|1,quorum,per_task,all12,selected,selected,1,0,1,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897,406,1.0,0.0,600
cascade|per_task|all12|0.9|0.85|2|8|1,cascade,per_task,all12,0.9,0.85,2,8,1,385,167,0.7905544147843943,0.01166771466498987,0.697463768115942,92,127,0.4200913242009132,0.23896103896103896,0.47546948394105654,1.4668949147584114,448,0.859375,1.0,552
cascade|per_task|all12|0.9|0.85|2|8|2,cascade,per_task,all12,0.9,0.85,2,8,2,375,83,0.7700205338809035,0.005798924055054846,0.8187772925764192,81,58,0.5827338129496403,0.216,0.5724299965388617,1.4303535760303805,448,0.8370535714285714,2.0,458
cascade|per_task|all12|0.9|0.85|2|-1|1,cascade,per_task,all12,0.9,0.85,2,-1,1,391,169,0.8028747433264887,0.011807447774750226,0.6982142857142857,92,127,0.4200913242009132,0.23529411764705882,0.4805708967834278,1.452885079782391,448,0.8727678571428571,1.0,560
cascade|per_task|all12|0.9|0.85|2|-1|2,cascade,per_task,all12,0.9,0.85,2,-1,2,384,85,0.7885010266940452,0.005938657164815203,0.8187633262260128,81,58,0.5827338129496403,0.2109375,0.5789907754663349,1.4141215385798824,448,0.8571428571428571,2.0,469
cascade|per_task|all12|0.9|0.85|3|0|1,cascade,per_task,all12,0.9,0.85,3,0,1,122,16,0.25051334702258726,0.0011178648780828617,0.8840579710144928,44,11,0.8,0.36065573770491804,0.5548014843618476,1.593467205718398,448,0.27232142857142855,2.0,138
cascade|per_task|all12|0.9|0.85|3|0|2,cascade,per_task,all12,0.9,0.85,3,0,2,104,13,0.2135523613963039,0.0009082652134423251,0.8888888888888888,33,9,0.7857142857142857,0.3173076923076923,0.5792813683409563,1.5344682868614241,448,0.23214285714285715,2.0,117
cascade|per_task|all12|0.9|0.85|3|1|1,cascade,per_task,all12,0.9,0.85,3,1,1,252,43,0.5174537987679672,0.0030042618598476907,0.8542372881355932,67,31,0.6836734693877551,0.26587301587301587,0.5909832297482044,1.4454509792089216,448,0.5625,1.0,295
cascade|per_task|all12|0.9|0.85|3|1|2,cascade,per_task,all12,0.9,0.85,3,1,2,237,38,0.486652977412731,0.0026549290854467967,0.8618181818181818,61,26,0.7011494252873564,0.25738396624472576,0.6110752024465748,1.4103308044046003,448,0.5290178571428571,1.0,275
cascade|per_task|all12|0.9|0.85|3|2|1,cascade,per_task,all12,0.9,0.85,3,2,1,295,53,0.6057494866529775,0.0037029274086494797,0.8477011494252874,69,35,0.6634615384615384,0.23389830508474577,0.5983075749039609,1.4168317183036812,448,0.6584821428571429,2.0,348
cascade|per_task|all12|0.9|0.85|3|2|2,cascade,per_task,all12,0.9,0.85,3,2,2,282,47,0.5790554414784395,0.0032837280793684065,0.8571428571428571,63,31,0.6702127659574468,0.22340425531914893,0.6216203872082996,1.3788847257605081,448,0.6294642857142857,2.0,329
cascade|per_task|all12|0.9|0.85|3|4|1,cascade,per_task,all12,0.9,0.85,3,4,1,329,58,0.675564681724846,0.004052260183050374,0.8501291989664083,72,37,0.6605504587155964,0.2188449848024316,0.5994799508762105,1.4181111440405043,448,0.734375,2.0,387
cascade|per_task|all12|0.9|0.85|3|4|2,cascade,per_task,all12,0.9,0.85,3,4,2,319,52,0.6550308008213552,0.0036330608537693005,0.8598382749326146,67,33,0.67,0.21003134796238246,0.6178998084584713,1.391549670613636,448,0.7120535714285714,2.0,371
cascade|per_task|all12|0.9|0.85|3|8|1,cascade,per_task,all12,0.9,0.85,3,8,1,350,66,0.7186858316221766,0.004611192622091804,0.8413461538461539,74,40,0.6491228070175439,0.21142857142857144,0.5971174108160495,1.4090129321406482,448,0.78125,2.0,416
cascade|per_task|all12|0.9|0.85|3|8|2,cascade,per_task,all12,0.9,0.85,3,8,2,344,59,0.7063655030800822,0.004122126737930553,0.8535980148883374,69,36,0.6571428571428571,0.2005813953488372,0.6156117151508081,1.3865850728315479,448,0.7678571428571429,2.0,403
cascade|per_task|all12|0.9|0.85|3|-1|1,cascade,per_task,all12,0.9,0.85,3,-1,1,363,67,0.7453798767967146,0.0046810591769719835,0.8441860465116279,75,40,0.6521739130434783,0.2066115702479339,0.6027925285960399,1.4004587091977,448,0.8102678571428571,2.0,430
cascade|per_task|all12|0.9|0.85|3|-1|2,cascade,per_task,all12,0.9,0.85,3,-1,2,358,60,0.7351129363449692,0.004191993292810731,0.8564593301435407,70,36,0.660377358490566,0.19553072625698323,0.622824527531306,1.3751213901904193,448,0.7991071428571429,2.0,418
cascade|per_task|all12|0.925|0.5|2|0|1,cascade,per_task,all12,0.925,0.5,2,0,1,207,71,0.42505133470225875,0.004960525396492699,0.7446043165467626,60,54,0.5263157894736842,0.2898550724637681,0.5128208022715505,1.4519775977271636,486,0.42592592592592593,4.0,278
cascade|per_task|all12|0.925|0.5|2|0|2,cascade,per_task,all12,0.925,0.5,2,0,2,157,39,0.32238193018480493,0.0027247956403269754,0.8010204081632653,43,28,0.6056338028169014,0.27388535031847133,0.5594349085557725,1.4318384425297408,486,0.3230452674897119,4.0,196
cascade|per_task|all12|0.925|0.5|2|1|1,cascade,per_task,all12,0.925,0.5,2,1,1,295,144,0.6057494866529775,0.010060783902745755,0.6719817767653758,81,117,0.4090909090909091,0.2745762711864407,0.4452644375306976,1.5091745940726466,486,0.6069958847736625,3.0,439
cascade|per_task|all12|0.925|0.5|2|1|2,cascade,per_task,all12,0.925,0.5,2,1,2,272,87,0.5585215605749486,0.0060783902745755606,0.7576601671309192,74,63,0.5401459854014599,0.27205882352941174,0.5122253315688435,1.479154037170239,486,0.5596707818930041,4.0,359
cascade|per_task|all12|0.925|0.5|2|2|1,cascade,per_task,all12,0.925,0.5,2,2,1,326,177,0.6694045174537988,0.012366380213791658,0.6481113320079522,85,147,0.36637931034482757,0.2607361963190184,0.42945965555932547,1.5091320537754733,486,0.6707818930041153,3.0,503
cascade|per_task|all12|0.925|0.5|2|2|2,cascade,per_task,all12,0.925,0.5,2,2,2,313,111,0.6427104722792608,0.007755187591699853,0.7382075471698113,81,85,0.4879518072289157,0.25878594249201275,0.4894620028615754,1.508201950006288,486,0.6440329218106996,4.0,424
cascade|per_task|all12|0.925|0.5|2|4|1,cascade,per_task,all12,0.925,0.5,2,4,1,343,183,0.704312114989733,0.012785579543072731,0.6520912547528517,93,153,0.3780487804878049,0.27113702623906705,0.4293772821698898,1.5186906290371498,486,0.7057613168724279,3.0,526
cascade|per_task|all12|0.925|0.5|2|4|2,cascade,per_task,all12,0.925,0.5,2,4,2,335,130,0.6878850102669405,0.009082652134423252,0.7204301075268817,93,103,0.4744897959183674,0.27761194029850744,0.4683509235942709,1.5382271524054585,486,0.6893004115226338,3.0,465
cascade|per_task|all12|0.925|0.5|2|8|1,cascade,per_task,all12,0.925,0.5,2,8,1,359,188,0.7371663244353183,0.013134912317473626,0.6563071297989032,94,155,0.37751004016064255,0.2618384401114206,0.4331945444258328,1.5150401551542843,486,0.7386831275720165,3.0,547
cascade|per_task|all12|0.925|0.5|2|8|2,cascade,per_task,all12,0.925,0.5,2,8,2,356,138,0.731006160164271,0.009641584573464682,0.7206477732793523,94,108,0.46534653465346537,0.2640449438202247,0.47335331839524886,1.522431015636428,486,0.7325102880658436,4.0,494
cascade|per_task|all12|0.925|0.5|2|-1|1,cascade,per_task,all12,0.925,0.5,2,-1,1,374,189,0.7679671457905544,0.013204778872353804,0.6642984014209592,95,155,0.38,0.2540106951871658,0.44632751539137555,1.4883653337806193,486,0.7695473251028807,3.0,563
cascade|per_task|all12|0.925|0.5|2|-1|2,cascade,per_task,all12,0.925,0.5,2,-1,2,374,141,0.7679671457905544,0.009851184238105219,0.7262135922330097,94,109,0.4630541871921182,0.25133689839572193,0.48785399204488855,1.4885879875431853,486,0.7695473251028807,4.0,515
cascade|per_task|all12|0.925|0.5|3|0|1,cascade,per_task,all12,0.925,0.5,3,0,1,91,25,0.1868583162217659,0.0017466638720044715,0.7844827586206896,33,18,0.6470588235294118,0.3626373626373626,0.49853719478642067,1.5735691676059826,486,0.18724279835390947,3.0,116
cascade|per_task|all12|0.925|0.5|3|0|2,cascade,per_task,all12,0.925,0.5,3,0,2,80,17,0.16427104722792607,0.0011877314329630407,0.8247422680412371,25,12,0.6756756756756757,0.3125,0.5397950720054577,1.527880321280329,486,0.1646090534979424,3.0,97
cascade|per_task|all12|0.925|0.5|3|1|1,cascade,per_task,all12,0.925,0.5,3,1,1,231,80,0.47433264887063653,0.005589324390414309,0.7427652733118971,66,62,0.515625,0.2857142857142857,0.4963385774518967,1.4964891045243873,486,0.47530864197530864,3.0,311
cascade|per_task|all12|0.925|0.5|3|1|2,cascade,per_task,all12,0.925,0.5,3,1,2,225,65,0.4620123203285421,0.004541326067211626,0.7758620689655172,63,49,0.5625,0.28,0.5238239425669549,1.4811504513586586,486,0.46296296296296297,3.0,290
cascade|per_task|all12|0.925|0.5|3|2|1,cascade,per_task,all12,0.925,0.5,3,2,1,275,113,0.5646817248459959,0.00789492070146021,0.7087628865979382,77,90,0.46107784431137727,0.28,0.479292885618626,1.478767801201835,486,0.565843621399177,3.0,388
cascade|per_task|all12|0.925|0.5|3|2|2,cascade,per_task,all12,0.925,0.5,3,2,2,271,92,0.5564681724845996,0.006427723048976455,0.7465564738292011,73,71,0.5069444444444444,0.2693726937269373,0.5108818093313499,1.461309563568736,486,0.5576131687242798,3.0,363
cascade|per_task|all12|0.925|0.5|3|4|1,cascade,per_task,all12,0.925,0.5,3,4,1,327,132,0.6714579055441479,0.009222385244183609,0.7124183006535948,84,104,0.44680851063829785,0.25688073394495414,0.47026120679650013,1.514941675726795,486,0.6728395061728395,3.0,459
cascade|per_task|all12|0.925|0.5|3|4|2,cascade,per_task,all12,0.925,0.5,3,4,2,324,117,0.6652977412731006,0.008174386920980926,0.7346938775510204,84,90,0.4827586206896552,0.25925925925925924,0.4853202626691544,1.5138330996327376,486,0.6666666666666666,4.0,441
cascade|per_task|all12|0.925|0.5|3|8|1,cascade,per_task,all12,0.925,0.5,3,8,1,347,139,0.7125256673511293,0.009711451128344862,0.7139917695473251,89,110,0.4472361809045226,0.2564841498559078,0.4671987505694745,1.5282398950704201,486,0.7139917695473251,4.0,486
cascade|per_task|all12|0.925|0.5|3|8|2,cascade,per_task,all12,0.925,0.5,3,8,2,346,126,0.7104722792607803,0.008803185914902536,0.7330508474576272,89,98,0.47593582887700536,0.25722543352601157,0.4817805273783727,1.5215451970351555,486,0.7119341563786008,4.0,472
cascade|per_task|all12|0.925|0.5|3|-1|1,cascade,per_task,all12,0.925,0.5,3,-1,1,363,145,0.7453798767967146,0.010130650457625935,0.7145669291338582,91,113,0.44607843137254904,0.25068870523415976,0.47754669740650746,1.4963289098523267,486,0.7469135802469136,4.0,508
cascade|per_task|all12|0.925|0.5|3|-1|2,cascade,per_task,all12,0.925,0.5,3,-1,2,363,132,0.7453798767967146,0.009222385244183609,0.7333333333333333,91,101,0.4739583333333333,0.25068870523415976,0.4921827792804738,1.4899613806183944,486,0.7469135802469136,4.0,495
cascade|per_task|all12|0.925|0.6|2|0|1,cascade,per_task,all12,0.925,0.6,2,0,1,213,73,0.43737166324435317,0.005100258506253057,0.7447552447552448,62,58,0.5166666666666667,0.29107981220657275,0.495192119925874,1.5039723266733895,485,0.43917525773195876,3.0,286
cascade|per_task|all12|0.925|0.6|2|0|2,cascade,per_task,all12,0.925,0.6,2,0,2,163,37,0.3347022587268994,0.002585062530566618,0.815,42,30,0.5833333333333334,0.25766871165644173,0.5677448247593749,1.4355040582631786,485,0.33608247422680415,3.0,200
cascade|per_task|all12|0.925|0.6|2|1|1,cascade,per_task,all12,0.925,0.6,2,1,1,293,149,0.6016427104722792,0.01041011667714665,0.6628959276018099,80,121,0.39800995024875624,0.27303754266211605,0.44206554589679314,1.4995421691528363,485,0.6041237113402061,2.0,442
cascade|per_task|all12|0.925|0.6|2|1|2,cascade,per_task,all12,0.925,0.6,2,1,2,269,83,0.5523613963039015,0.005798924055054846,0.7642045454545454,73,59,0.553030303030303,0.27137546468401486,0.5199132595771108,1.4698693125775197,485,0.554639175257732,3.0,352
cascade|per_task|all12|0.925|0.6|2|2|1,cascade,per_task,all12,0.925,0.6,2,2,1,328,166,0.6735112936344969,0.011597848110109691,0.6639676113360324,88,135,0.39461883408071746,0.2682926829268293,0.4383558835942592,1.5146770835876329,485,0.6762886597938145,2.0,494
cascade|per_task|all12|0.925|0.6|2|2|2,cascade,per_task,all12,0.925,0.6,2,2,2,311,96,0.6386036960985626,0.00670718926849717,0.7641277641277642,78,71,0.5234899328859061,0.2508038585209003,0.513553843346883,1.4879214205619906,485,0.6412371134020619,3.0,407
cascade|per_task|all12|0.925|0.6|2|4|1,cascade,per_task,all12,0.925,0.6,2,4,1,346,175,0.7104722792607803,0.0122266471040313,0.6641074856046065,91,143,0.3888888888888889,0.2630057803468208,0.4400244271966586,1.509251406417488,485,0.7134020618556701,2.0,521
cascade|per_task|all12|0.925|0.6|2|4|2,cascade,per_task,all12,0.925,0.6,2,4,2,335,113,0.6878850102669405,0.00789492070146021,0.7477678571428571,86,86,0.5,0.25671641791044775,0.49472282605589396,1.5114884896343432,485,0.6907216494845361,3.0,448
cascade|per_task|all12|0.925|0.6|2|8|1,cascade,per_task,all12,0.925,0.6,2,8,1,360,177,0.7392197125256673,0.012366380213791658,0.6703910614525139,92,144,0.3898305084745763,0.25555555555555554,0.44365143874977037,1.5110760450630025,485,0.7422680412371134,2.0,537
cascade|per_task|all12|0.925|0.6|2|8|2,cascade,per_task,all12,0.925,0.6,2,8,2,355,118,0.728952772073922,0.008244253475861106,0.7505285412262156,89,88,0.5028248587570622,0.2507042253521127,0.4966886527458146,1.5110644003584799,485,0.7319587628865979,3.0,473
cascade|per_task|all12|0.925|0.6|2|-1|1,cascade,per_task,all12,0.925,0.6,2,-1,1,374,178,0.7679671457905544,0.012436246768671836,0.677536231884058,92,144,0.3898305084745763,0.24598930481283424,0.45708673590313376,1.4822924811969211,485,0.7711340206185567,3.0,552
cascade|per_task|all12|0.925|0.6|2|-1|2,cascade,per_task,all12,0.925,0.6,2,-1,2,373,120,0.7659137577002053,0.008383986585621462,0.7565922920892495,89,90,0.4972067039106145,0.2386058981233244,0.511434159801436,1.4793542386433396,485,0.7690721649484537,3.0,493
cascade|per_task|all12|0.925|0.6|3|0|1,cascade,per_task,all12,0.925,0.6,3,0,1,97,29,0.19917864476386038,0.002026130091525187,0.7698412698412699,31,22,0.5849056603773585,0.31958762886597936,0.5052338554601769,1.5237325478516943,485,0.2,2.5,126
cascade|per_task|all12|0.925|0.6|3|0|2,cascade,per_task,all12,0.925,0.6,3,0,2,85,18,0.17453798767967146,0.0012575979878432194,0.8252427184466019,24,14,0.631578947368421,0.2823529411764706,0.5514812836807452,1.4964111074426567,485,0.17525773195876287,3.0,103
cascade|per_task|all12|0.925|0.6|3|1|1,cascade,per_task,all12,0.925,0.6,3,1,1,233,83,0.4784394250513347,0.005798924055054846,0.7373417721518988,66,61,0.5196850393700787,0.2832618025751073,0.5012684960903758,1.470951751212708,485,0.48041237113402063,2.0,316
cascade|per_task|all12|0.925|0.6|3|1|2,cascade,per_task,all12,0.925,0.6,3,1,2,225,70,0.4620123203285421,0.00489065884161252,0.7627118644067796,60,51,0.5405405405405406,0.26666666666666666,0.5271100835948754,1.4469688365760467,485,0.4639175257731959,2.0,295
cascade|per_task|all12|0.925|0.6|3|2|1,cascade,per_task,all12,0.925,0.6,3,2,1,282,108,0.5790554414784395,0.007545587927059317,0.7230769230769231,72,83,0.4645161290322581,0.2553191489361702,0.5004652234293037,1.444809527667542,485,0.5814432989690722,2.0,390
cascade|per_task|all12|0.925|0.6|3|2|2,cascade,per_task,all12,0.925,0.6,3,2,2,277,90,0.5687885010266941,0.006287989939216097,0.7547683923705722,68,67,0.5037037037037037,0.24548736462093862,0.5276298011747943,1.4304885559724687,485,0.5711340206185567,3.0,367
cascade|per_task|all12|0.925|0.6|3|4|1,cascade,per_task,all12,0.925,0.6,3,4,1,330,118,0.6776180698151951,0.008244253475861106,0.7366071428571429,83,92,0.4742857142857143,0.2515151515151515,0.4894581671201559,1.5049440224711075,485,0.6804123711340206,3.0,448
cascade|per_task|all12|0.925|0.6|3|4|2,cascade,per_task,all12,0.925,0.6,3,4,2,324,105,0.6652977412731006,0.00733598826241878,0.7552447552447552,79,80,0.4968553459119497,0.24382716049382716,0.5079159161212681,1.486948392978565,485,0.668041237113402,3.0,429
cascade|per_task|all12|0.925|0.6|3|8|1,cascade,per_task,all12,0.925,0.6,3,8,1,348,125,0.7145790554414785,0.008733319360022357,0.7357293868921776,88,95,0.4808743169398907,0.25287356321839083,0.4876850966172892,1.5086156866293192,485,0.7175257731958763,3.0,473
cascade|per_task|all12|0.925|0.6|3|8|2,cascade,per_task,all12,0.925,0.6,3,8,2,345,112,0.7084188911704312,0.007825054146580033,0.7549234135667396,86,83,0.5088757396449705,0.2492753623188406,0.5045021316650751,1.4963730897928342,485,0.711340206185567,3.0,457
cascade|per_task|all12|0.925|0.6|3|-1|1,cascade,per_task,all12,0.925,0.6,3,-1,1,357,127,0.7330595482546202,0.008873052469782716,0.737603305785124,88,97,0.4756756756756757,0.24649859943977592,0.4947100295318073,1.4909811035834273,485,0.7360824742268042,3.0,484
cascade|per_task|all12|0.925|0.6|3|-1|2,cascade,per_task,all12,0.925,0.6,3,-1,2,356,114,0.731006160164271,0.007964787256340389,0.7574468085106383,86,85,0.5029239766081871,0.24157303370786518,0.5120169097592372,1.4793394399157798,485,0.734020618556701,3.0,470
cascade|per_task|all12|0.925|0.7|2|0|1,cascade,per_task,all12,0.925,0.7,2,0,1,221,85,0.4537987679671458,0.005938657164815203,0.7222222222222222,60,66,0.47619047619047616,0.27149321266968324,0.5015301727526317,1.4400374323609078,481,0.4594594594594595,2.0,306
cascade|per_task|all12|0.925|0.7|2|0|2,cascade,per_task,all12,0.925,0.7,2,0,2,160,40,0.32854209445585214,0.0027946621952071545,0.8,42,28,0.6,0.2625,0.5786562734611234,1.3825133100431988,481,0.33264033264033266,3.0,200
cascade|per_task|all12|0.925|0.7|2|1|1,cascade,per_task,all12,0.925,0.7,2,1,1,302,146,0.6201232032854209,0.010200517012506113,0.6741071428571429,78,117,0.4,0.2582781456953642,0.4541409094947591,1.4843567905104622,481,0.6278586278586279,1.0,448
cascade|per_task|all12|0.925|0.7|2|1|2,cascade,per_task,all12,0.925,0.7,2,1,2,266,74,0.5462012320328542,0.005170125061133236,0.7823529411764706,70,51,0.5785123966942148,0.2631578947368421,0.5436579987981018,1.4390534911765602,481,0.553014553014553,2.0,340
cascade|per_task|all12|0.925|0.7|2|2|1,cascade,per_task,all12,0.925,0.7,2,2,1,337,156,0.6919917864476386,0.010899182561307902,0.6835699797160243,85,126,0.4028436018957346,0.2522255192878338,0.4561834005030407,1.4984543036029825,481,0.7006237006237006,2.0,493
cascade|per_task|all12|0.925|0.7|2|2|2,cascade,per_task,all12,0.925,0.7,2,2,2,317,90,0.6509240246406571,0.006287989939216097,0.7788697788697788,75,64,0.539568345323741,0.23659305993690852,0.5411006902817452,1.4394174556758186,481,0.659043659043659,2.0,407
cascade|per_task|all12|0.925|0.7|2|4|1,cascade,per_task,all12,0.925,0.7,2,4,1,348,165,0.7145790554414785,0.011527981555229511,0.6783625730994152,91,132,0.4080717488789238,0.2614942528735632,0.4498379138725184,1.5080155588923065,481,0.7234927234927235,2.0,513
cascade|per_task|all12|0.925|0.7|2|4|2,cascade,per_task,all12,0.925,0.7,2,4,2,336,101,0.6899383983572895,0.007056522042898064,0.7688787185354691,82,72,0.5324675324675324,0.24404761904761904,0.5205869374586776,1.4769458532495354,481,0.6985446985446986,3.0,437
cascade|per_task|all12|0.925|0.7|2|8|1,cascade,per_task,all12,0.925,0.7,2,8,1,360,169,0.7392197125256673,0.011807447774750226,0.6805293005671077,91,135,0.4026548672566372,0.25277777777777777,0.4526167582623156,1.5035441974791057,481,0.7484407484407485,2.0,529
cascade|per_task|all12|0.925|0.7|2|8|2,cascade,per_task,all12,0.925,0.7,2,8,2,355,107,0.728952772073922,0.007475721372179138,0.7683982683982684,86,76,0.5308641975308642,0.24225352112676057,0.5164336295901744,1.487893553733217,481,0.738045738045738,3.0,462
cascade|per_task|all12|0.925|0.7|2|-1|1,cascade,per_task,all12,0.925,0.7,2,-1,1,371,170,0.7618069815195072,0.011877314329630406,0.6857670979667283,91,135,0.4026548672566372,0.24528301886792453,0.4631310174076016,1.4807194340066943,481,0.7713097713097713,2.0,541
cascade|per_task|all12|0.925|0.7|2|-1|2,cascade,per_task,all12,0.925,0.7,2,-1,2,367,108,0.7535934291581109,0.007545587927059317,0.7726315789473684,86,77,0.5276073619631901,0.23433242506811988,0.5271626049000557,1.465641856546048,481,0.762993762993763,3.0,475
cascade|per_task|all12|0.925|0.7|3|0|1,cascade,per_task,all12,0.925,0.7,3,0,1,95,24,0.19507186858316222,0.0016767973171242926,0.7983193277310925,34,18,0.6538461538461539,0.35789473684210527,0.513967569283863,1.5532484449231518,481,0.19750519750519752,2.0,119
cascade|per_task|all12|0.925|0.7|3|0|2,cascade,per_task,all12,0.925,0.7,3,0,2,81,18,0.16632443531827515,0.0012575979878432194,0.8181818181818182,25,14,0.6410256410256411,0.30864197530864196,0.5467198942831736,1.4965283442896646,481,0.1683991683991684,3.0,99
