block,label,tp,fp,precision,risk_recall,timely_fpr,low_prior_tp,low_prior_fp,low_prior_precision,mean_alarm_prior,lift,mode,frontier
context_union,or_all12@selected,446,242,0.6482558139534884,0.7907801418439716,0.0160947060388401,150,204,0.423728813559322,0.3940257893581245,1.6452116370593646,per_task,early
context_union,or_all12@0.9,447,318,0.5843137254901961,0.7925531914893617,0.0211492418196328,157,278,0.360919540229885,0.3606089527805084,1.6203527976351988,per_task,early
context_union,or_all12@0.85,517,574,0.4738771769019248,0.9166666666666666,0.0381750465549348,176,522,0.2521489971346705,0.2846222229397591,1.6649338621820189,per_task,early
context_union,or_all12@0.8,541,897,0.3762169680111266,0.9592198581560284,0.059656823623304,192,838,0.1864077669902912,0.2232746667076995,1.6849962136709924,per_task,early
context_union,or_all12@0.75,548,1285,0.2989634478996181,0.9716312056737588,0.085461558925246,213,1219,0.1487430167597765,0.1776138721942052,1.6832212721128434,per_task,early
context_union,or_all12@0.7,555,1753,0.2404679376083189,0.9840425531914894,0.1165868582069699,235,1676,0.1229722658294086,0.1476423238291865,1.6287195390295135,per_task,early
context_union,or_all12@0.6,560,2879,0.1628380343123001,0.9929078014184396,0.1914737962223995,269,2798,0.0877078578415389,0.1052288678565137,1.547465421127025,per_task,early
context_union,or_all12@0.5,561,4437,0.1122448979591836,0.9946808510638298,0.2950917797286512,303,4340,0.0652595304759853,0.0801594677234618,1.4002700011234075,per_task,early
reference_pairwise_and,reference_pairwise_and:expert_load_effective_rank+flow_path,32,0,1.0,0.0567375886524822,0.0,0,0,0.0,0.944565782133042,1.0586875143219512,global,overall
reference_pairwise_and,reference_pairwise_and:expert_load_effective_rank+partial_edge_std,41,1,0.9761904761904762,0.0726950354609929,6.650704974727321e-05,1,0,1.0,0.8077145169639477,1.2085835473897375,global,overall
reference_pairwise_and,reference_pairwise_and:expert_load_effective_rank+flow_endpoint,55,2,0.9649122807017544,0.0975177304964539,0.0001330140994945,1,0,1.0,0.94556788056244,1.0204579708521908,global,overall
reference_pairwise_and,reference_pairwise_and:expert_load_effective_rank+mobility,69,3,0.9583333333333334,0.1223404255319148,0.0001995211492418,10,1,0.9090909090909092,0.6672635426350707,1.4362141374438164,global,overall
reference_pairwise_and,reference_pairwise_and:conditional_query_d1+expert_load_effective_rank,82,7,0.9213483146067416,0.1453900709219858,0.0004655493482309,6,0,1.0,0.7033244259070478,1.309990497512606,global,overall
context_union,or_all12@0.995,184,8,0.9583333333333334,0.3262411347517731,0.0005320563979781,14,2,0.875,0.7753350579101698,1.236024765752777,global,overall
frozen_rule,global|all12|O2_recall|fpr<=0.0005,288,13,0.956810631229236,0.5106382978723404,0.0008645916467145,24,6,0.8,0.7149174188226448,1.3383512641291504,global,overall
frozen_rule,global|all12|O2_recall|fpr<=0.001,308,23,0.9305135951661632,0.5460992907801419,0.0015296621441872,34,13,0.723404255319149,0.6780730761081656,1.3722910228303011,global,overall
frozen_rule,global|dedup11|O2_recall|fpr<=0.003,379,65,0.8536036036036037,0.6719858156028369,0.0043229582335727,51,47,0.5204081632653061,0.5923062016376818,1.4411525681200943,global,overall
context_union,or_all12@0.98,409,89,0.821285140562249,0.725177304964539,0.0059191274275073,65,62,0.5118110236220472,0.557200228626994,1.4739497551642984,global,overall
context_union,or_all12@0.975,433,131,0.7677304964539007,0.7677304964539007,0.0087124235168927,85,96,0.4696132596685083,0.5136428943865048,1.4946775373401753,global,overall
context_union,or_all12@0.96,468,245,0.6563814866760168,0.8297872340425532,0.0162942271880819,119,204,0.3684210526315789,0.4189562512917358,1.56670651088806,global,overall
context_union,or_all12@0.95,495,360,0.5789473684210527,0.8776595744680851,0.0239425379090183,152,314,0.3261802575107296,0.3616951218801021,1.600650197911619,global,overall
context_union,or_all12@0.925,535,824,0.3936718175128771,0.948581560283688,0.0548018089917531,212,764,0.2172131147540983,0.2460141190898694,1.6002000981458633,global,overall
context_union,or_all12@0.9,550,1393,0.283067421513124,0.975177304964539,0.0926443202979515,264,1323,0.166351606805293,0.1760549759702821,1.607835393195052,global,overall
context_union,or_all12@0.85,561,2618,0.1764705882352941,0.9946808510638298,0.1741154562383612,343,2549,0.1186030428769017,0.1121181984898535,1.573969173713261,global,overall
context_union,or_all12@0.8,562,4187,0.1183407033059591,0.99645390070922,0.2784650172918329,394,4147,0.0867650297291345,0.0799824125095167,1.479584068458529,global,overall
context_union,or_all12@0.75,563,6016,0.0855753153974768,0.99822695035461,0.4001064112795956,438,5994,0.0680970149253731,0.0642980425752046,1.3309163385088398,global,overall
context_union,or_all12@0.7,564,7331,0.0714376187460417,1.0,0.4875631816972599,458,7307,0.058982614294913,0.0584074949898369,1.223089926360858,global,overall
reference_pairwise_and,reference_pairwise_and:action_consensus+mobility,15,0,1.0,0.026595744680851,0.0,13,0,1.0,0.2883154149055676,3.468423637104285,global,early
reference_pairwise_and,reference_pairwise_and:conditional_query_d1+partial_edge_std,49,5,0.9074074074074074,0.0868794326241134,0.0003325352487363,14,2,0.875,0.4338241170381373,2.0916481398097044,global,early
reference_single,reference_single:mobility,195,17,0.9198113207547168,0.3457446808510638,0.0011306198457036,36,4,0.9,0.5214150585184776,1.7640674271437853,global,early
reference_single,reference_single:conditional_query_d1,194,31,0.8622222222222222,0.3439716312056737,0.0020617185421654,38,10,0.7916666666666666,0.4994217760998185,1.7264409833220635,global,early
frozen_rule,global|dedup11|O2_recall|fpr<=0.003,379,65,0.8536036036036037,0.6719858156028369,0.0043229582335727,51,47,0.5204081632653061,0.5923062016376818,1.4411525681200943,global,early
frozen_rule,global|all12|O2_recall|fpr<=0.003,379,75,0.8348017621145375,0.6719858156028369,0.0049880287310454,58,51,0.5321100917431193,0.5700692403533493,1.46438660959342,global,early
context_union,or_all12@0.98,409,89,0.821285140562249,0.725177304964539,0.0059191274275073,65,62,0.5118110236220472,0.557200228626994,1.4739497551642984,global,early
context_union,or_all12@0.975,433,131,0.7677304964539007,0.7677304964539007,0.0087124235168927,85,96,0.4696132596685083,0.5136428943865048,1.4946775373401753,global,early
context_union,or_all12@0.96,468,245,0.6563814866760168,0.8297872340425532,0.0162942271880819,119,204,0.3684210526315789,0.4189562512917358,1.56670651088806,global,early
context_union,or_all12@selected,439,321,0.5776315789473684,0.7783687943262412,0.0213487629688747,134,289,0.3167848699763593,0.3579909930194317,1.6135366258111823,global,early
context_union,or_all12@0.95,495,360,0.5789473684210527,0.8776595744680851,0.0239425379090183,152,314,0.3261802575107296,0.3616951218801021,1.600650197911619,global,early
context_union,or_all12@0.925,535,824,0.3936718175128771,0.948581560283688,0.0548018089917531,212,764,0.2172131147540983,0.2460141190898694,1.6002000981458633,global,early
context_union,or_all12@0.9,550,1393,0.283067421513124,0.975177304964539,0.0926443202979515,264,1323,0.166351606805293,0.1760549759702821,1.607835393195052,global,early
context_union,or_all12@0.85,561,2618,0.1764705882352941,0.9946808510638298,0.1741154562383612,343,2549,0.1186030428769017,0.1121181984898535,1.573969173713261,global,early
context_union,or_all12@0.8,562,4187,0.1183407033059591,0.99645390070922,0.2784650172918329,394,4147,0.0867650297291345,0.0799824125095167,1.479584068458529,global,early
context_union,or_all12@0.75,563,6016,0.0855753153974768,0.99822695035461,0.4001064112795956,438,5994,0.0680970149253731,0.0642980425752046,1.3309163385088398,global,early
context_union,or_all12@0.7,564,7331,0.0714376187460417,1.0,0.4875631816972599,458,7307,0.058982614294913,0.0584074949898369,1.223089926360858,global,early
context_union,or_all12@0.6,564,9423,0.056473415440072,1.0,0.6266959297685555,519,9409,0.052276390008058,0.0499948442952583,1.1295847849140743,global,early
context_union,or_all12@0.5,564,11769,0.0457309657017757,1.0,0.7827214684756584,558,11761,0.0452958844062018,0.042480361899542,1.0765201532397666,global,early
