block,label,tp,fp,precision,risk_recall,timely_fpr,low_prior_tp,low_prior_fp,low_prior_precision,mean_alarm_prior,lift,mode,frontier
reference_pairwise_and,reference_pairwise_and:conditional_effective_rank+partial_edge_std,55,0,1.0,0.0975177304964539,0.0,17,0,1.0,0.7108963155869695,1.406674894881576,per_task,overall
reference_pairwise_and,reference_pairwise_and:conditional_effective_rank+partial_query_d1,68,1,0.9855072463768116,0.1205673758865248,6.650704974727321e-05,20,0,1.0,0.7073154757758395,1.3933064949495546,per_task,overall
reference_pairwise_and,reference_pairwise_and:flow_settling_log_ratio+partial_edge_std,85,2,0.9770114942528736,0.150709219858156,0.0001330140994945,27,0,1.0,0.6863958428812348,1.423393664728129,per_task,overall
reference_pairwise_and,reference_pairwise_and:flow_settling_log_ratio+partial_query_d1,103,3,0.9716981132075472,0.1826241134751773,0.0001995211492418,27,0,1.0,0.7495967066912297,1.2962945334921334,per_task,overall
reference_pairwise_and,reference_pairwise_and:expert_load_effective_rank+partial_query_d1,138,5,0.965034965034965,0.2446808510638297,0.0003325352487363,34,2,0.9444444444444444,0.70358671528994,1.3715934995124022,per_task,overall
reference_pairwise_and,reference_pairwise_and:flow_settling_log_ratio+mobility,187,8,0.958974358974359,0.3315602836879432,0.0005320563979781,40,2,0.9523809523809524,0.7504197454534037,1.2779172786757451,per_task,overall
frozen_rule,per_task|dedup11|O1_early|fpr<=0.0005,191,13,0.9362745098039216,0.3386524822695035,0.0008645916467145,45,3,0.9375,0.7061830781394283,1.325824051562822,per_task,overall
reference_pairwise_and,reference_pairwise_and:expert_load_effective_rank+mobility,245,14,0.945945945945946,0.4343971631205673,0.0009310986964618,53,6,0.8983050847457628,0.7044906259033702,1.342737449107938,per_task,overall
frozen_rule,per_task|all12|O2_recall|fpr<=0.001,247,17,0.9356060606060606,0.4379432624113475,0.0011306198457036,53,6,0.8983050847457628,0.7190976681398534,1.3010834300523688,per_task,overall
frozen_rule,per_task|all12|O2_recall|fpr<=0.0015,352,31,0.9190600522193212,0.624113475177305,0.0020617185421654,68,11,0.8607594936708861,0.7021316127091056,1.3089569470789366,per_task,overall
frozen_rule,per_task|all12|O2_recall|fpr<=0.003,371,37,0.909313725490196,0.6578014184397163,0.0024607608406491,76,17,0.8172043010752689,0.6698347196062898,1.357519547545498,per_task,overall
frozen_rule,per_task|dedup11|O2_recall|fpr<=0.003,391,57,0.8727678571428571,0.6932624113475178,0.0037909018355945,96,31,0.7559055118110236,0.6017681277111626,1.450339120588602,per_task,overall
frozen_rule,per_task|dedup11|O2_recall|fpr<=0.005,396,89,0.8164948453608247,0.7021276595744681,0.0059191274275073,112,57,0.6627218934911243,0.5446501144295851,1.4991181011977643,per_task,overall
context_union,or_all12@0.925,413,199,0.6748366013071896,0.7322695035460993,0.0132349028997073,142,163,0.4655737704918032,0.4136894000455411,1.6312639415776669,per_task,overall
context_union,or_all12@selected,446,242,0.6482558139534884,0.7907801418439716,0.0160947060388401,150,204,0.423728813559322,0.3940257893581245,1.6452116370593646,per_task,overall
context_union,or_all12@0.9,447,318,0.5843137254901961,0.7925531914893617,0.0211492418196328,157,278,0.360919540229885,0.3606089527805084,1.6203527976351988,per_task,overall
context_union,or_all12@0.85,517,574,0.4738771769019248,0.9166666666666666,0.0381750465549348,176,522,0.2521489971346705,0.2846222229397591,1.6649338621820189,per_task,overall
context_union,or_all12@0.8,541,897,0.3762169680111266,0.9592198581560284,0.059656823623304,192,838,0.1864077669902912,0.2232746667076995,1.6849962136709924,per_task,overall
context_union,or_all12@0.75,548,1285,0.2989634478996181,0.9716312056737588,0.085461558925246,213,1219,0.1487430167597765,0.1776138721942052,1.6832212721128434,per_task,overall
context_union,or_all12@0.7,555,1753,0.2404679376083189,0.9840425531914894,0.1165868582069699,235,1676,0.1229722658294086,0.1476423238291865,1.6287195390295135,per_task,overall
context_union,or_all12@0.6,560,2879,0.1628380343123001,0.9929078014184396,0.1914737962223995,269,2798,0.0877078578415389,0.1052288678565137,1.547465421127025,per_task,overall
context_union,or_all12@0.5,561,4437,0.1122448979591836,0.9946808510638298,0.2950917797286512,303,4340,0.0652595304759853,0.0801594677234618,1.4002700011234075,per_task,overall
reference_pairwise_and,reference_pairwise_and:flow_settling_log_ratio+partial_edge_std,85,2,0.9770114942528736,0.150709219858156,0.0001330140994945,27,0,1.0,0.6863958428812348,1.423393664728129,per_task,early
reference_pairwise_and,reference_pairwise_and:conditional_query_d1+expert_load_effective_rank,131,9,0.9357142857142856,0.2322695035460993,0.0005985634477254,30,1,0.967741935483871,0.6713658218107307,1.393747276545274,per_task,early
reference_pairwise_and,reference_pairwise_and:mobility+partial_query_d1,145,10,0.935483870967742,0.2570921985815603,0.0006650704974727,42,2,0.9545454545454546,0.6586026704563159,1.4204070419568562,per_task,early
frozen_rule,per_task|dedup11|O1_early|fpr<=0.0005,191,13,0.9362745098039216,0.3386524822695035,0.0008645916467145,45,3,0.9375,0.7061830781394283,1.325824051562822,per_task,early
frozen_rule,per_task|all12|O1_early|fpr<=0.0005,195,15,0.9285714285714286,0.3457446808510638,0.000997605746209,46,4,0.92,0.6979055206026032,1.3305116540268345,per_task,early
frozen_rule,per_task|dedup11|O2_recall|fpr<=0.001,237,15,0.9404761904761904,0.4202127659574468,0.000997605746209,53,5,0.913793103448276,0.7172118469312553,1.3112948349922269,per_task,early
frozen_rule,per_task|dedup11|O1_early|fpr<=0.0015,225,26,0.896414342629482,0.3989361702127659,0.0017291832934291,64,9,0.8767123287671232,0.610792032571132,1.4676261228490843,per_task,early
frozen_rule,per_task|all12|O2_recall|fpr<=0.0015,352,31,0.9190600522193212,0.624113475177305,0.0020617185421654,68,11,0.8607594936708861,0.7021316127091056,1.3089569470789366,per_task,early
frozen_rule,per_task|all12|O2_recall|fpr<=0.003,371,37,0.909313725490196,0.6578014184397163,0.0024607608406491,76,17,0.8172043010752689,0.6698347196062898,1.357519547545498,per_task,early
frozen_rule,per_task|dedup11|O1_early|fpr<=0.003,287,56,0.8367346938775511,0.5088652482269503,0.0037243947858473,96,30,0.7619047619047619,0.5385493411919501,1.55368251314845,per_task,early
frozen_rule,per_task|dedup11|O2_recall|fpr<=0.005,396,89,0.8164948453608247,0.7021276595744681,0.0059191274275073,112,57,0.6627218934911243,0.5446501144295851,1.4991181011977643,per_task,early
context_union,or_all12@0.95,362,132,0.7327935222672065,0.6418439716312057,0.00877893056664,115,104,0.5251141552511416,0.4668004983246364,1.5698216366461228,per_task,early
context_union,or_all12@0.925,413,199,0.6748366013071896,0.7322695035460993,0.0132349028997073,142,163,0.4655737704918032,0.4136894000455411,1.6312639415776669,per_task,early
