episode_id,group,success,T,row0
0,0,False,52,0
1,0,False,52,52
2,0,True,37,104
3,0,False,52,141
4,0,True,38,193
5,0,False,52,231
6,0,True,39,283
7,0,False,52,322
8,0,True,38,374
9,0,False,52,412
10,0,True,38,464
11,0,False,52,502
12,0,True,42,554
13,0,False,52,596
14,0,False,52,648
15,0,True,39,700
16,0,False,52,739
17,0,False,52,791
18,0,False,52,843
19,0,True,38,895
20,0,True,37,933
21,0,True,38,970
22,0,True,37,1008
23,0,False,52,1045
24,0,False,52,1097
25,0,True,37,1149
26,0,True,38,1186
27,0,False,52,1224
28,0,False,52,1276
29,0,True,40,1328
30,0,False,52,1368
31,0,False,52,1420
32,3,False,52,1472
33,3,False,52,1524
34,3,False,52,1576
35,3,False,52,1628
36,3,False,52,1680
37,3,False,52,1732
38,3,False,52,1784
39,3,True,39,1836
40,3,False,52,1875
41,3,False,52,1927
42,3,False,52,1979
43,3,True,50,2031
44,3,False,52,2081
45,3,False,52,2133
46,3,False,52,2185
47,3,True,38,2237
48,3,False,52,2275
49,3,False,52,2327
50,3,False,52,2379
51,3,True,40,2431
52,3,False,52,2471
53,3,False,52,2523
54,3,False,52,2575
55,3,False,52,2627
56,3,False,52,2679
57,3,False,52,2731
58,3,False,52,2783
59,3,True,39,2835
60,3,False,52,2874
61,3,False,52,2926
62,3,False,52,2978
63,3,False,52,3030
64,7,True,37,3082
65,7,True,38,3119
66,7,False,52,3157
67,7,True,39,3209
68,7,True,39,3248
69,7,False,52,3287
70,7,True,44,3339
71,7,True,40,3383
72,7,True,39,3423
73,7,True,48,3462
74,7,False,52,3510
75,7,True,38,3562
76,7,True,40,3600
77,7,True,38,3640
78,7,True,37,3678
79,7,True,38,3715
80,7,True,52,3753
81,7,True,37,3805
82,7,True,39,3842
83,7,True,39,3881
84,7,True,37,3920
85,7,True,37,3957
86,7,True,40,3994
87,7,True,40,4034
88,7,True,38,4074
89,7,True,40,4112
90,7,True,39,4152
91,7,True,38,4191
92,7,True,38,4229
93,7,True,37,4267
94,7,True,38,4304
95,7,True,37,4342
96,10,False,52,4379
97,10,False,52,4431
98,10,False,52,4483
99,10,False,52,4535
100,10,True,50,4587
101,10,False,52,4637
102,10,False,52,4689
103,10,True,38,4741
104,10,True,36,4779
105,10,False,52,4815
106,10,False,52,4867
107,10,False,52,4919
108,10,True,38,4971
109,10,False,52,5009
110,10,False,52,5061
111,10,True,37,5113
112,10,True,37,5150
113,10,False,52,5187
114,10,False,52,5239
115,10,True,39,5291
116,10,False,52,5330
117,10,False,52,5382
118,10,False,52,5434
119,10,False,52,5486
120,10,True,47,5538
121,10,False,52,5585
122,10,False,52,5637
123,10,True,37,5689
124,10,False,52,5726
125,10,False,52,5778
126,10,False,52,5830
127,10,False,52,5882
128,13,True,36,5934
129,13,False,52,5970
130,13,False,52,6022
131,13,False,52,6074
132,13,False,52,6126
133,13,False,52,6178
134,13,True,47,6230
135,13,False,52,6277
136,13,True,44,6329
137,13,False,52,6373
138,13,False,52,6425
139,13,True,37,6477
140,13,False,52,6514
141,13,False,52,6566
142,13,False,52,6618
143,13,False,52,6670
144,13,False,52,6722
145,13,False,52,6774
146,13,False,52,6826
147,13,False,52,6878
148,13,True,40,6930
149,13,True,37,6970
150,13,False,52,7007
151,13,True,38,7059
152,13,False,52,7097
153,13,False,52,7149
154,13,False,52,7201
155,13,False,52,7253
156,13,True,40,7305
157,13,True,45,7345
158,13,False,52,7390
159,13,False,52,7442
160,16,True,38,7494
161,16,False,52,7532
162,16,True,37,7584
163,16,True,38,7621
164,16,True,38,7659
165,16,True,37,7697
166,16,True,38,7734
167,16,False,52,7772
168,16,True,36,7824
169,16,True,36,7860
170,16,True,38,7896
171,16,True,38,7934
172,16,False,52,7972
173,16,True,38,8024
174,16,True,38,8062
175,16,True,37,8100
176,16,True,36,8137
177,16,False,52,8173
178,16,True,38,8225
179,16,True,37,8263
180,16,True,39,8300
181,16,True,38,8339
182,16,True,39,8377
183,16,True,38,8416
184,16,True,37,8454
185,16,True,38,8491
186,16,True,39,8529
187,16,True,36,8568
188,16,True,39,8604
189,16,True,37,8643
190,16,True,37,8680
191,16,True,38,8717
192,20,True,40,8755
193,20,True,39,8795
194,20,True,38,8834
195,20,True,39,8872
196,20,True,40,8911
197,20,True,40,8951
198,20,False,52,8991
199,20,True,40,9043
200,20,True,39,9083
201,20,False,52,9122
202,20,True,38,9174
203,20,False,52,9212
204,20,False,52,9264
205,20,True,38,9316
206,20,True,40,9354
207,20,True,40,9394
208,20,True,39,9434
209,20,True,39,9473
210,20,True,43,9512
211,20,False,52,9555
212,20,True,40,9607
213,20,False,52,9647
214,20,True,41,9699
215,20,True,40,9740
216,20,True,40,9780
217,20,True,38,9820
218,20,False,52,9858
219,20,True,40,9910
220,20,False,52,9950
221,20,False,52,10002
222,20,True,40,10054
223,20,True,40,10094
224,23,True,40,10134
225,23,True,40,10174
226,23,False,52,10214
227,23,True,47,10266
228,23,True,39,10313
229,23,True,41,10352
230,23,True,40,10393
231,23,True,39,10433
232,23,True,40,10472
233,23,True,39,10512
234,23,True,37,10551
235,23,True,41,10588
236,23,True,42,10629
237,23,True,39,10671
238,23,True,39,10710
239,23,True,40,10749
240,23,False,52,10789
241,23,True,39,10841
242,23,True,40,10880
243,23,False,52,10920
244,23,True,39,10972
245,23,True,41,11011
246,23,True,39,11052
247,23,True,40,11091
248,23,True,39,11131
249,23,True,39,11170
250,23,True,40,11209
251,23,True,39,11249
252,23,True,40,11288
253,23,True,39,11328
254,23,True,42,11367
255,23,True,39,11409
256,26,True,38,11448
257,26,False,52,11486
258,26,False,52,11538
259,26,False,52,11590
260,26,False,52,11642
261,26,False,52,11694
262,26,False,52,11746
263,26,True,39,11798
264,26,True,40,11837
265,26,True,36,11877
266,26,False,52,11913
267,26,True,38,11965
268,26,False,52,12003
269,26,False,52,12055
270,26,False,52,12107
271,26,False,52,12159
272,26,True,42,12211
273,26,False,52,12253
274,26,False,52,12305
275,26,False,52,12357
276,26,True,38,12409
277,26,False,52,12447
278,26,False,52,12499
279,26,True,39,12551
280,26,False,52,12590
281,26,False,52,12642
