corpus,slice,stat,t,auc_success,npairs,n_alive,n_scored,censored
A,front,R:hel_to_fail_ref_W5,15,0.5346062052505967,2933,352,352,False
A,front,R:hel_to_fail_ref_W8,15,0.4708489601091033,2933,352,352,False
A,front,R:hel_to_fail_ref_W12,15,0.5189226048414592,2933,352,352,False
A,front,R:succ_minus_fail_ref,15,0.32151380838731675,2933,352,272,False
A,front,R:succ_minus_fail_ref_W3,15,0.2904875554040232,2933,352,272,False
A,front,R:succ_minus_fail_ref_W5,15,0.3624275485850665,2933,352,272,False
A,front,R:succ_minus_fail_ref_W8,15,0.38663484486873506,2933,352,272,False
A,front,R:succ_minus_fail_ref_W12,15,0.3668598704398227,2933,352,272,False
A,front,I:ent_norm,20,0.4033412887828162,2933,352,352,False
A,front,I:top1,20,0.5973406068871463,2933,352,352,False
A,front,I:top4mass,20,0.5734742584384589,2933,352,352,False
A,front,I:gap45,20,0.3794749403341289,2933,352,352,False
A,front,I:kl_p_unif,20,0.5966587112171837,2933,352,352,False
A,front,I:kl_unif_p,20,0.5802932151380839,2933,352,352,False
A,front,I:bhatt_unif,20,0.5894988066825776,2933,352,352,False
A,front,I:hell_unif,20,0.5762018411183089,2933,352,352,False
A,front,I:gini,20,0.5622229798840778,2933,352,352,False
A,front,I:partratio,20,0.4377770201159223,2933,352,352,False
A,front,I:ent_laystd,20,0.607909989771565,2933,352,352,False
A,front,I:lay_heterog,20,0.5748380497783839,2933,352,352,False
A,front,H:hel_prev_mean_W3,20,0.5427889532901466,2933,352,352,False
A,front,H:hel_prev_std_W3,20,0.5329014660756904,2933,352,352,False
A,front,H:hel_prev_max_W3,20,0.5666553017388339,2933,352,352,False
A,front,H:hel_to_winmean_W3,20,0.5683600409137401,2933,352,352,False
A,front,H:hel_prev_mean_W5,20,0.5247187180361405,2933,352,352,False
A,front,H:hel_prev_std_W5,20,0.43641322877599725,2933,352,352,False
A,front,H:hel_prev_max_W5,20,0.4821002386634845,2933,352,352,False
A,front,H:hel_to_winmean_W5,20,0.5629048755540402,2933,352,352,False
A,front,H:hel_prev_mean_W8,20,0.5080122741220593,2933,352,352,False
A,front,H:hel_prev_std_W8,20,0.5083532219570406,2933,352,352,False
A,front,H:hel_prev_max_W8,20,0.5393794749403341,2933,352,352,False
A,front,H:hel_to_winmean_W8,20,0.519945448346403,2933,352,352,False
A,front,H:hel_prev_mean_W12,20,0.511762700306853,2933,352,352,False
A,front,H:hel_prev_std_W12,20,0.5427889532901466,2933,352,352,False
A,front,H:hel_prev_max_W12,20,0.5751789976133651,2933,352,352,False
A,front,H:hel_to_winmean_W12,20,0.5056256392771906,2933,352,352,False
A,front,H:hel_prev_mean_W16,20,0.4551653596999659,2933,352,352,False
A,front,H:hel_prev_std_W16,20,0.4977838390726219,2933,352,352,False
A,front,H:hel_prev_max_W16,20,0.5448346403000341,2933,352,352,False
A,front,H:hel_to_winmean_W16,20,0.561200136379134,2933,352,352,False
A,front,H:js_prev_mean_W8,20,0.5291510398908967,2933,352,352,False
A,front,H:l1_prev_mean_W8,20,0.5219911353562905,2933,352,352,False
A,front,H:hel_to_first,20,0.548926014319809,2933,352,352,False
A,front,H:cum_speed,20,0.4776679168087283,2933,352,352,False
A,front,H:straightness,20,0.5427889532901466,2933,352,352,False
A,front,H:ewm_rate_a0.15,20,0.5332424139106716,2933,352,352,False
A,front,H:ewm_rate_a0.3,20,0.5458574838049778,2933,352,352,False
A,front,H:ewm_rate_a0.5,20,0.5543811796795091,2933,352,352,False
A,front,H:acf_lag1,20,0.45993862938970337,2933,352,352,False
A,front,H:acf_lag2,20,0.588816911012615,2933,352,352,False
A,front,H:acf_lag3,20,0.6137061029662462,2933,352,352,False
A,front,R:hel_to_cohort_LOO,20,0.6000681895669963,2933,352,352,False
A,front,R:hel_to_succ_ref,20,0.5659734060688715,2933,352,272,False
A,front,R:hel_to_fail_ref,20,0.6130242072962837,2933,352,352,False
A,front,R:hel_to_succ_ref_W3,20,0.5404023184452779,2933,352,272,False
A,front,R:hel_to_succ_ref_W5,20,0.4449369246505285,2933,352,272,False
A,front,R:hel_to_succ_ref_W8,20,0.3586771224002728,2933,352,272,False
A,front,R:hel_to_succ_ref_W12,20,0.2935560859188544,2933,352,272,False
A,front,R:hel_to_cohort_LOO_W3,20,0.5400613706102966,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W5,20,0.48516876917831564,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W8,20,0.4302761677463348,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W12,20,0.4722127514490283,2933,352,352,False
A,front,R:hel_to_fail_ref_W3,20,0.5366518922604842,2933,352,352,False
A,front,R:hel_to_fail_ref_W5,20,0.49198772587794065,2933,352,352,False
A,front,R:hel_to_fail_ref_W8,20,0.4626662120695534,2933,352,352,False
A,front,R:hel_to_fail_ref_W12,20,0.5397204227753154,2933,352,352,False
A,front,R:succ_minus_fail_ref,20,0.37129219229457894,2933,352,272,False
A,front,R:succ_minus_fail_ref_W3,20,0.44220934197067846,2933,352,272,False
A,front,R:succ_minus_fail_ref_W5,20,0.39788612342311624,2933,352,272,False
A,front,R:succ_minus_fail_ref_W8,20,0.3119672690078418,2933,352,272,False
A,front,R:succ_minus_fail_ref_W12,20,0.3031026252983294,2933,352,272,False
A,front,I:ent_norm,25,0.4885782475281282,2933,352,352,False
A,front,I:top1,25,0.5444936924650529,2933,352,352,False
A,front,I:top4mass,25,0.48244118649846573,2933,352,352,False
A,front,I:gap45,25,0.45346062052505964,2933,352,352,False
A,front,I:kl_p_unif,25,0.5114217524718718,2933,352,352,False
A,front,I:kl_unif_p,25,0.5015342652574156,2933,352,352,False
A,front,I:bhatt_unif,25,0.5052846914422093,2933,352,352,False
A,front,I:hell_unif,25,0.5056256392771906,2933,352,352,False
A,front,I:gini,25,0.5022161609273781,2933,352,352,False
A,front,I:partratio,25,0.4722127514490283,2933,352,352,False
A,front,I:ent_laystd,25,0.4974428912376406,2933,352,352,False
A,front,I:lay_heterog,25,0.4739174906239345,2933,352,352,False
A,front,H:hel_prev_mean_W3,25,0.6573474258438459,2933,352,352,False
A,front,H:hel_prev_std_W3,25,0.5813160586430276,2933,352,352,False
A,front,H:hel_prev_max_W3,25,0.6440504602795772,2933,352,352,False
A,front,H:hel_to_winmean_W3,25,0.6962154790317081,2933,352,352,False
A,front,H:hel_prev_mean_W5,25,0.6403000340947835,2933,352,352,False
A,front,H:hel_prev_std_W5,25,0.5618820320490965,2933,352,352,False
A,front,H:hel_prev_max_W5,25,0.6307534947153085,2933,352,352,False
A,front,H:hel_to_winmean_W5,25,0.6553017388339584,2933,352,352,False
A,front,H:hel_prev_mean_W8,25,0.6570064780088647,2933,352,352,False
A,front,H:hel_prev_std_W8,25,0.5209682918513467,2933,352,352,False
A,front,H:hel_prev_max_W8,25,0.5768837367882714,2933,352,352,False
A,front,H:hel_to_winmean_W8,25,0.5666553017388339,2933,352,352,False
A,front,H:hel_prev_mean_W12,25,0.6829185134674395,2933,352,352,False
A,front,H:hel_prev_std_W12,25,0.4589157858847596,2933,352,352,False
A,front,H:hel_prev_max_W12,25,0.5288100920559154,2933,352,352,False
A,front,H:hel_to_winmean_W12,25,0.5243777702011593,2933,352,352,False
A,front,H:hel_prev_mean_W16,25,0.6280259120354585,2933,352,352,False
A,front,H:hel_prev_std_W16,25,0.5854074326628026,2933,352,352,False
A,front,H:hel_prev_max_W16,25,0.6096147289464712,2933,352,352,False
A,front,H:hel_to_winmean_W16,25,0.44834640300034095,2933,352,352,False
A,front,H:js_prev_mean_W8,25,0.6266621206955336,2933,352,352,False
A,front,H:l1_prev_mean_W8,25,0.6685987043982271,2933,352,352,False
A,front,H:hel_to_first,25,0.5257415615410842,2933,352,352,False
A,front,H:cum_speed,25,0.5864302761677463,2933,352,352,False
A,front,H:straightness,25,0.47903170814865326,2933,352,352,False
A,front,H:ewm_rate_a0.15,25,0.6760995567678145,2933,352,352,False
A,front,H:ewm_rate_a0.3,25,0.676781452437777,2933,352,352,False
A,front,H:ewm_rate_a0.5,25,0.6945107398568019,2933,352,352,False
A,front,H:acf_lag1,25,0.438799863620866,2933,352,352,False
A,front,H:acf_lag2,25,0.5799522673031027,2933,352,352,False
A,front,H:acf_lag3,25,0.5144902829867031,2933,352,352,False
A,front,R:hel_to_cohort_LOO,25,0.6106375724514149,2933,352,352,False
A,front,R:hel_to_succ_ref,25,0.4936924650528469,2933,352,272,False
A,front,R:hel_to_fail_ref,25,0.6351858165700648,2933,352,352,False
A,front,R:hel_to_succ_ref_W3,25,0.5042618479372656,2933,352,272,False
A,front,R:hel_to_succ_ref_W5,25,0.46607569041936586,2933,352,272,False
A,front,R:hel_to_succ_ref_W8,25,0.45755199454483464,2933,352,272,False
A,front,R:hel_to_succ_ref_W12,25,0.39004432321854754,2933,352,272,False
A,front,R:hel_to_cohort_LOO_W3,25,0.5779065802932152,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W5,25,0.5533583361745653,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W8,25,0.5178997613365155,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W12,25,0.4551653596999659,2933,352,352,False
A,front,R:hel_to_fail_ref_W3,25,0.5963177633822025,2933,352,352,False
A,front,R:hel_to_fail_ref_W5,25,0.5748380497783839,2933,352,352,False
A,front,R:hel_to_fail_ref_W8,25,0.5274463007159904,2933,352,352,False
A,front,R:hel_to_fail_ref_W12,25,0.4875554040231845,2933,352,352,False
A,front,R:succ_minus_fail_ref,25,0.30821684282304807,2933,352,272,False
A,front,R:succ_minus_fail_ref_W3,25,0.32867371292192293,2933,352,272,False
A,front,R:succ_minus_fail_ref_W5,25,0.3071939993181043,2933,352,272,False
A,front,R:succ_minus_fail_ref_W8,25,0.36208660075008525,2933,352,272,False
A,front,R:succ_minus_fail_ref_W12,25,0.29457892942379815,2933,352,272,False
A,front,I:ent_norm,30,0.4657347425843846,2933,352,352,False
A,front,I:top1,30,0.5635867712240027,2933,352,352,False
A,front,I:top4mass,30,0.5274463007159904,2933,352,352,False
A,front,I:gap45,30,0.3910671667234913,2933,352,352,False
A,front,I:kl_p_unif,30,0.5342652574156154,2933,352,352,False
A,front,I:kl_unif_p,30,0.5148312308216842,2933,352,352,False
A,front,I:bhatt_unif,30,0.5288100920559154,2933,352,352,False
A,front,I:hell_unif,30,0.5247187180361405,2933,352,352,False
A,front,I:gini,30,0.515854074326628,2933,352,352,False
A,front,I:partratio,30,0.45346062052505964,2933,352,352,False
A,front,I:ent_laystd,30,0.5577906580293215,2933,352,352,False
A,front,I:lay_heterog,30,0.530855779065803,2933,352,352,False
A,front,H:hel_prev_mean_W3,30,0.7712240027275826,2933,352,352,False
A,front,H:hel_prev_std_W3,30,0.6280259120354585,2933,352,352,False
A,front,H:hel_prev_max_W3,30,0.7395158540743266,2933,352,352,False
A,front,H:hel_to_winmean_W3,30,0.766109785202864,2933,352,352,False
A,front,H:hel_prev_mean_W5,30,0.7824752812819639,2933,352,352,False
A,front,H:hel_prev_std_W5,30,0.6096147289464712,2933,352,352,False
A,front,H:hel_prev_max_W5,30,0.7136038186157518,2933,352,352,False
A,front,H:hel_to_winmean_W5,30,0.7654278895329014,2933,352,352,False
A,front,H:hel_prev_mean_W8,30,0.7838390726218889,2933,352,352,False
A,front,H:hel_prev_std_W8,30,0.6232526423457211,2933,352,352,False
A,front,H:hel_prev_max_W8,30,0.6795090351176271,2933,352,352,False
A,front,H:hel_to_winmean_W8,30,0.7603136720081828,2933,352,352,False
A,front,H:hel_prev_mean_W12,30,0.8152062734401636,2933,352,352,False
A,front,H:hel_prev_std_W12,30,0.6109785202863962,2933,352,352,False
A,front,H:hel_prev_max_W12,30,0.5823389021479715,2933,352,352,False
A,front,H:hel_to_winmean_W12,30,0.7378111148994204,2933,352,352,False
A,front,H:hel_prev_mean_W16,30,0.8097511080804637,2933,352,352,False
A,front,H:hel_prev_std_W16,30,0.568019093078759,2933,352,352,False
A,front,H:hel_prev_max_W16,30,0.555744971019434,2933,352,352,False
A,front,H:hel_to_winmean_W16,30,0.7146266621206956,2933,352,352,False
A,front,H:js_prev_mean_W8,30,0.7667916808728265,2933,352,352,False
A,front,H:l1_prev_mean_W8,30,0.7927037163314012,2933,352,352,False
A,front,H:hel_to_first,30,0.6471189907944085,2933,352,352,False
A,front,H:cum_speed,30,0.757927037163314,2933,352,352,False
A,front,H:straightness,30,0.5523354926696216,2933,352,352,False
A,front,H:ewm_rate_a0.15,30,0.8025912035458574,2933,352,352,False
A,front,H:ewm_rate_a0.3,30,0.7838390726218889,2933,352,352,False
A,front,H:ewm_rate_a0.5,30,0.7712240027275826,2933,352,352,False
A,front,H:acf_lag1,30,0.43845891578588475,2933,352,352,False
A,front,H:acf_lag2,30,0.526764405046028,2933,352,352,False
A,front,H:acf_lag3,30,0.39993181043300374,2933,352,352,False
A,front,R:hel_to_cohort_LOO,30,0.5550630753494715,2933,352,352,False
A,front,R:hel_to_succ_ref,30,0.4142516195022162,2933,352,272,False
A,front,R:hel_to_fail_ref,30,0.7037163314012956,2933,352,352,False
A,front,R:hel_to_succ_ref_W3,30,0.38629389703375383,2933,352,272,False
A,front,R:hel_to_succ_ref_W5,30,0.3685646096147289,2933,352,272,False
A,front,R:hel_to_succ_ref_W8,30,0.3764064098192976,2933,352,272,False
A,front,R:hel_to_succ_ref_W12,30,0.30173883395840434,2933,352,272,False
A,front,R:hel_to_cohort_LOO_W3,30,0.5011933174224343,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W5,30,0.4647118990794408,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W8,30,0.45755199454483464,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W12,30,0.42891237640640983,2933,352,352,False
A,front,R:hel_to_fail_ref_W3,30,0.6406409819297647,2933,352,352,False
A,front,R:hel_to_fail_ref_W5,30,0.5973406068871463,2933,352,352,False
A,front,R:hel_to_fail_ref_W8,30,0.5935901807023526,2933,352,352,False
A,front,R:hel_to_fail_ref_W12,30,0.5649505625639277,2933,352,352,False
A,front,R:succ_minus_fail_ref,30,0.21684282304807365,2933,352,272,False
A,front,R:succ_minus_fail_ref_W3,30,0.22263893624275485,2933,352,272,False
A,front,R:succ_minus_fail_ref_W5,30,0.22468462325264235,2933,352,272,False
A,front,R:succ_minus_fail_ref_W8,30,0.22332083191271734,2933,352,272,False
A,front,R:succ_minus_fail_ref_W12,30,0.2100238663484487,2933,352,272,False
A,front,I:ent_norm,35,0.443701226309922,2691,332,332,True
A,front,I:top1,35,0.5633593459680416,2691,332,332,True
A,front,I:top4mass,35,0.5436640654031958,2691,332,332,True
A,front,I:gap45,35,0.48420661464139725,2691,332,332,True
A,front,I:kl_p_unif,35,0.5562987736900781,2691,332,332,True
A,front,I:kl_unif_p,35,0.5503530286138982,2691,332,332,True
A,front,I:bhatt_unif,35,0.5551839464882943,2691,332,332,True
A,front,I:hell_unif,35,0.5473801560758083,2691,332,332,True
A,front,I:gini,35,0.5414344109996284,2691,332,332,True
A,front,I:partratio,35,0.4559643255295429,2691,332,332,True
A,front,I:ent_laystd,35,0.6373095503530286,2691,332,332,True
A,front,I:lay_heterog,35,0.5425492382014121,2691,332,332,True
A,front,H:hel_prev_mean_W3,35,0.6688963210702341,2691,332,332,True
A,front,H:hel_prev_std_W3,35,0.5354886659234486,2691,332,332,True
A,front,H:hel_prev_max_W3,35,0.6179858788554441,2691,332,332,True
A,front,H:hel_to_winmean_W3,35,0.6752136752136753,2691,332,332,True
A,front,H:hel_prev_mean_W5,35,0.6246748420661464,2691,332,332,True
A,front,H:hel_prev_std_W5,35,0.4927536231884058,2691,332,332,True
A,front,H:hel_prev_max_W5,35,0.5287997027127462,2691,332,332,True
A,front,H:hel_to_winmean_W5,35,0.6202155332590115,2691,332,332,True
A,front,H:hel_prev_mean_W8,35,0.7714604236343366,2691,332,332,True
A,front,H:hel_prev_std_W8,35,0.5076179858788554,2691,332,332,True
A,front,H:hel_prev_max_W8,35,0.5414344109996284,2691,332,332,True
A,front,H:hel_to_winmean_W8,35,0.5990338164251208,2691,332,332,True
A,front,H:hel_prev_mean_W12,35,0.7937569676700111,2691,332,332,True
A,front,H:hel_prev_std_W12,35,0.5083612040133779,2691,332,332,True
A,front,H:hel_prev_max_W12,35,0.5362318840579711,2691,332,332,True
A,front,H:hel_to_winmean_W12,35,0.5886287625418061,2691,332,332,True
A,front,H:hel_prev_mean_W16,35,0.7818654775176515,2691,332,332,True
A,front,H:hel_prev_std_W16,35,0.47714604236343366,2691,332,332,True
A,front,H:hel_prev_max_W16,35,0.4712002972872538,2691,332,332,True
A,front,H:hel_to_winmean_W16,35,0.6016350798959494,2691,332,332,True
A,front,H:js_prev_mean_W8,35,0.6555183946488294,2691,332,332,True
A,front,H:l1_prev_mean_W8,35,0.7725752508361204,2691,332,332,True
A,front,H:hel_to_first,35,0.5759940542549238,2691,332,332,True
A,front,H:cum_speed,35,0.8037904124860646,2691,332,332,True
A,front,H:straightness,35,0.4522482348569305,2691,332,332,True
A,front,H:ewm_rate_a0.15,35,0.7235228539576366,2691,332,332,True
A,front,H:ewm_rate_a0.3,35,0.6677814938684504,2691,332,332,True
A,front,H:ewm_rate_a0.5,35,0.6599777034559643,2691,332,332,True
A,front,H:acf_lag1,35,0.5366034931252323,2691,332,332,True
A,front,H:acf_lag2,35,0.5146785581568191,2691,332,332,True
A,front,H:acf_lag3,35,0.2816796729840208,2691,332,332,True
A,front,R:hel_to_cohort_LOO,35,0.2645856558900037,2691,332,332,True
A,front,R:hel_to_succ_ref,35,0.200297287253809,2691,332,252,True
A,front,R:hel_to_fail_ref,35,0.6599777034559643,2691,332,332,True
A,front,R:hel_to_succ_ref_W3,35,0.21999256781865478,2691,332,252,True
A,front,R:hel_to_succ_ref_W5,35,0.25046451133407654,2691,332,252,True
A,front,R:hel_to_succ_ref_W8,35,0.24340393905611296,2691,332,252,True
A,front,R:hel_to_succ_ref_W12,35,0.18283166109253066,2691,332,252,True
A,front,R:hel_to_cohort_LOO_W3,35,0.32831661092530656,2691,332,332,True
A,front,R:hel_to_cohort_LOO_W5,35,0.3950204384986994,2691,332,332,True
A,front,R:hel_to_cohort_LOO_W8,35,0.3426235600148644,2691,332,332,True
A,front,R:hel_to_cohort_LOO_W12,35,0.2976588628762542,2691,332,332,True
A,front,R:hel_to_fail_ref_W3,35,0.5247120029728726,2691,332,332,True
A,front,R:hel_to_fail_ref_W5,35,0.4998141954663694,2691,332,332,True
A,front,R:hel_to_fail_ref_W8,35,0.4738015607580825,2691,332,332,True
A,front,R:hel_to_fail_ref_W12,35,0.44072835377183206,2691,332,332,True
A,front,R:succ_minus_fail_ref,35,0.21144555927164624,2691,332,252,True
A,front,R:succ_minus_fail_ref_W3,35,0.22853957636566333,2691,332,252,True
A,front,R:succ_minus_fail_ref_W5,35,0.23225566703827574,2691,332,252,True
A,front,R:succ_minus_fail_ref_W8,35,0.22779635823114083,2691,332,252,True
A,front,R:succ_minus_fail_ref_W12,35,0.20624303232998886,2691,332,252,True
B,main,I:ent_norm,15,0.6172808764940239,2008,512,512,False
B,main,I:top1,15,0.43376494023904383,2008,512,512,False
B,main,I:top4mass,15,0.3939243027888446,2008,512,512,False
B,main,I:gap45,15,0.47858565737051795,2008,512,512,False
B,main,I:kl_p_unif,15,0.38296812749003983,2008,512,512,False
B,main,I:kl_unif_p,15,0.3854581673306773,2008,512,512,False
B,main,I:bhatt_unif,15,0.3844621513944223,2008,512,512,False
B,main,I:hell_unif,15,0.3904382470119522,2008,512,512,False
B,main,I:gini,15,0.38197211155378485,2008,512,512,False
B,main,I:partratio,15,0.6120517928286853,2008,512,512,False
B,main,I:ent_tokstd,15,0.4392430278884462,2008,512,512,False
B,main,I:top1_tokstd,15,0.5408366533864541,2008,512,512,False
B,main,I:pr_tokstd,15,0.449203187250996,2008,512,512,False
B,main,I:tok_heterog,15,0.38595617529880477,2008,512,512,False
B,main,I:ent_laystd,15,0.4407370517928287,2008,512,512,False
B,main,I:lay_heterog,15,0.4033864541832669,2008,512,512,False
B,main,H:hel_prev_mean_W3,15,0.5951195219123506,2008,512,512,False
B,main,H:hel_prev_std_W3,15,0.5956175298804781,2008,512,512,False
B,main,H:hel_prev_max_W3,15,0.6235059760956175,2008,512,512,False
B,main,H:hel_to_winmean_W3,15,0.4596613545816733,2008,512,512,False
B,main,H:hel_prev_mean_W5,15,0.6902390438247012,2008,512,512,False
B,main,H:hel_prev_std_W5,15,0.525398406374502,2008,512,512,False
B,main,H:hel_prev_max_W5,15,0.5786852589641435,2008,512,512,False
B,main,H:hel_to_winmean_W5,15,0.4357569721115538,2008,512,512,False
B,main,H:hel_prev_mean_W8,15,0.6394422310756972,2008,512,512,False
B,main,H:hel_prev_std_W8,15,0.6299800796812749,2008,512,512,False
B,main,H:hel_prev_max_W8,15,0.577191235059761,2008,512,512,False
B,main,H:hel_to_winmean_W8,15,0.44173306772908366,2008,512,512,False
B,main,H:hel_prev_mean_W12,15,0.6130478087649402,2008,512,512,False
B,main,H:hel_prev_std_W12,15,0.6399402390438247,2008,512,512,False
B,main,H:hel_prev_max_W12,15,0.577191235059761,2008,512,512,False
B,main,H:hel_to_winmean_W12,15,0.43227091633466136,2008,512,512,False
B,main,H:js_prev_mean_W8,15,0.6668326693227091,2008,512,512,False
B,main,H:l1_prev_mean_W8,15,0.6354581673306773,2008,512,512,False
B,main,H:hel_to_first,15,0.4546812749003984,2008,512,512,False
B,main,H:cum_speed,15,0.6160358565737052,2008,512,512,False
B,main,H:straightness,15,0.3989043824701195,2008,512,512,False
B,main,H:ewm_rate_a0.15,15,0.6434262948207171,2008,512,512,False
B,main,H:ewm_rate_a0.3,15,0.6090637450199203,2008,512,512,False
B,main,H:ewm_rate_a0.5,15,0.5423306772908366,2008,512,512,False
B,main,H:acf_lag1,15,0.5682270916334662,2008,512,512,False
B,main,H:acf_lag2,15,0.6155378486055777,2008,512,512,False
B,main,H:acf_lag3,15,0.5288844621513944,2008,512,512,False
B,main,R:hel_to_cohort_LOO,15,0.5313745019920318,2008,512,512,False
B,main,R:hel_to_succ_ref,15,0.375996015936255,2008,512,480,False
B,main,R:hel_to_fail_ref,15,0.6439049064238745,1977,512,440,False
B,main,R:hel_to_succ_ref_W3,15,0.3466135458167331,2008,512,480,False
B,main,R:hel_to_succ_ref_W5,15,0.3510956175298805,2008,512,480,False
B,main,R:hel_to_succ_ref_W8,15,0.375996015936255,2008,512,480,False
B,main,R:hel_to_succ_ref_W12,15,0.3650398406374502,2008,512,480,False
B,main,R:hel_to_cohort_LOO_W3,15,0.524402390438247,2008,512,512,False
B,main,R:hel_to_cohort_LOO_W5,15,0.5079681274900398,2008,512,512,False
B,main,R:hel_to_cohort_LOO_W8,15,0.526394422310757,2008,512,512,False
B,main,R:hel_to_cohort_LOO_W12,15,0.523406374501992,2008,512,512,False
B,main,R:hel_to_fail_ref_W3,15,0.6474456246838645,1977,512,440,False
B,main,R:hel_to_fail_ref_W5,15,0.6186140617096612,1977,512,440,False
B,main,R:hel_to_fail_ref_W8,15,0.627718765806778,1977,512,440,False
B,main,R:hel_to_fail_ref_W12,15,0.6181082448153769,1977,512,440,False
B,main,R:succ_minus_fail_ref,15,0.29742033383915023,1977,512,408,False
B,main,R:succ_minus_fail_ref_W3,15,0.29033889731917045,1977,512,408,False
B,main,R:succ_minus_fail_ref_W5,15,0.30349013657056145,1977,512,408,False
B,main,R:succ_minus_fail_ref_W8,15,0.3110773899848255,1977,512,408,False
B,main,R:succ_minus_fail_ref_W12,15,0.3125948406676783,1977,512,408,False
B,main,I:ent_norm,20,0.4950199203187251,2008,512,512,False
B,main,I:top1,20,0.5204183266932271,2008,512,512,False
B,main,I:top4mass,20,0.5189243027888446,2008,512,512,False
B,main,I:gap45,20,0.5199203187250996,2008,512,512,False
B,main,I:kl_p_unif,20,0.5049800796812749,2008,512,512,False
B,main,I:kl_unif_p,20,0.4955179282868526,2008,512,512,False
B,main,I:bhatt_unif,20,0.49850597609561753,2008,512,512,False
B,main,I:hell_unif,20,0.5094621513944223,2008,512,512,False
B,main,I:gini,20,0.5134462151394422,2008,512,512,False
B,main,I:partratio,20,0.4895418326693227,2008,512,512,False
B,main,I:ent_tokstd,20,0.49352589641434264,2008,512,512,False
B,main,I:top1_tokstd,20,0.5348605577689243,2008,512,512,False
B,main,I:pr_tokstd,20,0.5,2008,512,512,False
B,main,I:tok_heterog,20,0.5004980079681275,2008,512,512,False
B,main,I:ent_laystd,20,0.44721115537848605,2008,512,512,False
B,main,I:lay_heterog,20,0.500996015936255,2008,512,512,False
B,main,H:hel_prev_mean_W3,20,0.6344621513944223,2008,512,512,False
B,main,H:hel_prev_std_W3,20,0.5034860557768924,2008,512,512,False
B,main,H:hel_prev_max_W3,20,0.5547808764940239,2008,512,512,False
B,main,H:hel_to_winmean_W3,20,0.5991035856573705,2008,512,512,False
B,main,H:hel_prev_mean_W5,20,0.5936254980079682,2008,512,512,False
B,main,H:hel_prev_std_W5,20,0.5433266932270916,2008,512,512,False
B,main,H:hel_prev_max_W5,20,0.5049800796812749,2008,512,512,False
B,main,H:hel_to_winmean_W5,20,0.5448207171314741,2008,512,512,False
B,main,H:hel_prev_mean_W8,20,0.6444223107569721,2008,512,512,False
B,main,H:hel_prev_std_W8,20,0.5612549800796812,2008,512,512,False
B,main,H:hel_prev_max_W8,20,0.5149402390438247,2008,512,512,False
B,main,H:hel_to_winmean_W8,20,0.521414342629482,2008,512,512,False
B,main,H:hel_prev_mean_W12,20,0.6658366533864541,2008,512,512,False
B,main,H:hel_prev_std_W12,20,0.6190239043824701,2008,512,512,False
B,main,H:hel_prev_max_W12,20,0.5687250996015937,2008,512,512,False
B,main,H:hel_to_winmean_W12,20,0.5209163346613546,2008,512,512,False
B,main,H:hel_prev_mean_W16,20,0.6638446215139442,2008,512,512,False
B,main,H:hel_prev_std_W16,20,0.6334661354581673,2008,512,512,False
B,main,H:hel_prev_max_W16,20,0.5687250996015937,2008,512,512,False
B,main,H:hel_to_winmean_W16,20,0.5129482071713147,2008,512,512,False
B,main,H:js_prev_mean_W8,20,0.6518924302788844,2008,512,512,False
B,main,H:l1_prev_mean_W8,20,0.6558764940239044,2008,512,512,False
B,main,H:hel_to_first,20,0.4900398406374502,2008,512,512,False
B,main,H:cum_speed,20,0.6703187250996016,2008,512,512,False
B,main,H:straightness,20,0.43725099601593626,2008,512,512,False
B,main,H:ewm_rate_a0.15,20,0.6713147410358565,2008,512,512,False
B,main,H:ewm_rate_a0.3,20,0.649402390438247,2008,512,512,False
B,main,H:ewm_rate_a0.5,20,0.6389442231075697,2008,512,512,False
B,main,H:acf_lag1,20,0.5766932270916335,2008,512,512,False
B,main,H:acf_lag2,20,0.5881474103585658,2008,512,512,False
B,main,H:acf_lag3,20,0.45169322709163345,2008,512,512,False
B,main,R:hel_to_cohort_LOO,20,0.5756972111553785,2008,512,512,False
B,main,R:hel_to_succ_ref,20,0.375996015936255,2008,512,480,False
B,main,R:hel_to_fail_ref,20,0.6444107233181589,1977,512,440,False
B,main,R:hel_to_succ_ref_W3,20,0.33067729083665337,2008,512,480,False
B,main,R:hel_to_succ_ref_W5,20,0.3137450199203187,2008,512,480,False
B,main,R:hel_to_succ_ref_W8,20,0.3062749003984064,2008,512,480,False
B,main,R:hel_to_succ_ref_W12,20,0.3157370517928287,2008,512,480,False
B,main,R:hel_to_cohort_LOO_W3,20,0.522410358565737,2008,512,512,False
B,main,R:hel_to_cohort_LOO_W5,20,0.5089641434262948,2008,512,512,False
B,main,R:hel_to_cohort_LOO_W8,20,0.49701195219123506,2008,512,512,False
B,main,R:hel_to_cohort_LOO_W12,20,0.5004980079681275,2008,512,512,False
