prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
1,state,back_12_15,8,top1_mass,0.125,0.625,-0.5,-0.75,-0.5,0.09090909090909091,0.8181818181818182,8,8
1,action,back_12_15,0,entropy,0.125,0.5,-0.375,-0.5,-0.375,0.18181818181818182,1.0,8,8
1,action,front_2_5,9,entropy,0.125,0.375,-0.25,-0.75,-0.25,0.18181818181818182,1.0,8,8
1,state,back_12_15,6,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.18181818181818182,1.0,8,8
1,state,front_2_5,0,consensus_distance,0.375,0.125,0.25,0.25,0.25,0.18181818181818182,1.0,8,8
1,state,front_2_5,1,entropy,0.25,0.5,-0.25,-0.25,-0.25,0.18181818181818182,1.0,8,8
1,action,back_12_15,4,top1_mass,0.125,0.5,-0.375,-0.5,-0.375,0.2727272727272727,1.0,8,8
1,action,back_12_15,8,entropy,0.125,0.5,-0.375,-0.75,-0.375,0.2727272727272727,1.0,8,8
1,state,back_12_15,5,top1_mass,0.5,0.25,0.25,0.25,0.5,0.2727272727272727,1.0,8,8
1,state,back_12_15,6,entropy,0.125,0.375,-0.25,-0.25,-0.25,0.2727272727272727,1.0,8,8
1,state,back_12_15,7,entropy,0.5,0.125,0.375,0.375,1.0,0.2727272727272727,1.0,8,8
1,state,back_12_15,7,top1_mass,0.125,0.5,-0.375,-0.5,-0.375,0.2727272727272727,1.0,8,8
1,action,back_12_15,6,entropy,0.125,0.5,-0.375,-0.75,-0.375,0.36363636363636365,1.0,8,8
1,action,back_12_15,7,entropy,0.125,0.5,-0.375,-0.75,-0.375,0.36363636363636365,1.0,8,8
1,action,back_12_15,9,entropy,0.125,0.5,-0.375,-0.75,-0.375,0.36363636363636365,1.0,8,8
1,action,front_2_5,9,token_dispersion,0.5,0.25,0.25,0.25,0.75,0.36363636363636365,1.0,8,8
1,state,back_12_15,0,consensus_distance,0.5,0.25,0.25,0.25,0.25,0.36363636363636365,1.0,8,8
1,state,front_2_5,3,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.36363636363636365,1.0,8,8
1,state,front_2_5,5,entropy,0.125,0.375,-0.25,-0.25,-0.25,0.36363636363636365,1.0,8,8
1,state,front_2_5,9,top1_mass,0.25,0.625,-0.375,-0.5,-0.375,0.36363636363636365,1.0,8,8
1,action,back_12_15,9,top1_mass,0.5,0.25,0.25,0.25,0.25,0.45454545454545453,1.0,8,8
1,state,back_12_15,9,consensus_distance,0.375,0.5,-0.125,-0.125,0.0,0.45454545454545453,1.0,8,8
1,state,back_12_15,9,entropy,0.375,0.5,-0.125,-0.125,0.0,0.45454545454545453,1.0,8,8
1,state,back_12_15,9,top1_mass,0.375,0.625,-0.25,-0.25,-0.25,0.45454545454545453,1.0,8,8
1,state,front_2_5,4,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.45454545454545453,1.0,8,8
1,action,back_12_15,1,entropy,0.125,0.375,-0.25,-0.5,-0.25,0.5454545454545454,1.0,8,8
1,action,back_12_15,2,entropy,0.125,0.375,-0.25,-0.5,-0.25,0.5454545454545454,1.0,8,8
1,action,back_12_15,5,top1_mass,0.125,0.375,-0.25,-0.25,-0.25,0.5454545454545454,1.0,8,8
1,action,front_2_5,4,token_dispersion,0.25,0.5,-0.25,-0.25,-0.25,0.5454545454545454,1.0,8,8
1,action,front_2_5,5,token_dispersion,0.25,0.5,-0.25,-0.25,-0.25,0.5454545454545454,1.0,8,8
1,state,back_12_15,0,top1_mass,0.125,0.375,-0.25,-0.5,-0.25,0.5454545454545454,1.0,8,8
1,state,back_12_15,1,entropy,0.25,0.5,-0.25,-0.25,-0.25,0.5454545454545454,1.0,8,8
1,state,back_12_15,4,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.5454545454545454,1.0,8,8
1,state,back_12_15,8,consensus_distance,0.375,0.125,0.25,0.25,0.75,0.5454545454545454,1.0,8,8
1,state,front_2_5,1,top1_mass,0.5,0.25,0.25,0.25,0.25,0.5454545454545454,1.0,8,8
1,state,front_2_5,2,consensus_distance,0.375,0.5,-0.125,-0.125,0.0,0.5454545454545454,1.0,8,8
1,state,front_2_5,2,entropy,0.25,0.375,-0.125,-0.25,-0.125,0.5454545454545454,1.0,8,8
1,state,front_2_5,5,consensus_distance,0.125,0.375,-0.25,-0.25,-0.25,0.5454545454545454,1.0,8,8
