quantity,layer,suite,chunk,n,n_risk,auc
running_coupling,L15,libero_long,17,3834,274,0.6380874272123349
running_coupling,L15,libero_long,18,3749,274,0.651372157748254
running_coupling,L15,libero_long,19,3695,274,0.6598872997821528
running_coupling,L15,libero_long,20,3654,274,0.6711192933961042
running_coupling,L15,libero_long,21,3457,274,0.6864031316001293
running_coupling,L15,libero_long,22,3035,274,0.6914558091456338
running_coupling,L15,libero_long,23,2590,274,0.6864386747853712
running_coupling,L15,libero_long,24,2017,274,0.6742192963721413
running_coupling,L15,libero_long,25,1388,274,0.6456184722640842
running_coupling,L15,libero_long,26,979,274,0.587601594450484
running_coupling,L15,libero_long,27,771,274,0.5369369501681622
running_coupling,L15,libero_long,28,662,274,0.516442170215968
running_coupling,L15,libero_long,29,628,274,0.5535589096457586
running_coupling,L15,libero_long,30,607,274,0.602288419806668
running_coupling,L15,libero_long,31,587,274,0.6375201138033162
running_coupling,L15,libero_long,32,569,274,0.6690956328096004
running_coupling,L15,libero_long,33,561,274,0.6735293369617742
running_coupling,L15,libero_long,34,558,274,0.6848077516192043
running_coupling,L15,libero_long,35,552,274,0.6938770151761803
running_coupling,L15,libero_long,36,544,274,0.7038253582049202
running_coupling,L15,libero_long,37,519,274,0.7067778936392075
running_coupling,L15,libero_long,38,459,274,0.7075557309133952
running_coupling,L15,libero_long,39,384,274,0.6881552753815527
running_coupling,L15,libero_long,40,334,274,0.6319951338199513
running_coupling,L15,libero_long,41,311,274,0.5772341684750444
running_coupling,L15,libero_long,42,302,274,0.5801616266944735
running_coupling,L15,libero_long,43,297,274,0.5655347508727389
running_coupling,L15,libero_object,3,3600,44,0.45585566008794354
running_coupling,L15,libero_object,4,3600,44,0.4288398609264751
running_coupling,L15,libero_object,5,3600,44,0.434598374066878
running_coupling,L15,libero_object,6,3600,44,0.47850623785663154
running_coupling,L15,libero_object,7,3600,44,0.5098872584108805
running_coupling,L15,libero_object,8,3600,44,0.38695163104611924
running_coupling,L15,libero_object,9,3600,44,0.28657710399836384
running_coupling,L15,libero_object,10,3600,44,0.27406943450250537
running_coupling,L15,libero_object,11,3576,44,0.2430312467826624
running_coupling,L15,libero_object,12,2999,44,0.29133210275342253
running_coupling,L15,libero_object,13,1735,44,0.3057228106015806
running_coupling,L15,libero_object,14,988,44,0.3613251155624037
running_coupling,L15,libero_object,15,440,44,0.35560146923783287
running_coupling,L15,libero_object,16,229,44,0.3853808353808354
running_coupling,L15,libero_object,17,130,44,0.38372093023255816
running_coupling,L15,libero_object,18,79,44,0.4279220779220779
running_coupling,L15,libero_object,19,66,44,0.4555785123966942
running_coupling,L15,libero_spatial,3,4000,140,0.4821780162842339
running_coupling,L15,libero_spatial,4,4000,140,0.4378423390081421
running_coupling,L15,libero_spatial,5,4000,140,0.4625240562546262
running_coupling,L15,libero_spatial,6,4000,140,0.4770817912657291
running_coupling,L15,libero_spatial,7,3986,140,0.46151474630413786
running_coupling,L15,libero_spatial,8,3677,140,0.46187043095440045
running_coupling,L15,libero_spatial,9,2975,140,0.40941924918115397
running_coupling,L15,libero_spatial,10,2070,140,0.35696891191709845
running_coupling,L15,libero_spatial,11,1500,140,0.3369432773109244
running_coupling,L15,libero_spatial,12,764,140,0.37032967032967035
running_coupling,L15,libero_spatial,13,329,140,0.3670823885109599
running_coupling,L15,libero_spatial,14,164,140,0.4550595238095238
mobility_s9,L2,libero_goal,1,4000,106,0.449748524580632
mobility_s9,L2,libero_goal,2,4000,106,0.706529639212722
mobility_s9,L2,libero_goal,3,4000,106,0.6993524144547489
mobility_s9,L2,libero_goal,4,4000,106,0.5118833037764922
mobility_s9,L2,libero_goal,5,4000,106,0.3576692734831526
mobility_s9,L2,libero_goal,6,4000,106,0.7193577928307702
mobility_s9,L2,libero_goal,7,3877,106,0.6287732096486093
mobility_s9,L2,libero_goal,8,3179,106,0.6282687313116676
mobility_s9,L2,libero_goal,9,2027,106,0.7313800791647432
mobility_s9,L2,libero_goal,10,1672,106,0.6545519169136605
mobility_s9,L2,libero_goal,11,1659,106,0.7520927237604637
mobility_s9,L2,libero_goal,12,1383,106,0.6724856311224716
mobility_s9,L2,libero_goal,13,835,106,0.5019282035354712
mobility_s9,L2,libero_goal,14,601,106,0.5297884505431675
mobility_s9,L2,libero_goal,15,519,106,0.6350221572479328
mobility_s9,L2,libero_goal,16,500,106,0.49030265300258596
mobility_s9,L2,libero_goal,17,475,106,0.4404816689676331
mobility_s9,L2,libero_goal,18,327,106,0.3420558353965679
mobility_s9,L2,libero_goal,19,189,106,0.2592634689702205
mobility_s9,L2,libero_goal,20,139,106,0.6781017724413951
mobility_s9,L2,libero_long,1,4000,274,0.5335020040669041
mobility_s9,L2,libero_long,2,4000,274,0.41839353370084353
mobility_s9,L2,libero_long,3,4000,274,0.32079958939157077
mobility_s9,L2,libero_long,4,4000,274,0.34584161014923737
mobility_s9,L2,libero_long,5,4000,274,0.27187332259796027
mobility_s9,L2,libero_long,6,4000,274,0.21039959879481723
mobility_s9,L2,libero_long,7,4000,274,0.2317038290803233
mobility_s9,L2,libero_long,8,4000,274,0.307971504245174
mobility_s9,L2,libero_long,9,4000,274,0.42457029122637924
mobility_s9,L2,libero_long,10,4000,274,0.45423410557494975
mobility_s9,L2,libero_long,11,4000,274,0.5833157022462006
mobility_s9,L2,libero_long,12,4000,274,0.5947377081937539
mobility_s9,L2,libero_long,13,4000,274,0.4891235782487237
mobility_s9,L2,libero_long,14,4000,274,0.38608260752024637
mobility_s9,L2,libero_long,15,3968,274,0.2579770312086279
mobility_s9,L2,libero_long,16,3918,274,0.2623450607738348
mobility_s9,L2,libero_long,17,3834,274,0.33362790125481834
mobility_s9,L2,libero_long,18,3749,274,0.3750648532269075
mobility_s9,L2,libero_long,19,3695,274,0.4752046718742332
mobility_s9,L2,libero_long,20,3654,274,0.4932827279402237
mobility_s9,L2,libero_long,21,3457,274,0.3969628798979983
mobility_s9,L2,libero_long,22,3035,274,0.3223482975860328
mobility_s9,L2,libero_long,23,2590,274,0.2783547962129521
mobility_s9,L2,libero_long,24,2017,274,0.28869806651004437
mobility_s9,L2,libero_long,25,1388,274,0.2941985873225963
mobility_s9,L2,libero_long,26,979,274,0.30612931614639954
mobility_s9,L2,libero_long,27,771,274,0.35364743203748034
mobility_s9,L2,libero_long,28,662,274,0.3726390247573181
mobility_s9,L2,libero_long,29,628,274,0.29706379644521425
mobility_s9,L2,libero_long,30,607,274,0.26676311347844195
mobility_s9,L2,libero_long,31,587,274,0.3803665959282666
mobility_s9,L2,libero_long,32,569,274,0.511864406779661
mobility_s9,L2,libero_long,33,561,274,0.6772679874869656
mobility_s9,L2,libero_long,34,558,274,0.7098411637709469
mobility_s9,L2,libero_long,35,552,274,0.711468781179436
mobility_s9,L2,libero_long,36,544,274,0.643646931603136
mobility_s9,L2,libero_long,37,519,274,0.5710412632206168
mobility_s9,L2,libero_long,38,459,274,0.4621029788913001
mobility_s9,L2,libero_long,39,384,274,0.4314200398142004
mobility_s9,L2,libero_long,40,334,274,0.46386861313868616
mobility_s9,L2,libero_long,41,311,274,0.4711974748471099
mobility_s9,L2,libero_long,42,302,274,0.5483576642335767
mobility_s9,L2,libero_long,43,297,274,0.4677880038083148
mobility_s9,L2,libero_object,1,3600,44,0.5162976786992535
mobility_s9,L2,libero_object,2,3600,44,0.5974537273749873
mobility_s9,L2,libero_object,3,3600,44,0.43891246548726864
mobility_s9,L2,libero_object,4,3600,44,0.31841190305757233
mobility_s9,L2,libero_object,5,3600,44,0.3929338378157276
mobility_s9,L2,libero_object,6,3600,44,0.5169495858472236
mobility_s9,L2,libero_object,7,3600,44,0.7540424634420697
mobility_s9,L2,libero_object,8,3600,44,0.8770611770119644
mobility_s9,L2,libero_object,9,3600,44,0.8916044585335924
mobility_s9,L2,libero_object,10,3600,44,0.7817964515799162
mobility_s9,L2,libero_object,11,3576,44,0.5988687841037784
mobility_s9,L2,libero_object,12,2999,44,0.33729426242116595
mobility_s9,L2,libero_object,13,1735,44,0.31581635395946456
mobility_s9,L2,libero_object,14,988,44,0.32952137904468415
mobility_s9,L2,libero_object,15,440,44,0.3544536271808999
mobility_s9,L2,libero_object,16,229,44,0.33906633906633904
mobility_s9,L2,libero_object,17,130,44,0.35914376321353064
mobility_s9,L2,libero_object,18,79,44,0.4863636363636364
mobility_s9,L2,libero_object,19,66,44,0.5475206611570248
mobility_s9,L2,libero_spatial,1,4000,140,0.521918948926721
mobility_s9,L2,libero_spatial,2,4000,140,0.48012120651369355
mobility_s9,L2,libero_spatial,3,4000,140,0.5182512953367876
mobility_s9,L2,libero_spatial,4,4000,140,0.44295336787564765
mobility_s9,L2,libero_spatial,5,4000,140,0.5059622501850481
mobility_s9,L2,libero_spatial,6,4000,140,0.4477257586972613
mobility_s9,L2,libero_spatial,7,3986,140,0.4352592675135577
mobility_s9,L2,libero_spatial,8,3677,140,0.48655640373197623
mobility_s9,L2,libero_spatial,9,2975,140,0.5393675988914084
mobility_s9,L2,libero_spatial,10,2070,140,0.5630532938564027
mobility_s9,L2,libero_spatial,11,1500,140,0.4934663865546218
mobility_s9,L2,libero_spatial,12,764,140,0.49348672161172163
mobility_s9,L2,libero_spatial,13,329,140,0.5264928193499622
mobility_s9,L2,libero_spatial,14,164,140,0.4119047619047619
mobility_s9,L12,libero_goal,1,4000,106,0.48912695874640233
mobility_s9,L12,libero_goal,2,4000,106,0.5852690641625723
mobility_s9,L12,libero_goal,3,4000,106,0.6781659737767829
mobility_s9,L12,libero_goal,4,4000,106,0.48386487193650607
mobility_s9,L12,libero_goal,5,4000,106,0.3404790630965879
mobility_s9,L12,libero_goal,6,4000,106,0.676364702348073
mobility_s9,L12,libero_goal,7,3877,106,0.612219370268634
mobility_s9,L12,libero_goal,8,3179,106,0.507085449041868
mobility_s9,L12,libero_goal,9,2027,106,0.5532004753813363
mobility_s9,L12,libero_goal,10,1672,106,0.5139280464589508
mobility_s9,L12,libero_goal,11,1659,106,0.5515435736067744
mobility_s9,L12,libero_goal,12,1383,106,0.5755381864925163
mobility_s9,L12,libero_goal,13,835,106,0.513613893418226
mobility_s9,L12,libero_goal,14,601,106,0.4589098532494759
mobility_s9,L12,libero_goal,15,519,106,0.48864726574992007
mobility_s9,L12,libero_goal,16,500,106,0.47184177760750884
mobility_s9,L12,libero_goal,17,475,106,0.4149665081556476
mobility_s9,L12,libero_goal,18,327,106,0.3123452574063007
mobility_s9,L12,libero_goal,19,189,106,0.18776994771538985
mobility_s9,L12,libero_goal,20,139,106,0.31932532875929104
mobility_s9,L12,libero_long,1,4000,274,0.43997104583690855
mobility_s9,L12,libero_long,2,4000,274,0.4414187539914822
mobility_s9,L12,libero_long,3,4000,274,0.3152026987317371
mobility_s9,L12,libero_long,4,4000,274,0.39747131030321553
mobility_s9,L12,libero_long,5,4000,274,0.373807452856432
mobility_s9,L12,libero_long,6,4000,274,0.23287629637465668
mobility_s9,L12,libero_long,7,4000,274,0.16039342791432076
mobility_s9,L12,libero_long,8,4000,274,0.16768143368164526
mobility_s9,L12,libero_long,9,4000,274,0.1910083414632235
mobility_s9,L12,libero_long,10,4000,274,0.2785701971939145
mobility_s9,L12,libero_long,11,4000,274,0.38108517382292906
mobility_s9,L12,libero_long,12,4000,274,0.5229076797097532
mobility_s9,L12,libero_long,13,4000,274,0.4725092171405511
mobility_s9,L12,libero_long,14,4000,274,0.3970555104983329
mobility_s9,L12,libero_long,15,3968,274,0.259063820201629
mobility_s9,L12,libero_long,16,3918,274,0.24861686443869335
mobility_s9,L12,libero_long,17,3834,274,0.27538649224965145
mobility_s9,L12,libero_long,18,3749,274,0.29915139421309667
mobility_s9,L12,libero_long,19,3695,274,0.35079062979407993
mobility_s9,L12,libero_long,20,3654,274,0.3708450308815272
mobility_s9,L12,libero_long,21,3457,274,0.32488860758913113
mobility_s9,L12,libero_long,22,3035,274,0.2646196897876312
mobility_s9,L12,libero_long,23,2590,274,0.22685097638768076
mobility_s9,L12,libero_long,24,2017,274,0.2230088236156304
mobility_s9,L12,libero_long,25,1388,274,0.23578149366391907
mobility_s9,L12,libero_long,26,979,274,0.2582595641145105
mobility_s9,L12,libero_long,27,771,274,0.30980040828915095
mobility_s9,L12,libero_long,28,662,274,0.27257506208142074
mobility_s9,L12,libero_long,29,628,274,0.22147305043506949
mobility_s9,L12,libero_long,30,607,274,0.1950417570855527
mobility_s9,L12,libero_long,31,587,274,0.24038618502367015
mobility_s9,L12,libero_long,32,569,274,0.2898428801187678
mobility_s9,L12,libero_long,33,561,274,0.3369744907042397
mobility_s9,L12,libero_long,34,558,274,0.36621003392618484
mobility_s9,L12,libero_long,35,552,274,0.3579530536155018
mobility_s9,L12,libero_long,36,544,274,0.33456339551230063
mobility_s9,L12,libero_long,37,519,274,0.310099806345896
mobility_s9,L12,libero_long,38,459,274,0.26119550207141445
mobility_s9,L12,libero_long,39,384,274,0.24917053749170537
mobility_s9,L12,libero_long,40,334,274,0.25669099756691
mobility_s9,L12,libero_long,41,311,274,0.26612744130992305
mobility_s9,L12,libero_long,42,302,274,0.2864963503649635
mobility_s9,L12,libero_long,43,297,274,0.2580133291018724
mobility_s9,L12,libero_object,1,3600,44,0.5220689743327539
mobility_s9,L12,libero_object,2,3600,44,0.5564283157787094
mobility_s9,L12,libero_object,3,3600,44,0.5260571121791594
mobility_s9,L12,libero_object,4,3600,44,0.5043843951324266
mobility_s9,L12,libero_object,5,3600,44,0.39283157787094797
mobility_s9,L12,libero_object,6,3600,44,0.6247379588915022
mobility_s9,L12,libero_object,7,3600,44,0.7439315114019839
mobility_s9,L12,libero_object,8,3600,44,0.8803750383474793
mobility_s9,L12,libero_object,9,3600,44,0.8845293486041518
mobility_s9,L12,libero_object,10,3600,44,0.7614786788015134
mobility_s9,L12,libero_object,11,3576,44,0.5683040770101925
mobility_s9,L12,libero_object,12,2999,44,0.3898707891093678
mobility_s9,L12,libero_object,13,1735,44,0.3075237890435998
mobility_s9,L12,libero_object,14,988,44,0.33445685670261943
mobility_s9,L12,libero_object,15,440,44,0.36627640036730946
mobility_s9,L12,libero_object,16,229,44,0.34705159705159705
mobility_s9,L12,libero_object,17,130,44,0.379492600422833
mobility_s9,L12,libero_object,18,79,44,0.4279220779220779
mobility_s9,L12,libero_object,19,66,44,0.5537190082644629
mobility_s9,L12,libero_spatial,1,4000,140,0.5118171724648408
mobility_s9,L12,libero_spatial,2,4000,140,0.44310510732790526
mobility_s9,L12,libero_spatial,3,4000,140,0.48275721687638784
mobility_s9,L12,libero_spatial,4,4000,140,0.5066450777202073
mobility_s9,L12,libero_spatial,5,4000,140,0.49442635085122133
mobility_s9,L12,libero_spatial,6,4000,140,0.4493652849740933
mobility_s9,L12,libero_spatial,7,3986,140,0.4570667112398782
mobility_s9,L12,libero_spatial,8,3677,140,0.506177551597399
mobility_s9,L12,libero_spatial,9,2975,140,0.5755379188712522
mobility_s9,L12,libero_spatial,10,2070,140,0.6192487046632125
mobility_s9,L12,libero_spatial,11,1500,140,0.508014705882353
mobility_s9,L12,libero_spatial,12,764,140,0.5176739926739927
mobility_s9,L12,libero_spatial,13,329,140,0.5785336356764929
mobility_s9,L12,libero_spatial,14,164,140,0.4139880952380952
mobility_s9,L15,libero_goal,1,4000,106,0.6041176071556628
mobility_s9,L15,libero_goal,2,4000,106,0.5879812677462182
