quantity,layer,suite,chunk,n,n_risk,auc
running_coupling,L2,libero_goal,3,4000,106,0.5387146165847797
running_coupling,L2,libero_goal,4,4000,106,0.4718458974135341
running_coupling,L2,libero_goal,5,4000,106,0.5968979852894147
running_coupling,L2,libero_goal,6,4000,106,0.6687211093990755
running_coupling,L2,libero_goal,7,3877,106,0.6523643695931713
running_coupling,L2,libero_goal,8,3179,106,0.5864375663877104
running_coupling,L2,libero_goal,9,2027,106,0.48262009762996866
running_coupling,L2,libero_goal,10,1672,106,0.46457745969782405
running_coupling,L2,libero_goal,11,1659,106,0.4981411510284416
running_coupling,L2,libero_goal,12,1383,106,0.5239210413557719
running_coupling,L2,libero_goal,13,835,106,0.4302223257499288
running_coupling,L2,libero_goal,14,601,106,0.4684391080617496
running_coupling,L2,libero_goal,15,519,106,0.5853853533738408
running_coupling,L2,libero_goal,16,500,106,0.6530744181591801
running_coupling,L2,libero_goal,17,475,106,0.6886281126962213
running_coupling,L2,libero_goal,18,327,106,0.6667805002988133
running_coupling,L2,libero_goal,19,189,106,0.5825187542623324
running_coupling,L2,libero_goal,20,139,106,0.3156089193825043
running_coupling,L2,libero_long,3,4000,274,0.39046785069211815
running_coupling,L2,libero_long,4,4000,274,0.5074716629249582
running_coupling,L2,libero_long,5,4000,274,0.5534026039156685
running_coupling,L2,libero_long,6,4000,274,0.48335135622240244
running_coupling,L2,libero_long,7,4000,274,0.48254914175785857
running_coupling,L2,libero_long,8,4000,274,0.4591747279915057
running_coupling,L2,libero_long,9,4000,274,0.42047596099219925
running_coupling,L2,libero_long,10,4000,274,0.3968091650308936
running_coupling,L2,libero_long,11,4000,274,0.38609632058801635
running_coupling,L2,libero_long,12,4000,274,0.41219326805913076
running_coupling,L2,libero_long,13,4000,274,0.43603147736756115
running_coupling,L2,libero_long,14,4000,274,0.4520209143873589
running_coupling,L2,libero_long,15,3968,274,0.4745918613336284
running_coupling,L2,libero_long,16,3918,274,0.48285052120474015
running_coupling,L2,libero_long,17,3834,274,0.4907262363651275
running_coupling,L2,libero_long,18,3749,274,0.4858467678412015
running_coupling,L2,libero_long,19,3695,274,0.4779677688472018
running_coupling,L2,libero_long,20,3654,274,0.48260916511899105
running_coupling,L2,libero_long,21,3457,274,0.4830738572388441
running_coupling,L2,libero_long,22,3035,274,0.4918904342814541
running_coupling,L2,libero_long,23,2590,274,0.49646697679109464
running_coupling,L2,libero_long,24,2017,274,0.5144875644391957
running_coupling,L2,libero_long,25,1388,274,0.5289939587728839
running_coupling,L2,libero_long,26,979,274,0.5223947817984159
running_coupling,L2,libero_long,27,771,274,0.5084962328716827
running_coupling,L2,libero_long,28,662,274,0.49689592896380463
running_coupling,L2,libero_long,29,628,274,0.5147016371809147
running_coupling,L2,libero_long,30,607,274,0.5254378466057298
running_coupling,L2,libero_long,31,587,274,0.524218185210233
running_coupling,L2,libero_long,32,569,274,0.525992824446369
running_coupling,L2,libero_long,33,561,274,0.5262977186601897
running_coupling,L2,libero_long,34,558,274,0.5255859977382543
running_coupling,L2,libero_long,35,552,274,0.5274116473244762
running_coupling,L2,libero_long,36,544,274,0.5322384428223844
running_coupling,L2,libero_long,37,519,274,0.5282883956502309
running_coupling,L2,libero_long,38,459,274,0.535036496350365
running_coupling,L2,libero_long,39,384,274,0.5489382879893829
running_coupling,L2,libero_long,40,334,274,0.5469586374695864
running_coupling,L2,libero_long,41,311,274,0.5096666009074768
running_coupling,L2,libero_long,42,302,274,0.512643378519291
running_coupling,L2,libero_long,43,297,274,0.5166613773405269
running_coupling,L2,libero_object,3,3600,44,0.5016042028837304
running_coupling,L2,libero_object,4,3600,44,0.5006582983945189
running_coupling,L2,libero_object,5,3600,44,0.4691174966765518
running_coupling,L2,libero_object,6,3600,44,0.4524363431843747
running_coupling,L2,libero_object,7,3600,44,0.40875217302382655
running_coupling,L2,libero_object,8,3600,44,0.3534678903773392
running_coupling,L2,libero_object,9,3600,44,0.2780447898558135
running_coupling,L2,libero_object,10,3600,44,0.23742841803865425
running_coupling,L2,libero_object,11,3576,44,0.2720323278080922
running_coupling,L2,libero_object,12,2999,44,0.3539147823411783
running_coupling,L2,libero_object,13,1735,44,0.3163808397397989
running_coupling,L2,libero_object,14,988,44,0.3739406779661017
running_coupling,L2,libero_object,15,440,44,0.4087465564738292
running_coupling,L2,libero_object,16,229,44,0.4358722358722359
running_coupling,L2,libero_object,17,130,44,0.5288054968287527
running_coupling,L2,libero_object,18,79,44,0.5181818181818182
running_coupling,L2,libero_object,19,66,44,0.5165289256198347
running_coupling,L2,libero_spatial,3,4000,140,0.48915062916358254
running_coupling,L2,libero_spatial,4,4000,140,0.5117838638045892
running_coupling,L2,libero_spatial,5,4000,140,0.5454922279792747
running_coupling,L2,libero_spatial,6,4000,140,0.6073390081421169
running_coupling,L2,libero_spatial,7,3986,140,0.6147035881435258
running_coupling,L2,libero_spatial,8,3677,140,0.6173876166242579
running_coupling,L2,libero_spatial,9,2975,140,0.550655076845553
running_coupling,L2,libero_spatial,10,2070,140,0.4812287194670614
running_coupling,L2,libero_spatial,11,1500,140,0.4528834033613445
running_coupling,L2,libero_spatial,12,764,140,0.4599587912087912
running_coupling,L2,libero_spatial,13,329,140,0.5725245653817083
running_coupling,L2,libero_spatial,14,164,140,0.7214285714285714
running_coupling,L12,libero_goal,3,4000,106,0.5036073882412226
running_coupling,L12,libero_goal,4,4000,106,0.4468291808394143
running_coupling,L12,libero_goal,5,4000,106,0.5203748388909886
running_coupling,L12,libero_goal,6,4000,106,0.4702105803800719
running_coupling,L12,libero_goal,7,3877,106,0.44221291584735545
running_coupling,L12,libero_goal,8,3179,106,0.360490639716582
running_coupling,L12,libero_goal,9,2027,106,0.2426310981898186
running_coupling,L12,libero_goal,10,1672,106,0.2347345719173956
running_coupling,L12,libero_goal,11,1659,106,0.268111628133011
running_coupling,L12,libero_goal,12,1383,106,0.34732790591155566
running_coupling,L12,libero_goal,13,835,106,0.47921681289955226
running_coupling,L12,libero_goal,14,601,106,0.48578235182008767
running_coupling,L12,libero_goal,15,519,106,0.515121750651012
running_coupling,L12,libero_goal,16,500,106,0.5443204673881812
running_coupling,L12,libero_goal,17,475,106,0.5591348366313852
running_coupling,L12,libero_goal,18,327,106,0.5633057286775378
running_coupling,L12,libero_goal,19,189,106,0.522164128210957
running_coupling,L12,libero_goal,20,139,106,0.6232132647226987
running_coupling,L12,libero_long,3,4000,274,0.5521287578703213
running_coupling,L12,libero_long,4,4000,274,0.5672870850327743
running_coupling,L12,libero_long,5,4000,274,0.5799971398458651
running_coupling,L12,libero_long,6,4000,274,0.5407679709753126
running_coupling,L12,libero_long,7,4000,274,0.5237676849598991
running_coupling,L12,libero_long,8,4000,274,0.5582305832755425
running_coupling,L12,libero_long,9,4000,274,0.5727517425391117
running_coupling,L12,libero_long,10,4000,274,0.559058264865945
running_coupling,L12,libero_long,11,4000,274,0.5645013732657866
running_coupling,L12,libero_long,12,4000,274,0.6048618702273627
running_coupling,L12,libero_long,13,4000,274,0.6087269963288159
running_coupling,L12,libero_long,14,4000,274,0.5953783043595802
running_coupling,L12,libero_long,15,3968,274,0.6031589992056561
running_coupling,L12,libero_long,16,3918,274,0.6061989712115506
running_coupling,L12,libero_long,17,3834,274,0.6165515049618634
running_coupling,L12,libero_long,18,3749,274,0.6334296066796198
running_coupling,L12,libero_long,19,3695,274,0.6373483230455089
running_coupling,L12,libero_long,20,3654,274,0.6402582818641213
running_coupling,L12,libero_long,21,3457,274,0.6382859671934158
running_coupling,L12,libero_long,22,3035,274,0.6391580327660823
running_coupling,L12,libero_long,23,2590,274,0.6225290899234774
running_coupling,L12,libero_long,24,2017,274,0.6167192230862972
running_coupling,L12,libero_long,25,1388,274,0.5965515207904704
running_coupling,L12,libero_long,26,979,274,0.5658073199772221
running_coupling,L12,libero_long,27,771,274,0.5180352186109357
running_coupling,L12,libero_long,28,662,274,0.49291707427195425
running_coupling,L12,libero_long,29,628,274,0.5059486989154192
running_coupling,L12,libero_long,30,607,274,0.5193660814098771
running_coupling,L12,libero_long,31,587,274,0.5292087404678063
running_coupling,L12,libero_long,32,569,274,0.5539651119633799
running_coupling,L12,libero_long,33,561,274,0.5835855438846359
running_coupling,L12,libero_long,34,558,274,0.615349028477434
running_coupling,L12,libero_long,35,552,274,0.6435173029459644
running_coupling,L12,libero_long,36,544,274,0.6570829954041633
running_coupling,L12,libero_long,37,519,274,0.6677640399225384
running_coupling,L12,libero_long,38,459,274,0.671828763069639
running_coupling,L12,libero_long,39,384,274,0.658958195089582
running_coupling,L12,libero_long,40,334,274,0.6226277372262774
running_coupling,L12,libero_long,41,311,274,0.5641152101006116
running_coupling,L12,libero_long,42,302,274,0.5615224191866528
running_coupling,L12,libero_long,43,297,274,0.5650587115201523
running_coupling,L12,libero_object,3,3600,44,0.5509318437468044
running_coupling,L12,libero_object,4,3600,44,0.491857551896922
running_coupling,L12,libero_object,5,3600,44,0.4649823601595255
running_coupling,L12,libero_object,6,3600,44,0.4162043664996421
running_coupling,L12,libero_object,7,3600,44,0.4250626342161775
running_coupling,L12,libero_object,8,3600,44,0.27972568769812867
running_coupling,L12,libero_object,9,3600,44,0.17806652009407914
running_coupling,L12,libero_object,10,3600,44,0.17308773903262092
running_coupling,L12,libero_object,11,3576,44,0.20214532070421085
running_coupling,L12,libero_object,12,2999,44,0.2531687432702661
running_coupling,L12,libero_object,13,1735,44,0.2773237997957099
running_coupling,L12,libero_object,14,988,44,0.34399075500770415
running_coupling,L12,libero_object,15,440,44,0.3675390266299357
running_coupling,L12,libero_object,16,229,44,0.39373464373464373
running_coupling,L12,libero_object,17,130,44,0.4331395348837209
running_coupling,L12,libero_object,18,79,44,0.4909090909090909
running_coupling,L12,libero_object,19,66,44,0.45867768595041325
running_coupling,L12,libero_spatial,3,4000,140,0.44058290155440416
running_coupling,L12,libero_spatial,4,4000,140,0.4277294596595115
running_coupling,L12,libero_spatial,5,4000,140,0.4197723908216136
running_coupling,L12,libero_spatial,6,4000,140,0.4343985936343449
running_coupling,L12,libero_spatial,7,3986,140,0.4399580268925043
running_coupling,L12,libero_spatial,8,3677,140,0.42333292943979967
running_coupling,L12,libero_spatial,9,2975,140,0.38733938019652303
running_coupling,L12,libero_spatial,10,2070,140,0.3570910436713546
running_coupling,L12,libero_spatial,11,1500,140,0.3641491596638656
running_coupling,L12,libero_spatial,12,764,140,0.4059981684981685
running_coupling,L12,libero_spatial,13,329,140,0.4463718820861678
running_coupling,L12,libero_spatial,14,164,140,0.5717261904761904
running_coupling,L15,libero_goal,3,4000,106,0.5251439078989447
running_coupling,L15,libero_goal,4,4000,106,0.40480516711728737
running_coupling,L15,libero_goal,5,4000,106,0.4350548981984863
running_coupling,L15,libero_goal,6,4000,106,0.39777451521935053
running_coupling,L15,libero_goal,7,3877,106,0.3779839189845044
running_coupling,L15,libero_goal,8,3179,106,0.26189452873168007
running_coupling,L15,libero_goal,9,2027,106,0.22739728718336558
running_coupling,L15,libero_goal,10,1672,106,0.19364924456010987
running_coupling,L15,libero_goal,11,1659,106,0.22906365039060128
running_coupling,L15,libero_goal,12,1383,106,0.2803962707406805
running_coupling,L15,libero_goal,13,835,106,0.3433496389471232
running_coupling,L15,libero_goal,14,601,106,0.4051839146178769
running_coupling,L15,libero_goal,15,519,106,0.4846269815889259
running_coupling,L15,libero_goal,16,500,106,0.4985633560003831
running_coupling,L15,libero_goal,17,475,106,0.5212711561077875
running_coupling,L15,libero_goal,18,327,106,0.5342354648680953
running_coupling,L15,libero_goal,19,189,106,0.4648783814503296
running_coupling,L15,libero_goal,20,139,106,0.42252715837621496
running_coupling,L15,libero_long,3,4000,274,0.5761006695895091
running_coupling,L15,libero_long,4,4000,274,0.6402210154722585
running_coupling,L15,libero_long,5,4000,274,0.6829401600902711
running_coupling,L15,libero_long,6,4000,274,0.6422520187594767
running_coupling,L15,libero_long,7,4000,274,0.6061244519670416
running_coupling,L15,libero_long,8,4000,274,0.6156961732704883
running_coupling,L15,libero_long,9,4000,274,0.6124442171993214
running_coupling,L15,libero_long,10,4000,274,0.5818924817126446
running_coupling,L15,libero_long,11,4000,274,0.6018846652640157
running_coupling,L15,libero_long,12,4000,274,0.6351158362424627
running_coupling,L15,libero_long,13,4000,274,0.6671289929514832
running_coupling,L15,libero_long,14,4000,274,0.649237357531021
running_coupling,L15,libero_long,15,3968,274,0.6523500329988657
running_coupling,L15,libero_long,16,3918,274,0.6447945628049708
