representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,quantity
L4,high,0.995,per_task,1,9,0.002053388090349076,0.0006287989939216097,0.1,1,9,0.1,1.0,0.048473926129594856,2.062964731444496,running_coupling
L4,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling
L5,low,0.5,per_task,155,2263,0.3182751540041068,0.15810801369384475,0.0641025641025641,128,2258,0.053646269907795474,0.8258064516129032,0.05095509378728741,1.258020726449076,running_coupling
L5,low,0.5,global,121,2795,0.24845995893223818,0.1952770208900999,0.04149519890260631,103,2790,0.03560318008987211,0.8512396694214877,0.046079391567254824,0.9005153386637563,running_coupling
L5,low,0.6,per_task,112,1467,0.2299794661190965,0.10249423600922239,0.07093096896770108,93,1464,0.05973025048169557,0.8303571428571429,0.05223161532368814,1.358008335145867,running_coupling
L5,low,0.6,global,76,1857,0.15605749486652978,0.12974219241249213,0.03931712364200724,68,1854,0.03537981269510926,0.8947368421052632,0.04532492408177405,0.8674504025880398,running_coupling
L5,low,0.7,per_task,85,883,0.17453798767967146,0.06169216795919793,0.0878099173553719,69,883,0.07247899159663866,0.8117647058823529,0.05662969898335522,1.5505983420674947,running_coupling
L5,low,0.7,global,46,1126,0.0944558521560575,0.07866974079508139,0.03924914675767918,41,1125,0.03516295025728988,0.8913043478260869,0.0436523315080216,0.8991305939859527,running_coupling
L5,low,0.75,per_task,66,664,0.13552361396303902,0.046391392440438765,0.09041095890410959,53,664,0.07391910739191074,0.803030303030303,0.05659278793218598,1.5975703302061608,running_coupling
L5,low,0.75,global,34,820,0.06981519507186858,0.05729057500174666,0.03981264637002342,32,820,0.03755868544600939,0.9411764705882353,0.04205365208914774,0.9467107942403264,running_coupling
L5,low,0.8,per_task,47,437,0.09650924024640657,0.030531684482638162,0.09710743801652892,40,437,0.08385744234800839,0.851063829787234,0.054187782818406055,1.792054093483675,running_coupling
L5,low,0.8,global,25,533,0.0513347022587269,0.03723887375113533,0.044802867383512544,23,533,0.04136690647482014,0.92,0.04196093223535723,1.0677281222498824,running_coupling
L5,low,0.85,per_task,30,285,0.061601642710472276,0.019911968140850975,0.09523809523809523,29,285,0.09235668789808917,0.9666666666666667,0.04863212957706608,1.95833692800094,running_coupling
L5,low,0.85,global,14,302,0.028747433264887063,0.021099699573814017,0.04430379746835443,13,302,0.04126984126984127,0.9285714285714286,0.041343478352063714,1.0716030492422983,running_coupling
L5,low,0.9,per_task,17,159,0.03490759753593429,0.011108782225948438,0.09659090909090909,17,159,0.09659090909090909,1.0,0.04704680934162193,2.0530809728143646,running_coupling
L5,low,0.9,global,8,128,0.01642710472279261,0.008942919024662894,0.058823529411764705,8,128,0.058823529411764705,1.0,0.03657292996803334,1.6083898518160715,running_coupling
L5,low,0.925,per_task,14,105,0.028747433264887063,0.00733598826241878,0.11764705882352941,12,105,0.10256410256410256,0.8571428571428571,0.05540729681009468,2.1233134550266533,running_coupling
L5,low,0.925,global,8,64,0.01642710472279261,0.004471459512331447,0.1111111111111111,8,64,0.1111111111111111,1.0,0.036405032680607005,3.052081070381791,running_coupling
L5,low,0.95,per_task,8,50,0.01642710472279261,0.003493327744008943,0.13793103448275862,8,50,0.13793103448275862,1.0,0.047231263598292196,2.920333354954873,running_coupling
L5,low,0.95,global,7,24,0.014373716632443531,0.0016767973171242926,0.22580645161290322,7,24,0.22580645161290322,1.0,0.035887820598574684,6.292007924879989,running_coupling
L5,low,0.96,per_task,7,34,0.014373716632443531,0.0023754628659260813,0.17073170731707318,7,34,0.17073170731707318,1.0,0.04512853550746879,3.7832317268265228,running_coupling
L5,low,0.96,global,5,14,0.01026694045174538,0.000978131768322504,0.2631578947368421,5,14,0.2631578947368421,1.0,0.035361437688948616,7.441945575054656,running_coupling
L5,low,0.975,per_task,4,18,0.008213552361396304,0.0012575979878432194,0.18181818181818182,4,18,0.18181818181818182,1.0,0.04351950233271732,4.1778552619498495,running_coupling
L5,low,0.975,global,3,6,0.006160164271047228,0.00041919932928107315,0.3333333333333333,3,6,0.3333333333333333,1.0,0.03497460157503826,9.530725678694703,running_coupling
L5,low,0.98,per_task,3,12,0.006160164271047228,0.0008383986585621463,0.2,3,12,0.2,1.0,0.03835247037310487,5.214787940759415,running_coupling
L5,low,0.98,global,1,4,0.002053388090349076,0.00027946621952071543,0.2,1,4,0.2,1.0,0.03570959019146792,5.600736354789811,running_coupling
L5,low,0.99,per_task,3,8,0.006160164271047228,0.0005589324390414309,0.2727272727272727,3,8,0.2727272727272727,1.0,0.043888688272133276,6.214067530025463,running_coupling
L5,low,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling
L5,low,0.995,per_task,2,7,0.004106776180698152,0.000489065884161252,0.2222222222222222,2,7,0.2222222222222222,1.0,0.05238229963183945,4.242315129043117,running_coupling
L5,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling
L5,high,0.5,per_task,238,2579,0.4887063655030801,0.18018584503598128,0.08448704295349663,153,2557,0.056457564575645755,0.6428571428571429,0.08165028623488949,1.034742765144098,running_coupling
L5,high,0.5,global,319,3203,0.6550308008213552,0.22378257528121287,0.09057353776263487,246,3177,0.07186678352322524,0.7711598746081505,0.07660394614763702,1.1823612531405965,running_coupling
L5,high,0.6,per_task,180,1882,0.36960985626283366,0.1314888562844966,0.08729388942774007,111,1869,0.05606060606060606,0.6166666666666667,0.08429287870926618,1.0356021856700925,running_coupling
L5,high,0.6,global,272,2370,0.5585215605749486,0.1655837350660239,0.10295230885692658,208,2345,0.08147277712495103,0.7647058823529411,0.08327512179276804,1.2362913033393772,running_coupling
L5,high,0.7,per_task,113,1299,0.23203285420944558,0.09075665478935234,0.08002832861189801,66,1297,0.04842259721203228,0.584070796460177,0.08358294070903578,0.9574720383491664,running_coupling
L5,high,0.7,global,215,1566,0.4414784394250513,0.10941102494236009,0.12071869736103313,166,1551,0.09668025626092021,0.772093023255814,0.08720528442438545,1.3843048406740388,running_coupling
L5,high,0.75,per_task,95,1020,0.19507186858316222,0.07126388597778244,0.08520179372197309,55,1016,0.051353874883286646,0.5789473684210527,0.0870258608404655,0.9790399416808268,running_coupling
L5,high,0.75,global,181,1257,0.37166324435318276,0.08782225948438482,0.1258692628650904,137,1236,0.09978150036416605,0.7569060773480663,0.09346417905492453,1.346711265618916,running_coupling
L5,high,0.8,per_task,70,777,0.1437371663244353,0.054286313141898974,0.08264462809917356,43,771,0.052825552825552825,0.6142857142857143,0.08317770306144803,0.9935911314853133,running_coupling
L5,high,0.8,global,146,951,0.2997946611909651,0.0664430936910501,0.13309024612579762,106,939,0.10143540669856459,0.726027397260274,0.09706253664650802,1.3711803825043114,running_coupling
L5,high,0.85,per_task,55,547,0.11293634496919917,0.038217005519457836,0.09136212624584718,30,546,0.052083333333333336,0.5454545454545454,0.08498581678732017,1.0750279246534034,running_coupling
L5,high,0.85,global,107,635,0.21971252566735114,0.044365262348913574,0.14420485175202155,78,619,0.11190817790530846,0.7289719626168224,0.10133779286004052,1.423011570334727,running_coupling
L5,high,0.9,per_task,35,342,0.07186858316221766,0.02389436176902117,0.09283819628647215,12,341,0.0339943342776204,0.34285714285714286,0.09239591942961248,1.0047867574627751,running_coupling
L5,high,0.9,global,74,342,0.15195071868583163,0.02389436176902117,0.1778846153846154,51,338,0.13110539845758354,0.6891891891891891,0.10476724462369996,1.6979029659846103,running_coupling
L5,high,0.925,per_task,28,248,0.057494866529774126,0.017326905610284358,0.10144927536231885,9,247,0.03515625,0.32142857142857145,0.10887763209033896,0.9317733442085093,running_coupling
L5,high,0.925,global,46,216,0.0944558521560575,0.015091175854118634,0.17557251908396945,33,211,0.13524590163934427,0.717391304347826,0.10650831159203135,1.6484396049435197,running_coupling
L5,high,0.95,per_task,13,158,0.026694045174537988,0.01103891567106826,0.07602339181286549,4,158,0.024691358024691357,0.3076923076923077,0.09367485886261535,0.8115666544463365,running_coupling
L5,high,0.95,global,24,113,0.049281314168377825,0.00789492070146021,0.17518248175182483,13,110,0.10569105691056911,0.5416666666666666,0.12437433558831867,1.4085098901085353,running_coupling
L5,high,0.96,per_task,11,116,0.022587268993839837,0.008104520366100747,0.08661417322834646,4,116,0.03333333333333333,0.36363636363636365,0.0995517116825043,0.8700420290570298,running_coupling
L5,high,0.96,global,9,77,0.018480492813141684,0.0053797247257737725,0.10465116279069768,9,77,0.10465116279069768,1.0,0.06608013542336066,1.5837007917768489,running_coupling
L5,high,0.975,per_task,4,67,0.008213552361396304,0.0046810591769719835,0.056338028169014086,3,67,0.04285714285714286,0.75,0.06080264563921235,0.9265719867406726,running_coupling
L5,high,0.975,global,2,33,0.004106776180698152,0.002305596311045902,0.05714285714285714,2,33,0.05714285714285714,1.0,0.07405572611153284,0.7716196996947434,running_coupling
L5,high,0.98,per_task,3,49,0.006160164271047228,0.003423461189128764,0.057692307692307696,3,49,0.057692307692307696,1.0,0.04456862390068647,1.294460152524904,running_coupling
L5,high,0.98,global,0,18,0.0,0.0012575979878432194,0.0,0,18,0.0,0.0,0.08008306404452271,0.0,running_coupling
L5,high,0.99,per_task,3,19,0.006160164271047228,0.0013274645427233983,0.13636363636363635,3,19,0.13636363636363635,1.0,0.04640126925006097,2.9387910841136566,running_coupling
L5,high,0.99,global,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.08433734939759036,0.0,running_coupling
L5,high,0.995,per_task,3,5,0.006160164271047228,0.0003493327744008943,0.375,3,5,0.375,1.0,0.048756383799426636,7.691300518567374,running_coupling
L5,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling
L12,low,0.5,per_task,191,2135,0.3921971252566735,0.14916509466918187,0.0821152192605331,155,2097,0.06882770870337478,0.8115183246073299,0.06204727438100525,1.3234299182313691,running_coupling
L12,low,0.5,global,144,2910,0.29568788501026694,0.20331167470132047,0.047151277013752456,137,2910,0.04496225795864785,0.9513888888888888,0.03126194624447657,1.5082642854356276,running_coupling
L12,low,0.6,per_task,144,1405,0.29568788501026694,0.0981625096066513,0.09296320206584893,118,1381,0.07871914609739826,0.8194444444444444,0.06339897509760903,1.4663202665772253,running_coupling
L12,low,0.6,global,97,1776,0.19917864476386038,0.12408300146719765,0.05178857447944474,96,1776,0.05128205128205128,0.9896907216494846,0.027514128017792704,1.8822538895637309,running_coupling
L12,low,0.7,per_task,86,845,0.17659137577002054,0.05903723887375113,0.09237379162191192,63,831,0.07046979865771812,0.7325581395348837,0.06772852529410957,1.3638831086426413,running_coupling
L12,low,0.7,global,66,880,0.13552361396303902,0.061482568294557394,0.06976744186046512,66,879,0.06984126984126984,1.0,0.02721327234587233,2.5637284988641706,running_coupling
L12,low,0.75,per_task,68,626,0.13963039014373715,0.04373646335499196,0.09798270893371758,49,617,0.07357357357357357,0.7205882352941176,0.07095108733639016,1.380989532537624,running_coupling
L12,low,0.75,global,51,567,0.10472279260780287,0.039614336617061416,0.0825242718446602,50,567,0.08103727714748785,0.9803921568627451,0.02775494992240144,2.973317266843764,running_coupling
L12,low,0.8,per_task,49,435,0.10061601642710473,0.030391951372877802,0.1012396694214876,34,428,0.0735930735930736,0.6938775510204082,0.07074023555230632,1.4311469085599746,running_coupling
L12,low,0.8,global,38,335,0.07802874743326489,0.023405295884859918,0.10187667560321716,38,335,0.10187667560321716,1.0,0.028372164867704518,3.590726195137171,running_coupling
L12,low,0.85,per_task,24,270,0.049281314168377825,0.01886396981764829,0.08163265306122448,18,268,0.06293706293706294,0.75,0.06451805886612526,1.2652682752066664,running_coupling
L12,low,0.85,global,25,165,0.0513347022587269,0.011527981555229511,0.13157894736842105,25,165,0.13157894736842105,1.0,0.026960931672777296,4.880356100649056,running_coupling
L12,low,0.9,per_task,16,140,0.03285420944558522,0.00978131768322504,0.10256410256410256,11,139,0.07333333333333333,0.6875,0.0762949091783134,1.3443112216621669,running_coupling
L12,low,0.9,global,15,64,0.030800821355236138,0.004471459512331447,0.189873417721519,15,64,0.189873417721519,1.0,0.03379554959101186,5.618296492270007,running_coupling
L12,low,0.925,per_task,11,96,0.022587268993839837,0.00670718926849717,0.102803738317757,7,96,0.06796116504854369,0.6363636363636364,0.07790162707947354,1.3196609900442628,running_coupling
L12,low,0.925,global,9,30,0.018480492813141684,0.0020959966464053656,0.23076923076923078,9,30,0.23076923076923078,1.0,0.03210881354572598,7.1870992816534205,running_coupling
L12,low,0.95,per_task,7,61,0.014373716632443531,0.00426185984769091,0.10294117647058823,6,61,0.08955223880597014,0.8571428571428571,0.07127787781582452,1.4442233638967024,running_coupling
L12,low,0.95,global,3,11,0.006160164271047228,0.0007685321036819675,0.21428571428571427,3,11,0.21428571428571427,1.0,0.029881244617253576,7.1712446061227535,running_coupling
L12,low,0.96,per_task,5,47,0.01026694045174538,0.0032837280793684065,0.09615384615384616,4,47,0.0784313725490196,0.8,0.06705453948105114,1.4339647531397655,running_coupling
L12,low,0.96,global,3,7,0.006160164271047228,0.000489065884161252,0.3,3,7,0.3,1.0,0.03482629369022152,8.614181074463103,running_coupling
L12,low,0.975,per_task,3,18,0.006160164271047228,0.0012575979878432194,0.14285714285714285,2,18,0.1,0.6666666666666666,0.07493919712564441,1.9063073576519105,running_coupling
L12,low,0.975,global,2,1,0.004106776180698152,6.986655488017886e-05,0.6666666666666666,2,1,0.6666666666666666,1.0,0.00925,72.07207207207207,running_coupling
L12,low,0.98,per_task,1,14,0.002053388090349076,0.000978131768322504,0.06666666666666667,1,14,0.06666666666666667,1.0,0.05720178727278951,1.1654647493572203,running_coupling
L12,low,0.98,global,2,1,0.004106776180698152,6.986655488017886e-05,0.6666666666666666,2,1,0.6666666666666666,1.0,0.00925,72.07207207207207,running_coupling
L12,low,0.99,per_task,0,8,0.0,0.0005589324390414309,0.0,0,8,0.0,0.0,0.05995370937003772,0.0,running_coupling
L12,low,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling
L12,low,0.995,per_task,0,7,0.0,0.000489065884161252,0.0,0,7,0.0,0.0,0.06129572559711351,0.0,running_coupling
L12,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling
L12,high,0.5,per_task,309,2394,0.6344969199178645,0.1672605323831482,0.11431742508324085,120,2380,0.048,0.3883495145631068,0.10844986088334109,1.0541039347778551,running_coupling
L12,high,0.5,global,355,3487,0.728952772073922,0.24362467686718367,0.09239979177511713,210,3465,0.05714285714285714,0.5915492957746479,0.09103004024709611,1.015047247307624,running_coupling
L12,high,0.6,per_task,248,1745,0.5092402464065708,0.1219171382659121,0.1244355243351731,80,1732,0.04415011037527594,0.3225806451612903,0.12190087826990018,1.0207926809162193,running_coupling
L12,high,0.6,global,302,2571,0.6201232032854209,0.17962691259693986,0.10511660285415941,154,2555,0.056847545219638244,0.5099337748344371,0.10350311907984955,1.0155887454277113,running_coupling
L12,high,0.7,per_task,200,1204,0.4106776180698152,0.08411933207573534,0.14245014245014245,49,1196,0.0393574297188755,0.245,0.1403723879531614,1.0148017322158425,running_coupling
L12,high,0.7,global,230,1698,0.4722792607802875,0.1186334101865437,0.11929460580912864,110,1685,0.06128133704735376,0.4782608695652174,0.11451177540383123,1.0417671491724805,running_coupling
L12,high,0.75,per_task,166,928,0.3408624229979466,0.06483616292880598,0.15173674588665448,34,916,0.035789473684210524,0.20481927710843373,0.14903971855601847,1.0180960307545286,running_coupling
L12,high,0.75,global,199,1310,0.4086242299794661,0.09152518689303431,0.1318754141815772,88,1304,0.06321839080459771,0.44221105527638194,0.12670955354366167,1.0407693066027217,running_coupling
L12,high,0.8,per_task,139,654,0.28542094455852157,0.045692726891636976,0.17528373266078184,25,652,0.03692762186115214,0.17985611510791366,0.16633936320519405,1.0537718149404849,running_coupling
L12,high,0.8,global,162,927,0.3326488706365503,0.06476629637392581,0.1487603305785124,62,923,0.06294416243654823,0.38271604938271603,0.14395673288847097,1.033368343346351,running_coupling
L12,high,0.85,per_task,104,438,0.2135523613963039,0.03060155103751834,0.1918819188191882,19,433,0.0420353982300885,0.18269230769230768,0.18567838130609485,1.0334101227588077,running_coupling
L12,high,0.85,global,118,565,0.24229979466119098,0.03947460350730105,0.17276720351390923,43,562,0.07107438016528926,0.3644067796610169,0.16028323425737456,1.0778869313086643,running_coupling
L12,high,0.9,per_task,67,279,0.1375770020533881,0.019492768811569902,0.1936416184971098,12,277,0.04152249134948097,0.1791044776119403,0.19070672800486035,1.015389548774465,running_coupling
L12,high,0.9,global,65,281,0.13347022587268995,0.01963250192133026,0.18786127167630057,26,279,0.08524590163934426,0.4,0.15762179475906132,1.1918483225207714,running_coupling
L12,high,0.925,per_task,44,188,0.09034907597535935,0.013134912317473626,0.1896551724137931,7,188,0.035897435897435895,0.1590909090909091,0.17444078589638995,1.0872180576303974,running_coupling
L12,high,0.925,global,43,182,0.08829568788501027,0.012715712988192553,0.19111111111111112,12,182,0.061855670103092786,0.27906976744186046,0.1666443419928823,1.1468202809986423,running_coupling
L12,high,0.95,per_task,30,114,0.061601642710472276,0.007964787256340389,0.20833333333333334,6,114,0.05,0.2,0.19575606177469027,1.0642497169416862,running_coupling
L12,high,0.95,global,24,100,0.049281314168377825,0.006986655488017886,0.1935483870967742,3,100,0.02912621359223301,0.125,0.17103924951525404,1.1316021769582933,running_coupling
L12,high,0.96,per_task,23,87,0.04722792607802875,0.0060783902745755606,0.20909090909090908,3,87,0.03333333333333333,0.13043478260869565,0.19914230832294902,1.0499572433991597,running_coupling
L12,high,0.96,global,17,78,0.03490759753593429,0.005449591280653951,0.17894736842105263,1,78,0.012658227848101266,0.058823529411764705,0.18699005245195982,0.9569887064822689,running_coupling
L12,high,0.975,per_task,17,50,0.03490759753593429,0.003493327744008943,0.2537313432835821,3,50,0.05660377358490566,0.17647058823529413,0.23165571071884047,1.0952950069576948,running_coupling
L12,high,0.975,global,9,39,0.018480492813141684,0.0027247956403269754,0.1875,1,39,0.025,0.1111111111111111,0.2214414327573885,0.8467250128634474,running_coupling
L12,high,0.98,per_task,14,35,0.028747433264887063,0.00244532942080626,0.2857142857142857,3,35,0.07894736842105263,0.21428571428571427,0.25299531504578937,1.1293263895522119,running_coupling
L12,high,0.98,global,5,29,0.01026694045174538,0.002026130091525187,0.14705882352941177,1,29,0.03333333333333333,0.2,0.1775686291869859,0.8281802039174033,running_coupling
L12,high,0.99,per_task,4,15,0.008213552361396304,0.0010479983232026828,0.21052631578947367,2,15,0.11764705882352941,0.5,0.14333971501414364,1.468722857225582,running_coupling
L12,high,0.99,global,1,9,0.002053388090349076,0.0006287989939216097,0.1,1,9,0.1,1.0,0.07508916652974681,1.3317500329476248,running_coupling
L12,high,0.995,per_task,2,8,0.004106776180698152,0.0005589324390414309,0.2,1,8,0.1111111111111111,0.5,0.13049274794477658,1.5326522212915488,running_coupling
L12,high,0.995,global,1,6,0.002053388090349076,0.00041919932928107315,0.14285714285714285,1,6,0.14285714285714285,1.0,0.07713265977611282,1.8520966769693092,running_coupling
L13,low,0.5,per_task,188,2328,0.3860369609856263,0.1626493397610564,0.07472178060413355,138,2277,0.05714285714285714,0.7340425531914894,0.06246257950893487,1.1962647266823985,running_coupling
L13,low,0.5,global,132,2978,0.27104722792607805,0.20806260043317265,0.04244372990353698,119,2977,0.038436692506459945,0.9015151515151515,0.03519065639648566,1.2061079345986754,running_coupling
L13,low,0.6,per_task,139,1578,0.28542094455852157,0.11024942360092224,0.0809551543389633,95,1539,0.05813953488372093,0.6834532374100719,0.06998904782006407,1.1566831791610048,running_coupling
L13,low,0.6,global,97,1968,0.19917864476386038,0.13749738000419198,0.04697336561743341,93,1966,0.045167557066537155,0.9587628865979382,0.03120963677356923,1.5050917111990918,running_coupling
L13,low,0.7,per_task,90,900,0.18480492813141683,0.06287989939216097,0.09090909090909091,55,871,0.05939524838012959,0.6111111111111112,0.07962196897131772,1.1417588899596185,running_coupling
L13,low,0.7,global,67,1169,0.1375770020533881,0.08167400265492908,0.054207119741100325,63,1167,0.05121951219512195,0.9402985074626866,0.03182782120963944,1.7031363656360823,running_coupling
L13,low,0.75,per_task,73,638,0.14989733059548255,0.04457486201355411,0.10267229254571027,43,614,0.0654490106544901,0.589041095890411,0.08721202830493267,1.177272155472884,running_coupling
L13,low,0.75,global,50,838,0.1026694045174538,0.058548172989589885,0.05630630630630631,48,837,0.05423728813559322,0.96,0.03087881839413083,1.8234605219547035,running_coupling
L13,low,0.8,per_task,55,462,0.11293634496919917,0.03227834835464263,0.10638297872340426,27,446,0.05708245243128964,0.4909090909090909,0.09722684674245008,1.0941728780447688,running_coupling
L13,low,0.8,global,31,574,0.06365503080082136,0.040103402501222664,0.0512396694214876,27,573,0.045,0.8709677419354839,0.035225089484239684,1.4546356069418396,running_coupling
L13,low,0.85,per_task,37,297,0.07597535934291581,0.020750366799413122,0.11077844311377245,14,286,0.04666666666666667,0.3783783783783784,0.1087059268660415,1.0190653472858469,running_coupling
L13,low,0.85,global,20,368,0.04106776180698152,0.02571089219590582,0.05154639175257732,17,368,0.04415584415584416,0.85,0.03732606658781075,1.3809757219211085,running_coupling
L13,low,0.9,per_task,21,184,0.043121149897330596,0.01285544609795291,0.1024390243902439,9,180,0.047619047619047616,0.42857142857142855,0.09645591708369015,1.062029448140154,running_coupling
L13,low,0.9,global,6,182,0.012320328542094456,0.012715712988192553,0.031914893617021274,6,182,0.031914893617021274,1.0,0.03425027148080063,0.9318143254692601,running_coupling
L13,low,0.925,per_task,19,128,0.039014373716632446,0.008942919024662894,0.1292517006802721,8,124,0.06060606060606061,0.42105263157894735,0.11198059011245665,1.1542330733430761,running_coupling
L13,low,0.925,global,4,121,0.008213552361396304,0.008453853140501642,0.032,4,121,0.032,1.0,0.03843542423993429,0.8325652866542864,running_coupling
L13,low,0.95,per_task,9,71,0.018480492813141684,0.004960525396492699,0.1125,4,71,0.05333333333333334,0.4444444444444444,0.09977665762687674,1.1275182259632637,running_coupling
L13,low,0.95,global,2,67,0.004106776180698152,0.0046810591769719835,0.028985507246376812,2,67,0.028985507246376812,1.0,0.04007860793359434,0.7232164174564764,running_coupling
L13,low,0.96,per_task,7,52,0.014373716632443531,0.0036330608537693005,0.11864406779661017,3,52,0.05454545454545454,0.42857142857142855,0.10352559326137203,1.1460361062318993,running_coupling
L13,low,0.96,global,1,48,0.002053388090349076,0.003353594634248585,0.02040816326530612,1,48,0.02040816326530612,1.0,0.03866514080992269,0.5278181544878466,running_coupling
L13,low,0.975,per_task,3,19,0.006160164271047228,0.0013274645427233983,0.13636363636363635,2,19,0.09523809523809523,0.6666666666666666,0.09460058585021812,1.4414671446067153,running_coupling
L13,low,0.975,global,1,23,0.002053388090349076,0.0016069307622441137,0.041666666666666664,1,23,0.041666666666666664,1.0,0.03956828042772366,1.0530320301074485,running_coupling
L13,low,0.98,per_task,3,12,0.006160164271047228,0.0008383986585621463,0.2,2,12,0.14285714285714285,0.6666666666666666,0.11109596463334341,1.8002454063932192,running_coupling
L13,low,0.98,global,0,16,0.0,0.0011178648780828617,0.0,0,16,0.0,0.0,0.04145351518655218,0.0,running_coupling
L13,low,0.99,per_task,0,5,0.0,0.0003493327744008943,0.0,0,5,0.0,0.0,0.08315730832324718,0.0,running_coupling
L13,low,0.99,global,0,5,0.0,0.0003493327744008943,0.0,0,5,0.0,0.0,0.0423244877393349,0.0,running_coupling
L13,low,0.995,per_task,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.1259259259259259,0.0,running_coupling
L13,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling
L13,high,0.5,per_task,260,2632,0.5338809034907598,0.18388877244463075,0.08990318118948824,108,2616,0.039647577092511016,0.4153846153846154,0.09770256288321887,0.920172189310397,running_coupling
L13,high,0.5,global,350,3312,0.7186858316221766,0.23139802976315238,0.09557618787547788,212,3295,0.06045052751639578,0.6057142857142858,0.09346891388586877,1.0225451853670005,running_coupling
L13,high,0.6,per_task,217,1866,0.4455852156057495,0.13037099140641376,0.1041766682669227,71,1847,0.0370177267987487,0.3271889400921659,0.11299112456323841,0.9219898347734165,running_coupling
L13,high,0.6,global,301,2404,0.6180698151950719,0.16795919793194997,0.11127541589648798,169,2388,0.06609307782557684,0.5614617940199336,0.10346278922501155,1.0755114638798833,running_coupling
L13,high,0.7,per_task,180,1207,0.36960985626283366,0.08432893174037588,0.12977649603460706,32,1191,0.02616516762060507,0.17777777777777778,0.14194547937958032,0.9142700183326596,running_coupling
L13,high,0.7,global,238,1553,0.4887063655030801,0.10850275972891776,0.1328866554997208,131,1544,0.07820895522388059,0.5504201680672269,0.11168682358219381,1.1898149776094704,running_coupling
L13,high,0.75,per_task,162,923,0.3326488706365503,0.06448683015440508,0.14930875576036867,20,913,0.021436227224008574,0.12345679012345678,0.16263953845201898,0.9180347975742499,running_coupling
L13,high,0.75,global,203,1175,0.41683778234086244,0.08209320198421016,0.14731494920174165,107,1173,0.08359375,0.5270935960591133,0.11391220818582182,1.2932323194141833,running_coupling
L13,high,0.8,per_task,138,677,0.28336755646817247,0.04729965765388109,0.16932515337423312,14,670,0.02046783625730994,0.10144927536231885,0.18042733785336748,0.9384672821135506,running_coupling
L13,high,0.8,global,182,856,0.3737166324435318,0.0598057709774331,0.17533718689788053,95,853,0.10021097046413502,0.521978021978022,0.12515386722577268,1.4009729845708971,running_coupling
L13,high,0.85,per_task,113,440,0.23203285420944558,0.030741284147278697,0.20433996383363473,9,439,0.020089285714285716,0.07964601769911504,0.20607951266498348,0.9915588463459895,running_coupling
L13,high,0.85,global,150,548,0.3080082135523614,0.038286872074338014,0.2148997134670487,76,547,0.12199036918138041,0.5066666666666667,0.13951564545900802,1.5403269845473335,running_coupling
L13,high,0.9,per_task,73,269,0.14989733059548255,0.018794103262768112,0.2134502923976608,4,268,0.014705882352941176,0.0547945205479452,0.22073817738233967,0.9669840302610837,running_coupling
L13,high,0.9,global,110,261,0.22587268993839835,0.018235170823726683,0.29649595687331537,41,260,0.1362126245847176,0.37272727272727274,0.20034059746702942,1.4799594321970138,running_coupling
L13,high,0.925,per_task,53,186,0.10882956878850103,0.012995179207713268,0.2217573221757322,3,185,0.015957446808510637,0.05660377358490566,0.2273309473197505,0.9754823300138773,running_coupling
L13,high,0.925,global,74,148,0.15195071868583163,0.010340250122266472,0.3333333333333333,22,148,0.12941176470588237,0.2972972972972973,0.25019770684652726,1.332279730036862,running_coupling
L13,high,0.95,per_task,33,95,0.06776180698151951,0.006637322713616991,0.2578125,1,94,0.010526315789473684,0.030303030303030304,0.2602065848689,0.9907992917623271,running_coupling
L13,high,0.95,global,42,70,0.08624229979466119,0.00489065884161252,0.375,11,69,0.1375,0.2619047619047619,0.3058736528422203,1.2259964090252564,running_coupling
L13,high,0.96,per_task,28,75,0.057494866529774126,0.005239991616013414,0.27184466019417475,1,73,0.013513513513513514,0.03571428571428571,0.27181048728343515,1.0001257232974383,running_coupling
L13,high,0.96,global,26,49,0.053388090349075976,0.003423461189128764,0.3466666666666667,8,48,0.14285714285714285,0.3076923076923077,0.2839765313036157,1.220758155877414,running_coupling
L13,high,0.975,per_task,12,44,0.024640657084188913,0.00307412841472787,0.21428571428571427,1,44,0.022222222222222223,0.08333333333333333,0.20209361676775264,1.0603289589892038,running_coupling
L13,high,0.975,global,6,26,0.012320328542094456,0.0018165304268846503,0.1875,2,26,0.07142857142857142,0.3333333333333333,0.1886139794204884,0.9940938660861136,running_coupling
L13,high,0.98,per_task,9,34,0.018480492813141684,0.0023754628659260813,0.20930232558139536,1,34,0.02857142857142857,0.1111111111111111,0.1844848924157437,1.1345228481350367,running_coupling
