cohort,quantity,layer,survival_auc,survival_auc_early,abs_auc_gap
development_main,running_coupling,L2,0.4772497396002243,0.47602300908023104,0.02275026039977568
development_main,running_coupling,L3,0.4862538010736483,0.48627737318909553,0.013746198926351705
development_main,running_coupling,L4,0.4677377554874722,0.46683067767244574,0.03226224451252779
development_main,running_coupling,L5,0.5631347602223604,0.5695672714043729,0.06313476022236042
development_main,running_coupling,L12,0.48477944234386505,0.48210654430502903,0.015220557656134948
development_main,running_coupling,L13,0.5430507359870582,0.542684231878768,0.04305073598705822
development_main,running_coupling,L14,0.5360804635306776,0.5338346979766134,0.03608046353067762
development_main,running_coupling,L15,0.49453925932002274,0.4890260481787869,0.005460740679977261
development_main,running_coupling_log,L2,0.48032095464656216,0.4793452542462675,0.01967904535343784
development_main,running_coupling_log,L3,0.4683308326688211,0.46831943208117316,0.031669167331178916
development_main,running_coupling_log,L4,0.4530913173367112,0.4515093363597413,0.04690868266328879
development_main,running_coupling_log,L5,0.5653819721324548,0.5727539738222964,0.06538197213245478
development_main,running_coupling_log,L12,0.48346771424320006,0.4794620632391146,0.016532285756799936
development_main,running_coupling_log,L13,0.5318573133229301,0.5294369489279558,0.03185731332293007
development_main,running_coupling_log,L14,0.530856109570121,0.526277994626031,0.03085610957012097
development_main,running_coupling_log,L15,0.4847254785442031,0.47740741848650997,0.015274521455796886
development_main,fixed4_coupling,L2,0.5072734247570881,0.5111511621644707,0.007273424757088143
development_main,fixed4_coupling,L3,0.48360455635884203,0.4881104473312395,0.01639544364115797
development_main,fixed4_coupling,L4,0.4621197656799975,0.46496007650881627,0.03788023432000248
development_main,fixed4_coupling,L5,0.5249778018418855,0.5303172375434714,0.024977801841885472
development_main,fixed4_coupling,L12,0.46453518557185053,0.46185480955332403,0.03546481442814947
development_main,fixed4_coupling,L13,0.491303842831308,0.4911675565977486,0.008696157168691987
development_main,fixed4_coupling,L14,0.49167834395052484,0.48900561056252073,0.008321656049475157
development_main,fixed4_coupling,L15,0.4697103401817055,0.462800431523574,0.030289659818294512
development_main,mobility_s9,L2,0.4648301404627041,0.46609521550221367,0.0351698595372959
development_main,mobility_s9,L3,0.46510742771649893,0.4674972247677566,0.03489257228350107
development_main,mobility_s9,L4,0.4587503361652976,0.4612683966705363,0.04124966383470241
development_main,mobility_s9,L5,0.45988655625858094,0.46365106892070235,0.040113443741419064
development_main,mobility_s9,L12,0.4292299148938247,0.43608334289263523,0.07077008510617527
development_main,mobility_s9,L13,0.43299604162518457,0.4394235060328516,0.06700395837481543
development_main,mobility_s9,L14,0.42399626274357044,0.4307906760867192,0.07600373725642956
development_main,mobility_s9,L15,0.43639438221979865,0.4432813454710889,0.06360561778020135
development_main,state_mobility_s9,L2,0.45402143863939975,0.46208774372643174,0.045978561360600245
development_main,state_mobility_s9,L3,0.4479447571325156,0.4541544986074633,0.05205524286748442
development_main,state_mobility_s9,L4,0.45663641378901865,0.46275613618307176,0.04336358621098135
development_main,state_mobility_s9,L5,0.4554652018973,0.4625096969471535,0.0445347981027
development_main,state_mobility_s9,L12,0.4227431551533861,0.42984246270506654,0.07725684484661388
development_main,state_mobility_s9,L13,0.41943293515755037,0.42670558104558215,0.08056706484244963
development_main,state_mobility_s9,L14,0.4285295825875517,0.4357854221556785,0.0714704174124483
development_main,state_mobility_s9,L15,0.4261195328106844,0.432687167879289,0.07388046718931562
external_8b,running_coupling,L2,0.48430525746060793,0.4824540238641332,0.01569474253939207
external_8b,running_coupling,L3,0.5460071745476162,0.5457568299866159,0.04600717454761616
external_8b,running_coupling,L4,0.5150577298672294,0.5144308861837229,0.015057729867229419
external_8b,running_coupling,L5,0.5993552914901453,0.6039097866878849,0.09935529149014533
external_8b,running_coupling,L12,0.5375776986658332,0.5362654554884184,0.03757769866583316
external_8b,running_coupling,L13,0.6196256529189869,0.6210255731769483,0.11962565291898686
external_8b,running_coupling,L14,0.6186569433082791,0.6189589784495819,0.11865694330827914
external_8b,running_coupling,L15,0.5719528203978337,0.5701689135122735,0.07195282039783368
external_8b,running_coupling_log,L2,0.49250244889156186,0.4909978030362497,0.0074975511084381385
external_8b,running_coupling_log,L3,0.5074736401723995,0.507311023325515,0.007473640172399487
external_8b,running_coupling_log,L4,0.5019466352245775,0.5014987390987405,0.0019466352245774976
external_8b,running_coupling_log,L5,0.6018047531140431,0.6079074611917612,0.10180475311404313
external_8b,running_coupling_log,L12,0.5339147016152708,0.5319351323188498,0.03391470161527077
external_8b,running_coupling_log,L13,0.6048097560419452,0.6047326222179393,0.1048097560419452
external_8b,running_coupling_log,L14,0.6057735884551033,0.6044376165941515,0.10577358845510332
external_8b,running_coupling_log,L15,0.5638289136105799,0.5608458985531438,0.06382891361057985
external_8b,fixed4_coupling,L2,0.511332483476458,0.5119881551647358,0.011332483476457988
external_8b,fixed4_coupling,L3,0.49426636981448574,0.495801497718773,0.00573363018551426
external_8b,fixed4_coupling,L4,0.4665472098822488,0.46811024513524085,0.03345279011775121
external_8b,fixed4_coupling,L5,0.5250120750724114,0.5291115989039401,0.025012075072411433
external_8b,fixed4_coupling,L12,0.4699442600665282,0.4685181487747083,0.030055739933471826
external_8b,fixed4_coupling,L13,0.5079426331666019,0.5080498930556907,0.007942633166601931
external_8b,fixed4_coupling,L14,0.5212874815443785,0.5212711939354124,0.02128748154437854
external_8b,fixed4_coupling,L15,0.48529080938067565,0.48154925839650614,0.014709190619324353
external_8b,mobility_s9,L2,0.4345578100654264,0.43399465915248775,0.06544218993457362
external_8b,mobility_s9,L3,0.43162931073789507,0.4323437349365582,0.06837068926210493
external_8b,mobility_s9,L4,0.42279631942906215,0.4232845121686797,0.07720368057093785
external_8b,mobility_s9,L5,0.4278474802334841,0.4295447698105975,0.07215251976651588
external_8b,mobility_s9,L12,0.38587892260133727,0.38966945029886446,0.11412107739866273
external_8b,mobility_s9,L13,0.39099663545222213,0.3946056332211226,0.10900336454777787
external_8b,mobility_s9,L14,0.3852835259491871,0.3888586419650681,0.11471647405081292
external_8b,mobility_s9,L15,0.39765881620400856,0.4016045541928907,0.10234118379599144
external_8b,state_mobility_s9,L2,0.43053685261671204,0.435905986953515,0.06946314738328796
external_8b,state_mobility_s9,L3,0.42928931567028067,0.4332980066922721,0.07071068432971933
external_8b,state_mobility_s9,L4,0.43800988006288766,0.4422753249410978,0.06199011993711234
external_8b,state_mobility_s9,L5,0.4220066242865467,0.4264316005036316,0.07799337571345327
external_8b,state_mobility_s9,L12,0.3952879169890325,0.3996937629476717,0.10471208301096752
external_8b,state_mobility_s9,L13,0.39178048461832915,0.39630040999824473,0.10821951538167085
external_8b,state_mobility_s9,L14,0.3990327043732424,0.4036274130944908,0.1009672956267576
external_8b,state_mobility_s9,L15,0.39546423107942064,0.399476965398125,0.10453576892057936
