representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,quantity
L4,high,0.98,global,3,19,0.006160164271047228,0.0013274645427233983,0.13636363636363635,1,19,0.05,0.3333333333333333,0.130445808758569,1.0453661766628328,running_coupling_log
L4,high,0.99,per_task,4,17,0.008213552361396304,0.0011877314329630407,0.19047619047619047,2,17,0.10526315789473684,0.5,0.13562706607720706,1.404411346388338,running_coupling_log
L4,high,0.99,global,2,2,0.004106776180698152,0.00013973310976035772,0.5,1,2,0.3333333333333333,0.5,0.28744005102040815,1.739493150745719,running_coupling_log
L4,high,0.995,per_task,4,10,0.008213552361396304,0.0006986655488017886,0.2857142857142857,2,10,0.16666666666666666,0.5,0.1657744285504075,1.723512415109353,running_coupling_log
L4,high,0.995,global,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0,running_coupling_log
L5,low,0.5,per_task,149,2118,0.3059548254620123,0.14797736323621882,0.06572562858403176,119,2111,0.05336322869955157,0.7986577181208053,0.055650640412403925,1.1810399322804959,running_coupling_log
L5,low,0.5,global,118,2599,0.24229979466119098,0.18158317613358485,0.04343025395656975,96,2596,0.03566121842496285,0.8135593220338984,0.05052759399429634,0.8595353652000973,running_coupling_log
L5,low,0.6,per_task,112,1426,0.2299794661190965,0.09962970725913506,0.07282184655396619,89,1423,0.05886243386243386,0.7946428571428571,0.05689574703714765,1.2799172230996505,running_coupling_log
L5,low,0.6,global,71,1641,0.1457905544147844,0.11465101655837351,0.04147196261682243,64,1635,0.03766921718658034,0.9014084507042254,0.04798752877915764,0.8642237612959742,running_coupling_log
L5,low,0.7,per_task,78,828,0.1601642710472279,0.057849507440788095,0.08609271523178808,57,827,0.06447963800904978,0.7307692307692307,0.06338625780355285,1.358223662589567,running_coupling_log
L5,low,0.7,global,41,955,0.08418891170431211,0.06672255991057081,0.04116465863453815,40,953,0.04028197381671702,0.975609756097561,0.04370100939867573,0.9419612773471902,running_coupling_log
L5,low,0.75,per_task,58,575,0.11909650924024641,0.04017326905610284,0.09162717219589257,44,574,0.07119741100323625,0.7586206896551724,0.06393164248686353,1.4332053523373787,running_coupling_log
L5,low,0.75,global,32,697,0.06570841889117043,0.04869698875148466,0.0438957475994513,30,696,0.04132231404958678,0.9375,0.043208624389072144,1.0159024551254388,running_coupling_log
L5,low,0.8,per_task,41,373,0.08418891170431211,0.026060224970306713,0.09903381642512077,32,372,0.07920792079207921,0.7804878048780488,0.06559292421321648,1.5098246893704763,running_coupling_log
L5,low,0.8,global,21,435,0.043121149897330596,0.030391951372877802,0.046052631578947366,17,435,0.03761061946902655,0.8095238095238095,0.04537846357864009,1.014856562940677,running_coupling_log
L5,low,0.85,per_task,31,259,0.06365503080082136,0.018095437713966326,0.10689655172413794,22,259,0.07829181494661921,0.7096774193548387,0.06735579651335358,1.5870430943971576,running_coupling_log
L5,low,0.85,global,14,247,0.028747433264887063,0.01725703905540418,0.05363984674329502,13,247,0.05,0.9285714285714286,0.04368860734330941,1.2277765304301824,running_coupling_log
L5,low,0.9,per_task,19,152,0.039014373716632446,0.010619716341787187,0.1111111111111111,13,152,0.07878787878787878,0.6842105263157895,0.07181241726240452,1.5472409277786612,running_coupling_log
L5,low,0.9,global,8,100,0.01642710472279261,0.006986655488017886,0.07407407407407407,8,100,0.07407407407407407,1.0,0.03870173420538515,1.9139729935866037,running_coupling_log
L5,low,0.925,per_task,12,95,0.024640657084188913,0.006637322713616991,0.11214953271028037,11,95,0.10377358490566038,0.9166666666666666,0.05729346179099836,1.9574577832177824,running_coupling_log
L5,low,0.925,global,7,60,0.014373716632443531,0.004191993292810731,0.1044776119402985,7,60,0.1044776119402985,1.0,0.03805722460398977,2.745276699167009,running_coupling_log
L5,low,0.95,per_task,7,60,0.014373716632443531,0.004191993292810731,0.1044776119402985,7,60,0.1044776119402985,1.0,0.05057918135622432,2.065624811213782,running_coupling_log
L5,low,0.95,global,7,28,0.014373716632443531,0.001956263536645008,0.2,7,28,0.2,1.0,0.03708036445482981,5.393690243892668,running_coupling_log
L5,low,0.96,per_task,6,39,0.012320328542094456,0.0027247956403269754,0.13333333333333333,6,39,0.13333333333333333,1.0,0.05166060951003935,2.5809477394458984,running_coupling_log
L5,low,0.96,global,6,17,0.012320328542094456,0.0011877314329630407,0.2608695652173913,6,17,0.2608695652173913,1.0,0.036177362126820066,7.210850926690307,running_coupling_log
L5,low,0.975,per_task,5,19,0.01026694045174538,0.0013274645427233983,0.20833333333333334,5,19,0.20833333333333334,1.0,0.041910562140489355,4.970902862981756,running_coupling_log
L5,low,0.975,global,4,5,0.008213552361396304,0.0003493327744008943,0.4444444444444444,4,5,0.4444444444444444,1.0,0.03497460157503826,12.707634238259603,running_coupling_log
L5,low,0.98,per_task,3,15,0.006160164271047228,0.0010479983232026828,0.16666666666666666,3,15,0.16666666666666666,1.0,0.04294989614806008,3.8804905625876467,running_coupling_log
L5,low,0.98,global,2,3,0.004106776180698152,0.00020959966464053657,0.4,2,3,0.4,1.0,0.03570959019146792,11.201472709579622,running_coupling_log
L5,low,0.99,per_task,2,8,0.004106776180698152,0.0005589324390414309,0.2,2,8,0.2,1.0,0.04215510811975477,4.744383514136352,running_coupling_log
L5,low,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L5,low,0.995,per_task,2,7,0.004106776180698152,0.000489065884161252,0.2222222222222222,2,7,0.2222222222222222,1.0,0.05238229963183945,4.242315129043117,running_coupling_log
L5,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L5,high,0.5,per_task,243,2466,0.4989733059548255,0.17229092433452106,0.08970099667774087,142,2443,0.05493230174081238,0.5843621399176955,0.09052348023587066,0.9909141412152217,running_coupling_log
L5,high,0.5,global,351,3187,0.7207392197125256,0.22266471040313002,0.09920859242509893,239,3161,0.07029411764705883,0.6809116809116809,0.08219424650355082,1.2070016655096787,running_coupling_log
L5,high,0.6,per_task,193,1742,0.39630390143737165,0.12170753860127158,0.09974160206718347,107,1731,0.05821545157780196,0.5544041450777202,0.09489472319235566,1.0510763792945892,running_coupling_log
L5,high,0.6,global,302,2297,0.6201232032854209,0.16048347655977083,0.116198537899192,203,2264,0.08228617754357519,0.6721854304635762,0.09062467381727438,1.2821953779771054,running_coupling_log
L5,high,0.7,per_task,138,1155,0.28336755646817247,0.08069587088660658,0.10672853828306264,71,1151,0.05810147299509002,0.5144927536231884,0.09973749404803803,1.070094444438893,running_coupling_log
L5,high,0.7,global,223,1504,0.45790554414784396,0.105079298539789,0.12912565141864504,141,1466,0.08774113254511512,0.6322869955156951,0.10193056295455953,1.26680013997577,running_coupling_log
L5,high,0.75,per_task,109,874,0.22381930184804927,0.061063368965276324,0.11088504577822991,53,871,0.05735930735930736,0.48623853211009177,0.10355367227064433,1.0707978128329874,running_coupling_log
L5,high,0.75,global,175,1124,0.3593429158110883,0.07853000768532103,0.13471901462663588,105,1092,0.08771929824561403,0.6,0.10777720212143052,1.2499769151072462,running_coupling_log
L5,high,0.8,per_task,89,655,0.18275154004106775,0.045762593446517154,0.1196236559139785,36,653,0.05224963715529753,0.4044943820224719,0.1159472053164227,1.0317079707744803,running_coupling_log
L5,high,0.8,global,123,792,0.25256673511293637,0.055334311465101656,0.13442622950819672,66,775,0.07847800237812129,0.5365853658536586,0.11421378426652418,1.1769702787756833,running_coupling_log
L5,high,0.85,per_task,71,450,0.1457905544147844,0.03143994969608049,0.1362763915547025,19,450,0.04051172707889126,0.2676056338028169,0.1275623040065462,1.06831240322932,running_coupling_log
L5,high,0.85,global,70,494,0.1437371663244353,0.03451407811080836,0.12411347517730496,36,489,0.06857142857142857,0.5142857142857142,0.11611026210637532,1.0689276979118127,running_coupling_log
L5,high,0.9,per_task,47,274,0.09650924024640657,0.019143436037169007,0.14641744548286603,11,274,0.03859649122807018,0.23404255319148937,0.1405369195450192,1.0418432818713026,running_coupling_log
L5,high,0.9,global,35,257,0.07186858316221766,0.017955704604205966,0.11986301369863013,16,255,0.05904059040590406,0.45714285714285713,0.11832896367095484,1.0129642817792364,running_coupling_log
L5,high,0.925,per_task,37,186,0.07597535934291581,0.012995179207713268,0.16591928251121077,6,186,0.03125,0.16216216216216217,0.16566872527944287,1.00151239910457,running_coupling_log
L5,high,0.925,global,15,159,0.030800821355236138,0.011108782225948438,0.08620689655172414,6,159,0.03636363636363636,0.4,0.10539526874918143,0.8179389603994315,running_coupling_log
L5,high,0.95,per_task,20,106,0.04106776180698152,0.007405854817298959,0.15873015873015872,3,106,0.027522935779816515,0.15,0.1700793103732644,0.9332714154461335,running_coupling_log
L5,high,0.95,global,5,80,0.01026694045174538,0.005589324390414309,0.058823529411764705,2,80,0.024390243902439025,0.4,0.09249227548198989,0.6359831575688591,running_coupling_log
L5,high,0.96,per_task,14,81,0.028747433264887063,0.005659190945294487,0.14736842105263157,2,81,0.024096385542168676,0.14285714285714285,0.16163358494288738,0.9117438130491484,running_coupling_log
L5,high,0.96,global,4,47,0.008213552361396304,0.0032837280793684065,0.0784313725490196,2,47,0.04081632653061224,0.5,0.10428342037382482,0.7520981980440096,running_coupling_log
L5,high,0.975,per_task,7,52,0.014373716632443531,0.0036330608537693005,0.11864406779661017,0,52,0.0,0.0,0.15640559458298273,0.75856664918506,running_coupling_log
L5,high,0.975,global,1,9,0.002053388090349076,0.0006287989939216097,0.1,0,9,0.0,0.0,0.15546665533234344,0.6432247467228808,running_coupling_log
L5,high,0.98,per_task,5,37,0.01026694045174538,0.002585062530566618,0.11904761904761904,0,37,0.0,0.0,0.15109400888088387,0.787904298319804,running_coupling_log
L5,high,0.98,global,0,6,0.0,0.00041919932928107315,0.0,0,6,0.0,0.0,0.06457411515577022,0.0,running_coupling_log
L5,high,0.99,per_task,2,17,0.004106776180698152,0.0011877314329630407,0.10526315789473684,0,17,0.0,0.0,0.12046487024097227,0.8738079216303754,running_coupling_log
L5,high,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L5,high,0.995,per_task,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.06303969449225473,0.0,running_coupling_log
L5,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L12,low,0.5,per_task,182,2100,0.3737166324435318,0.1467197652483756,0.07975460122699386,153,2090,0.06821221578243424,0.8406593406593407,0.0589201227509918,1.353605483207371,running_coupling_log
L12,low,0.5,global,147,2838,0.30184804928131415,0.1982812827499476,0.04924623115577889,141,2837,0.047347212894560106,0.9591836734693877,0.03247492874938632,1.5164384666035489,running_coupling_log
L12,low,0.6,per_task,135,1354,0.27720739219712526,0.09459931530776218,0.09066487575554064,118,1348,0.08049113233287858,0.8740740740740741,0.05954205654857876,1.522703128024636,running_coupling_log
L12,low,0.6,global,105,1677,0.21560574948665298,0.11716621253405994,0.058922558922558925,101,1677,0.05680539932508436,0.9619047619047619,0.030949861380043204,1.903806876516507,running_coupling_log
L12,low,0.7,per_task,84,795,0.17248459958932238,0.05554391112974219,0.09556313993174062,64,791,0.07485380116959064,0.7619047619047619,0.06547606228475512,1.4595126309846935,running_coupling_log
L12,low,0.7,global,67,788,0.1375770020533881,0.05505484524558094,0.0783625730994152,66,787,0.07737397420867527,0.9850746268656716,0.029757153836332116,2.6334028291287086,running_coupling_log
L12,low,0.75,per_task,56,577,0.11498973305954825,0.0403130021658632,0.08846761453396525,45,575,0.07258064516129033,0.8035714285714286,0.06421820229629178,1.377609639799489,running_coupling_log
L12,low,0.75,global,47,482,0.09650924024640657,0.03367567945224621,0.0888468809073724,46,482,0.08712121212121213,0.9787234042553191,0.02990706120361927,2.9707660108249083,running_coupling_log
L12,low,0.8,per_task,36,405,0.07392197125256673,0.028295954726472436,0.08163265306122448,30,403,0.06928406466512702,0.8333333333333334,0.06402047983416087,1.275102174689823,running_coupling_log
L12,low,0.8,global,34,292,0.06981519507186858,0.020401034025012227,0.10429447852760736,34,292,0.10429447852760736,1.0,0.029922550594832547,3.485480898330185,running_coupling_log
L12,low,0.85,per_task,26,245,0.053388090349075976,0.01711730594564382,0.0959409594095941,19,242,0.07279693486590039,0.7307692307692307,0.06854651430562934,1.3996475295858335,running_coupling_log
L12,low,0.85,global,22,138,0.045174537987679675,0.009641584573464682,0.1375,22,138,0.1375,1.0,0.029031471286484357,4.736239463826738,running_coupling_log
L12,low,0.9,per_task,15,146,0.030800821355236138,0.010200517012506113,0.09316770186335403,12,145,0.07643312101910828,0.8,0.06788887141096556,1.3723560272399136,running_coupling_log
L12,low,0.9,global,14,49,0.028747433264887063,0.003423461189128764,0.2222222222222222,14,49,0.2222222222222222,1.0,0.037404380618940684,5.94107477640451,running_coupling_log
L12,low,0.925,per_task,9,98,0.018480492813141684,0.006846922378257528,0.08411214953271028,7,98,0.06666666666666667,0.7777777777777778,0.07047804942389942,1.1934517231997552,running_coupling_log
L12,low,0.925,global,7,25,0.014373716632443531,0.0017466638720044715,0.21875,7,25,0.21875,1.0,0.03723063959657367,5.875536987017853,running_coupling_log
L12,low,0.95,per_task,7,53,0.014373716632443531,0.0037029274086494797,0.11666666666666667,6,53,0.1016949152542373,0.8571428571428571,0.06584829987388503,1.771749109545892,running_coupling_log
L12,low,0.95,global,3,10,0.006160164271047228,0.0006986655488017886,0.23076923076923078,3,10,0.23076923076923078,1.0,0.03146826343396539,7.333395795846464,running_coupling_log
L12,low,0.96,per_task,5,37,0.01026694045174538,0.002585062530566618,0.11904761904761904,4,37,0.0975609756097561,0.8,0.07557220886434853,1.5752830416973587,running_coupling_log
L12,low,0.96,global,3,7,0.006160164271047228,0.000489065884161252,0.3,3,7,0.3,1.0,0.03482629369022152,8.614181074463103,running_coupling_log
L12,low,0.975,per_task,1,17,0.002053388090349076,0.0011877314329630407,0.05555555555555555,1,17,0.05555555555555555,1.0,0.06155497664154609,0.9025355639247977,running_coupling_log
L12,low,0.975,global,2,1,0.004106776180698152,6.986655488017886e-05,0.6666666666666666,2,1,0.6666666666666666,1.0,0.00925,72.07207207207207,running_coupling_log
L12,low,0.98,per_task,1,12,0.002053388090349076,0.0008383986585621463,0.07692307692307693,1,12,0.07692307692307693,1.0,0.059191622677394494,1.2995601986166556,running_coupling_log
L12,low,0.98,global,2,1,0.004106776180698152,6.986655488017886e-05,0.6666666666666666,2,1,0.6666666666666666,1.0,0.00925,72.07207207207207,running_coupling_log
L12,low,0.99,per_task,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.055004130723133204,0.0,running_coupling_log
L12,low,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L12,low,0.995,per_task,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.051774488767626636,0.0,running_coupling_log
L12,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L12,high,0.5,per_task,335,2255,0.6878850102669405,0.15754908125480332,0.12934362934362933,121,2237,0.05131467345207803,0.3611940298507463,0.11733489993237572,1.1023457591745907,running_coupling_log
L12,high,0.5,global,367,3224,0.7535934291581109,0.22524977293369663,0.10219994430520746,189,3195,0.05585106382978723,0.5149863760217984,0.09904136547310663,1.031891511360054,running_coupling_log
L12,high,0.6,per_task,291,1618,0.5975359342915811,0.11304408579612939,0.15243583027763227,76,1600,0.045346062052505964,0.2611683848797251,0.14345578628209654,1.0625979908393313,running_coupling_log
L12,high,0.6,global,326,2294,0.6694045174537988,0.1602738768951303,0.12442748091603054,145,2279,0.05981848184818482,0.4447852760736196,0.11482400850025816,1.0836364497390873,running_coupling_log
L12,high,0.7,per_task,237,1024,0.486652977412731,0.07154335219730315,0.1879460745440127,51,1012,0.04797742238946378,0.21518987341772153,0.1768245994480123,1.062895519801645,running_coupling_log
L12,high,0.7,global,270,1560,0.5544147843942505,0.10899182561307902,0.14754098360655737,101,1547,0.06128640776699029,0.37407407407407406,0.1325650609404628,1.1129703600620717,running_coupling_log
L12,high,0.75,per_task,204,769,0.4188911704312115,0.05372738070285754,0.20966084275436794,36,757,0.04539722572509458,0.17647058823529413,0.1966260588310767,1.0662922503801469,running_coupling_log
L12,high,0.75,global,230,1173,0.4722792607802875,0.0819534688744498,0.16393442622950818,73,1157,0.05934959349593496,0.3173913043478261,0.14807014828078258,1.1071402854182497,running_coupling_log
L12,high,0.8,per_task,169,575,0.3470225872689938,0.04017326905610284,0.2271505376344086,32,566,0.05351170568561873,0.1893491124260355,0.20559779382417112,1.1048296453446846,running_coupling_log
L12,high,0.8,global,189,811,0.38809034907597534,0.05666177600782506,0.189,54,799,0.06330597889800703,0.2857142857142857,0.16510717411268203,1.1447110097772715,running_coupling_log
L12,high,0.85,per_task,134,382,0.2751540041067762,0.026689023964228325,0.2596899224806202,23,376,0.05764411027568922,0.17164179104477612,0.22633366278364592,1.1473764851711863,running_coupling_log
L12,high,0.85,global,161,493,0.33059548254620125,0.034444211555928174,0.24617737003058104,36,485,0.0690978886756238,0.2236024844720497,0.20760614829451415,1.185790363401709,running_coupling_log
L12,high,0.9,per_task,87,219,0.17864476386036962,0.01530077551875917,0.28431372549019607,14,217,0.06060606060606061,0.16091954022988506,0.24372460037408988,1.1665368413931398,running_coupling_log
L12,high,0.9,global,110,252,0.22587268993839835,0.01760637182980507,0.30386740331491713,16,247,0.060836501901140684,0.14545454545454545,0.27534036960423885,1.1036064335632354,running_coupling_log
L12,high,0.925,per_task,68,142,0.13963039014373715,0.009921050792985399,0.3238095238095238,12,140,0.07894736842105263,0.17647058823529413,0.2746553199629295,1.1789668732913263,running_coupling_log
L12,high,0.925,global,71,163,0.1457905544147844,0.011388248445469155,0.3034188034188034,11,161,0.06395348837209303,0.15492957746478872,0.2797340190571239,1.0846689453128076,running_coupling_log
L12,high,0.95,per_task,48,85,0.09856262833675565,0.005938657164815203,0.3609022556390977,4,83,0.04597701149425287,0.08333333333333333,0.3146273760121934,1.1470783636612438,running_coupling_log
L12,high,0.95,global,32,92,0.06570841889117043,0.006427723048976455,0.25806451612903225,5,92,0.05154639175257732,0.15625,0.23984753066537756,1.0759523577879568,running_coupling_log
L12,high,0.96,per_task,39,67,0.08008213552361396,0.0046810591769719835,0.36792452830188677,4,66,0.05714285714285714,0.10256410256410256,0.3179171787203635,1.1572967833408876,running_coupling_log
L12,high,0.96,global,22,68,0.045174537987679675,0.004750925731852163,0.24444444444444444,5,68,0.0684931506849315,0.22727272727272727,0.22012686325638148,1.110470756855061,running_coupling_log
L12,high,0.975,per_task,22,35,0.045174537987679675,0.00244532942080626,0.38596491228070173,2,35,0.05405405405405406,0.09090909090909091,0.35054801092586185,1.101032954833483,running_coupling_log
L12,high,0.975,global,10,29,0.02053388090349076,0.002026130091525187,0.2564102564102564,3,29,0.09375,0.3,0.20287261427159675,1.2638978273676005,running_coupling_log
L12,high,0.98,per_task,14,25,0.028747433264887063,0.0017466638720044715,0.358974358974359,2,25,0.07407407407407407,0.14285714285714285,0.3103216244037927,1.1567816444117958,running_coupling_log
L12,high,0.98,global,6,24,0.012320328542094456,0.0016767973171242926,0.2,1,24,0.04,0.16666666666666666,0.17525850986105107,1.1411714053632236,running_coupling_log
L12,high,0.99,per_task,6,11,0.012320328542094456,0.0007685321036819675,0.35294117647058826,2,11,0.15384615384615385,0.3333333333333333,0.22159025363238177,1.5927648923409676,running_coupling_log
L12,high,0.99,global,2,11,0.004106776180698152,0.0007685321036819675,0.15384615384615385,1,11,0.08333333333333333,0.5,0.13445333849957267,1.1442345393799414,running_coupling_log
L12,high,0.995,per_task,3,6,0.006160164271047228,0.00041919932928107315,0.3333333333333333,2,6,0.25,0.6666666666666666,0.1368097890569404,2.4364728257464057,running_coupling_log
L12,high,0.995,global,1,6,0.002053388090349076,0.00041919932928107315,0.14285714285714285,1,6,0.14285714285714285,1.0,0.06289999545398679,2.2711789059133887,running_coupling_log
L13,low,0.5,per_task,171,2291,0.351129363449692,0.16006427723048977,0.0694557270511779,132,2263,0.05511482254697286,0.7719298245614035,0.05905763845765991,1.1760667860258698,running_coupling_log
L13,low,0.5,global,138,2930,0.28336755646817247,0.20470900579892407,0.044980443285528034,126,2928,0.0412573673870334,0.9130434782608695,0.03573595991186044,1.2586885421986227,running_coupling_log
L13,low,0.6,per_task,125,1454,0.25667351129363447,0.10158597079578006,0.07916402786573781,94,1433,0.06155861165684348,0.752,0.06519395778194723,1.2142847367928784,running_coupling_log
L13,low,0.6,global,100,1903,0.2053388090349076,0.13295605393698037,0.04992511233150274,93,1901,0.04663991975927784,0.93,0.033799130543486114,1.477112325930067,running_coupling_log
L13,low,0.7,per_task,75,831,0.1540041067761807,0.05805910710542863,0.08278145695364239,54,814,0.06221198156682028,0.72,0.0718073333200678,1.1528273384649932,running_coupling_log
L13,low,0.7,global,63,1096,0.1293634496919918,0.07657374414867603,0.054357204486626405,56,1095,0.04865334491746308,0.8888888888888888,0.03489414253715455,1.5577744725708045,running_coupling_log
L13,low,0.75,per_task,60,590,0.12320328542094455,0.04122126737930552,0.09230769230769231,40,578,0.06472491909385113,0.6666666666666666,0.07840387865578585,1.1773357886151008,running_coupling_log
L13,low,0.75,global,47,770,0.09650924024640657,0.05379724725773772,0.05752753977968176,44,769,0.05412054120541206,0.9361702127659575,0.03308619878874308,1.73871710518932,running_coupling_log
L13,low,0.8,per_task,45,434,0.09240246406570841,0.030322084817997624,0.09394572025052192,25,424,0.0556792873051225,0.5555555555555556,0.0884805981055868,1.0617663336589724,running_coupling_log
L13,low,0.8,global,28,542,0.057494866529774126,0.03786767274505694,0.04912280701754386,26,542,0.045774647887323945,0.9285714285714286,0.03322427042341151,1.478521767115447,running_coupling_log
L13,low,0.85,per_task,35,288,0.07186858316221766,0.02012156780549151,0.10835913312693499,16,287,0.052805280528052806,0.45714285714285713,0.09479801287999301,1.1430527901899095,running_coupling_log
L13,low,0.85,global,18,337,0.03696098562628337,0.023545028994620274,0.05070422535211268,15,337,0.04261363636363636,0.8333333333333334,0.040103194564416765,1.2643437986135428,running_coupling_log
L13,low,0.9,per_task,22,184,0.045174537987679675,0.01285544609795291,0.10679611650485436,11,184,0.05641025641025641,0.5,0.08805393231824402,1.2128489176255348,running_coupling_log
L13,low,0.9,global,6,174,0.012320328542094456,0.012156780549151121,0.03333333333333333,6,174,0.03333333333333333,1.0,0.03573743572326303,0.9327287383306921,running_coupling_log
L13,low,0.925,per_task,17,131,0.03490759753593429,0.00915251868930343,0.11486486486486487,10,131,0.07092198581560284,0.5882352941176471,0.08382580302303372,1.370280518914948,running_coupling_log
L13,low,0.925,global,4,117,0.008213552361396304,0.008174386920980926,0.03305785123966942,4,117,0.03305785123966942,1.0,0.03954515152168037,0.8359520691568388,running_coupling_log
L13,low,0.95,per_task,9,71,0.018480492813141684,0.004960525396492699,0.1125,5,71,0.06578947368421052,0.5555555555555556,0.09083212960457271,1.2385485234107787,running_coupling_log
L13,low,0.95,global,2,66,0.004106776180698152,0.004611192622091804,0.029411764705882353,2,66,0.029411764705882353,1.0,0.04004558028939227,0.7344571983558764,running_coupling_log
L13,low,0.96,per_task,6,44,0.012320328542094456,0.00307412841472787,0.12,4,44,0.08333333333333333,0.6666666666666666,0.0889108742706671,1.349666179579899,running_coupling_log
L13,low,0.96,global,1,48,0.002053388090349076,0.003353594634248585,0.02040816326530612,1,48,0.02040816326530612,1.0,0.03866514080992269,0.5278181544878466,running_coupling_log
L13,low,0.975,per_task,0,17,0.0,0.0011877314329630407,0.0,0,17,0.0,0.0,0.07402986112633002,0.0,running_coupling_log
L13,low,0.975,global,1,23,0.002053388090349076,0.0016069307622441137,0.041666666666666664,1,23,0.041666666666666664,1.0,0.03956828042772366,1.0530320301074485,running_coupling_log
L13,low,0.98,per_task,0,15,0.0,0.0010479983232026828,0.0,0,15,0.0,0.0,0.07579316247483742,0.0,running_coupling_log
L13,low,0.98,global,0,11,0.0,0.0007685321036819675,0.0,0,11,0.0,0.0,0.041057618571650946,0.0,running_coupling_log
L13,low,0.99,per_task,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.07246515392257749,0.0,running_coupling_log
L13,low,0.99,global,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.0423244877393349,0.0,running_coupling_log
L13,low,0.995,per_task,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.06080510101252459,0.0,running_coupling_log
L13,low,0.995,global,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.0423244877393349,0.0,running_coupling_log
L13,high,0.5,per_task,317,2479,0.6509240246406571,0.1731991895479634,0.11337625178826896,103,2456,0.04025009769441188,0.3249211356466877,0.11765705264504868,0.9636162834225147,running_coupling_log
L13,high,0.5,global,364,3093,0.7474332648870636,0.21609725424439322,0.10529360717385015,194,3073,0.05938169574533211,0.532967032967033,0.10088943527576248,1.0436534497992747,running_coupling_log
L13,high,0.6,per_task,262,1742,0.5379876796714579,0.12170753860127158,0.13073852295409183,65,1723,0.036353467561521254,0.2480916030534351,0.1374388168396328,0.9512488972212337,running_coupling_log
L13,high,0.6,global,327,2148,0.6714579055441479,0.15007335988262419,0.1321212121212121,147,2128,0.06461538461538462,0.44954128440366975,0.12077447436213977,1.0939498003944887,running_coupling_log
L13,high,0.7,per_task,212,1079,0.4353182751540041,0.07538601271571299,0.16421378776142526,36,1066,0.032667876588021776,0.16981132075471697,0.16513503625790385,0.9944212414436401,running_coupling_log
L13,high,0.7,global,272,1343,0.5585215605749486,0.09383078320408021,0.16842105263157894,102,1324,0.07152875175315568,0.375,0.1443893287322573,1.1664369805602735,running_coupling_log
L13,high,0.75,per_task,193,778,0.39630390143737165,0.05435617969677915,0.19876416065911431,27,770,0.033877038895859475,0.13989637305699482,0.19519954458903976,1.018261395422716,running_coupling_log
L13,high,0.75,global,234,991,0.4804928131416838,0.06923775588625725,0.1910204081632653,79,975,0.07495256166982922,0.33760683760683763,0.15659675765737194,1.2198235201089607,running_coupling_log
L13,high,0.8,per_task,173,585,0.35523613963039014,0.04087193460490463,0.22823218997361477,12,580,0.02027027027027027,0.06936416184971098,0.2216951643830361,1.0294865501860215,running_coupling_log
L13,high,0.8,global,204,704,0.4188911704312115,0.04918605463564592,0.22466960352422907,61,691,0.08111702127659574,0.29901960784313725,0.1725599497901513,1.301980000558924,running_coupling_log
L13,high,0.85,per_task,146,368,0.2997946611909651,0.02571089219590582,0.2840466926070039,7,365,0.01881720430107527,0.04794520547945205,0.27177794491831453,1.0451425434553818,running_coupling_log
L13,high,0.85,global,166,433,0.3408624229979466,0.030252218263117445,0.27712854757929883,40,422,0.08658008658008658,0.24096385542168675,0.2088361828088097,1.3270140444628364,running_coupling_log
L13,high,0.9,per_task,111,205,0.22792607802874743,0.014322643750436665,0.3512658227848101,4,202,0.019417475728155338,0.036036036036036036,0.3281225258504877,1.0705324843953807,running_coupling_log
L13,high,0.9,global,115,206,0.23613963039014374,0.014392510305316845,0.3582554517133956,12,203,0.05581395348837209,0.10434782608695652,0.2813687875131913,1.2732593934094403,running_coupling_log
L13,high,0.925,per_task,87,133,0.17864476386036962,0.009292251799063789,0.39545454545454545,4,128,0.030303030303030304,0.04597701149425287,0.36205978543558587,1.09223548530468,running_coupling_log
L13,high,0.925,global,90,135,0.18480492813141683,0.009431984908824145,0.4,5,133,0.036231884057971016,0.05555555555555555,0.33603205725755175,1.1903626197586858,running_coupling_log
L13,high,0.95,per_task,56,83,0.11498973305954825,0.005798924055054846,0.4028776978417266,4,79,0.04819277108433735,0.07142857142857142,0.3595172726153266,1.1206073491573085,running_coupling_log
