key,quantity,frame,mode,level,quantile,representation,direction,development_alarms,external_alarms
partial_query_d1|per_task|0.99,partial_query_d1,adjacent_query,per_task,0.99,0.99,all_median,low,42,29
partial_query_d1|per_task|0.995,partial_query_d1,adjacent_query,per_task,0.995,0.995,all_median,low,24,17
partial_query_d1|per_task|selected,partial_query_d1,adjacent_query,per_task,selected,0.9,all_median,low,171,176
state_action_alignment|global|0.5,state_action_alignment,token_graph,global,0.5,0.5,L14,high,2686,3539
state_action_alignment|global|0.6,state_action_alignment,token_graph,global,0.6,0.6,L14,high,1693,2137
state_action_alignment|global|0.7,state_action_alignment,token_graph,global,0.7,0.7,L14,high,1057,1306
state_action_alignment|global|0.75,state_action_alignment,token_graph,global,0.75,0.75,L14,high,791,979
state_action_alignment|global|0.8,state_action_alignment,token_graph,global,0.8,0.8,L14,high,570,698
state_action_alignment|global|0.85,state_action_alignment,token_graph,global,0.85,0.85,L14,high,335,428
state_action_alignment|global|0.9,state_action_alignment,token_graph,global,0.9,0.9,L14,high,148,196
state_action_alignment|global|0.925,state_action_alignment,token_graph,global,0.925,0.925,L14,high,91,118
state_action_alignment|global|0.95,state_action_alignment,token_graph,global,0.95,0.95,L14,high,52,70
state_action_alignment|global|0.96,state_action_alignment,token_graph,global,0.96,0.96,L14,high,43,58
state_action_alignment|global|0.975,state_action_alignment,token_graph,global,0.975,0.975,L14,high,32,41
state_action_alignment|global|0.98,state_action_alignment,token_graph,global,0.98,0.98,L14,high,29,37
state_action_alignment|global|0.99,state_action_alignment,token_graph,global,0.99,0.99,L14,high,20,27
state_action_alignment|global|0.995,state_action_alignment,token_graph,global,0.995,0.995,L14,high,17,17
state_action_alignment|global|selected,state_action_alignment,token_graph,global,selected,0.975,L14,high,32,41
state_action_alignment|per_task|0.5,state_action_alignment,token_graph,per_task,0.5,0.5,L4,high,1118,1149
state_action_alignment|per_task|0.6,state_action_alignment,token_graph,per_task,0.6,0.6,L4,high,727,749
state_action_alignment|per_task|0.7,state_action_alignment,token_graph,per_task,0.7,0.7,L4,high,468,461
state_action_alignment|per_task|0.75,state_action_alignment,token_graph,per_task,0.75,0.75,L4,high,341,328
state_action_alignment|per_task|0.8,state_action_alignment,token_graph,per_task,0.8,0.8,L4,high,223,235
state_action_alignment|per_task|0.85,state_action_alignment,token_graph,per_task,0.85,0.85,L4,high,137,155
state_action_alignment|per_task|0.9,state_action_alignment,token_graph,per_task,0.9,0.9,L4,high,76,88
state_action_alignment|per_task|0.925,state_action_alignment,token_graph,per_task,0.925,0.925,L4,high,57,62
state_action_alignment|per_task|0.95,state_action_alignment,token_graph,per_task,0.95,0.95,L4,high,31,49
state_action_alignment|per_task|0.96,state_action_alignment,token_graph,per_task,0.96,0.96,L4,high,27,43
state_action_alignment|per_task|0.975,state_action_alignment,token_graph,per_task,0.975,0.975,L4,high,20,14
state_action_alignment|per_task|0.98,state_action_alignment,token_graph,per_task,0.98,0.98,L4,high,14,12
state_action_alignment|per_task|0.99,state_action_alignment,token_graph,per_task,0.99,0.99,L4,high,7,6
state_action_alignment|per_task|0.995,state_action_alignment,token_graph,per_task,0.995,0.995,L4,high,3,3
state_action_alignment|per_task|selected,state_action_alignment,token_graph,per_task,selected,0.95,L4,high,31,49
