prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
1,state,back_12_15,8,top1_mass,0.1875,0.5,-0.3125,-0.625,-0.0625,0.033932135728542916,0.8822355289421158,16,16
1,state,back_12_15,7,entropy,0.4375,0.1875,0.25,-0.125,0.7828124999999986,0.08383233532934131,0.998003992015968,16,16
1,state,front_2_5,8,entropy,0.4375,0.1875,0.25,-0.125,0.625,0.09780439121756487,0.998003992015968,16,16
1,state,back_12_15,3,entropy,0.5,0.25,0.25,0.125,0.4375,0.0998003992015968,0.998003992015968,16,16
1,state,back_12_15,0,top1_mass,0.1875,0.4375,-0.25,-0.5,0.0,0.10778443113772455,0.998003992015968,16,16
1,action,back_12_15,0,entropy,0.25,0.5,-0.25,-0.4375,-0.0625,0.11377245508982035,0.998003992015968,16,16
1,action,front_2_5,7,top1_mass,0.4375,0.25,0.1875,0.0,0.375,0.20359281437125748,1.0,16,16
1,action,front_2_5,6,top1_mass,0.4375,0.25,0.1875,0.0,0.375,0.22355289421157684,1.0,16,16
1,action,back_12_15,6,top1_mass,0.1875,0.375,-0.1875,-0.375,0.0,0.2375249500998004,1.0,16,16
1,action,front_2_5,9,token_dispersion,0.5,0.3125,0.1875,-0.125,0.5953124999999986,0.23952095808383234,1.0,16,16
1,state,back_12_15,2,top1_mass,0.3125,0.5,-0.1875,-0.375,0.0,0.24151696606786427,1.0,16,16
1,state,back_12_15,8,consensus_distance,0.4375,0.25,0.1875,-0.125,0.5953124999999986,0.2435129740518962,1.0,16,16
1,state,front_2_5,0,top1_mass,0.5,0.3125,0.1875,0.0625,0.25,0.2435129740518962,1.0,16,16
1,state,front_2_5,1,top1_mass,0.4375,0.25,0.1875,0.0625,0.25,0.2435129740518962,1.0,16,16
1,action,back_12_15,5,top1_mass,0.1875,0.375,-0.1875,-0.25,-0.0625,0.24750499001996007,1.0,16,16
1,action,back_12_15,6,entropy,0.3125,0.5,-0.1875,-0.5625,0.0,0.249500998003992,1.0,16,16
1,action,back_12_15,9,entropy,0.25,0.4375,-0.1875,-0.5625,0.0,0.249500998003992,1.0,16,16
1,action,front_2_5,0,token_dispersion,0.5,0.3125,0.1875,-0.125,0.5,0.249500998003992,1.0,16,16
1,action,back_12_15,1,entropy,0.25,0.4375,-0.1875,-0.4078124999999999,0.0,0.25349301397205587,1.0,16,16
1,state,front_2_5,0,consensus_distance,0.375,0.1875,0.1875,0.0625,0.25,0.25349301397205587,1.0,16,16
1,action,back_12_15,4,top1_mass,0.25,0.4375,-0.1875,-0.375,0.0,0.25748502994011974,1.0,16,16
1,action,back_12_15,9,consensus_distance,0.5,0.3125,0.1875,-0.125,0.5,0.2654690618762475,1.0,16,16
1,action,back_12_15,7,top1_mass,0.1875,0.375,-0.1875,-0.375,0.0,0.27345309381237526,1.0,16,16
1,action,front_2_5,8,consensus_distance,0.5,0.3125,0.1875,0.0625,0.25,0.27944111776447106,1.0,16,16
1,action,front_2_5,9,consensus_distance,0.4375,0.25,0.1875,0.0625,0.25,0.2894211576846307,1.0,16,16
1,action,front_2_5,5,consensus_distance,0.5,0.375,0.125,0.0,0.25,0.45708582834331335,1.0,16,16
1,action,front_2_5,6,consensus_distance,0.5,0.375,0.125,0.0,0.25,0.46107784431137727,1.0,16,16
1,state,front_2_5,7,entropy,0.4375,0.3125,0.125,-0.125,0.25,0.46506986027944114,1.0,16,16
1,action,front_2_5,3,consensus_distance,0.5625,0.4375,0.125,-0.125,0.25,0.469061876247505,1.0,16,16
1,state,front_2_5,6,top1_mass,0.375,0.25,0.125,0.0,0.25,0.469061876247505,1.0,16,16
1,action,back_12_15,0,top1_mass,0.5,0.375,0.125,-0.125,0.25,0.47105788423153694,1.0,16,16
1,action,back_12_15,0,consensus_distance,0.4375,0.3125,0.125,0.0,0.25,0.4750499001996008,1.0,16,16
1,action,back_12_15,1,top1_mass,0.5625,0.4375,0.125,-0.125,0.25,0.4750499001996008,1.0,16,16
1,action,front_2_5,8,token_dispersion,0.4375,0.3125,0.125,-0.125,0.375,0.4750499001996008,1.0,16,16
1,state,front_2_5,3,top1_mass,0.4375,0.3125,0.125,-0.125,0.4078124999999986,0.4750499001996008,1.0,16,16
1,action,back_12_15,3,entropy,0.3125,0.4375,-0.125,-0.4078124999999999,0.15781249999999858,0.47704590818363274,1.0,16,16
1,action,back_12_15,2,entropy,0.3125,0.4375,-0.125,-0.4078124999999999,0.15781249999999858,0.4810379241516966,1.0,16,16
1,state,back_12_15,3,consensus_distance,0.4375,0.3125,0.125,-0.125,0.375,0.48502994011976047,1.0,16,16
1,state,front_2_5,2,top1_mass,0.4375,0.3125,0.125,-0.125,0.4078124999999986,0.48502994011976047,1.0,16,16
1,action,back_12_15,8,entropy,0.3125,0.4375,-0.125,-0.5,0.1875,0.48902195608782434,1.0,16,16
1,action,back_12_15,0,token_dispersion,0.4375,0.3125,0.125,-0.1578124999999999,0.375,0.49101796407185627,1.0,16,16
1,state,front_2_5,5,top1_mass,0.375,0.25,0.125,0.0,0.25,0.49101796407185627,1.0,16,16
1,state,back_12_15,1,consensus_distance,0.4375,0.3125,0.125,-0.1578124999999999,0.375,0.4930139720558882,1.0,16,16
1,state,front_2_5,4,entropy,0.375,0.25,0.125,0.0,0.375,0.4930139720558882,1.0,16,16
1,state,back_12_15,4,top1_mass,0.3125,0.4375,-0.125,-0.25,0.0,0.49500998003992014,1.0,16,16
1,state,front_2_5,1,consensus_distance,0.375,0.25,0.125,0.0,0.25,0.49500998003992014,1.0,16,16
1,state,back_12_15,2,entropy,0.4375,0.3125,0.125,-0.125,0.375,0.499001996007984,1.0,16,16
1,action,front_2_5,5,top1_mass,0.5,0.375,0.125,0.0,0.25,0.5049900199600799,1.0,16,16
1,state,front_2_5,9,top1_mass,0.3125,0.4375,-0.125,-0.375,0.125,0.5049900199600799,1.0,16,16
1,action,back_12_15,7,entropy,0.3125,0.4375,-0.125,-0.5,0.1875,0.5109780439121756,1.0,16,16
