failure_type,prefix_queries,model,feature_scope,n_failure_branches,n_type_positive,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
loop_or_cycling,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,39,0.38714249416513463,4.1098414944250665,noise+action_within_snapshot,-0.12784684977461158,-0.4930543668603337,-0.11249652369770025
loop_or_cycling,3,failure_rate_only,absolute,55,39,0.25929564439052305,0.7365087778132762,noise+action,0.0,0.0,0.057818840062910215
loop_or_cycling,3,noise+action,absolute,55,39,0.31711448445343327,1.136703606846537,noise+action,-0.057818840062910215,-0.22298423175913334,0.0
loop_or_cycling,3,moe_action,absolute,55,39,0.3224419260537333,1.8970796839268615,noise+action,-0.06314628166321024,-0.24353005161978786,-0.00532744160030002
loop_or_cycling,3,moe_state,absolute,55,39,0.5182007867283304,3.847365057606797,noise+action,-0.2589051423378073,-0.9984939891542196,-0.2010863022748971
loop_or_cycling,3,moe_action+state,absolute,55,39,0.4715114951718849,2.942813677878607,noise+action,-0.21221585078136185,-0.8184319920998954,-0.15439701071845163
loop_or_cycling,3,noise+action+moe_action,absolute,55,39,0.326728225746543,1.9099603207617342,noise+action,-0.06743258135601993,-0.2600606019222609,-0.009613741293109712
loop_or_cycling,3,noise+action+moe_action+state,absolute,55,39,0.47130982931429316,3.0313879140188296,noise+action,-0.2120141849237701,-0.8176542472285314,-0.1541953448608599
loop_or_cycling,3,noise+action_within_snapshot,within_snapshot_centered,55,39,0.27400523177224817,0.8338856280127018,noise+action_within_snapshot,-0.01470958738172512,-0.056729018400213195,0.0
loop_or_cycling,3,moe_action_within_snapshot,within_snapshot_centered,55,39,0.2874303077560734,0.8430474364358572,noise+action_within_snapshot,-0.028134663365550372,-0.10850418807335223,-0.013425075983825252
loop_or_cycling,3,moe_state_within_snapshot,within_snapshot_centered,55,39,0.3641278108582426,3.3149128973931297,noise+action_within_snapshot,-0.10483216646771953,-0.4042959021318255,-0.09012257908599441
loop_or_cycling,3,moe_action+state_within_snapshot,within_snapshot_centered,55,39,0.28157551970085687,2.38336327080489,noise+action_within_snapshot,-0.02227987531033382,-0.08592460302487102,-0.007570287928608699
loop_or_cycling,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,39,0.2870884566868667,0.8407069773846716,noise+action_within_snapshot,-0.027792812296343672,-0.10718580468897174,-0.013083224914618552
loop_or_cycling,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,39,0.2813386488639524,2.3386209810676526,noise+action_within_snapshot,-0.02204300447342933,-0.08501108657355826,-0.0073334170917042085
drop_or_regrasp,1,failure_rate_only,absolute,55,9,0.1447376452222445,0.4756487660950027,noise+action,0.0,0.0,0.0313721457397583
drop_or_regrasp,1,noise+action,absolute,55,9,0.1761097909620028,0.5639758447204397,noise+action,-0.0313721457397583,-0.21675180421504306,0.0
drop_or_regrasp,1,moe_action,absolute,55,9,0.16980476347305765,0.5598563276341905,noise+action,-0.025067118250813147,-0.17319003782549186,0.006305027488945153
drop_or_regrasp,1,moe_state,absolute,55,9,0.2286038409619678,1.500893956923883,noise+action,-0.08386619573972331,-0.5794359553863604,-0.052494049999965015
drop_or_regrasp,1,moe_action+state,absolute,55,9,0.23868666424575874,2.4720406908559975,noise+action,-0.09394901902351424,-0.6490987115290955,-0.06257687328375594
drop_or_regrasp,1,noise+action+moe_action,absolute,55,9,0.15750257291926292,0.53047270673774,noise+action,-0.012764927697018424,-0.08819355653753999,0.018607218042739876
drop_or_regrasp,1,noise+action+moe_action+state,absolute,55,9,0.2365513545509465,2.359935750973309,noise+action,-0.091813709328702,-0.634345744589959,-0.0604415635889437
drop_or_regrasp,1,noise+action_within_snapshot,within_snapshot_centered,55,9,0.15616094885440943,0.5617350035594602,noise+action_within_snapshot,-0.011423303632164927,-0.07892420534149534,0.0
drop_or_regrasp,1,moe_action_within_snapshot,within_snapshot_centered,55,9,0.1612141927028168,0.556982436662357,noise+action_within_snapshot,-0.016476547480572312,-0.1138373327496975,-0.005053243848407385
drop_or_regrasp,1,moe_state_within_snapshot,within_snapshot_centered,55,9,0.3779832041668755,4.184781916502247,noise+action_within_snapshot,-0.23324555894463098,-1.6115058289533637,-0.22182225531246605
drop_or_regrasp,1,moe_action+state_within_snapshot,within_snapshot_centered,55,9,0.3719923153295925,3.959280609763344,noise+action_within_snapshot,-0.22725467010734798,-1.5701144630230697,-0.21583136647518306
drop_or_regrasp,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,9,0.16279305240852815,0.5603679425565116,noise+action_within_snapshot,-0.01805540718628365,-0.1247457574604008,-0.006632103554118723
drop_or_regrasp,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,9,0.3717330085980516,3.953099139213234,noise+action_within_snapshot,-0.22699536337580709,-1.5683228991825586,-0.21557205974364216
drop_or_regrasp,3,failure_rate_only,absolute,55,9,0.1447376452222445,0.4756487660950027,noise+action,0.0,0.0,0.015136366704062681
drop_or_regrasp,3,noise+action,absolute,55,9,0.15987401192630718,0.512428217747226,noise+action,-0.015136366704062681,-0.1045779533086973,0.0
drop_or_regrasp,3,moe_action,absolute,55,9,0.14625025074426462,0.52399491998159,noise+action,-0.0015126055220201218,-0.010450671072460227,0.01362376118204256
drop_or_regrasp,3,moe_state,absolute,55,9,0.18805342602692338,0.7076223295818257,noise+action,-0.04331578080467888,-0.2992710067803545,-0.028179414100616196
drop_or_regrasp,3,moe_action+state,absolute,55,9,0.15279444730757571,0.7282191262105705,noise+action,-0.008056802085331216,-0.05566486917042215,0.007079564618731465
drop_or_regrasp,3,noise+action+moe_action,absolute,55,9,0.14540534921178588,0.5181602197486073,noise+action,-0.000667703989541385,-0.004613201966331055,0.014468662714521296
drop_or_regrasp,3,noise+action+moe_action+state,absolute,55,9,0.15358927850600856,0.7584216455433949,noise+action,-0.008851633283764065,-0.06115639970632652,0.006284733420298616
drop_or_regrasp,3,noise+action_within_snapshot,within_snapshot_centered,55,9,0.15852491246426834,0.5563940621783587,noise+action_within_snapshot,-0.013787267242023837,-0.0952569542005019,0.0
drop_or_regrasp,3,moe_action_within_snapshot,within_snapshot_centered,55,9,0.16405898999599805,0.6505985950756917,noise+action_within_snapshot,-0.01932134477375355,-0.1334921868052064,-0.005534077531729714
drop_or_regrasp,3,moe_state_within_snapshot,within_snapshot_centered,55,9,0.3343255508684833,3.4058395051223562,noise+action_within_snapshot,-0.1895879056462388,-1.3098728071409949,-0.17580063840421498
drop_or_regrasp,3,moe_action+state_within_snapshot,within_snapshot_centered,55,9,0.23080081838854755,0.8006036012498883,noise+action_within_snapshot,-0.08606317316630305,-0.5946149879262795,-0.07227590592427921
drop_or_regrasp,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,9,0.1636882008573112,0.651238773254599,noise+action_within_snapshot,-0.0189505556350667,-0.13093038515286154,-0.005163288393042864
drop_or_regrasp,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,9,0.3213093634687139,1.2057221948918417,noise+action_within_snapshot,-0.17657171824646942,-1.2199432841079025,-0.16278445100444558
single_subtask_omission,1,failure_rate_only,absolute,55,19,0.3516658459323994,0.9799508827689215,noise+action,0.0,0.0,0.17499534236784525
single_subtask_omission,1,noise+action,absolute,55,19,0.5266611883002447,2.721523918877243,noise+action,-0.17499534236784525,-0.4976182486640586,0.0
single_subtask_omission,1,moe_action,absolute,55,19,0.46808946629372894,2.875505162423558,noise+action,-0.11642362036132953,-0.3310632002168035,0.058571722006515725
single_subtask_omission,1,moe_state,absolute,55,19,0.5776170751534467,2.79663404844459,noise+action,-0.22595122922104732,-0.6425168432890177,-0.05095588685320207
single_subtask_omission,1,moe_action+state,absolute,55,19,0.5160548034436393,2.538920028752794,noise+action,-0.16438895751123989,-0.467457842189316,0.010606384856605366
single_subtask_omission,1,noise+action+moe_action,absolute,55,19,0.46792187886271347,3.2978464707423436,noise+action,-0.11625603293031406,-0.33058664716806735,0.058739309437531195
single_subtask_omission,1,noise+action+moe_action+state,absolute,55,19,0.512027186943381,2.706546618101631,noise+action,-0.1603613410109816,-0.4560048775444852,0.014634001356863657
single_subtask_omission,1,noise+action_within_snapshot,within_snapshot_centered,55,19,0.3780533707299329,1.1566149487308848,noise+action_within_snapshot,-0.02638752479753348,-0.07503579065965349,0.0
single_subtask_omission,1,moe_action_within_snapshot,within_snapshot_centered,55,19,0.37826645577062307,1.0753471330577036,noise+action_within_snapshot,-0.026600609838223654,-0.07564172109945837,-0.0002130850406901752
single_subtask_omission,1,moe_state_within_snapshot,within_snapshot_centered,55,19,0.38547758523880427,4.119312111612262,noise+action_within_snapshot,-0.03381173930640485,-0.09614735038245503,-0.007424214508871374
single_subtask_omission,1,moe_action+state_within_snapshot,within_snapshot_centered,55,19,0.3472200506221123,2.9861507164656467,noise+action_within_snapshot,0.004445795310287104,0.012642101477041695,0.030833320107820583
single_subtask_omission,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,19,0.37932416131748764,1.0824425396512358,noise+action_within_snapshot,-0.027658315385088228,-0.07864942161714782,-0.0012707905875547487
single_subtask_omission,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,19,0.3456247313289199,2.9817624998129926,noise+action_within_snapshot,0.006041114603479503,0.017178565030852567,0.03242863940101298
single_subtask_omission,3,failure_rate_only,absolute,55,19,0.3516658459323994,0.9799508827689215,noise+action,0.0,0.0,0.04405774390839379
single_subtask_omission,3,noise+action,absolute,55,19,0.3957235898407932,1.5135772276892836,noise+action,-0.04405774390839379,-0.12528297649031003,0.0
single_subtask_omission,3,moe_action,absolute,55,19,0.38054258706809196,1.830427300051123,noise+action,-0.028876741135692552,-0.08211414747749918,0.015181002772701235
single_subtask_omission,3,moe_state,absolute,55,19,0.6206385699088698,2.888221899947998,noise+action,-0.2689727239764704,-0.7648531328463865,-0.2249149800680766
single_subtask_omission,3,moe_action+state,absolute,55,19,0.5314695070778633,4.077470169754971,noise+action,-0.17980366114546392,-0.511291224965951,-0.13574591723707014
single_subtask_omission,3,noise+action+moe_action,absolute,55,19,0.3574635123814963,1.6788304048211458,noise+action,-0.005797666449096905,-0.01648629378188574,0.03826007745929688
single_subtask_omission,3,noise+action+moe_action+state,absolute,55,19,0.5237096289240811,4.119743664337799,noise+action,-0.17204378299168172,-0.4892251692385095,-0.12798603908328793
single_subtask_omission,3,noise+action_within_snapshot,within_snapshot_centered,55,19,0.42459909323029904,1.6851570486451157,noise+action_within_snapshot,-0.07293324729789963,-0.20739360430219192,0.0
single_subtask_omission,3,moe_action_within_snapshot,within_snapshot_centered,55,19,0.43221795249160955,2.8103801159036164,noise+action_within_snapshot,-0.08055210655921013,-0.2290586575037902,-0.007618859261310507
single_subtask_omission,3,moe_state_within_snapshot,within_snapshot_centered,55,19,0.4003220296447081,3.071296592971741,noise+action_within_snapshot,-0.048656183712308676,-0.13835913915183518,0.024277063585590952
single_subtask_omission,3,moe_action+state_within_snapshot,within_snapshot_centered,55,19,0.4521754973032638,3.7235304008098473,noise+action_within_snapshot,-0.10050965137086437,-0.2858101022132963,-0.027576404072964744
single_subtask_omission,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,19,0.43337933839989,2.8584336223488043,noise+action_within_snapshot,-0.0817134924674906,-0.23236118438183034,-0.008780245169590972
single_subtask_omission,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,19,0.45295091725113557,3.652777925186714,noise+action_within_snapshot,-0.10128507131873615,-0.2880150929931539,-0.028351824020836525
non_stagnation_non_loop,1,failure_rate_only,absolute,55,7,0.12319598209393309,0.44442546567227886,noise+action,0.0,0.0,0.15252826416108992
non_stagnation_non_loop,1,noise+action,absolute,55,7,0.275724246255023,0.9572359961639091,noise+action,-0.15252826416108992,-1.2380944700354908,0.0
non_stagnation_non_loop,1,moe_action,absolute,55,7,0.10401706299518866,0.4733461972491627,noise+action,0.019178919098744432,0.15567812174362233,0.17170718325983436
non_stagnation_non_loop,1,moe_state,absolute,55,7,0.3227580171262648,0.9860467373062429,noise+action,-0.1995620350323317,-1.6198745416889642,-0.047033770871241776
non_stagnation_non_loop,1,moe_action+state,absolute,55,7,0.34228955400890004,2.5007942840465045,noise+action,-0.21909357191496695,-1.7784149141155832,-0.06656530775387703
non_stagnation_non_loop,1,noise+action+moe_action,absolute,55,7,0.11349247269176893,0.5236528142583861,noise+action,0.009703509402164162,0.0787648203880995,0.16223177356325408
non_stagnation_non_loop,1,noise+action+moe_action+state,absolute,55,7,0.3443630946987985,2.2728552743028234,noise+action,-0.2211671126048654,-1.7952461504485786,-0.06863884844377549
non_stagnation_non_loop,1,noise+action_within_snapshot,within_snapshot_centered,55,7,0.12647469549192195,0.520124599239131,noise+action_within_snapshot,-0.0032787133979888528,-0.02661380137778305,0.0
non_stagnation_non_loop,1,moe_action_within_snapshot,within_snapshot_centered,55,7,0.14623727549566157,0.9467833319390078,noise+action_within_snapshot,-0.023041293401728474,-0.1870295849759143,-0.01976258000373962
non_stagnation_non_loop,1,moe_state_within_snapshot,within_snapshot_centered,55,7,0.25288611606265105,2.98997993542257,noise+action_within_snapshot,-0.12969013396871795,-1.052713990865654,-0.1264114205707291
non_stagnation_non_loop,1,moe_action+state_within_snapshot,within_snapshot_centered,55,7,0.29502235990050196,3.5207140726746764,noise+action_within_snapshot,-0.17182637780656887,-1.394740111536727,-0.16854766440858002
non_stagnation_non_loop,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,7,0.14449747892628825,0.9590634074690205,noise+action_within_snapshot,-0.02130149683235516,-0.1729073990100865,-0.018022783434366307
non_stagnation_non_loop,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,7,0.29477527263529407,3.5076415863613217,noise+action_within_snapshot,-0.17157929054136098,-1.392734467675554,-0.16830057714337213
non_stagnation_non_loop,3,failure_rate_only,absolute,55,7,0.12319598209393309,0.44442546567227886,noise+action,0.0,0.0,0.2352976934706805
non_stagnation_non_loop,3,noise+action,absolute,55,7,0.3584936755646136,1.1707813275854944,noise+action,-0.2352976934706805,-1.9099461644071585,0.0
non_stagnation_non_loop,3,moe_action,absolute,55,7,0.23194777909449904,1.55611858647498,noise+action,-0.10875179700056595,-0.8827544141630049,0.12654589647011455
non_stagnation_non_loop,3,moe_state,absolute,55,7,0.41411821150766515,4.300803719996867,noise+action,-0.290922229413732,-2.3614587462106753,-0.055624535943051556
non_stagnation_non_loop,3,moe_action+state,absolute,55,7,0.401283861810954,3.3780628624924325,noise+action,-0.27808787971702087,-2.2572804322870494,-0.0427901862463404
non_stagnation_non_loop,3,noise+action+moe_action,absolute,55,7,0.24613067244254352,1.6059468606190024,noise+action,-0.12293469034861043,-0.9978790562737392,0.11236300312207007
non_stagnation_non_loop,3,noise+action+moe_action+state,absolute,55,7,0.3981185782838502,3.6086762702612734,noise+action,-0.2749225961899171,-2.231587357940758,-0.03962490271923663
non_stagnation_non_loop,3,noise+action_within_snapshot,within_snapshot_centered,55,7,0.12397970975942264,0.4883226487426419,noise+action_within_snapshot,-0.0007837276654895503,-0.006361633327391979,0.0
non_stagnation_non_loop,3,moe_action_within_snapshot,within_snapshot_centered,55,7,0.132848472005564,1.0595287684955073,noise+action_within_snapshot,-0.009652489911630896,-0.07835068764069898,-0.008868762246141346
non_stagnation_non_loop,3,moe_state_within_snapshot,within_snapshot_centered,55,7,0.2978712601319886,3.685313034106798,noise+action_within_snapshot,-0.17467527803805552,-1.4178650558982604,-0.17389155037256598
non_stagnation_non_loop,3,moe_action+state_within_snapshot,within_snapshot_centered,55,7,0.27871597752952026,1.5105260834184275,noise+action_within_snapshot,-0.15551999543558717,-1.2623787950893401,-0.15473626777009764
non_stagnation_non_loop,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,7,0.13267936763243493,1.0991567214430966,noise+action_within_snapshot,-0.009483385538501837,-0.07697804244355187,-0.008699657873012287
non_stagnation_non_loop,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,7,0.2572128828834793,1.2816356922297876,noise+action_within_snapshot,-0.13401690078954623,-1.0878349968212642,-0.1332331731240567
