failure_type,prefix_queries,model,feature_scope,n_failure_branches,n_type_positive,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
stagnation,1,failure_rate_only,absolute,55,14,0.23592816714892836,0.7041542394568221,noise+action,0.0,0.0,0.05869889799661185
stagnation,1,noise+action,absolute,55,14,0.2946270651455402,1.2180238213826176,noise+action,-0.05869889799661185,-0.248799872884862,0.0
stagnation,1,moe_action,absolute,55,14,0.2912491364186055,1.5926213748606732,noise+action,-0.05532096926967714,-0.2344822576218976,0.003377928726934709
stagnation,1,moe_state,absolute,55,14,0.3201702792249022,1.4574441991442517,noise+action,-0.08424211207597385,-0.3570667847506164,-0.025543214079361998
stagnation,1,moe_action+state,absolute,55,14,0.29408252066803253,1.7460483265684057,noise+action,-0.05815435351910417,-0.2464917785013544,0.0005445444775076802
stagnation,1,noise+action+moe_action,absolute,55,14,0.29035826981097984,1.6162396060895545,noise+action,-0.05443010266205148,-0.2307062497870073,0.004268795334560371
stagnation,1,noise+action+moe_action+state,absolute,55,14,0.29853878284737995,1.775218206666493,noise+action,-0.06261061569845158,-0.265379994491836,-0.003911717701839734
stagnation,1,noise+action_within_snapshot,within_snapshot_centered,55,14,0.25058396163302676,0.7666425459747785,noise+action_within_snapshot,-0.0146557944840984,-0.06211973187095973,0.0
stagnation,1,moe_action_within_snapshot,within_snapshot_centered,55,14,0.2508844388984206,0.7348635879458104,noise+action_within_snapshot,-0.01495627174949224,-0.06339332827542875,-0.00030047726539383923
stagnation,1,moe_state_within_snapshot,within_snapshot_centered,55,14,0.3192150286909853,3.6377426239757957,noise+action_within_snapshot,-0.08328686154205692,-0.3530178806055088,-0.06863106705795852
stagnation,1,moe_action+state_within_snapshot,within_snapshot_centered,55,14,0.2872142568876298,3.0309576806373424,noise+action_within_snapshot,-0.05128608973870144,-0.21738010496358995,-0.03663029525460304
stagnation,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,14,0.2531621587309007,0.7477061218958727,noise+action_within_snapshot,-0.017233991581972335,-0.07304762203782761,-0.0025781970978739355
stagnation,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,14,0.28734098946853537,3.0316068803705862,noise+action_within_snapshot,-0.051412822319607004,-0.217917270925743,-0.036757027835508604
stagnation,3,failure_rate_only,absolute,55,14,0.23592816714892836,0.7041542394568221,noise+action,0.0,0.0,0.04325041433348967
stagnation,3,noise+action,absolute,55,14,0.27917858148241803,1.4803080731302525,noise+action,-0.04325041433348967,-0.18332026589342373,0.0
stagnation,3,moe_action,absolute,55,14,0.2584082300974052,2.888650658627716,noise+action,-0.022480062948476848,-0.0952835060778751,0.02077035138501282
stagnation,3,moe_state,absolute,55,14,0.4478073855587448,3.612138864325914,noise+action,-0.2118792184098164,-0.89806664871884,-0.16862880407632674
stagnation,3,moe_action+state,absolute,55,14,0.3002578504504803,3.6678085577200092,noise+action,-0.06432968330155195,-0.2726663970603569,-0.02107926896806228
stagnation,3,noise+action+moe_action,absolute,55,14,0.26056323476393967,2.990145494951855,noise+action,-0.024635067615011302,-0.10441766200582803,0.018615346718478365
stagnation,3,noise+action+moe_action+state,absolute,55,14,0.2955670254819051,3.657400041947539,noise+action,-0.059638858332976746,-0.2527839683310473,-0.01638844399948708
stagnation,3,noise+action_within_snapshot,within_snapshot_centered,55,14,0.2449267866357565,0.7606678329813406,noise+action_within_snapshot,-0.008998619486828147,-0.038141352919288427,0.0
stagnation,3,moe_action_within_snapshot,within_snapshot_centered,55,14,0.2501835236193271,0.7587506401269708,noise+action_within_snapshot,-0.014255356470398745,-0.06042244401195271,-0.005256736983570598
stagnation,3,moe_state_within_snapshot,within_snapshot_centered,55,14,0.32643200823075497,3.4132479340397817,noise+action_within_snapshot,-0.0905038410818266,-0.38360761317955117,-0.08150522159499846
stagnation,3,moe_action+state_within_snapshot,within_snapshot_centered,55,14,0.2789514262975524,2.7707708761771874,noise+action_within_snapshot,-0.04302325914862401,-0.18235745086539756,-0.034024639661795864
stagnation,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,14,0.2500743175306126,0.7627612973327137,noise+action_within_snapshot,-0.014146150381684236,-0.05995956545855992,-0.005147530894856089
stagnation,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,55,14,0.2786849568144606,2.6329416528253953,noise+action_within_snapshot,-0.04275678966553223,-0.18122799910763618,-0.03375817017870408
loop_or_cycling,1,failure_rate_only,absolute,55,39,0.25929564439052305,0.7365087778132762,noise+action,0.0,0.0,0.08580327610658661
loop_or_cycling,1,noise+action,absolute,55,39,0.34509892049710966,1.101172885918369,noise+action,-0.08580327610658661,-0.3309090529008617,0.0
loop_or_cycling,1,moe_action,absolute,55,39,0.327573302016158,1.2850419383173062,noise+action,-0.06827765762563492,-0.26331972442546125,0.017525618480951688
loop_or_cycling,1,moe_state,absolute,55,39,0.19893750289690265,0.6143629559205129,noise+action,0.0603581414936204,0.23277730574878264,0.146161417600207
loop_or_cycling,1,moe_action+state,absolute,55,39,0.2447805087717712,0.7430414547164252,noise+action,0.01451513561875184,0.05597909541778,0.10031841172533845
loop_or_cycling,1,noise+action+moe_action,absolute,55,39,0.3299000144241087,1.2454373074082397,noise+action,-0.07060437003358566,-0.2722929272473586,0.01519890607300095
loop_or_cycling,1,noise+action+moe_action+state,absolute,55,39,0.23842706648286163,0.7220755163478598,noise+action,0.020868577907661418,0.08048179118748104,0.10667185401424803
loop_or_cycling,1,noise+action_within_snapshot,within_snapshot_centered,55,39,0.2746459704674344,0.7906089308286106,noise+action_within_snapshot,-0.015350326076911336,-0.05920009228459054,0.0
loop_or_cycling,1,moe_action_within_snapshot,within_snapshot_centered,55,39,0.29571523061093025,0.8465521462970984,noise+action_within_snapshot,-0.036419586220407196,-0.14045583490618127,-0.02106926014349586
loop_or_cycling,1,moe_state_within_snapshot,within_snapshot_centered,55,39,0.2224739345679961,2.272178976617429,noise+action_within_snapshot,0.03682170982252694,0.14200666543812077,0.05217203589943828
loop_or_cycling,1,moe_action+state_within_snapshot,within_snapshot_centered,55,39,0.3878957523731783,4.018106099392086,noise+action_within_snapshot,-0.12860010798265525,-0.49595938367931736,-0.11324978190574392
loop_or_cycling,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,55,39,0.29542679563811247,0.8564924126029938,noise+action_within_snapshot,-0.03613115124758942,-0.139343456125212,-0.020780825170678086
