cohort,layer,window,suite,n,n_risk,mean_coupling_risk,mean_coupling_ok,delta,auc
development_main,L5,prefix_K12,libero_goal,1373,102,0.28395721925133693,0.43378156068950724,-0.1498243414381703,0.32090294811866527
development_main,L5,prefix_K12,libero_long,2800,222,0.521949221949222,0.4933352140489457,0.028614007900276295,0.5388963439778025
development_main,L5,prefix_K12,libero_object,3409,37,0.21056511056511062,0.5484578884934757,-0.33789277792836503,0.2295533968131833
development_main,L5,prefix_K12,libero_spatial,760,126,0.28701298701298694,0.523860051620304,-0.23684706460731708,0.2542937259025587
development_main,L5,whole_episode,libero_goal,4000,102,0.6030425963488842,0.44500677418571216,0.15803582216317208,0.6741290153824485
development_main,L5,whole_episode,libero_long,2800,222,0.5658533260822931,0.499256833323047,0.06659649275924612,0.6154659314085226
development_main,L5,whole_episode,libero_object,4000,37,0.38004488004488,0.4664131430292486,-0.08636826298436856,0.4534204908921033
development_main,L5,whole_episode,libero_spatial,4000,126,0.6364460935889505,0.2343204320910143,0.40212566149793627,0.8552980390228713
development_main,L12,prefix_K12,libero_goal,1373,102,0.5189839572192513,0.6766804101397286,-0.1576964529204773,0.3284159454497771
development_main,L12,prefix_K12,libero_long,2800,222,0.5935708435708436,0.6196599585226406,-0.026089114951797,0.45492000922567255
development_main,L12,prefix_K12,libero_object,3409,37,0.22334152334152338,0.6032947937647335,-0.37995327042321014,0.1884197364624411
development_main,L12,prefix_K12,libero_spatial,760,126,0.2816017316017317,0.5080585030111844,-0.2264567714094527,0.2735216063291773
development_main,L12,whole_episode,libero_goal,4000,102,0.7757654786052349,0.5405344983121645,0.23523098029307044,0.7722135031539553
development_main,L12,whole_episode,libero_long,2800,222,0.7592511567851729,0.6050881046697362,0.15416305211543668,0.7572853109121535
development_main,L12,whole_episode,libero_object,4000,37,0.5613800613800614,0.552404361293399,0.008975700086662375,0.5576446999611269
development_main,L12,whole_episode,libero_spatial,4000,126,0.7399505256648113,0.38106426545909977,0.35888626020571157,0.8666476141308356
development_main,L13,prefix_K12,libero_goal,1373,102,0.4891265597147951,0.6648952149345541,-0.17576865521975898,0.27289381527591366
development_main,L13,prefix_K12,libero_long,2800,222,0.6377968877968879,0.6075357923689965,0.03026109542789146,0.542895882694176
development_main,L13,prefix_K12,libero_object,3409,37,0.3515970515970516,0.61157707526514,-0.2599800236680884,0.20713106344778942
development_main,L13,prefix_K12,libero_spatial,760,126,0.25591630591630593,0.48857183825638084,-0.2326555323400749,0.2963359371088078
development_main,L13,whole_episode,libero_goal,4000,102,0.7805128948130976,0.6237834288927323,0.1567294659203653,0.7539789132687451
development_main,L13,whole_episode,libero_long,2800,222,0.7810596731283055,0.6271958715103721,0.15386380161793334,0.7969242516372074
development_main,L13,whole_episode,libero_object,4000,37,0.572946572946573,0.5350796022030307,0.03786697074354228,0.5983523265885113
development_main,L13,whole_episode,libero_spatial,4000,126,0.7215625644197073,0.28589590281563926,0.4356666616040681,0.8683285394694791
development_main,L14,prefix_K12,libero_goal,1373,102,0.3915329768270945,0.6401831056433732,-0.24865012881627874,0.21123941315314482
development_main,L14,prefix_K12,libero_long,2800,222,0.5841113841113842,0.5635504950033714,0.020560889108012792,0.531005598305831
development_main,L14,prefix_K12,libero_object,3409,37,0.3744471744471745,0.6189548828703015,-0.24450770842312702,0.18276506043409957
development_main,L14,prefix_K12,libero_spatial,760,126,0.3327561327561328,0.5114138227702897,-0.17865769001415688,0.3149441690451154
development_main,L14,whole_episode,libero_goal,4000,102,0.7722447599729545,0.5513320267426421,0.22091273323031235,0.7679642149317397
development_main,L14,whole_episode,libero_long,2800,222,0.7704230683458186,0.5717230715437275,0.19869999680209116,0.8169446599431084
development_main,L14,whole_episode,libero_object,4000,37,0.6284856284856285,0.5572125885539471,0.07127303993168144,0.647093725064959
development_main,L14,whole_episode,libero_spatial,4000,126,0.7604617604617603,0.3472574584960324,0.4132043019657279,0.9052330965082643
development_main,L15,prefix_K12,libero_goal,1373,102,0.4194295900178253,0.6592848194297732,-0.23985522941194792,0.23373212384875272
development_main,L15,prefix_K12,libero_long,2800,222,0.5919737919737921,0.5928069302556168,-0.0008331382818247413,0.4732717589583377
development_main,L15,prefix_K12,libero_object,3409,37,0.20663390663390663,0.5731855925806104,-0.3665516859467038,0.11436792664550671
development_main,L15,prefix_K12,libero_spatial,760,126,0.2558441558441558,0.5235015772870663,-0.26765742144291044,0.2571228281007461
development_main,L15,whole_episode,libero_goal,4000,102,0.7314702030219713,0.5922928840895199,0.13917731893245144,0.6902006056398958
development_main,L15,whole_episode,libero_long,2800,222,0.7823751824458514,0.5989755583863544,0.18339962405949695,0.8135968590778521
development_main,L15,whole_episode,libero_object,4000,37,0.5490875490875491,0.5275190361186257,0.02156851296892337,0.584951340439607
development_main,L15,whole_episode,libero_spatial,4000,126,0.7144300144300145,0.36521284145718536,0.34921717297282917,0.8317609869623293
external_8b,L2,prefix_K12,libero_goal,1383,106,0.43722126929674104,0.42034598134833057,0.016875287948410478,0.517926005821427
external_8b,L2,prefix_K12,libero_long,4000,274,0.16761778367617783,0.2668886937002879,-0.09927091002411007,0.407243340346588
external_8b,L2,prefix_K12,libero_object,2999,44,0.2710743801652893,0.5091559916145754,-0.23808161144928608,0.27508460236886634
external_8b,L2,prefix_K12,libero_spatial,764,140,0.2311688311688312,0.3154428904428905,-0.08427405927405929,0.4195455586080586
external_8b,L2,whole_episode,libero_goal,4000,106,0.599986058183846,0.2770030968220282,0.32298296136181776,0.8092057446870367
external_8b,L2,whole_episode,libero_long,4000,274,0.3863420009563615,0.2910314661707845,0.095310534785577,0.6268811390465892
external_8b,L2,whole_episode,libero_object,3600,44,0.4671300921300921,0.4828807225988954,-0.015750630468803317,0.5054804939155333
external_8b,L2,whole_episode,libero_spatial,4000,140,0.5861502782931354,0.12942219247357284,0.45672808581956253,0.9002933012583272
external_8b,L3,prefix_K12,libero_goal,1383,106,0.3590909090909091,0.40627180180821526,-0.04718089271730613,0.45790177450096775
external_8b,L3,prefix_K12,libero_long,4000,274,0.34130723291307236,0.4844361489289026,-0.14312891601583022,0.3499952004262805
external_8b,L3,prefix_K12,libero_object,2999,44,0.2991735537190083,0.5608952468850946,-0.26172169316608634,0.23332948777111215
external_8b,L3,prefix_K12,libero_spatial,764,140,0.4653246753246754,0.616098484848485,-0.15077380952380953,0.3360119047619048
external_8b,L3,whole_episode,libero_goal,4000,106,0.5598661585649222,0.3583786730626532,0.20148748550226897,0.7139527671986898
external_8b,L3,whole_episode,libero_long,4000,274,0.4760145953671183,0.4367922990977105,0.03922229626940782,0.559116055651547
external_8b,L3,whole_episode,libero_object,3600,44,0.462037962037962,0.5041211531227918,-0.04208319108482983,0.4809061509356785
external_8b,L3,whole_episode,libero_spatial,4000,140,0.611341016289,0.33725390311736736,0.2740871131716326,0.7511926350851221
external_8b,L4,prefix_K12,libero_goal,1383,106,0.3214408233276158,0.4567458943631824,-0.1353050710355666,0.3244411282339209
external_8b,L4,prefix_K12,libero_long,4000,274,0.4649303251493032,0.5312843537925646,-0.06635402864326134,0.42031287343622054
external_8b,L4,prefix_K12,libero_object,2999,44,0.47066115702479333,0.6084848484848485,-0.1378236914600552,0.3560221504383941
external_8b,L4,prefix_K12,libero_spatial,764,140,0.2835714285714286,0.5205419580419581,-0.23697052947052955,0.2898065476190476
external_8b,L4,whole_episode,libero_goal,4000,106,0.6153638814016171,0.35689897513475977,0.25846490626685736,0.7906818424087372
external_8b,L4,whole_episode,libero_long,4000,274,0.5334102624745061,0.513724611806139,0.019685650668367027,0.5406210452492056
external_8b,L4,whole_episode,libero_object,3600,44,0.5825147075147075,0.5297382130694034,0.05277649444530408,0.5697221086000613
external_8b,L4,whole_episode,libero_spatial,4000,140,0.619944341372913,0.2688914037832853,0.3510529375896277,0.8115099925980755
external_8b,L5,prefix_K12,libero_goal,1383,106,0.252401372212693,0.4327899195557771,-0.18038854734308413,0.3000731372172397
external_8b,L5,prefix_K12,libero_long,4000,274,0.502526862485967,0.48167667008246723,0.02085019240349978,0.5296182673734774
external_8b,L5,prefix_K12,libero_object,2999,44,0.12128099173553718,0.5387355791416705,-0.4174545874061333,0.24023996308260268
external_8b,L5,prefix_K12,libero_spatial,764,140,0.277987012987013,0.5266608391608392,-0.24867382617382616,0.2459249084249084
external_8b,L5,whole_episode,libero_goal,4000,106,0.5336927223719675,0.4516386695036411,0.0820540528683264,0.597770154373928
external_8b,L5,whole_episode,libero_long,4000,274,0.5712530315819647,0.47306216860771033,0.09819086297425439,0.6571194329842378
external_8b,L5,whole_episode,libero_object,3600,44,0.2907092907092907,0.46569485561741125,-0.17498556490812056,0.34877991103384803
external_8b,L5,whole_episode,libero_spatial,4000,140,0.5829870129870129,0.23479902288902277,0.3481879900979902,0.815838267949667
external_8b,L12,prefix_K12,libero_goal,1383,106,0.4903945111492282,0.6721933508934292,-0.18179883974420102,0.2858113798554986
external_8b,L12,prefix_K12,libero_long,4000,274,0.5794293297942934,0.6004804641429188,-0.021051134348625378,0.48449982564813837
external_8b,L12,prefix_K12,libero_object,2999,44,0.24628099173553722,0.5868881710506076,-0.34060717931507045,0.23015689893862482
external_8b,L12,prefix_K12,libero_spatial,764,140,0.3298051948051948,0.5096153846153846,-0.17981018981018976,0.3129750457875458
external_8b,L12,whole_episode,libero_goal,4000,106,0.7441988914689166,0.5376982443653517,0.20650064710356486,0.7225097149945248
external_8b,L12,whole_episode,libero_long,4000,274,0.758552694252398,0.5736925842947507,0.18486010995764734,0.7952291257723396
external_8b,L12,whole_episode,libero_object,3600,44,0.48921911421911424,0.5479534345155395,-0.058734320296425224,0.4732622200634012
external_8b,L12,whole_episode,libero_spatial,4000,140,0.7173098330241188,0.367585633174025,0.3497241998500938,0.8450453367875648
external_8b,L13,prefix_K12,libero_goal,1383,106,0.4639794168096055,0.6605609738734249,-0.1965815570638194,0.2675861763271819
external_8b,L13,prefix_K12,libero_long,4000,274,0.6286994027869941,0.5687088274044797,0.0599905753825144,0.5844543766235293
external_8b,L13,prefix_K12,libero_object,2999,44,0.3402892561983471,0.6040055376095985,-0.2637162814112514,0.232544993077988
external_8b,L13,prefix_K12,libero_spatial,764,140,0.28214285714285714,0.48990384615384625,-0.2077609890109891,0.30827037545787545
external_8b,L13,whole_episode,libero_goal,4000,106,0.7337903150850449,0.6215961268236088,0.11219418826143612,0.6961338682637052
external_8b,L13,whole_episode,libero_long,4000,274,0.7719969923791713,0.5674632365777585,0.20453375580141275,0.824156352480694
external_8b,L13,whole_episode,libero_object,3600,44,0.5404317904317906,0.5329797428493505,0.007452047582440113,0.538996190817057
external_8b,L13,whole_episode,libero_spatial,4000,140,0.6932653061224491,0.27740304999037496,0.4158622561320741,0.8518143967431532
external_8b,L14,prefix_K12,libero_goal,1383,106,0.4150943396226416,0.629890186222022,-0.2147958465993804,0.25045064345975976
external_8b,L14,prefix_K12,libero_long,4000,274,0.6138354346383543,0.5126615557091522,0.10117387892920215,0.6235287837292491
external_8b,L14,prefix_K12,libero_object,2999,44,0.44214876033057854,0.6106598984771574,-0.16851113814657886,0.2890632210429165
external_8b,L14,prefix_K12,libero_spatial,764,140,0.3562987012987014,0.521722027972028,-0.16542332667332665,0.3116929945054945
external_8b,L14,whole_episode,libero_goal,4000,106,0.7680081791988101,0.5500179722417253,0.21799020695708482,0.7619269122307178
external_8b,L14,whole_episode,libero_long,4000,274,0.7656383001276768,0.5072526892467857,0.25838561088089107,0.8501279233321971
external_8b,L14,whole_episode,libero_object,3600,44,0.6016067266067264,0.5501065896979843,0.05150013690874211,0.5954021372328459
external_8b,L14,whole_episode,libero_spatial,4000,140,0.729508348794063,0.3470668800338831,0.3824414687601799,0.8782105847520355
external_8b,L15,prefix_K12,libero_goal,1383,106,0.3986277873070326,0.650378806483108,-0.2517510191760754,0.24423397999438543
external_8b,L15,prefix_K12,libero_long,4000,274,0.6043463835434638,0.5672424730395746,0.03710391050388917,0.5521885076656049
external_8b,L15,prefix_K12,libero_object,2999,44,0.2995867768595042,0.5623724900149653,-0.26278571315546106,0.24418550992155053
external_8b,L15,prefix_K12,libero_spatial,764,140,0.30733766233766235,0.536145104895105,-0.22880744255744268,0.30556891025641025
external_8b,L15,whole_episode,libero_goal,4000,106,0.6796495956873314,0.5897692053804648,0.08988039030686656,0.6124007907666367
external_8b,L15,whole_episode,libero_long,4000,274,0.7692807030791913,0.5588562175721088,0.21042448550708248,0.8268509702974952
external_8b,L15,whole_episode,libero_object,3600,44,0.5040098790098791,0.5194881337785792,-0.015478254768700017,0.5092289600163616
external_8b,L15,whole_episode,libero_spatial,4000,140,0.6891280148423006,0.3730702984040726,0.316057716438228,0.8028645447816433
