cohort,quantity,layer,survival_auc,survival_auc_early,abs_auc_gap
development_main,action_consensus_s9,L2,0.47394033712437256,0.47904139664033435,0.026059662875627443
development_main,action_consensus_s9,L3,0.5037514698860175,0.5030692663775442,0.003751469886017489
development_main,action_consensus_s9,L4,0.5057220490097631,0.5066973623704233,0.005722049009763142
development_main,action_consensus_s9,L5,0.5073461234862894,0.5082880832127981,0.00734612348628938
development_main,action_consensus_s9,L12,0.5526339725203411,0.5509148620831451,0.05263397252034108
development_main,action_consensus_s9,L13,0.5464761891167946,0.54396747139023,0.04647618911679463
development_main,action_consensus_s9,L14,0.556169456384302,0.553612359023404,0.05616945638430204
development_main,action_consensus_s9,L15,0.5562646981329166,0.5541715737030275,0.05626469813291657
development_main,along_state_energy_s9,L2,0.5248958168528519,0.5247269235531868,0.024895816852851915
development_main,along_state_energy_s9,L3,0.47043411813490943,0.4714473816743041,0.02956588186509057
development_main,along_state_energy_s9,L4,0.5132252602915681,0.5127788448111877,0.01322526029156812
development_main,along_state_energy_s9,L5,0.47200980569170586,0.4779866244879405,0.027990194308294136
development_main,along_state_energy_s9,L12,0.47294147207399834,0.4690344067101708,0.027058527926001663
development_main,along_state_energy_s9,L13,0.48338352450013017,0.4880444429041873,0.01661647549986983
development_main,along_state_energy_s9,L14,0.47457487485048055,0.4767701050678311,0.025425125149519445
development_main,along_state_energy_s9,L15,0.47922015489942676,0.4780028579876824,0.020779845100573235
development_main,along_state_fraction_s9,L2,0.511300197841412,0.513087565037865,0.011300197841412007
development_main,along_state_fraction_s9,L3,0.46936588233829335,0.4699269857309361,0.03063411766170665
development_main,along_state_fraction_s9,L4,0.5165019953446934,0.5165328973594926,0.016501995344693432
development_main,along_state_fraction_s9,L5,0.47286488692529577,0.4793596624080583,0.02713511307470423
development_main,along_state_fraction_s9,L12,0.4963409210100117,0.4917444040532272,0.003659078989988296
development_main,along_state_fraction_s9,L13,0.5038936634312916,0.5081523176512862,0.003893663431291605
development_main,along_state_fraction_s9,L14,0.5010921674434884,0.5026092361520242,0.00109216744348839
development_main,along_state_fraction_s9,L15,0.5003938831020891,0.49792888105789723,0.0003938831020890987
development_main,arc_stretch_s9,L2,0.49785714792717223,0.49686336763850814,0.0021428520728277722
development_main,arc_stretch_s9,L3,0.5183849931740504,0.5249403910348116,0.0183849931740504
development_main,arc_stretch_s9,L4,0.5125027146128613,0.5149363600197072,0.012502714612861343
